tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"CRU-0031","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","Medium","Siemens","TemperatureTransmitter-6767","Crude Distillation Unit (CDU) - Station 31","Temperature Transmitter for Crude Distillation Unit (CDU) operations","2024-03-03","192.168.220.34","OPC UA"
"CRU-0032","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","Critical","Siemens","FlowTransmitter-9345","Crude Distillation Unit (CDU) - Station 32","Flow Transmitter for Crude Distillation Unit (CDU) operations","2022-03-11","192.168.178.10","Ethernet/IP"
"CRU-0033","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Motor Starter","Medium","Siemens","MotorStarter-8985","Crude Distillation Unit (CDU) - Station 33","Motor Starter for Crude Distillation Unit (CDU) operations","2021-07-02","192.168.187.150","DNP3"
"CRU-0034","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Control Valve","Low","Rockwell","ControlValve-8119","Crude Distillation Unit (CDU) - Station 34","Control Valve for Crude Distillation Unit (CDU) operations","2021-11-21","192.168.84.95","Ethernet/IP"
"CRU-0035","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","Low","Honeywell","PLC-7290","Crude Distillation Unit (CDU) - Station 35","PLC for Crude Distillation Unit (CDU) operations","2022-04-13","192.168.10.245","DNP3"
"CRU-0036","Gulf Coast Refinery","Crude Distillation Unit (CDU)","DCS","Medium","ABB","DCS-8144","Crude Distillation Unit (CDU) - Station 36","DCS for Crude Distillation Unit (CDU) operations","2024-11-18","192.168.59.146","OPC UA"
"CRU-0037","Gulf Coast Refinery","Crude Distillation Unit (CDU)","RTU","Medium","ABB","RTU-1107","Crude Distillation Unit (CDU) - Station 37","RTU for Crude Distillation Unit (CDU) operations","2024-03-29","192.168.87.141","Profinet"
"CRU-0038","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","Medium","Siemens","FlowTransmitter-6988","Crude Distillation Unit (CDU) - Station 38","Flow Transmitter for Crude Distillation Unit (CDU) operations","2025-10-10","192.168.26.28","OPC UA"
"CRU-0039","Gulf Coast Refinery","Crude Distillation Unit (CDU)","HMI","Medium","Schneider","HMI-7034","Crude Distillation Unit (CDU) - Station 39","HMI for Crude Distillation Unit (CDU) operations","2021-06-17","192.168.190.141","Ethernet/IP"
"CRU-0040","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","High","Schneider","TemperatureTransmitter-3460","Crude Distillation Unit (CDU) - Station 40","Temperature Transmitter for Crude Distillation Unit (CDU) operations","2023-04-10","192.168.237.34","OPC UA"
"CRU-0041","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","Medium","Rockwell","TemperatureTransmitter-2232","Crude Distillation Unit (CDU) - Station 41","Temperature Transmitter for Crude Distillation Unit (CDU) operations","2023-09-20","192.168.36.51","Modbus TCP"
"CRU-0042","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","High","Honeywell","PLC-5458","Crude Distillation Unit (CDU) - Station 42","PLC for Crude Distillation Unit (CDU) operations","2023-05-09","192.168.253.78","OPC UA"
"FLU-0043","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","High","Emerson","SafetyPLC-9295","Fluid Catalytic Cracking (FCC) - Station 1","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2023-07-08","192.168.227.141","Modbus TCP"
"FLU-0044","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Critical","Honeywell","SafetyPLC-6879","Fluid Catalytic Cracking (FCC) - Station 2","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2023-09-13","192.168.242.24","Modbus TCP"
"FLU-0045","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","Medium","Siemens","DCS-1968","Fluid Catalytic Cracking (FCC) - Station 3","DCS for Fluid Catalytic Cracking (FCC) operations","2023-02-22","192.168.43.59","Ethernet/IP"
"FLU-0046","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","Medium","Emerson","HMI-8574","Fluid Catalytic Cracking (FCC) - Station 4","HMI for Fluid Catalytic Cracking (FCC) operations","2024-07-03","192.168.22.146","Modbus TCP"
"FLU-0047","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","Critical","Honeywell","DCS-5938","Fluid Catalytic Cracking (FCC) - Station 5","DCS for Fluid Catalytic Cracking (FCC) operations","2024-05-05","192.168.115.216","Profinet"
"FLU-0048","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","Medium","Rockwell","HMI-4051","Fluid Catalytic Cracking (FCC) - Station 6","HMI for Fluid Catalytic Cracking (FCC) operations","2021-09-28","192.168.51.95","Ethernet/IP"
"FLU-0049","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Low","Emerson","SafetyPLC-2982","Fluid Catalytic Cracking (FCC) - Station 7","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2021-08-30","192.168.189.239","DNP3"
"FLU-0050","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","Medium","ABB","TemperatureTransmitter-1383","Fluid Catalytic Cracking (FCC) - Station 8","Temperature Transmitter for Fluid Catalytic Cracking (FCC) operations","2021-04-14","192.168.166.105","Profinet"
"FLU-0051","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","Critical","Schneider","PressureTransmitter-9552","Fluid Catalytic Cracking (FCC) - Station 9","Pressure Transmitter for Fluid Catalytic Cracking (FCC) operations","2022-09-29","192.168.204.47","Modbus TCP"
"FLU-0052","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","Medium","Schneider","PressureTransmitter-6903","Fluid Catalytic Cracking (FCC) - Station 10","Pressure Transmitter for Fluid Catalytic Cracking (FCC) operations","2025-08-05","192.168.219.126","Profinet"
"FLU-0053","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","Low","Rockwell","DCS-3466","Fluid Catalytic Cracking (FCC) - Station 11","DCS for Fluid Catalytic Cracking (FCC) operations","2022-12-17","192.168.179.85","Profinet"
"FLU-0054","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","Medium","ABB","PLC-7580","Fluid Catalytic Cracking (FCC) - Station 12","PLC for Fluid Catalytic Cracking (FCC) operations","2025-03-02","192.168.82.176","Profinet"
"FLU-0055","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","High","Rockwell","HMI-2050","Fluid Catalytic Cracking (FCC) - Station 13","HMI for Fluid Catalytic Cracking (FCC) operations","2021-09-29","192.168.159.90","DNP3"
"FLU-0056","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","Low","Siemens","PLC-1825","Fluid Catalytic Cracking (FCC) - Station 14","PLC for Fluid Catalytic Cracking (FCC) operations","2024-07-05","192.168.171.61","Ethernet/IP"
"FLU-0057","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","Critical","Siemens","HMI-4774","Fluid Catalytic Cracking (FCC) - Station 15","HMI for Fluid Catalytic Cracking (FCC) operations","2023-07-18","192.168.19.145","DNP3"
"FLU-0058","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","Low","Honeywell","DCS-3921","Fluid Catalytic Cracking (FCC) - Station 16","DCS for Fluid Catalytic Cracking (FCC) operations","2023-11-25","192.168.164.27","Ethernet/IP"
"FLU-0059","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Medium","ABB","SafetyPLC-8852","Fluid Catalytic Cracking (FCC) - Station 17","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2023-12-24","192.168.242.57","Profinet"
"FLU-0060","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Medium","Schneider","SafetyPLC-8554","Fluid Catalytic Cracking (FCC) - Station 18","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2024-07-03","192.168.84.120","Ethernet/IP"
"FLU-0061","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","Low","Siemens","HMI-4452","Fluid Catalytic Cracking (FCC) - Station 19","HMI for Fluid Catalytic Cracking (FCC) operations","2023-02-11","192.168.145.242","OPC UA"
"FLU-0062","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","Low","Rockwell","TemperatureTransmitter-8453","Fluid Catalytic Cracking (FCC) - Station 20","Temperature Transmitter for Fluid Catalytic Cracking (FCC) operations","2025-09-14","192.168.65.215","DNP3"
"FLU-0063","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Medium","Schneider","SafetyPLC-2688","Fluid Catalytic Cracking (FCC) - Station 21","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2022-01-07","192.168.4.217","DNP3"
"FLU-0064","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","High","ABB","PressureTransmitter-1981","Fluid Catalytic Cracking (FCC) - Station 22","Pressure Transmitter for Fluid Catalytic Cracking (FCC) operations","2024-07-31","192.168.121.124","Ethernet/IP"
"FLU-0065","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","Medium","Honeywell","SafetyPLC-8273","Fluid Catalytic Cracking (FCC) - Station 23","Safety PLC for Fluid Catalytic Cracking (FCC) operations","2023-08-23","192.168.140.229","Modbus TCP"
"HYD-0066","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Low","Schneider","FlowTransmitter-9116","Hydrocracking Unit (HCU) - Station 1","Flow Transmitter for Hydrocracking Unit (HCU) operations","2024-06-24","192.168.156.11","Ethernet/IP"
"HYD-0067","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","Critical","Emerson","HMI-4501","Hydrocracking Unit (HCU) - Station 2","HMI for Hydrocracking Unit (HCU) operations","2024-08-12","192.168.228.1","OPC UA"
"HYD-0068","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","High","Schneider","TemperatureTransmitter-8489","Hydrocracking Unit (HCU) - Station 3","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2023-12-05","192.168.16.222","Ethernet/IP"
"HYD-0069","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","Low","Schneider","PressureTransmitter-1697","Hydrocracking Unit (HCU) - Station 4","Pressure Transmitter for Hydrocracking Unit (HCU) operations","2025-03-06","192.168.112.19","OPC UA"
"HYD-0070","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","High","Rockwell","RTU-3411","Hydrocracking Unit (HCU) - Station 5","RTU for Hydrocracking Unit (HCU) operations","2024-03-03","192.168.82.14","DNP3"
"HYD-0071","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","High","Schneider","DCS-4579","Hydrocracking Unit (HCU) - Station 6","DCS for Hydrocracking Unit (HCU) operations","2023-01-22","192.168.129.176","Ethernet/IP"
"HYD-0072","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","Critical","Schneider","PLC-1146","Hydrocracking Unit (HCU) - Station 7","PLC for Hydrocracking Unit (HCU) operations","2021-05-25","192.168.102.167","Modbus TCP"
"HYD-0073","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","Critical","Emerson","DCS-7955","Hydrocracking Unit (HCU) - Station 8","DCS for Hydrocracking Unit (HCU) operations","2021-06-28","192.168.197.205","Ethernet/IP"
"HYD-0074","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","Low","Schneider","PLC-8510","Hydrocracking Unit (HCU) - Station 9","PLC for Hydrocracking Unit (HCU) operations","2023-04-23","192.168.157.201","Profinet"
"HYD-0075","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","High","Honeywell","ControlValve-9018","Hydrocracking Unit (HCU) - Station 10","Control Valve for Hydrocracking Unit (HCU) operations","2022-10-11","192.168.101.89","DNP3"
"HYD-0076","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","Critical","Rockwell","TemperatureTransmitter-8954","Hydrocracking Unit (HCU) - Station 11","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2022-10-28","192.168.233.145","Ethernet/IP"
"HYD-0077","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Low","Emerson","FlowTransmitter-2959","Hydrocracking Unit (HCU) - Station 12","Flow Transmitter for Hydrocracking Unit (HCU) operations","2023-12-01","192.168.116.216","Modbus TCP"
"HYD-0078","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","Medium","Honeywell","MotorStarter-2364","Hydrocracking Unit (HCU) - Station 13","Motor Starter for Hydrocracking Unit (HCU) operations","2022-12-04","192.168.232.179","Modbus TCP"
"HYD-0079","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Critical","ABB","FlowTransmitter-2700","Hydrocracking Unit (HCU) - Station 14","Flow Transmitter for Hydrocracking Unit (HCU) operations","2021-04-03","192.168.175.50","Modbus TCP"
"HYD-0080","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","Medium","Schneider","ControlValve-4039","Hydrocracking Unit (HCU) - Station 15","Control Valve for Hydrocracking Unit (HCU) operations","2024-09-16","192.168.17.21","OPC UA"
"HYD-0081","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Critical","Emerson","FlowTransmitter-8869","Hydrocracking Unit (HCU) - Station 16","Flow Transmitter for Hydrocracking Unit (HCU) operations","2024-04-27","192.168.128.215","Profinet"
"HYD-0082","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","Low","Siemens","DCS-6996","Hydrocracking Unit (HCU) - Station 17","DCS for Hydrocracking Unit (HCU) operations","2020-11-26","192.168.97.195","OPC UA"
"HYD-0083","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","Medium","Schneider","HMI-7618","Hydrocracking Unit (HCU) - Station 18","HMI for Hydrocracking Unit (HCU) operations","2023-04-16","192.168.175.247","Ethernet/IP"
"HYD-0084","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","Medium","Emerson","HMI-1419","Hydrocracking Unit (HCU) - Station 19","HMI for Hydrocracking Unit (HCU) operations","2025-05-31","192.168.237.103","OPC UA"
"HYD-0085","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Low","Schneider","FlowTransmitter-5412","Hydrocracking Unit (HCU) - Station 20","Flow Transmitter for Hydrocracking Unit (HCU) operations","2021-12-30","192.168.67.158","DNP3"
"HYD-0086","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","Low","Honeywell","PressureTransmitter-8897","Hydrocracking Unit (HCU) - Station 21","Pressure Transmitter for Hydrocracking Unit (HCU) operations","2024-01-06","192.168.23.139","DNP3"
"HYD-0087","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Critical","Siemens","FlowTransmitter-4611","Hydrocracking Unit (HCU) - Station 22","Flow Transmitter for Hydrocracking Unit (HCU) operations","2023-04-28","192.168.159.86","OPC UA"
"HYD-0088","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","Low","ABB","RTU-9495","Hydrocracking Unit (HCU) - Station 23","RTU for Hydrocracking Unit (HCU) operations","2025-05-22","192.168.207.137","Profinet"
"HYD-0089","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","Low","Rockwell","SafetyPLC-2607","Hydrocracking Unit (HCU) - Station 24","Safety PLC for Hydrocracking Unit (HCU) operations","2025-05-15","192.168.242.20","DNP3"
"HYD-0090","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","High","Schneider","FlowTransmitter-9529","Hydrocracking Unit (HCU) - Station 25","Flow Transmitter for Hydrocracking Unit (HCU) operations","2023-07-08","192.168.147.158","Modbus TCP"
"HYD-0091","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","High","Rockwell","PLC-8607","Hydrocracking Unit (HCU) - Station 26","PLC for Hydrocracking Unit (HCU) operations","2021-04-22","192.168.219.198","DNP3"
"HYD-0092","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","Low","Honeywell","PressureTransmitter-6688","Hydrocracking Unit (HCU) - Station 27","Pressure Transmitter for Hydrocracking Unit (HCU) operations","2024-08-01","192.168.67.63","Profinet"
"HYD-0093","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","High","Siemens","FlowTransmitter-6684","Hydrocracking Unit (HCU) - Station 28","Flow Transmitter for Hydrocracking Unit (HCU) operations","2024-12-22","192.168.228.120","Profinet"
"HYD-0094","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","Low","ABB","RTU-7598","Hydrocracking Unit (HCU) - Station 29","RTU for Hydrocracking Unit (HCU) operations","2021-01-08","192.168.19.247","Profinet"
"HYD-0095","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","Low","Schneider","HMI-8170","Hydrocracking Unit (HCU) - Station 30","HMI for Hydrocracking Unit (HCU) operations","2025-06-30","192.168.38.197","Profinet"
"HYD-0096","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","Critical","Siemens","TemperatureTransmitter-9162","Hydrocracking Unit (HCU) - Station 31","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2022-05-30","192.168.109.53","DNP3"
"HYD-0097","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","High","Rockwell","ControlValve-2692","Hydrocracking Unit (HCU) - Station 32","Control Valve for Hydrocracking Unit (HCU) operations","2024-03-09","192.168.164.100","Modbus TCP"
"HYD-0098","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","High","Schneider","DCS-8307","Hydrocracking Unit (HCU) - Station 33","DCS for Hydrocracking Unit (HCU) operations","2021-09-24","192.168.188.24","Ethernet/IP"
"HYD-0099","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","Low","Honeywell","TemperatureTransmitter-8574","Hydrocracking Unit (HCU) - Station 34","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2024-07-11","192.168.2.27","DNP3"
"HYD-0100","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","High","Emerson","TemperatureTransmitter-8741","Hydrocracking Unit (HCU) - Station 35","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2022-07-24","192.168.64.122","DNP3"
"HYD-0101","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","Low","Siemens","RTU-5823","Hydrocracking Unit (HCU) - Station 36","RTU for Hydrocracking Unit (HCU) operations","2020-11-08","192.168.101.205","Modbus TCP"
"HYD-0102","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","Critical","Siemens","PLC-5597","Hydrocracking Unit (HCU) - Station 37","PLC for Hydrocracking Unit (HCU) operations","2023-09-24","192.168.11.104","DNP3"
"HYD-0103","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","Critical","Rockwell","TemperatureTransmitter-5434","Hydrocracking Unit (HCU) - Station 38","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2022-07-05","192.168.98.38","DNP3"
"HYD-0104","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","Medium","ABB","SafetyPLC-4980","Hydrocracking Unit (HCU) - Station 39","Safety PLC for Hydrocracking Unit (HCU) operations","2024-02-26","192.168.50.203","OPC UA"
"HYD-0105","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","Critical","Rockwell","FlowTransmitter-1095","Hydrocracking Unit (HCU) - Station 40","Flow Transmitter for Hydrocracking Unit (HCU) operations","2023-10-02","192.168.108.252","OPC UA"
"HYD-0106","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","Medium","Schneider","TemperatureTransmitter-8746","Hydrocracking Unit (HCU) - Station 41","Temperature Transmitter for Hydrocracking Unit (HCU) operations","2021-01-09","192.168.199.69","Modbus TCP"
