tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
CGN-TRB-0019,192.168.10.19,6c:c3:47:c3:18:aa,CGN-TRB-protection-relay,Protection Relay,SEL,SEL-ProtectionRelay-8198,3.1.5,IEC 61850,VLAN-100,2025-11-04T03:51:47.537Z,2026-01-05T22:48:13.622Z,Passive Monitoring,86,502,0,,VxWorks,false,2025-11-20,86
,192.168.10.20,a0:21:0b:8d:f7:e2,,Unknown,Unknown,,1.3.2,Modbus TCP,VLAN-100,2025-11-10T14:39:35.688Z,2026-01-07T03:16:07.894Z,Network Scan,71,"502,102",2,CVE-2022-28633,Windows Embedded,true,2025-12-26,99
CGN-TRB-0021,192.168.10.21,4e:ca:c6:5b:ef:ef,CGN-TRB-current-transformer,Current Transformer,SEL,SEL-CurrentTransformer-3293,5.0.57,Foundation Fieldbus,VLAN-100,2025-11-29T13:20:57.774Z,2026-01-04T05:11:46.505Z,Passive Monitoring,85,"80,443,22",6,,,true,2025-04-21,78
CGN-TRB-0022,192.168.10.22,30:7f:0e:ec:c6:90,CGN-TRB-protection-relay,Protection Relay,ABB,,1.6.35,Modbus TCP,VLAN-100,2025-11-10T18:53:24.847Z,2026-01-06T13:58:40.869Z,Protocol Analysis,76,"502,102,44818,2222",2,CVE-2024-40293,Windows Embedded,false,2025-06-07,96
CGN-TRB-0023,192.168.10.23,2c:e9:cc:ec:f7:2b,,Metering Unit,Hitachi,,2.6.82,Modbus,VLAN-100,2025-12-22T20:32:45.787Z,2026-01-04T06:23:18.119Z,Active Probe,84,"80,443,22",0,CVE-2021-4296,,true,2025-03-26,78
CGN-TRB-0024,192.168.10.24,68:81:23:96:04:85,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,Siemens,SIE-PhasorMeasurementUnit-1546,2.3.36,OPC UA,VLAN-100,2025-10-06T05:50:18.625Z,2026-01-07T03:42:28.309Z,Passive Monitoring,83,502,2,CVE-2021-4324;CVE-2021-32545,QNX,true,2025-12-12,74
CGN-TRB-0027,192.168.10.27,0d:f6:b5:d9:69:5f,CGN-TRB-metering-unit,Metering Unit,Hitachi,HIT-MeteringUnit-2129,1.6.1,Modbus,VLAN-100,2025-07-29T07:49:29.870Z,2026-01-01T13:58:30.703Z,Active Probe,79,80,7,,,true,2025-08-12,66
CGN-TRB-0028,192.168.10.28,fa:86:aa:55:c9:5f,CGN-TRB-protection-relay,Protection Relay,GE,GE-ProtectionRelay-3239,3.3.12,OPC UA,VLAN-100,2025-12-04T22:08:12.513Z,2026-01-03T05:53:00.917Z,Protocol Analysis,70,502,2,CVE-2023-22215,VxWorks,true,2025-10-20,78
CGN-TRB-0029,192.168.10.29,16:9b:59:6a:b4:c5,CGN-TRB-scada-rtu,SCADA RTU,ABB,ABB-SCADARTU-1545,3.7.29,Modbus TCP,VLAN-100,2025-12-16T04:14:26.354Z,2026-01-05T18:21:03.027Z,Passive Monitoring,85,"502,102,44818",2,CVE-2024-16623;CVE-2024-10622,Windows Embedded,true,2025-01-13,84
,192.168.10.30,3c:a3:69:3a:03:51,,Circuit Breaker,Unknown,,2.2.56,Foundation Fieldbus,VLAN-100,2025-10-29T14:54:12.126Z,2026-01-05T18:53:47.440Z,SNMP,71,80,4,CVE-2021-21240;CVE-2024-19127,,false,2026-01-05,77
CGN-TRB-0031,192.168.10.31,63:c4:e7:fa:21:30,CGN-TRB-metering-unit,Metering Unit,GE,GE-MeteringUnit-8345,4.7.82,Foundation Fieldbus,VLAN-100,2025-11-15T20:47:04.682Z,2026-01-02T10:12:48.158Z,Active Probe,72,"80,443,22,161,502",0,,,true,2025-10-16,67
CGN-TRB-0033,192.168.10.33,6d:d2:56:4a:bd:24,,Current Transformer,Unknown,,4.3.91,Modbus,VLAN-100,2025-08-21T18:11:02.600Z,2026-01-06T18:17:01.971Z,Passive Monitoring,70,"80,443",2,CVE-2022-17586,,true,2025-04-04,83
CGN-TRB-0035,192.168.10.35,77:06:1d:ba:a9:eb,CGN-TRB-current-transformer,Current Transformer,Schneider,SCH-CurrentTransformer-1556,3.3.57,Modbus,VLAN-100,2025-08-22T19:38:32.984Z,2026-01-07T16:16:50.481Z,Network Scan,87,"80,443,22",5,CVE-2023-49927;CVE-2022-49049,,true,2025-04-14,66
CGN-TRB-0036,192.168.10.36,b3:cd:97:c7:b7:89,CGN-TRB-tap-changer-controller,Tap Changer Controller,Eaton,EAT-TapChangerController-7708,4.4.48,Modbus,VLAN-100,2025-12-27T00:49:09.448Z,2026-01-04T13:04:05.137Z,Network Scan,95,"80,443",1,CVE-2023-24027;CVE-2021-21243,,false,2025-03-18,70
CGN-TRB-0039,192.168.10.39,58:b1:d1:d9:a3:f4,CGN-TRB-protection-relay,Protection Relay,ABB,ABB-ProtectionRelay-7439,1.0.97,Modbus TCP,VLAN-100,2025-11-04T12:54:37.259Z,2026-01-03T07:36:16.678Z,Active Probe,85,502,0,CVE-2023-790;CVE-2020-43742,Windows Embedded,false,2025-06-10,88
CGN-TRB-0040,192.168.10.40,67:23:06:4f:11:15,CGN-TRB-protection-relay,Protection Relay,ABB,ABB-ProtectionRelay-7307,4.8.99,OPC UA,VLAN-100,2025-07-25T19:10:01.480Z,2026-01-04T17:22:35.857Z,Protocol Analysis,74,"502,102,44818,2222,20000",2,CVE-2020-3768;CVE-2020-21919,Windows Embedded,true,2025-04-16,95
CGN-TRB-0041,192.168.10.41,21:d3:bd:92:8e:7d,CGN-TRB-voltage-transformer,Voltage Transformer,ABB,ABB-VoltageTransformer-6311,1.5.53,HART,VLAN-100,2025-09-14T19:09:11.102Z,2026-01-03T12:15:10.104Z,SNMP,95,"80,443,22,161",0,,,true,2025-08-11,63
CGN-TRB-0042,192.168.10.42,a7:66:b8:f7:df:8f,CGN-TRB-metering-unit,Metering Unit,Hitachi,HIT-MeteringUnit-1444,3.1.44,Modbus,VLAN-100,2025-09-14T22:10:22.756Z,2026-01-05T13:17:59.140Z,Active Probe,89,80,5,,,true,2025-08-15,69
CGN-TRB-0043,192.168.10.43,1d:a6:03:f4:d3:aa,CGN-TRB-scada-rtu,SCADA RTU,Eaton,EAT-SCADARTU-7052,2.9.96,IEC 61850,VLAN-100,2025-09-18T00:16:30.364Z,2026-01-06T09:18:16.711Z,Passive Monitoring,94,502,2,CVE-2024-21949,VxWorks,true,2025-11-12,94
CGN-TRB-0044,192.168.10.44,1e:ee:a3:db:d4:c0,CGN-TRB-dfr,DFR,Siemens,SIE-DFR-9936,3.3.16,Profibus,VLAN-100,2025-10-15T15:46:08.795Z,2026-01-03T13:08:00.645Z,Active Probe,83,80,0,CVE-2024-12284,,false,2025-09-15,63
CGN-TRB-0046,192.168.10.46,4b:81:f8:73:c3:46,CGN-TRB-current-transformer,Current Transformer,SEL,SEL-CurrentTransformer-8391,5.0.70,HART,VLAN-100,2026-01-05T17:39:50.209Z,2026-01-06T09:31:36.363Z,Network Scan,83,"80,443,22,161",4,CVE-2022-22670;CVE-2023-9928,,true,2025-02-26,65
CGN-TRB-0047,192.168.10.47,f9:a0:bc:59:b1:2d,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,Eaton,EAT-PhasorMeasurementUnit-7149,5.9.77,OPC UA,VLAN-100,2025-10-04T18:44:19.572Z,2026-01-04T16:30:33.926Z,SNMP,99,502,1,CVE-2023-13573,Windows Embedded,true,2025-08-19,84
CGN-TRB-0048,192.168.10.48,6c:54:c3:61:10:2e,CGN-TRB-hmi,HMI,SEL,SEL-HMI-1654,1.5.89,Modbus TCP,VLAN-100,2025-12-23T11:49:36.008Z,2026-01-02T18:57:00.316Z,Active Probe,74,"502,102,44818",2,CVE-2021-22894,QNX,true,2025-05-12,84
CGN-TRB-0049,192.168.10.49,5a:14:88:71:2b:01,CGN-TRB-metering-unit,Metering Unit,Hitachi,HIT-MeteringUnit-6249,1.6.33,Modbus,VLAN-100,2025-12-29T16:25:02.422Z,2026-01-02T23:40:26.402Z,Passive Monitoring,75,"80,443,22",1,CVE-2023-37525,,true,2025-12-19,66
,192.168.10.51,45:73:e5:15:d8:fa,,Circuit Breaker,Unknown,,1.9.10,Foundation Fieldbus,VLAN-100,2026-01-01T02:15:17.019Z,2026-01-05T07:25:38.933Z,Network Scan,84,"80,443,22,161,502",6,CVE-2021-24855;CVE-2022-45450,,true,2025-02-08,85
CGN-TRB-0052,192.168.10.52,78:26:68:00:51:ea,CGN-TRB-voltage-transformer,Voltage Transformer,Siemens,SIE-VoltageTransformer-8952,2.9.54,HART,VLAN-100,2025-08-17T17:49:17.270Z,2026-01-05T11:05:29.101Z,Active Probe,72,"80,443,22,161",6,,,true,2025-04-13,74
,192.168.10.54,4c:d1:8b:9f:2a:db,,Unknown,Unknown,,3.5.25,DNP3,VLAN-100,2025-12-26T09:19:37.924Z,2026-01-01T15:07:44.143Z,Protocol Analysis,99,"502,102,44818",0,,QNX,true,2025-02-07,96
,192.168.10.55,1d:9a:24:b0:ba:67,,Unknown,Unknown,,1.8.88,Profibus,VLAN-100,2025-12-14T00:49:12.935Z,2026-01-03T03:13:17.833Z,Protocol Analysis,83,"80,443,22",6,CVE-2023-16465,,true,2025-09-06,75
CGN-TRB-0056,192.168.10.56,47:b2:12:75:96:64,CGN-TRB-voltage-transformer,Voltage Transformer,ABB,ABB-VoltageTransformer-3298,2.6.79,Modbus,VLAN-100,2025-12-01T07:54:39.290Z,2026-01-05T04:48:28.319Z,Active Probe,72,"80,443,22",4,,,false,2025-05-31,63
CGN-TRB-0057,192.168.10.57,d7:6d:ea:81:84:7b,CGN-TRB-tap-changer-controller,Tap Changer Controller,Hitachi,HIT-TapChangerController-1202,2.0.80,Foundation Fieldbus,VLAN-100,2025-09-04T04:21:10.658Z,2026-01-05T00:32:32.398Z,Network Scan,95,"80,443,22",5,CVE-2022-21204,,false,2025-12-30,75
CGN-TRB-0059,192.168.10.59,53:1d:3a:d6:3f:00,CGN-TRB-capacitor-bank-controller,Capacitor Bank Controller,SEL,SEL-CapacitorBankController-9146,5.4.55,Foundation Fieldbus,VLAN-100,2025-08-08T06:31:22.301Z,2026-01-03T03:18:41.087Z,Protocol Analysis,79,"80,443,22,161,502",3,CVE-2022-24169;CVE-2024-19693,,true,2025-06-01,68
CGN-TRB-0060,192.168.10.60,d8:71:62:15:1f:a7,CGN-TRB-circuit-breaker,Circuit Breaker,Toshiba,TOS-CircuitBreaker-3087,5.3.94,Modbus,VLAN-100,2025-12-01T02:23:50.680Z,2026-01-03T00:32:10.963Z,SNMP,84,"80,443,22,161,502",6,,,true,2025-08-23,67
CGN-TRB-0061,192.168.10.61,d9:70:fd:33:a9:7d,CGN-TRB-metering-unit,Metering Unit,ABB,ABB-MeteringUnit-4821,1.1.85,Foundation Fieldbus,VLAN-100,2025-11-23T02:55:56.582Z,2026-01-07T11:26:28.541Z,Network Scan,92,"80,443,22",6,CVE-2022-16259;CVE-2024-12247,,true,2025-07-18,71
CGN-TRB-0062,192.168.10.62,05:53:53:aa:d5:71,,Environmental Sensor,Unknown,,2.9.97,HART,VLAN-100,2025-12-26T16:52:38.002Z,2026-01-05T02:11:49.868Z,Passive Monitoring,98,"80,443,22,161",6,CVE-2023-36235;CVE-2023-20929,,true,2025-12-22,78
CGN-TRB-0063,192.168.10.63,4f:ae:de:fb:d0:fb,CGN-TRB-protection-relay,Protection Relay,Schneider,SCH-ProtectionRelay-3920,3.8.27,Ethernet/IP,VLAN-100,2025-11-24T13:35:27.189Z,2026-01-05T23:56:31.937Z,Active Probe,82,502,0,CVE-2020-8936,Linux RT,true,2025-05-02,85
CGN-TRB-0064,192.168.10.64,0f:c4:e0:c0:70:6c,CGN-TRB-disconnect-switch,Disconnect Switch,Siemens,SIE-DisconnectSwitch-6149,2.9.61,HART,VLAN-100,2025-08-04T20:59:21.253Z,2026-01-01T21:08:28.039Z,Network Scan,98,"80,443,22,161",0,,,true,2025-12-31,73
CGN-TRB-0066,192.168.10.66,6c:4e:f7:06:b9:9e,CGN-TRB-voltage-transformer,Voltage Transformer,Eaton,EAT-VoltageTransformer-2807,1.4.64,Profibus,VLAN-100,2025-12-22T23:15:46.521Z,2026-01-03T07:30:37.752Z,Network Scan,93,80,2,,,false,2026-01-05,77
CGN-TRB-0067,192.168.10.67,bb:52:5a:7c:2a:10,CGN-TRB-ems-server,EMS Server,ABB,ABB-EMSServer-7843,5.1.12,OPC UA,VLAN-100,2026-01-07T22:26:19.697Z,2026-01-06T07:44:08.556Z,Passive Monitoring,90,"502,102,44818,2222,20000",1,CVE-2021-563;CVE-2023-31294,VxWorks,true,2025-11-02,85
CGN-TRB-0069,192.168.10.69,bf:2d:12:cd:73:d4,CGN-TRB-protection-relay,Protection Relay,Hitachi,HIT-ProtectionRelay-4058,1.4.21,OPC UA,VLAN-100,2026-01-03T09:50:58.708Z,2026-01-05T01:03:48.799Z,Active Probe,73,"502,102,44818",2,CVE-2023-14326;CVE-2023-27930,VxWorks,true,2025-08-02,92
CGN-TRB-0070,192.168.10.70,11:5b:35:93:37:a9,CGN-TRB-environmental-sensor,Environmental Sensor,Toshiba,TOS-EnvironmentalSensor-9430,2.9.50,Modbus,VLAN-100,2025-11-26T10:50:28.116Z,2026-01-04T12:44:05.481Z,Protocol Analysis,80,"80,443,22",4,CVE-2024-15630,,true,2025-04-11,79
CGN-TRB-0071,192.168.10.71,c3:42:44:e9:2c:36,CGN-TRB-disconnect-switch,Disconnect Switch,ABB,ABB-DisconnectSwitch-9177,3.8.54,Foundation Fieldbus,VLAN-100,2025-07-30T06:34:01.601Z,2026-01-02T11:53:39.727Z,Protocol Analysis,80,"80,443,22",4,CVE-2022-1233;CVE-2024-16777,,true,2025-08-17,68
CGN-TRB-0073,192.168.10.73,cb:e5:cf:dd:b3:7a,CGN-TRB-circuit-breaker,Circuit Breaker,ABB,ABB-CircuitBreaker-1216,3.5.67,Profibus,VLAN-100,2025-10-16T23:59:25.698Z,2026-01-06T00:45:27.444Z,Network Scan,71,"80,443,22,161,502",7,CVE-2020-40210,,true,2025-01-15,77
,192.168.10.75,bf:99:8a:6c:d9:a8,,Unknown,Unknown,,4.4.14,Profibus,VLAN-100,2025-10-10T12:00:16.081Z,2026-01-05T23:35:27.351Z,Protocol Analysis,97,"80,443,22",7,CVE-2023-49560;CVE-2020-39919,,false,2025-06-22,84
CGN-TRB-0076,192.168.10.76,f2:28:94:7d:ea:bd,CGN-TRB-metering-unit,Metering Unit,SEL,SEL-MeteringUnit-9348,5.4.10,Profibus,VLAN-100,2025-10-16T16:09:59.390Z,2026-01-05T00:39:23.640Z,Protocol Analysis,90,"80,443,22,161",1,CVE-2020-2438;CVE-2023-46847,,true,2025-08-04,69
,192.168.10.77,6d:81:5e:90:22:e5,,Current Transformer,Unknown,,1.1.54,HART,VLAN-100,2025-09-04T21:39:40.523Z,2026-01-01T15:41:03.188Z,SNMP,79,"80,443,22,161",0,,,false,2025-12-09,77
CGN-TRB-0078,192.168.10.78,7b:26:c3:92:01:7c,CGN-TRB-protection-relay,Protection Relay,GE,GE-ProtectionRelay-6673,4.0.11,OPC UA,VLAN-100,2025-08-12T13:28:07.869Z,2026-01-02T07:45:01.301Z,Protocol Analysis,99,502,2,,Linux RT,true,2025-02-24,74
CGN-TRB-0079,192.168.10.79,4b:94:90:24:85:3e,CGN-TRB-ied,IED,Toshiba,TOS-IED-7848,5.3.99,Ethernet/IP,VLAN-100,2025-07-15T07:24:06.797Z,2026-01-05T10:07:09.387Z,Passive Monitoring,73,502,0,,Windows Embedded,true,2025-11-27,77
CGN-TRB-0080,192.168.10.80,2e:61:24:da:2a:35,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,ABB,ABB-PhasorMeasurementUnit-6671,5.2.64,Modbus TCP,VLAN-100,2025-11-11T03:49:21.287Z,2026-01-03T23:02:04.890Z,Passive Monitoring,93,"502,102",0,,Linux RT,true,2025-12-24,85
CGN-TRB-0081,192.168.10.81,65:ad:b7:89:dd:dd,CGN-TRB-voltage-transformer,Voltage Transformer,GE,GE-VoltageTransformer-5160,5.7.60,Profibus,VLAN-100,2025-11-05T02:21:11.822Z,2026-01-04T12:16:01.417Z,Passive Monitoring,73,"80,443,22",2,CVE-2024-7467;CVE-2020-33743,,true,2025-05-24,57
,192.168.10.82,bc:45:55:27:c1:1b,,Unknown,Unknown,,2.3.96,DNP3,VLAN-100,2025-11-28T21:14:06.195Z,2026-01-01T19:20:45.232Z,Protocol Analysis,71,"502,102,44818",0,,VxWorks,true,2025-12-29,100
CGN-TRB-0084,192.168.10.84,fa:ea:38:25:ae:f3,CGN-TRB-dfr,DFR,GE,GE-DFR-9876,5.9.61,HART,VLAN-100,2025-10-05T12:48:07.944Z,2026-01-05T13:24:51.988Z,Active Probe,93,"80,443",7,CVE-2020-18532,,true,2025-04-18,71
CGN-TRB-0085,192.168.10.85,76:46:91:0e:f5:77,CGN-TRB-voltage-transformer,Voltage Transformer,ABB,ABB-VoltageTransformer-9843,2.3.71,Modbus,VLAN-100,2025-07-23T06:24:34.526Z,2026-01-04T08:16:06.987Z,Protocol Analysis,92,"80,443,22,161",7,,,true,2025-01-25,66
CGN-TRB-0086,192.168.10.86,b1:ca:7a:97:55:41,CGN-TRB-tap-changer-controller,Tap Changer Controller,ABB,ABB-TapChangerController-7579,3.6.59,Foundation Fieldbus,VLAN-100,2025-11-25T00:05:59.500Z,2026-01-05T19:02:10.666Z,Network Scan,87,"80,443,22,161,502",0,CVE-2024-45006,,true,2025-06-19,72
CGN-TRB-0087,192.168.10.87,c3:7c:6f:78:05:e4,CGN-TRB-scada-rtu,SCADA RTU,ABB,ABB-SCADARTU-5112,4.5.88,IEC 61850,VLAN-100,2025-12-01T00:11:49.269Z,2026-01-02T19:28:56.686Z,SNMP,80,502,0,CVE-2022-30100;CVE-2022-46379,VxWorks,false,2025-07-29,89
,192.168.10.88,5d:87:0c:cd:db:e0,,Unknown,Unknown,,3.1.10,Profibus,VLAN-100,2025-10-08T10:25:06.244Z,2026-01-02T14:30:51.155Z,SNMP,84,"80,443,22",7,CVE-2021-31266,,true,2025-06-16,85
CGN-TRB-0089,192.168.10.89,bd:b7:94:18:63:db,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,Eaton,EAT-PhasorMeasurementUnit-2541,4.6.83,OPC UA,VLAN-100,2025-10-17T14:02:43.721Z,2026-01-03T17:10:58.093Z,Passive Monitoring,95,502,1,,QNX,true,2025-05-27,76
CGN-TRB-0090,192.168.10.90,2c:cb:d1:31:81:da,CGN-TRB-hmi,HMI,ABB,ABB-HMI-8655,5.0.80,DNP3,VLAN-100,2025-12-18T14:17:09.478Z,2026-01-03T16:32:41.747Z,Passive Monitoring,75,"502,102",1,CVE-2024-44421;CVE-2022-33230,VxWorks,true,2026-01-07,82
,192.168.10.91,9b:7e:a1:8c:59:39,,Unknown,Unknown,,2.9.41,Ethernet/IP,VLAN-100,2025-10-24T11:48:40.647Z,2026-01-06T23:02:57.344Z,Protocol Analysis,70,"502,102,44818,2222",1,CVE-2022-3656;CVE-2021-951,VxWorks,true,2025-06-28,96
CGN-TRB-0092,192.168.10.92,9b:25:15:d1:2b:52,CGN-TRB-disconnect-switch,Disconnect Switch,Eaton,EAT-DisconnectSwitch-8234,5.1.5,Modbus,VLAN-100,2025-07-17T10:58:49.150Z,2026-01-04T05:50:01.584Z,Network Scan,85,"80,443",7,,,true,2025-02-04,70
CGN-TRB-0093,192.168.10.93,cc:46:4f:36:c9:a0,CGN-TRB-scada-rtu,SCADA RTU,Hitachi,HIT-SCADARTU-9405,1.3.22,IEC 61850,VLAN-100,2025-10-05T01:50:17.617Z,2026-01-02T09:56:47.448Z,Network Scan,92,"502,102,44818",1,,Linux RT,false,2025-10-11,82
CGN-TRB-0094,192.168.10.94,ee:23:e5:90:bc:f9,CGN-TRB-metering-unit,Metering Unit,Schneider,SCH-MeteringUnit-5999,3.0.44,Modbus,VLAN-100,2025-07-17T22:18:16.143Z,2026-01-03T11:31:48.557Z,SNMP,75,"80,443",1,CVE-2024-8910,,true,2025-10-13,65
CGN-TRB-0095,192.168.10.95,d6:a0:10:2e:be:3c,CGN-TRB-disconnect-switch,Disconnect Switch,Toshiba,TOS-DisconnectSwitch-9411,1.0.48,Modbus,VLAN-100,2025-10-02T10:34:59.570Z,2026-01-05T06:28:49.637Z,SNMP,73,"80,443,22,161",2,,,true,2025-11-22,71
CGN-TRB-0096,192.168.10.96,ab:02:51:63:ce:44,CGN-TRB-circuit-breaker,Circuit Breaker,Hitachi,HIT-CircuitBreaker-1270,5.8.97,Modbus,VLAN-100,2025-10-07T14:19:44.131Z,2026-01-06T19:45:18.910Z,SNMP,71,"80,443,22,161",7,CVE-2023-37043;CVE-2021-39702,,true,2025-11-08,62
CGN-TRB-0097,192.168.10.97,d5:53:cc:78:e2:cd,CGN-TRB-environmental-sensor,Environmental Sensor,SEL,SEL-EnvironmentalSensor-3454,5.2.80,HART,VLAN-100,2025-10-15T04:19:22.077Z,2026-01-04T16:50:13.198Z,Active Probe,78,"80,443,22,161,502",5,CVE-2021-14331;CVE-2024-42493,,true,2025-06-16,75
CGN-TRB-0098,192.168.10.98,dd:ce:be:58:42:cc,CGN-TRB-scada-rtu,SCADA RTU,Hitachi,HIT-SCADARTU-8237,3.1.26,DNP3,VLAN-100,2025-10-17T20:59:35.468Z,2026-01-07T14:54:44.555Z,Protocol Analysis,86,"502,102,44818,2222",1,CVE-2021-25093;CVE-2024-3878,QNX,false,2025-10-04,95
CGN-TRB-0101,192.168.10.101,08:fa:01:f5:ad:68,CGN-TRB-metering-unit,Metering Unit,Siemens,,2.1.12,Foundation Fieldbus,VLAN-100,2025-10-17T11:30:27.070Z,2026-01-06T06:31:07.557Z,SNMP,81,"80,443,22,161,502",5,CVE-2022-39335,,true,2025-07-17,76
CGN-TRB-0102,192.168.10.102,75:9d:1e:6a:f0:f6,CGN-TRB-metering-unit,Metering Unit,Hitachi,HIT-MeteringUnit-7776,1.7.74,Modbus,VLAN-100,2025-08-06T14:14:03.408Z,2026-01-01T12:06:56.028Z,Network Scan,79,"80,443,22,161",3,,,true,2025-09-06,68
,192.168.10.103,34:4d:10:1a:58:3f,,Circuit Breaker,Unknown,,3.0.56,Profibus,VLAN-100,2025-08-27T05:24:40.994Z,2026-01-06T11:54:40.678Z,Active Probe,93,"80,443,22",2,CVE-2023-45206,,false,2025-09-07,86
