tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"PAI-0041","Toyota Georgetown","Paint Shop","Paint Robot","High","Schneider","PaintRobot-4211","Paint Shop - Station 19","Paint Robot for Paint Shop operations","2022-06-15","192.168.229.224","Ethernet/IP"
"PAI-0042","Toyota Georgetown","Paint Shop","HMI Station","Low","Schneider","HMIStation-4066","Paint Shop - Station 20","HMI Station for Paint Shop operations","2020-12-21","192.168.41.182","OPC UA"
"PAI-0043","Toyota Georgetown","Paint Shop","Paint Robot","Critical","ABB","PaintRobot-4161","Paint Shop - Station 21","Paint Robot for Paint Shop operations","2023-05-11","192.168.45.152","OPC UA"
"PAI-0044","Toyota Georgetown","Paint Shop","Robot Controller","Medium","Siemens","RobotController-2534","Paint Shop - Station 22","Robot Controller for Paint Shop operations","2021-05-16","192.168.79.157","Modbus TCP"
"PAI-0045","Toyota Georgetown","Paint Shop","Vision System","Critical","Siemens","VisionSystem-5152","Paint Shop - Station 23","Vision System for Paint Shop operations","2022-11-27","192.168.62.115","Ethernet/IP"
"PAI-0046","Toyota Georgetown","Paint Shop","Assembly Robot","Low","Siemens","AssemblyRobot-5317","Paint Shop - Station 24","Assembly Robot for Paint Shop operations","2022-10-10","192.168.78.72","Profinet"
"PAI-0047","Toyota Georgetown","Paint Shop","Safety PLC","Low","Schneider","SafetyPLC-2246","Paint Shop - Station 25","Safety PLC for Paint Shop operations","2023-08-03","192.168.143.253","OPC UA"
"PAI-0048","Toyota Georgetown","Paint Shop","Conveyor Controller","Critical","ABB","ConveyorController-6204","Paint Shop - Station 26","Conveyor Controller for Paint Shop operations","2022-10-15","192.168.185.68","DNP3"
"PAI-0049","Toyota Georgetown","Paint Shop","Quality Scanner","High","Honeywell","QualityScanner-5473","Paint Shop - Station 27","Quality Scanner for Paint Shop operations","2022-02-17","192.168.111.228","Modbus TCP"
"PAI-0050","Toyota Georgetown","Paint Shop","Welding Robot","High","Emerson","WeldingRobot-6125","Paint Shop - Station 28","Welding Robot for Paint Shop operations","2024-04-03","192.168.94.174","Modbus TCP"
"PAI-0051","Toyota Georgetown","Paint Shop","Paint Robot","Medium","Honeywell","PaintRobot-4355","Paint Shop - Station 29","Paint Robot for Paint Shop operations","2022-05-16","192.168.249.41","Modbus TCP"
"PAI-0052","Toyota Georgetown","Paint Shop","Vision System","High","Honeywell","VisionSystem-4237","Paint Shop - Station 30","Vision System for Paint Shop operations","2025-05-10","192.168.83.105","Profinet"
"PAI-0053","Toyota Georgetown","Paint Shop","Conveyor Controller","Low","Rockwell","ConveyorController-3692","Paint Shop - Station 31","Conveyor Controller for Paint Shop operations","2021-05-25","192.168.238.202","Modbus TCP"
"PAI-0054","Toyota Georgetown","Paint Shop","Assembly Robot","Low","Rockwell","AssemblyRobot-3983","Paint Shop - Station 32","Assembly Robot for Paint Shop operations","2024-09-01","192.168.183.35","Profinet"
"PAI-0055","Toyota Georgetown","Paint Shop","Paint Robot","Low","Siemens","PaintRobot-5304","Paint Shop - Station 33","Paint Robot for Paint Shop operations","2021-11-13","192.168.197.119","Modbus TCP"
"PAI-0056","Toyota Georgetown","Paint Shop","SCADA System","High","Honeywell","SCADASystem-1316","Paint Shop - Station 34","SCADA System for Paint Shop operations","2024-06-20","192.168.25.74","Ethernet/IP"
"PAI-0057","Toyota Georgetown","Paint Shop","Quality Scanner","Critical","Siemens","QualityScanner-5230","Paint Shop - Station 35","Quality Scanner for Paint Shop operations","2022-11-02","192.168.185.243","Profinet"
"PAI-0058","Toyota Georgetown","Paint Shop","Vision System","Low","Honeywell","VisionSystem-1740","Paint Shop - Station 36","Vision System for Paint Shop operations","2021-11-08","192.168.164.245","DNP3"
"PAI-0059","Toyota Georgetown","Paint Shop","Paint Robot","Medium","Rockwell","PaintRobot-3237","Paint Shop - Station 37","Paint Robot for Paint Shop operations","2024-04-06","192.168.128.1","Ethernet/IP"
"PAI-0060","Toyota Georgetown","Paint Shop","SCADA System","Medium","Rockwell","SCADASystem-5342","Paint Shop - Station 38","SCADA System for Paint Shop operations","2023-06-22","192.168.181.129","Modbus TCP"
"ASS-0061","Toyota Georgetown","Assembly Line","Safety PLC","High","Honeywell","SafetyPLC-1715","Assembly Line - Station 1","Safety PLC for Assembly Line operations","2021-04-03","192.168.191.174","Ethernet/IP"
"ASS-0062","Toyota Georgetown","Assembly Line","Paint Robot","Medium","Siemens","PaintRobot-7913","Assembly Line - Station 2","Paint Robot for Assembly Line operations","2020-12-15","192.168.41.126","Modbus TCP"
"ASS-0063","Toyota Georgetown","Assembly Line","SCADA System","Medium","Emerson","SCADASystem-7584","Assembly Line - Station 3","SCADA System for Assembly Line operations","2021-12-22","192.168.162.155","Modbus TCP"
"ASS-0064","Toyota Georgetown","Assembly Line","Welding Robot","Critical","Honeywell","WeldingRobot-8338","Assembly Line - Station 4","Welding Robot for Assembly Line operations","2024-10-04","192.168.251.122","Modbus TCP"
"ASS-0065","Toyota Georgetown","Assembly Line","Quality Scanner","Critical","Honeywell","QualityScanner-6224","Assembly Line - Station 5","Quality Scanner for Assembly Line operations","2024-09-17","192.168.0.198","Modbus TCP"
"ASS-0066","Toyota Georgetown","Assembly Line","Paint Robot","Low","Siemens","PaintRobot-7910","Assembly Line - Station 6","Paint Robot for Assembly Line operations","2024-08-01","192.168.78.180","Ethernet/IP"
"ASS-0067","Toyota Georgetown","Assembly Line","Quality Scanner","Low","Honeywell","QualityScanner-8249","Assembly Line - Station 7","Quality Scanner for Assembly Line operations","2021-07-04","192.168.104.148","Profinet"
"ASS-0068","Toyota Georgetown","Assembly Line","Assembly Robot","Medium","Emerson","AssemblyRobot-4592","Assembly Line - Station 8","Assembly Robot for Assembly Line operations","2021-12-07","192.168.27.27","OPC UA"
"ASS-0069","Toyota Georgetown","Assembly Line","Conveyor Controller","Critical","Siemens","ConveyorController-5470","Assembly Line - Station 9","Conveyor Controller for Assembly Line operations","2021-07-03","192.168.3.242","Modbus TCP"
"ASS-0070","Toyota Georgetown","Assembly Line","Paint Robot","Critical","Schneider","PaintRobot-5893","Assembly Line - Station 10","Paint Robot for Assembly Line operations","2025-05-20","192.168.105.110","Ethernet/IP"
"ASS-0071","Toyota Georgetown","Assembly Line","Assembly Robot","High","Siemens","AssemblyRobot-3836","Assembly Line - Station 11","Assembly Robot for Assembly Line operations","2023-10-30","192.168.222.250","OPC UA"
"ASS-0072","Toyota Georgetown","Assembly Line","Quality Scanner","Critical","Honeywell","QualityScanner-1780","Assembly Line - Station 12","Quality Scanner for Assembly Line operations","2022-06-13","192.168.29.73","Modbus TCP"
"ASS-0073","Toyota Georgetown","Assembly Line","Safety PLC","High","Rockwell","SafetyPLC-5163","Assembly Line - Station 13","Safety PLC for Assembly Line operations","2023-02-18","192.168.57.0","Modbus TCP"
"ASS-0074","Toyota Georgetown","Assembly Line","Assembly Robot","Medium","Rockwell","AssemblyRobot-3889","Assembly Line - Station 14","Assembly Robot for Assembly Line operations","2021-08-19","192.168.230.145","Profinet"
"ASS-0075","Toyota Georgetown","Assembly Line","Welding Robot","Medium","Schneider","WeldingRobot-4754","Assembly Line - Station 15","Welding Robot for Assembly Line operations","2020-11-12","192.168.4.54","Modbus TCP"
"ASS-0076","Toyota Georgetown","Assembly Line","Vision System","Low","Emerson","VisionSystem-3226","Assembly Line - Station 16","Vision System for Assembly Line operations","2021-05-31","192.168.10.250","Ethernet/IP"
"ASS-0077","Toyota Georgetown","Assembly Line","HMI Station","Medium","ABB","HMIStation-4318","Assembly Line - Station 17","HMI Station for Assembly Line operations","2022-07-04","192.168.175.92","DNP3"
"ASS-0078","Toyota Georgetown","Assembly Line","SCADA System","Medium","Emerson","SCADASystem-9340","Assembly Line - Station 18","SCADA System for Assembly Line operations","2022-05-15","192.168.60.151","DNP3"
"ASS-0079","Toyota Georgetown","Assembly Line","HMI Station","Medium","Emerson","HMIStation-8850","Assembly Line - Station 19","HMI Station for Assembly Line operations","2025-02-03","192.168.52.3","Profinet"
"ASS-0080","Toyota Georgetown","Assembly Line","Robot Controller","High","Schneider","RobotController-4471","Assembly Line - Station 20","Robot Controller for Assembly Line operations","2022-11-19","192.168.214.237","Profinet"
"ASS-0081","Toyota Georgetown","Assembly Line","Vision System","Medium","Emerson","VisionSystem-4772","Assembly Line - Station 21","Vision System for Assembly Line operations","2023-03-01","192.168.30.153","DNP3"
"ASS-0082","Toyota Georgetown","Assembly Line","Vision System","High","ABB","VisionSystem-7633","Assembly Line - Station 22","Vision System for Assembly Line operations","2022-02-27","192.168.13.80","Modbus TCP"
"ASS-0083","Toyota Georgetown","Assembly Line","HMI Station","High","Siemens","HMIStation-7566","Assembly Line - Station 23","HMI Station for Assembly Line operations","2022-06-30","192.168.78.238","Ethernet/IP"
"ASS-0084","Toyota Georgetown","Assembly Line","Quality Scanner","Medium","Schneider","QualityScanner-5239","Assembly Line - Station 24","Quality Scanner for Assembly Line operations","2023-12-22","192.168.111.139","Modbus TCP"
"ASS-0085","Toyota Georgetown","Assembly Line","Safety PLC","Medium","Siemens","SafetyPLC-5167","Assembly Line - Station 25","Safety PLC for Assembly Line operations","2024-09-01","192.168.18.242","OPC UA"
"ASS-0086","Toyota Georgetown","Assembly Line","Paint Robot","Medium","Rockwell","PaintRobot-2217","Assembly Line - Station 26","Paint Robot for Assembly Line operations","2022-07-19","192.168.227.91","Ethernet/IP"
"ASS-0087","Toyota Georgetown","Assembly Line","Conveyor Controller","Critical","Honeywell","ConveyorController-6758","Assembly Line - Station 27","Conveyor Controller for Assembly Line operations","2022-04-12","192.168.83.241","Modbus TCP"
"ASS-0088","Toyota Georgetown","Assembly Line","Quality Scanner","Critical","Siemens","QualityScanner-7212","Assembly Line - Station 28","Quality Scanner for Assembly Line operations","2021-04-28","192.168.254.131","OPC UA"
"ASS-0089","Toyota Georgetown","Assembly Line","Safety PLC","Low","Emerson","SafetyPLC-1439","Assembly Line - Station 29","Safety PLC for Assembly Line operations","2021-10-25","192.168.194.166","DNP3"
"ASS-0090","Toyota Georgetown","Assembly Line","Welding Robot","Critical","Siemens","WeldingRobot-2133","Assembly Line - Station 30","Welding Robot for Assembly Line operations","2023-02-24","192.168.120.205","Modbus TCP"
"ASS-0091","Toyota Georgetown","Assembly Line","HMI Station","Low","Honeywell","HMIStation-3503","Assembly Line - Station 31","HMI Station for Assembly Line operations","2020-12-11","192.168.68.131","Ethernet/IP"
"ASS-0092","Toyota Georgetown","Assembly Line","Welding Robot","Medium","Schneider","WeldingRobot-3971","Assembly Line - Station 32","Welding Robot for Assembly Line operations","2022-07-23","192.168.133.246","Modbus TCP"
"ASS-0093","Toyota Georgetown","Assembly Line","Welding Robot","High","Schneider","WeldingRobot-7512","Assembly Line - Station 33","Welding Robot for Assembly Line operations","2022-04-08","192.168.45.22","OPC UA"
"ASS-0094","Toyota Georgetown","Assembly Line","Assembly Robot","High","Honeywell","AssemblyRobot-9513","Assembly Line - Station 34","Assembly Robot for Assembly Line operations","2023-10-24","192.168.49.244","Profinet"
"ASS-0095","Toyota Georgetown","Assembly Line","Safety PLC","Critical","Siemens","SafetyPLC-8973","Assembly Line - Station 35","Safety PLC for Assembly Line operations","2024-02-17","192.168.103.214","Profinet"
"ASS-0096","Toyota Georgetown","Assembly Line","Paint Robot","Critical","Emerson","PaintRobot-4888","Assembly Line - Station 36","Paint Robot for Assembly Line operations","2022-11-20","192.168.11.159","DNP3"
"ASS-0097","Toyota Georgetown","Assembly Line","Paint Robot","Low","Siemens","PaintRobot-1093","Assembly Line - Station 37","Paint Robot for Assembly Line operations","2023-10-08","192.168.236.224","OPC UA"
"ASS-0098","Toyota Georgetown","Assembly Line","Quality Scanner","Medium","Schneider","QualityScanner-8691","Assembly Line - Station 38","Quality Scanner for Assembly Line operations","2025-08-05","192.168.159.118","Profinet"
"ASS-0099","Toyota Georgetown","Assembly Line","SCADA System","Critical","Schneider","SCADASystem-1797","Assembly Line - Station 39","SCADA System for Assembly Line operations","2021-12-29","192.168.108.30","Modbus TCP"
"ASS-0100","Toyota Georgetown","Assembly Line","Conveyor Controller","High","Emerson","ConveyorController-9170","Assembly Line - Station 40","Conveyor Controller for Assembly Line operations","2021-09-11","192.168.237.6","OPC UA"
"ASS-0101","Toyota Georgetown","Assembly Line","Paint Robot","High","Rockwell","PaintRobot-2163","Assembly Line - Station 41","Paint Robot for Assembly Line operations","2024-08-05","192.168.27.6","Ethernet/IP"
"ASS-0102","Toyota Georgetown","Assembly Line","HMI Station","High","Schneider","HMIStation-7491","Assembly Line - Station 42","HMI Station for Assembly Line operations","2021-01-17","192.168.233.192","Ethernet/IP"
"ASS-0103","Toyota Georgetown","Assembly Line","Quality Scanner","Low","Honeywell","QualityScanner-6754","Assembly Line - Station 43","Quality Scanner for Assembly Line operations","2023-11-07","192.168.41.67","OPC UA"
"ASS-0104","Toyota Georgetown","Assembly Line","Welding Robot","Low","ABB","WeldingRobot-2407","Assembly Line - Station 44","Welding Robot for Assembly Line operations","2025-09-07","192.168.94.100","Profinet"
"POW-0105","Toyota Georgetown","Powertrain","Welding Robot","Medium","ABB","WeldingRobot-7896","Powertrain - Station 1","Welding Robot for Powertrain operations","2025-03-18","192.168.108.127","DNP3"
"POW-0106","Toyota Georgetown","Powertrain","Conveyor Controller","High","Honeywell","ConveyorController-1326","Powertrain - Station 2","Conveyor Controller for Powertrain operations","2022-07-10","192.168.47.67","Ethernet/IP"
"POW-0107","Toyota Georgetown","Powertrain","HMI Station","Low","Rockwell","HMIStation-2723","Powertrain - Station 3","HMI Station for Powertrain operations","2023-09-21","192.168.238.198","Profinet"
"POW-0108","Toyota Georgetown","Powertrain","Conveyor Controller","Medium","Siemens","ConveyorController-9564","Powertrain - Station 4","Conveyor Controller for Powertrain operations","2022-03-23","192.168.77.119","DNP3"
"POW-0109","Toyota Georgetown","Powertrain","Paint Robot","Medium","Schneider","PaintRobot-4002","Powertrain - Station 5","Paint Robot for Powertrain operations","2023-06-07","192.168.40.195","Modbus TCP"
"POW-0110","Toyota Georgetown","Powertrain","SCADA System","High","Schneider","SCADASystem-1533","Powertrain - Station 6","SCADA System for Powertrain operations","2022-08-17","192.168.119.226","Modbus TCP"
"POW-0111","Toyota Georgetown","Powertrain","Robot Controller","Medium","Siemens","RobotController-6645","Powertrain - Station 7","Robot Controller for Powertrain operations","2024-08-08","192.168.226.71","Ethernet/IP"
"POW-0112","Toyota Georgetown","Powertrain","Vision System","Critical","Emerson","VisionSystem-1277","Powertrain - Station 8","Vision System for Powertrain operations","2021-11-08","192.168.159.195","Profinet"
"POW-0113","Toyota Georgetown","Powertrain","Paint Robot","Medium","Emerson","PaintRobot-5430","Powertrain - Station 9","Paint Robot for Powertrain operations","2023-09-01","192.168.26.172","OPC UA"
"POW-0114","Toyota Georgetown","Powertrain","Welding Robot","Medium","Siemens","WeldingRobot-1747","Powertrain - Station 10","Welding Robot for Powertrain operations","2021-08-28","192.168.216.125","DNP3"
"POW-0115","Toyota Georgetown","Powertrain","Conveyor Controller","Medium","Honeywell","ConveyorController-4875","Powertrain - Station 11","Conveyor Controller for Powertrain operations","2024-01-24","192.168.64.220","OPC UA"
"POW-0116","Toyota Georgetown","Powertrain","Vision System","Low","Honeywell","VisionSystem-8426","Powertrain - Station 12","Vision System for Powertrain operations","2021-06-21","192.168.119.118","OPC UA"
"POW-0117","Toyota Georgetown","Powertrain","Quality Scanner","Critical","Emerson","QualityScanner-6750","Powertrain - Station 13","Quality Scanner for Powertrain operations","2022-04-08","192.168.232.56","Profinet"
"POW-0118","Toyota Georgetown","Powertrain","Safety PLC","Critical","Siemens","SafetyPLC-8772","Powertrain - Station 14","Safety PLC for Powertrain operations","2024-11-05","192.168.180.234","Modbus TCP"
"POW-0119","Toyota Georgetown","Powertrain","Welding Robot","High","Schneider","WeldingRobot-9359","Powertrain - Station 15","Welding Robot for Powertrain operations","2025-07-26","192.168.109.60","DNP3"
"POW-0120","Toyota Georgetown","Powertrain","Robot Controller","Low","Emerson","RobotController-7854","Powertrain - Station 16","Robot Controller for Powertrain operations","2024-05-25","192.168.243.247","OPC UA"
"POW-0121","Toyota Georgetown","Powertrain","Assembly Robot","High","ABB","AssemblyRobot-6808","Powertrain - Station 17","Assembly Robot for Powertrain operations","2024-02-02","192.168.35.189","DNP3"
"POW-0122","Toyota Georgetown","Powertrain","Paint Robot","Critical","Siemens","PaintRobot-2834","Powertrain - Station 18","Paint Robot for Powertrain operations","2022-10-28","192.168.151.71","Ethernet/IP"
"POW-0123","Toyota Georgetown","Powertrain","Safety PLC","Low","Emerson","SafetyPLC-6816","Powertrain - Station 19","Safety PLC for Powertrain operations","2023-10-26","192.168.60.1","Modbus TCP"
"POW-0124","Toyota Georgetown","Powertrain","Quality Scanner","Low","Emerson","QualityScanner-2667","Powertrain - Station 20","Quality Scanner for Powertrain operations","2022-01-09","192.168.128.174","Profinet"
"POW-0125","Toyota Georgetown","Powertrain","Quality Scanner","Low","Rockwell","QualityScanner-8386","Powertrain - Station 21","Quality Scanner for Powertrain operations","2024-01-14","192.168.240.48","Profinet"
"POW-0126","Toyota Georgetown","Powertrain","SCADA System","Critical","Honeywell","SCADASystem-1878","Powertrain - Station 22","SCADA System for Powertrain operations","2021-09-23","192.168.0.199","Modbus TCP"
"POW-0127","Toyota Georgetown","Powertrain","SCADA System","Low","Honeywell","SCADASystem-7358","Powertrain - Station 23","SCADA System for Powertrain operations","2025-06-13","192.168.11.197","DNP3"
"POW-0128","Toyota Georgetown","Powertrain","Welding Robot","Low","Emerson","WeldingRobot-1864","Powertrain - Station 24","Welding Robot for Powertrain operations","2022-04-08","192.168.223.8","Ethernet/IP"
"POW-0129","Toyota Georgetown","Powertrain","Paint Robot","Low","Rockwell","PaintRobot-1914","Powertrain - Station 25","Paint Robot for Powertrain operations","2021-06-02","192.168.251.171","Ethernet/IP"
"POW-0130","Toyota Georgetown","Powertrain","Welding Robot","Medium","ABB","WeldingRobot-5683","Powertrain - Station 26","Welding Robot for Powertrain operations","2021-09-13","192.168.169.111","OPC UA"
"POW-0131","Toyota Georgetown","Powertrain","Conveyor Controller","Critical","Honeywell","ConveyorController-3203","Powertrain - Station 27","Conveyor Controller for Powertrain operations","2024-12-30","192.168.51.222","Profinet"
"POW-0132","Toyota Georgetown","Powertrain","Assembly Robot","High","Rockwell","AssemblyRobot-3987","Powertrain - Station 28","Assembly Robot for Powertrain operations","2024-04-28","192.168.119.224","Ethernet/IP"
"POW-0133","Toyota Georgetown","Powertrain","Safety PLC","Critical","Schneider","SafetyPLC-8065","Powertrain - Station 29","Safety PLC for Powertrain operations","2023-01-01","192.168.162.149","Profinet"
"POW-0134","Toyota Georgetown","Powertrain","SCADA System","High","Emerson","SCADASystem-5144","Powertrain - Station 30","SCADA System for Powertrain operations","2023-04-20","192.168.121.81","Modbus TCP"
"POW-0135","Toyota Georgetown","Powertrain","HMI Station","Medium","Rockwell","HMIStation-2519","Powertrain - Station 31","HMI Station for Powertrain operations","2023-01-04","192.168.128.100","Modbus TCP"
"POW-0136","Toyota Georgetown","Powertrain","Assembly Robot","Low","ABB","AssemblyRobot-8244","Powertrain - Station 32","Assembly Robot for Powertrain operations","2021-10-31","192.168.64.7","DNP3"
"POW-0137","Toyota Georgetown","Powertrain","Conveyor Controller","High","Honeywell","ConveyorController-1968","Powertrain - Station 33","Conveyor Controller for Powertrain operations","2021-10-28","192.168.153.66","Modbus TCP"
"POW-0138","Toyota Georgetown","Powertrain","Paint Robot","High","Honeywell","PaintRobot-2617","Powertrain - Station 34","Paint Robot for Powertrain operations","2023-12-20","192.168.111.166","OPC UA"
