tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"BOD-013","Detroit Assembly","Body Shop","Safety PLC","192.168.103.252","b4:95:20:27:f5:f0","OPC UA","Emerson","SafetyPLC-2640","1.0.55","2025-10-19T21:45:19.213Z","Protocol Analysis","81","VLAN-67","Low","true","true"
"BOD-014","Detroit Assembly","Body Shop","Vision System","192.168.23.248","c4:85:93:31:4e:47","Profinet","Siemens","VisionSystem-7520","4.1.77","2025-10-18T06:31:09.093Z","SNMP","67","VLAN-76","Medium","true","true"
"BOD-015","Detroit Assembly","Body Shop","Robot Controller","192.168.25.3","0c:16:4c:1b:65:d9","Ethernet/IP","ABB","RobotController-3507","1.3.83","2025-10-20T13:24:46.349Z","Network Scan","76","VLAN-11","Low","true","true"
"BOD-016","Detroit Assembly","Body Shop","Assembly Robot","192.168.46.86","29:e1:f6:c5:fa:a2","OPC UA","Rockwell","AssemblyRobot-2281","5.3.77","2025-10-18T23:34:38.479Z","Asset Inventory","84","VLAN-8","High","true","false"
"BOD-017","Detroit Assembly","Body Shop","HMI Station","192.168.101.51","11:b3:9f:c5:68:af","Ethernet/IP","Rockwell","HMIStation-7799","1.1.15","2025-10-22T09:21:20.974Z","Protocol Analysis","67","VLAN-34","High","false","true"
"BOD-018","Detroit Assembly","Body Shop","Safety PLC","192.168.168.8","f4:5d:09:7a:fb:b9","OPC UA","Honeywell","SafetyPLC-3236","4.9.8","2025-10-22T03:10:19.389Z","SNMP","63","VLAN-30","Medium","true","true"
"BOD-019","Detroit Assembly","Body Shop","Vision System","192.168.184.84","fa:f1:6a:26:88:a2","OPC UA","Honeywell","VisionSystem-9550","1.6.62","2025-10-18T08:25:28.762Z","SNMP","66","VLAN-80","High","false","true"
"BOD-020","Detroit Assembly","Body Shop","Assembly Robot","192.168.86.75","24:ed:79:f1:bd:b6","OPC UA","Schneider","AssemblyRobot-8377","4.1.67","2025-10-24T00:52:32.499Z","Asset Inventory","97","VLAN-78","Low","true","true"
"BOD-021","Detroit Assembly","Body Shop","Conveyor Controller","192.168.180.130","1d:9c:cd:86:90:6c","OPC UA","ABB","ConveyorController-1904","4.8.8","2025-10-18T01:05:28.913Z","SNMP","80","VLAN-16","Critical","true","true"
"BOD-022","Detroit Assembly","Body Shop","Conveyor Controller","192.168.28.59","52:66:0c:44:d8:0a","OPC UA","ABB","ConveyorController-2072","4.4.33","2025-10-18T21:01:56.476Z","Asset Inventory","93","VLAN-48","Low","true","false"
"BOD-023","Detroit Assembly","Body Shop","Safety PLC","192.168.48.215","f9:8f:88:96:04:11","Modbus TCP","Rockwell","SafetyPLC-5720","1.4.76","2025-10-24T12:18:03.702Z","SNMP","92","VLAN-83","Medium","true","false"
"BOD-024","Detroit Assembly","Body Shop","Robot Controller","192.168.209.157","bc:c4:84:6d:56:a1","Ethernet/IP","ABB","RobotController-4609","2.3.97","2025-10-23T16:40:25.081Z","Protocol Analysis","71","VLAN-100","Medium","false","true"
"BOD-025","Detroit Assembly","Body Shop","Conveyor Controller","192.168.103.64","f2:d7:59:2f:5b:a4","DNP3","Rockwell","ConveyorController-2754","2.3.58","2025-10-20T16:32:42.636Z","Asset Inventory","89","VLAN-74","Low","true","true"
"BOD-026","Detroit Assembly","Body Shop","Assembly Robot","192.168.200.191","14:e2:cc:49:96:25","DNP3","Rockwell","AssemblyRobot-5812","5.0.89","2025-10-20T18:34:25.920Z","SNMP","78","VLAN-19","Medium","false","true"
"BOD-027","Detroit Assembly","Body Shop","Safety PLC","192.168.15.209","2d:02:99:e9:48:8e","OPC UA","Schneider","SafetyPLC-8570","4.3.75","2025-10-22T13:29:46.000Z","Network Scan","76","VLAN-84","Critical","true","false"
"BOD-028","Detroit Assembly","Body Shop","SCADA System","192.168.216.119","b3:b9:61:1d:7b:e9","Modbus TCP","Siemens","SCADASystem-8544","3.5.24","2025-10-21T09:31:00.353Z","Network Scan","89","VLAN-81","Critical","false","true"
"PAI-001","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.135.184","b6:5d:1c:db:e9:66","OPC UA","Schneider","ConveyorController-7821","1.4.19","2025-10-24T02:33:29.608Z","Network Scan","96","VLAN-17","Medium","true","true"
"PAI-002","Detroit Assembly","Paint Shop","Paint Robot","192.168.162.152","c1:38:53:c6:84:52","DNP3","Siemens","PaintRobot-4403","1.6.98","2025-10-24T03:32:09.926Z","Asset Inventory","85","VLAN-76","Critical","true","false"
"PAI-003","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.179.34","13:bf:f1:4b:3d:6a","DNP3","Emerson","ConveyorController-8268","3.5.22","2025-10-20T09:18:58.677Z","Asset Inventory","90","VLAN-7","Medium","false","true"
"PAI-004","Detroit Assembly","Paint Shop","Welding Robot","192.168.216.135","42:e4:ec:6d:27:85","Modbus TCP","Siemens","WeldingRobot-9173","1.5.35","2025-10-18T22:00:46.809Z","Asset Inventory","92","VLAN-32","Low","false","false"
"PAI-005","Detroit Assembly","Paint Shop","HMI Station","192.168.230.124","7b:c4:b8:e7:79:79","Profinet","Schneider","HMIStation-3205","3.9.53","2025-10-23T07:42:57.420Z","Asset Inventory","69","VLAN-76","High","false","true"
"PAI-006","Detroit Assembly","Paint Shop","Robot Controller","192.168.218.181","47:d5:58:44:5f:78","Ethernet/IP","Honeywell","RobotController-6858","5.6.80","2025-10-20T14:59:04.388Z","Network Scan","76","VLAN-41","Medium","true","true"
"PAI-007","Detroit Assembly","Paint Shop","HMI Station","192.168.171.161","fc:78:2b:fc:3a:39","Ethernet/IP","Siemens","HMIStation-5319","3.8.9","2025-10-22T22:38:33.649Z","Asset Inventory","99","VLAN-92","Medium","false","false"
"PAI-008","Detroit Assembly","Paint Shop","Quality Scanner","192.168.162.94","85:81:de:81:d6:4e","Modbus TCP","Honeywell","QualityScanner-1749","3.7.61","2025-10-22T20:10:58.197Z","SNMP","76","VLAN-73","Medium","true","true"
"PAI-009","Detroit Assembly","Paint Shop","HMI Station","192.168.103.118","d2:0e:5b:1a:93:07","Profinet","Honeywell","HMIStation-2919","4.5.7","2025-10-20T10:35:48.684Z","Protocol Analysis","67","VLAN-63","High","true","false"
"PAI-010","Detroit Assembly","Paint Shop","SCADA System","192.168.235.107","97:d4:11:c2:bf:51","Modbus TCP","Honeywell","SCADASystem-2264","4.4.44","2025-10-23T08:27:56.623Z","SNMP","90","VLAN-63","Low","true","true"
"PAI-011","Detroit Assembly","Paint Shop","Robot Controller","192.168.153.52","6d:59:b2:bf:ba:8f","OPC UA","ABB","RobotController-4878","5.5.28","2025-10-19T02:30:47.468Z","Network Scan","93","VLAN-17","High","true","true"
"PAI-012","Detroit Assembly","Paint Shop","HMI Station","192.168.3.39","83:2f:3c:06:d2:8a","Ethernet/IP","Emerson","HMIStation-1475","4.0.65","2025-10-21T13:50:57.192Z","Asset Inventory","76","VLAN-52","Low","false","true"
"PAI-013","Detroit Assembly","Paint Shop","SCADA System","192.168.56.49","8b:0d:8a:7f:0c:f0","Profinet","Rockwell","SCADASystem-7831","3.5.98","2025-10-19T20:48:05.302Z","Network Scan","87","VLAN-1","Low","true","false"
"PAI-014","Detroit Assembly","Paint Shop","Paint Robot","192.168.41.144","92:12:b0:7e:46:f2","OPC UA","Siemens","PaintRobot-8556","1.2.98","2025-10-21T23:24:07.760Z","SNMP","72","VLAN-54","Low","true","false"
"PAI-015","Detroit Assembly","Paint Shop","Quality Scanner","192.168.120.245","f0:7d:fe:b9:61:6a","Modbus TCP","ABB","QualityScanner-6801","4.0.99","2025-10-24T12:49:32.579Z","Protocol Analysis","92","VLAN-12","High","true","false"
"PAI-016","Detroit Assembly","Paint Shop","Robot Controller","192.168.92.167","20:23:01:08:38:d3","OPC UA","Rockwell","RobotController-6433","3.1.9","2025-10-19T04:05:51.989Z","Protocol Analysis","72","VLAN-52","Medium","true","true"
"PAI-017","Detroit Assembly","Paint Shop","Vision System","192.168.78.148","c9:14:b0:b0:d8:f4","Modbus TCP","Honeywell","VisionSystem-7996","5.5.16","2025-10-20T09:40:34.334Z","Network Scan","84","VLAN-31","Medium","false","true"
"PAI-018","Detroit Assembly","Paint Shop","Welding Robot","192.168.235.63","57:43:fe:13:b2:9b","Ethernet/IP","Rockwell","WeldingRobot-4817","4.9.73","2025-10-23T04:31:42.255Z","Asset Inventory","65","VLAN-7","Low","true","true"
"PAI-019","Detroit Assembly","Paint Shop","Paint Robot","192.168.17.128","81:50:f6:44:6b:50","Profinet","Rockwell","PaintRobot-8702","4.8.89","2025-10-23T14:18:40.532Z","Asset Inventory","86","VLAN-35","Medium","true","false"
"PAI-020","Detroit Assembly","Paint Shop","SCADA System","192.168.72.22","6a:2b:c2:b2:23:04","DNP3","ABB","SCADASystem-2357","4.9.89","2025-10-17T23:45:13.377Z","Protocol Analysis","98","VLAN-37","Medium","true","true"
"PAI-021","Detroit Assembly","Paint Shop","HMI Station","192.168.88.140","fd:2f:ef:31:25:6f","Modbus TCP","Emerson","HMIStation-1296","5.8.72","2025-10-23T00:11:35.274Z","Network Scan","71","VLAN-70","Medium","true","true"
"PAI-022","Detroit Assembly","Paint Shop","Vision System","192.168.87.104","16:0c:b9:c0:09:f9","Modbus TCP","ABB","VisionSystem-9572","5.9.64","2025-10-23T02:18:52.999Z","Asset Inventory","65","VLAN-32","Critical","true","true"
"PAI-023","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.196.86","49:90:7f:a6:6a:cc","Modbus TCP","Rockwell","ConveyorController-7676","2.9.29","2025-10-20T00:12:23.489Z","Asset Inventory","88","VLAN-20","Critical","true","true"
"PAI-024","Detroit Assembly","Paint Shop","Robot Controller","192.168.130.130","a4:84:63:84:0e:06","Modbus TCP","Siemens","RobotController-9456","1.2.89","2025-10-18T05:18:24.696Z","Network Scan","86","VLAN-82","Medium","true","false"
"PAI-025","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.135.18","55:ea:5f:23:57:aa","OPC UA","Siemens","ConveyorController-4332","5.0.56","2025-10-20T01:13:46.019Z","Network Scan","68","VLAN-91","Low","true","false"
"PAI-026","Detroit Assembly","Paint Shop","Paint Robot","192.168.143.19","c7:3c:a5:91:6c:9e","Modbus TCP","Schneider","PaintRobot-4986","3.6.23","2025-10-24T16:03:01.358Z","Asset Inventory","84","VLAN-74","Critical","true","false"
"PAI-027","Detroit Assembly","Paint Shop","Assembly Robot","192.168.15.191","8f:3f:36:e4:d8:e0","Ethernet/IP","Honeywell","AssemblyRobot-5514","3.2.44","2025-10-19T21:14:01.404Z","Asset Inventory","73","VLAN-95","Critical","true","true"
"PAI-028","Detroit Assembly","Paint Shop","Welding Robot","192.168.243.26","5b:bf:23:9d:99:b7","Profinet","ABB","WeldingRobot-7738","3.6.63","2025-10-19T22:37:00.395Z","Network Scan","87","VLAN-2","Low","false","true"
"PAI-029","Detroit Assembly","Paint Shop","Assembly Robot","192.168.39.116","67:b4:9d:90:ae:b5","Modbus TCP","Emerson","AssemblyRobot-5189","2.7.57","2025-10-20T09:28:39.200Z","Protocol Analysis","93","VLAN-80","Low","true","false"
"PAI-030","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.71.113","ed:73:f0:6c:44:47","Ethernet/IP","Schneider","ConveyorController-1504","3.6.9","2025-10-18T01:12:51.295Z","Network Scan","64","VLAN-80","Critical","true","false"
"PAI-031","Detroit Assembly","Paint Shop","Paint Robot","192.168.149.154","a9:2d:61:cb:99:29","DNP3","Schneider","PaintRobot-1503","5.0.55","2025-10-23T17:52:10.249Z","Protocol Analysis","82","VLAN-5","Medium","false","true"
"PAI-032","Detroit Assembly","Paint Shop","Robot Controller","192.168.104.74","44:23:cd:bf:de:62","Ethernet/IP","Honeywell","RobotController-9473","5.2.41","2025-10-19T06:24:32.247Z","Protocol Analysis","71","VLAN-52","Low","false","true"
"PAI-033","Detroit Assembly","Paint Shop","Robot Controller","192.168.70.42","ef:ac:1c:95:5e:91","Profinet","ABB","RobotController-5501","3.3.83","2025-10-20T22:43:34.635Z","Asset Inventory","78","VLAN-78","Critical","true","true"
"PAI-034","Detroit Assembly","Paint Shop","Safety PLC","192.168.0.89","31:70:3a:7b:3f:27","Profinet","ABB","SafetyPLC-9169","4.2.94","2025-10-22T09:47:17.831Z","SNMP","98","VLAN-83","Medium","false","false"
"PAI-035","Detroit Assembly","Paint Shop","SCADA System","192.168.120.149","70:82:90:c5:34:0b","DNP3","Honeywell","SCADASystem-5924","2.5.43","2025-10-24T10:01:37.349Z","Network Scan","61","VLAN-93","Low","true","true"
"PAI-036","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.106.36","65:c9:5a:cf:9c:ec","DNP3","ABB","ConveyorController-7383","3.7.52","2025-10-20T03:42:44.939Z","Protocol Analysis","73","VLAN-55","High","true","false"
"PAI-037","Detroit Assembly","Paint Shop","HMI Station","192.168.237.173","44:a1:07:47:a1:7c","Profinet","Emerson","HMIStation-9736","2.2.17","2025-10-20T20:52:10.911Z","Asset Inventory","66","VLAN-54","High","false","true"
"PAI-038","Detroit Assembly","Paint Shop","Assembly Robot","192.168.236.187","b3:12:5d:18:fd:72","Ethernet/IP","Honeywell","AssemblyRobot-6323","1.9.44","2025-10-18T23:43:07.573Z","Protocol Analysis","73","VLAN-13","Medium","true","false"
"PAI-039","Detroit Assembly","Paint Shop","Welding Robot","192.168.36.74","65:a8:e8:ad:7f:fb","Ethernet/IP","ABB","WeldingRobot-8383","2.3.50","2025-10-22T11:04:53.981Z","Asset Inventory","98","VLAN-39","Low","false","false"
"PAI-040","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.153.64","bf:75:a9:dd:b2:83","Ethernet/IP","Rockwell","ConveyorController-6494","5.2.7","2025-10-21T13:12:11.932Z","SNMP","82","VLAN-20","Low","true","true"
"PAI-041","Detroit Assembly","Paint Shop","Paint Robot","192.168.43.218","93:a2:f6:ea:75:56","Profinet","Emerson","PaintRobot-2714","4.5.40","2025-10-18T19:42:21.135Z","SNMP","95","VLAN-86","Critical","true","true"
"ASS-001","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.253.23","e7:b8:0a:07:95:56","Profinet","Schneider","ConveyorController-5426","5.2.58","2025-10-19T23:00:08.512Z","Asset Inventory","97","VLAN-69","Low","true","false"
"ASS-002","Detroit Assembly","Assembly Line","Paint Robot","192.168.108.31","2e:f6:33:7a:71:b7","Modbus TCP","Emerson","PaintRobot-6422","5.5.25","2025-10-24T12:11:26.003Z","Asset Inventory","84","VLAN-17","Low","true","true"
"ASS-003","Detroit Assembly","Assembly Line","Welding Robot","192.168.66.209","84:b0:6e:df:29:36","Profinet","Rockwell","WeldingRobot-4930","2.2.40","2025-10-18T20:28:57.926Z","Asset Inventory","77","VLAN-73","Critical","true","true"
"ASS-004","Detroit Assembly","Assembly Line","HMI Station","192.168.134.89","78:59:1e:72:1c:47","Modbus TCP","Honeywell","HMIStation-6107","3.7.16","2025-10-21T19:13:44.195Z","Network Scan","88","VLAN-76","Medium","false","true"
"ASS-005","Detroit Assembly","Assembly Line","Robot Controller","192.168.34.22","ed:0a:54:ee:3c:bd","Ethernet/IP","Schneider","RobotController-4395","3.9.69","2025-10-18T13:19:57.422Z","SNMP","82","VLAN-81","Critical","true","true"
"ASS-006","Detroit Assembly","Assembly Line","SCADA System","192.168.125.247","bd:1a:50:47:6c:9c","Ethernet/IP","Honeywell","SCADASystem-6554","5.5.53","2025-10-22T18:12:49.529Z","SNMP","93","VLAN-16","Low","true","false"
"ASS-007","Detroit Assembly","Assembly Line","Quality Scanner","192.168.131.62","5e:e8:de:51:2c:19","Profinet","ABB","QualityScanner-4776","4.2.30","2025-10-21T08:21:09.871Z","Network Scan","84","VLAN-49","Critical","true","false"
"ASS-008","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.216.169","3f:06:14:57:20:6e","Modbus TCP","Siemens","ConveyorController-2345","2.6.98","2025-10-23T10:21:33.959Z","Network Scan","73","VLAN-29","High","true","true"
"ASS-009","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.229.143","83:da:06:b3:c4:20","OPC UA","ABB","ConveyorController-6333","3.2.36","2025-10-17T23:22:00.188Z","Protocol Analysis","97","VLAN-70","Medium","true","true"
"ASS-010","Detroit Assembly","Assembly Line","Safety PLC","192.168.236.132","d9:5a:5f:2f:4d:aa","Ethernet/IP","Siemens","SafetyPLC-4706","3.9.16","2025-10-21T08:42:06.924Z","Protocol Analysis","96","VLAN-76","Medium","true","true"
"ASS-011","Detroit Assembly","Assembly Line","Robot Controller","192.168.210.238","de:d5:3c:dc:99:fe","Ethernet/IP","Honeywell","RobotController-3280","3.6.11","2025-10-22T18:18:30.651Z","Asset Inventory","77","VLAN-97","Critical","true","true"
"ASS-012","Detroit Assembly","Assembly Line","Quality Scanner","192.168.25.189","df:d5:7c:fc:19:d2","DNP3","Rockwell","QualityScanner-7566","1.9.78","2025-10-22T17:02:54.438Z","Asset Inventory","85","VLAN-12","Critical","true","false"
"ASS-013","Detroit Assembly","Assembly Line","Vision System","192.168.80.49","7d:f8:34:27:7b:a6","OPC UA","Rockwell","VisionSystem-2409","2.1.58","2025-10-21T17:12:40.676Z","Protocol Analysis","92","VLAN-40","Low","true","false"
"ASS-014","Detroit Assembly","Assembly Line","Safety PLC","192.168.31.53","48:72:db:fb:76:10","DNP3","Siemens","SafetyPLC-8232","1.2.36","2025-10-22T10:42:01.546Z","Network Scan","96","VLAN-96","Medium","true","true"
"ASS-015","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.161.223","ad:80:2b:01:56:a9","Profinet","Honeywell","ConveyorController-5482","2.7.10","2025-10-23T02:32:51.610Z","Network Scan","85","VLAN-100","High","true","true"
"ASS-016","Detroit Assembly","Assembly Line","Quality Scanner","192.168.234.225","4b:8f:b0:1b:07:02","OPC UA","Rockwell","QualityScanner-1165","2.5.67","2025-10-23T03:44:38.428Z","Network Scan","68","VLAN-82","Critical","true","true"
"ASS-017","Detroit Assembly","Assembly Line","Robot Controller","192.168.134.90","86:84:05:64:66:74","OPC UA","Schneider","RobotController-7499","2.4.53","2025-10-18T14:36:58.788Z","Protocol Analysis","95","VLAN-7","Critical","true","true"
"ASS-018","Detroit Assembly","Assembly Line","SCADA System","192.168.218.220","c5:fe:aa:bc:4c:23","OPC UA","Honeywell","SCADASystem-1242","1.1.13","2025-10-24T14:45:12.559Z","SNMP","90","VLAN-30","Critical","true","true"
"ASS-019","Detroit Assembly","Assembly Line","Robot Controller","192.168.158.252","8d:8e:fd:3d:78:ef","OPC UA","Schneider","RobotController-4673","2.5.50","2025-10-23T11:05:21.432Z","Network Scan","91","VLAN-26","Critical","false","false"
"ASS-020","Detroit Assembly","Assembly Line","Safety PLC","192.168.109.198","b5:f7:c2:c7:24:84","Profinet","Schneider","SafetyPLC-9706","5.3.51","2025-10-19T10:03:54.671Z","Protocol Analysis","91","VLAN-78","High","false","false"
"ASS-021","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.71.244","ad:ba:10:f5:be:52","Ethernet/IP","Schneider","ConveyorController-4968","1.7.98","2025-10-20T00:17:56.975Z","Protocol Analysis","67","VLAN-2","High","false","true"
"ASS-022","Detroit Assembly","Assembly Line","Welding Robot","192.168.9.22","9e:d6:4d:f5:11:5d","DNP3","Schneider","WeldingRobot-6908","3.6.60","2025-10-18T09:50:49.363Z","Network Scan","83","VLAN-44","High","true","true"
"ASS-023","Detroit Assembly","Assembly Line","SCADA System","192.168.98.200","6d:8e:76:d0:d1:65","Ethernet/IP","Emerson","SCADASystem-4249","1.1.93","2025-10-19T20:52:08.453Z","Asset Inventory","82","VLAN-78","Critical","true","false"
"ASS-024","Detroit Assembly","Assembly Line","HMI Station","192.168.21.222","19:db:4f:98:bf:01","Profinet","Honeywell","HMIStation-7690","4.3.96","2025-10-19T07:37:20.022Z","SNMP","80","VLAN-79","Medium","true","true"
"ASS-025","Detroit Assembly","Assembly Line","Assembly Robot","192.168.5.79","1d:a0:2e:85:6d:18","Profinet","ABB","AssemblyRobot-6070","5.4.13","2025-10-19T11:52:29.028Z","SNMP","78","VLAN-90","Low","true","true"
"ASS-026","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.75.218","0d:49:bd:0d:54:94","OPC UA","ABB","ConveyorController-5050","2.1.3","2025-10-23T10:37:59.412Z","Protocol Analysis","95","VLAN-15","Medium","true","true"
"ASS-027","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.230.248","cd:db:6a:44:1d:2d","Ethernet/IP","Emerson","ConveyorController-7067","1.6.56","2025-10-19T15:35:07.670Z","Protocol Analysis","72","VLAN-62","Critical","false","true"
"ASS-028","Detroit Assembly","Assembly Line","Assembly Robot","192.168.139.99","6b:14:d1:0d:50:4d","DNP3","ABB","AssemblyRobot-1520","4.9.95","2025-10-20T18:46:27.898Z","Protocol Analysis","66","VLAN-31","High","true","false"
"ASS-029","Detroit Assembly","Assembly Line","Vision System","192.168.207.133","7d:81:1e:05:36:ea","DNP3","Rockwell","VisionSystem-2916","2.6.6","2025-10-24T08:27:53.158Z","Asset Inventory","62","VLAN-11","High","true","true"
"ASS-030","Detroit Assembly","Assembly Line","Quality Scanner","192.168.108.116","0c:6f:9a:d8:a5:1f","Profinet","ABB","QualityScanner-2662","4.0.64","2025-10-24T07:20:53.857Z","SNMP","81","VLAN-84","Medium","true","true"
"ASS-031","Detroit Assembly","Assembly Line","Welding Robot","192.168.235.140","f3:af:6a:99:84:59","DNP3","ABB","WeldingRobot-3681","2.9.34","2025-10-21T10:18:37.848Z","Protocol Analysis","61","VLAN-11","Critical","true","true"
"ASS-032","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.204.113","d2:79:90:6a:ff:be","OPC UA","ABB","ConveyorController-8997","4.7.16","2025-10-20T01:30:39.351Z","Protocol Analysis","85","VLAN-90","Medium","true","false"
"ASS-033","Detroit Assembly","Assembly Line","Vision System","192.168.82.105","33:78:5d:61:96:c9","Modbus TCP","Siemens","VisionSystem-2820","5.1.30","2025-10-21T01:38:51.759Z","Protocol Analysis","81","VLAN-49","High","false","true"
"ASS-034","Detroit Assembly","Assembly Line","Vision System","192.168.41.133","e6:70:95:14:ea:96","Ethernet/IP","Schneider","VisionSystem-6462","5.7.44","2025-10-20T12:19:09.877Z","Network Scan","72","VLAN-34","Critical","true","false"
"ASS-035","Detroit Assembly","Assembly Line","Welding Robot","192.168.50.2","25:7a:12:3a:65:13","DNP3","ABB","WeldingRobot-2728","2.5.17","2025-10-24T16:47:10.581Z","Network Scan","71","VLAN-15","High","true","true"
"ASS-036","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.48.112","e8:81:5c:48:28:ff","OPC UA","Emerson","ConveyorController-7376","5.8.53","2025-10-22T15:03:25.063Z","Protocol Analysis","65","VLAN-31","High","true","false"
"POW-001","Detroit Assembly","Powertrain","HMI Station","192.168.136.13","2d:25:ef:9e:d7:09","DNP3","ABB","HMIStation-2213","4.8.73","2025-10-24T12:47:50.244Z","Protocol Analysis","64","VLAN-35","High","true","true"
"POW-002","Detroit Assembly","Powertrain","Welding Robot","192.168.5.123","68:db:e1:b1:2e:2d","Modbus TCP","Rockwell","WeldingRobot-4135","2.7.30","2025-10-24T01:37:38.965Z","SNMP","61","VLAN-31","High","true","true"
"POW-003","Detroit Assembly","Powertrain","Vision System","192.168.181.26","20:26:40:b3:92:fb","Ethernet/IP","Emerson","VisionSystem-4261","4.5.22","2025-10-21T10:52:15.754Z","SNMP","88","VLAN-54","Critical","false","false"
"POW-004","Detroit Assembly","Powertrain","Safety PLC","192.168.202.163","bc:09:4b:3d:db:66","Profinet","Siemens","SafetyPLC-5904","4.3.84","2025-10-18T22:05:47.283Z","Asset Inventory","86","VLAN-1","Low","true","true"
"POW-005","Detroit Assembly","Powertrain","Paint Robot","192.168.94.84","b9:5d:d7:46:36:29","Modbus TCP","Rockwell","PaintRobot-1007","1.6.91","2025-10-24T01:30:17.550Z","Network Scan","97","VLAN-45","High","true","true"
"POW-006","Detroit Assembly","Powertrain","Welding Robot","192.168.32.177","de:3a:00:cd:a0:d3","Profinet","ABB","WeldingRobot-9262","2.1.18","2025-10-20T01:30:14.448Z","Asset Inventory","81","VLAN-45","Medium","true","true"
"POW-007","Detroit Assembly","Powertrain","Assembly Robot","192.168.26.36","62:6a:9f:df:1a:18","Modbus TCP","Rockwell","AssemblyRobot-2418","3.3.46","2025-10-23T03:28:55.243Z","Asset Inventory","91","VLAN-97","High","true","true"
"POW-008","Detroit Assembly","Powertrain","Quality Scanner","192.168.70.201","f4:07:85:3e:c8:b3","DNP3","ABB","QualityScanner-3189","5.2.18","2025-10-19T12:49:08.075Z","Asset Inventory","70","VLAN-9","Medium","false","true"
