tag_id,plant,unit,device_type,ip_address,security_level,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"BOD-028","Detroit Assembly","Body Shop","SCADA System","192.168.146.139","1","2","4","2025-10-01T19:50:48.118Z","true","true","None","false","true","29"
"PAI-001","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.138.114","4","4","3","2025-10-23T10:11:59.945Z","true","true","Basic","true","true","90"
"PAI-002","Detroit Assembly","Paint Shop","Paint Robot","192.168.138.128","2","7","4","2025-09-25T07:35:30.244Z","true","true","Advanced","false","false","37"
"PAI-003","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.20.227","4","1","4","2025-10-24T07:32:27.704Z","true","true","Advanced","false","true","66"
"PAI-004","Detroit Assembly","Paint Shop","Welding Robot","192.168.180.126","1","3","0","2025-10-15T05:00:28.500Z","true","true","Advanced","false","true","70"
"PAI-005","Detroit Assembly","Paint Shop","HMI Station","192.168.26.32","2","7","3","2025-10-08T13:15:01.500Z","false","true","None","false","false","51"
"PAI-006","Detroit Assembly","Paint Shop","Robot Controller","192.168.144.101","4","0","0","2025-10-06T19:34:24.422Z","true","true","Enterprise","false","false","72"
"PAI-007","Detroit Assembly","Paint Shop","HMI Station","192.168.28.66","1","8","3","2025-10-21T00:19:38.353Z","false","true","None","false","false","31"
"PAI-008","Detroit Assembly","Paint Shop","Quality Scanner","192.168.52.137","2","4","4","2025-09-25T00:55:15.331Z","true","true","None","true","true","78"
"PAI-009","Detroit Assembly","Paint Shop","HMI Station","192.168.191.177","3","6","1","2025-10-09T12:13:50.872Z","false","true","Enterprise","true","false","35"
"PAI-010","Detroit Assembly","Paint Shop","SCADA System","192.168.240.53","2","8","2","2025-09-25T13:12:50.410Z","true","true","None","false","true","60"
"PAI-011","Detroit Assembly","Paint Shop","Robot Controller","192.168.114.44","4","5","0","2025-10-01T17:25:27.545Z","true","false","None","true","true","96"
"PAI-012","Detroit Assembly","Paint Shop","HMI Station","192.168.65.238","3","7","2","2025-10-04T07:17:12.208Z","true","false","Advanced","true","true","90"
"PAI-013","Detroit Assembly","Paint Shop","SCADA System","192.168.94.231","3","6","4","2025-10-02T17:20:25.743Z","false","true","Advanced","false","true","61"
"PAI-014","Detroit Assembly","Paint Shop","Paint Robot","192.168.94.119","1","2","3","2025-10-20T22:20:30.407Z","true","true","None","false","false","59"
"PAI-015","Detroit Assembly","Paint Shop","Quality Scanner","192.168.187.80","3","4","2","2025-10-15T16:44:12.180Z","false","true","Basic","true","true","28"
"PAI-016","Detroit Assembly","Paint Shop","Robot Controller","192.168.69.52","2","3","1","2025-10-10T16:34:31.264Z","false","true","Enterprise","true","true","66"
"PAI-017","Detroit Assembly","Paint Shop","Vision System","192.168.42.126","3","8","3","2025-09-29T02:59:35.100Z","true","true","Basic","true","true","85"
"PAI-018","Detroit Assembly","Paint Shop","Welding Robot","192.168.52.113","2","0","3","2025-09-25T20:42:51.029Z","true","true","Enterprise","true","false","40"
"PAI-019","Detroit Assembly","Paint Shop","Paint Robot","192.168.249.43","1","8","0","2025-10-21T11:55:30.251Z","true","false","Enterprise","true","true","62"
"PAI-020","Detroit Assembly","Paint Shop","SCADA System","192.168.231.208","3","3","4","2025-10-07T20:50:16.281Z","true","true","Basic","false","true","90"
"PAI-021","Detroit Assembly","Paint Shop","HMI Station","192.168.240.56","1","0","3","2025-10-14T02:06:49.480Z","false","false","Advanced","true","true","5"
"PAI-022","Detroit Assembly","Paint Shop","Vision System","192.168.88.101","3","2","2","2025-10-17T11:53:16.097Z","false","false","None","true","true","73"
"PAI-023","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.68.66","2","9","3","2025-10-20T08:00:53.574Z","true","true","Enterprise","true","true","85"
"PAI-024","Detroit Assembly","Paint Shop","Robot Controller","192.168.75.182","1","8","4","2025-10-19T10:33:02.782Z","true","false","Advanced","true","true","51"
"PAI-025","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.155.78","2","5","1","2025-10-18T14:30:59.205Z","false","true","Enterprise","true","true","1"
"PAI-026","Detroit Assembly","Paint Shop","Paint Robot","192.168.137.141","1","8","2","2025-10-02T02:28:14.493Z","true","false","Enterprise","true","false","74"
"PAI-027","Detroit Assembly","Paint Shop","Assembly Robot","192.168.79.219","2","1","0","2025-10-05T13:02:07.467Z","true","true","Basic","false","true","56"
"PAI-028","Detroit Assembly","Paint Shop","Welding Robot","192.168.205.149","4","5","3","2025-10-03T13:53:08.540Z","false","true","Advanced","false","true","95"
"PAI-029","Detroit Assembly","Paint Shop","Assembly Robot","192.168.144.152","2","2","0","2025-10-14T11:16:52.400Z","false","false","Basic","true","true","40"
"PAI-030","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.208.117","4","8","3","2025-10-04T08:14:08.189Z","true","false","Enterprise","true","true","87"
"PAI-031","Detroit Assembly","Paint Shop","Paint Robot","192.168.88.127","3","5","3","2025-09-25T13:14:58.282Z","true","false","Advanced","true","true","71"
"PAI-032","Detroit Assembly","Paint Shop","Robot Controller","192.168.168.236","2","3","2","2025-10-14T09:26:42.675Z","true","true","Basic","false","true","95"
"PAI-033","Detroit Assembly","Paint Shop","Robot Controller","192.168.155.206","2","6","2","2025-10-02T06:32:46.915Z","true","true","Basic","false","true","10"
"PAI-034","Detroit Assembly","Paint Shop","Safety PLC","192.168.122.160","2","3","1","2025-10-23T19:01:09.585Z","false","true","None","false","true","12"
"PAI-035","Detroit Assembly","Paint Shop","SCADA System","192.168.58.132","2","8","3","2025-10-22T07:39:51.075Z","true","true","Advanced","true","true","91"
"PAI-036","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.238.214","3","4","2","2025-10-23T20:49:30.195Z","true","true","Enterprise","false","true","11"
"PAI-037","Detroit Assembly","Paint Shop","HMI Station","192.168.241.117","3","1","0","2025-10-06T04:46:39.156Z","true","true","Enterprise","true","false","7"
"PAI-038","Detroit Assembly","Paint Shop","Assembly Robot","192.168.36.28","1","4","4","2025-09-30T03:52:33.850Z","true","true","Enterprise","false","true","100"
"PAI-039","Detroit Assembly","Paint Shop","Welding Robot","192.168.14.218","1","0","1","2025-10-14T22:05:09.997Z","true","true","Enterprise","false","true","29"
"PAI-040","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.191.13","1","8","4","2025-09-27T21:53:30.926Z","false","true","Advanced","false","true","42"
"PAI-041","Detroit Assembly","Paint Shop","Paint Robot","192.168.87.247","1","1","2","2025-10-10T14:42:06.613Z","false","true","None","true","true","8"
"ASS-001","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.156.211","4","5","1","2025-10-23T00:19:11.835Z","true","true","Enterprise","false","true","93"
"ASS-002","Detroit Assembly","Assembly Line","Paint Robot","192.168.144.3","4","7","1","2025-10-24T17:42:49.610Z","false","true","Advanced","false","false","10"
"ASS-003","Detroit Assembly","Assembly Line","Welding Robot","192.168.16.24","1","2","4","2025-10-09T21:11:05.744Z","false","false","None","true","true","46"
"ASS-004","Detroit Assembly","Assembly Line","HMI Station","192.168.230.98","2","7","3","2025-10-05T20:12:09.679Z","false","true","Basic","true","true","95"
"ASS-005","Detroit Assembly","Assembly Line","Robot Controller","192.168.119.237","1","5","0","2025-10-17T02:15:24.037Z","true","false","Basic","true","true","23"
"ASS-006","Detroit Assembly","Assembly Line","SCADA System","192.168.171.93","1","0","2","2025-10-06T10:49:19.348Z","false","true","Basic","true","true","5"
"ASS-007","Detroit Assembly","Assembly Line","Quality Scanner","192.168.196.114","1","3","2","2025-10-14T20:20:26.508Z","true","true","None","true","true","33"
"ASS-008","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.46.204","4","4","4","2025-09-30T09:02:09.988Z","false","true","Basic","true","false","47"
"ASS-009","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.243.106","4","7","3","2025-10-07T23:31:47.533Z","false","false","Basic","true","true","87"
"ASS-010","Detroit Assembly","Assembly Line","Safety PLC","192.168.95.213","4","8","0","2025-10-14T08:32:50.874Z","true","true","Basic","true","true","93"
"ASS-011","Detroit Assembly","Assembly Line","Robot Controller","192.168.74.63","3","3","2","2025-10-13T11:56:19.760Z","true","true","Enterprise","true","true","53"
"ASS-012","Detroit Assembly","Assembly Line","Quality Scanner","192.168.92.23","3","6","2","2025-09-28T21:33:53.250Z","false","true","Advanced","false","true","7"
"ASS-013","Detroit Assembly","Assembly Line","Vision System","192.168.72.162","2","6","2","2025-10-13T03:33:17.269Z","false","false","Basic","false","true","65"
"ASS-014","Detroit Assembly","Assembly Line","Safety PLC","192.168.62.206","3","1","0","2025-10-20T13:43:05.404Z","false","false","Basic","true","false","63"
"ASS-015","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.65.183","4","4","2","2025-09-26T00:33:06.377Z","true","true","None","false","false","95"
"ASS-016","Detroit Assembly","Assembly Line","Quality Scanner","192.168.224.38","1","4","0","2025-10-09T05:49:53.485Z","true","false","None","false","true","31"
"ASS-017","Detroit Assembly","Assembly Line","Robot Controller","192.168.214.106","3","2","0","2025-10-09T21:29:55.344Z","true","true","None","false","true","88"
"ASS-018","Detroit Assembly","Assembly Line","SCADA System","192.168.54.44","2","7","1","2025-10-21T13:12:50.126Z","true","true","Basic","true","true","53"
"ASS-019","Detroit Assembly","Assembly Line","Robot Controller","192.168.177.213","3","8","2","2025-10-23T01:30:23.463Z","false","false","Basic","false","true","32"
"ASS-020","Detroit Assembly","Assembly Line","Safety PLC","192.168.6.231","4","8","4","2025-09-27T19:29:28.803Z","false","true","Advanced","false","true","33"
"ASS-021","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.81.96","2","8","2","2025-09-27T21:49:14.879Z","true","true","None","true","true","98"
"ASS-022","Detroit Assembly","Assembly Line","Welding Robot","192.168.147.108","3","4","2","2025-09-28T13:40:16.616Z","false","true","Basic","true","false","95"
"ASS-023","Detroit Assembly","Assembly Line","SCADA System","192.168.113.137","1","4","0","2025-09-24T20:47:58.455Z","true","true","Enterprise","false","false","13"
"ASS-024","Detroit Assembly","Assembly Line","HMI Station","192.168.16.125","4","0","2","2025-10-07T01:53:32.549Z","true","true","Basic","false","false","18"
"ASS-025","Detroit Assembly","Assembly Line","Assembly Robot","192.168.30.177","1","1","1","2025-10-07T02:59:40.281Z","false","false","Advanced","false","false","89"
"ASS-026","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.124.181","4","2","3","2025-10-07T02:48:20.473Z","true","false","Enterprise","false","true","4"
"ASS-027","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.169.223","1","2","2","2025-10-03T12:20:38.159Z","false","true","Advanced","true","false","40"
"ASS-028","Detroit Assembly","Assembly Line","Assembly Robot","192.168.229.130","3","7","2","2025-09-26T04:38:47.151Z","true","true","Advanced","false","true","69"
"ASS-029","Detroit Assembly","Assembly Line","Vision System","192.168.98.0","2","0","2","2025-10-06T05:15:48.177Z","true","false","Basic","false","false","77"
"ASS-030","Detroit Assembly","Assembly Line","Quality Scanner","192.168.236.62","3","2","0","2025-09-27T22:27:18.567Z","true","false","Enterprise","true","true","44"
"ASS-031","Detroit Assembly","Assembly Line","Welding Robot","192.168.232.115","2","3","0","2025-10-17T10:14:29.559Z","true","true","Basic","true","false","83"
"ASS-032","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.132.25","1","7","3","2025-09-28T00:08:18.870Z","true","true","Enterprise","false","true","79"
"ASS-033","Detroit Assembly","Assembly Line","Vision System","192.168.172.176","1","1","3","2025-09-25T12:12:58.175Z","true","false","Enterprise","true","true","75"
"ASS-034","Detroit Assembly","Assembly Line","Vision System","192.168.200.128","1","5","3","2025-10-09T22:26:29.216Z","true","true","Basic","true","true","85"
"ASS-035","Detroit Assembly","Assembly Line","Welding Robot","192.168.217.2","4","9","3","2025-09-29T16:30:22.862Z","false","true","Basic","false","true","82"
"ASS-036","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.88.118","2","6","4","2025-10-11T06:28:44.325Z","true","true","Enterprise","true","true","66"
"POW-001","Detroit Assembly","Powertrain","HMI Station","192.168.56.11","3","9","2","2025-10-14T14:05:43.649Z","false","true","Basic","true","false","80"
"POW-002","Detroit Assembly","Powertrain","Welding Robot","192.168.125.97","4","3","2","2025-10-05T18:49:22.763Z","false","true","None","true","true","10"
"POW-003","Detroit Assembly","Powertrain","Vision System","192.168.14.74","3","2","3","2025-10-02T04:24:57.230Z","true","true","Advanced","true","true","83"
"POW-004","Detroit Assembly","Powertrain","Safety PLC","192.168.147.229","3","1","1","2025-09-25T02:13:42.690Z","false","true","Enterprise","false","false","85"
"POW-005","Detroit Assembly","Powertrain","Paint Robot","192.168.200.62","2","8","0","2025-10-21T03:14:59.966Z","true","false","Basic","true","true","38"
"POW-006","Detroit Assembly","Powertrain","Welding Robot","192.168.190.21","4","3","4","2025-10-14T12:08:04.146Z","true","false","Advanced","true","true","79"
"POW-007","Detroit Assembly","Powertrain","Assembly Robot","192.168.93.99","1","7","0","2025-10-17T18:10:00.108Z","false","true","None","false","true","68"
"POW-008","Detroit Assembly","Powertrain","Quality Scanner","192.168.63.90","2","0","1","2025-10-10T04:25:45.041Z","true","false","Advanced","false","true","25"
"POW-009","Detroit Assembly","Powertrain","Conveyor Controller","192.168.131.250","2","0","3","2025-09-29T13:59:27.107Z","true","false","Enterprise","false","true","74"
"POW-010","Detroit Assembly","Powertrain","Assembly Robot","192.168.27.7","4","5","3","2025-10-11T17:19:25.484Z","true","true","Advanced","true","false","70"
"POW-011","Detroit Assembly","Powertrain","HMI Station","192.168.199.114","3","0","2","2025-10-13T06:29:26.851Z","true","true","Basic","true","true","12"
"POW-012","Detroit Assembly","Powertrain","Assembly Robot","192.168.51.193","4","2","1","2025-10-18T12:03:57.102Z","false","true","Basic","true","true","22"
"POW-013","Detroit Assembly","Powertrain","Assembly Robot","192.168.75.173","2","1","0","2025-10-04T04:01:59.708Z","true","false","Enterprise","false","true","51"
"POW-014","Detroit Assembly","Powertrain","Welding Robot","192.168.189.22","4","5","3","2025-10-17T06:20:26.056Z","true","false","Enterprise","true","true","10"
"POW-015","Detroit Assembly","Powertrain","Welding Robot","192.168.142.171","3","4","4","2025-10-03T19:51:04.745Z","true","false","Enterprise","false","true","73"
"POW-016","Detroit Assembly","Powertrain","Quality Scanner","192.168.145.44","4","8","0","2025-10-05T08:38:26.311Z","true","true","None","true","true","42"
"POW-017","Detroit Assembly","Powertrain","Paint Robot","192.168.182.28","4","0","4","2025-10-16T11:49:51.749Z","false","true","Basic","true","false","48"
"POW-018","Detroit Assembly","Powertrain","Welding Robot","192.168.74.8","3","4","1","2025-10-09T00:16:48.082Z","true","false","Basic","true","true","73"
"POW-019","Detroit Assembly","Powertrain","Vision System","192.168.121.236","4","2","3","2025-10-23T19:19:47.904Z","false","false","None","true","false","100"
"POW-020","Detroit Assembly","Powertrain","Quality Scanner","192.168.192.7","4","7","1","2025-10-21T13:14:53.099Z","false","false","Basic","true","true","79"
"POW-021","Detroit Assembly","Powertrain","HMI Station","192.168.32.9","2","2","4","2025-10-01T18:29:53.308Z","true","true","Enterprise","true","true","72"
"POW-022","Detroit Assembly","Powertrain","SCADA System","192.168.85.214","4","2","0","2025-10-10T15:35:54.560Z","false","true","Enterprise","true","false","42"
"POW-023","Detroit Assembly","Powertrain","Vision System","192.168.71.130","2","2","0","2025-10-21T08:49:55.949Z","false","false","None","false","true","93"
"POW-024","Detroit Assembly","Powertrain","Robot Controller","192.168.173.79","2","3","4","2025-10-15T23:04:18.062Z","true","true","Enterprise","true","true","21"
"POW-025","Detroit Assembly","Powertrain","Robot Controller","192.168.61.185","4","5","0","2025-10-01T21:50:41.148Z","false","true","Enterprise","true","false","97"
"POW-026","Detroit Assembly","Powertrain","Assembly Robot","192.168.251.169","2","1","4","2025-10-04T19:02:16.345Z","true","true","Enterprise","true","true","19"
"POW-027","Detroit Assembly","Powertrain","Robot Controller","192.168.24.211","3","9","0","2025-10-19T09:59:57.278Z","false","true","Advanced","true","false","86"
"POW-028","Detroit Assembly","Powertrain","HMI Station","192.168.253.90","1","6","0","2025-10-21T07:52:16.079Z","true","true","None","false","true","54"
"POW-029","Detroit Assembly","Powertrain","Robot Controller","192.168.21.75","4","7","2","2025-10-21T21:30:24.446Z","false","true","Enterprise","false","true","41"
"POW-030","Detroit Assembly","Powertrain","Conveyor Controller","192.168.131.189","4","1","4","2025-10-22T00:04:13.306Z","true","true","None","true","true","50"
"POW-031","Detroit Assembly","Powertrain","Safety PLC","192.168.183.231","2","2","1","2025-10-18T20:41:42.110Z","true","true","Advanced","false","false","24"
"POW-032","Detroit Assembly","Powertrain","Quality Scanner","192.168.128.218","4","4","4","2025-10-04T17:58:49.314Z","true","true","Enterprise","false","false","17"
"POW-033","Detroit Assembly","Powertrain","Vision System","192.168.182.176","1","9","4","2025-10-20T04:40:09.392Z","true","true","Advanced","false","true","57"
"POW-034","Detroit Assembly","Powertrain","Quality Scanner","192.168.131.223","2","6","3","2025-09-29T11:22:36.335Z","false","false","Basic","true","true","15"
"POW-035","Detroit Assembly","Powertrain","Robot Controller","192.168.139.127","3","8","4","2025-10-08T06:48:24.116Z","true","true","Advanced","false","true","42"
"POW-036","Detroit Assembly","Powertrain","Conveyor Controller","192.168.99.69","1","4","4","2025-10-01T12:29:11.602Z","true","true","Basic","false","true","90"
"POW-037","Detroit Assembly","Powertrain","Welding Robot","192.168.127.134","3","0","4","2025-09-26T18:52:41.978Z","true","false","Basic","false","false","4"
"POW-038","Detroit Assembly","Powertrain","Assembly Robot","192.168.204.175","1","1","2","2025-09-24T19:11:14.757Z","true","true","Advanced","false","true","1"
"POW-039","Detroit Assembly","Powertrain","Robot Controller","192.168.171.185","1","7","1","2025-09-30T06:04:30.483Z","true","true","None","true","true","48"
"POW-040","Detroit Assembly","Powertrain","Quality Scanner","192.168.210.195","1","0","4","2025-09-27T13:25:04.846Z","true","true","Enterprise","true","true","99"
"POW-041","Detroit Assembly","Powertrain","SCADA System","192.168.248.178","3","7","0","2025-10-23T09:32:51.418Z","true","true","Basic","false","true","54"
"POW-042","Detroit Assembly","Powertrain","Assembly Robot","192.168.59.18","3","1","1","2025-10-20T12:03:44.872Z","true","true","None","true","false","4"
"POW-043","Detroit Assembly","Powertrain","Quality Scanner","192.168.143.69","3","4","3","2025-10-06T15:59:47.683Z","true","false","None","true","true","13"
"POW-044","Detroit Assembly","Powertrain","HMI Station","192.168.156.42","4","3","0","2025-10-06T02:18:49.174Z","false","false","Enterprise","false","true","82"
"POW-045","Detroit Assembly","Powertrain","Paint Robot","192.168.203.233","2","1","3","2025-10-20T02:17:39.813Z","true","true","Enterprise","true","true","67"
"POW-046","Detroit Assembly","Powertrain","Conveyor Controller","192.168.80.101","4","2","0","2025-10-01T07:57:57.950Z","false","true","None","true","false","13"
"POW-047","Detroit Assembly","Powertrain","Robot Controller","192.168.173.231","1","6","2","2025-10-10T04:22:02.562Z","true","false","Advanced","true","true","51"
"POW-048","Detroit Assembly","Powertrain","Assembly Robot","192.168.248.29","4","2","2","2025-10-01T09:36:42.707Z","false","true","None","true","true","84"
"POW-049","Detroit Assembly","Powertrain","Quality Scanner","192.168.58.13","2","0","3","2025-09-27T04:22:08.884Z","false","false","None","false","true","99"
"QUA-001","Detroit Assembly","Quality Control","Quality Scanner","192.168.195.89","4","1","2","2025-10-24T00:45:14.440Z","true","false","Basic","false","true","19"
"QUA-002","Detroit Assembly","Quality Control","Vision System","192.168.98.237","1","7","0","2025-10-13T19:51:41.119Z","false","true","Basic","false","false","62"
"QUA-003","Detroit Assembly","Quality Control","Quality Scanner","192.168.247.236","2","4","1","2025-10-22T06:06:25.773Z","false","true","Advanced","true","true","100"
"QUA-004","Detroit Assembly","Quality Control","Quality Scanner","192.168.60.68","1","4","3","2025-09-26T13:06:44.001Z","true","true","Basic","true","true","15"
"QUA-005","Detroit Assembly","Quality Control","Vision System","192.168.120.107","2","6","1","2025-10-14T13:29:32.478Z","true","true","Basic","true","true","76"
"QUA-006","Detroit Assembly","Quality Control","HMI Station","192.168.25.113","2","9","2","2025-10-02T12:07:48.948Z","false","true","Basic","false","true","32"
"QUA-007","Detroit Assembly","Quality Control","Robot Controller","192.168.166.220","4","7","0","2025-10-11T04:14:20.965Z","false","false","Basic","false","true","99"
"QUA-008","Detroit Assembly","Quality Control","SCADA System","192.168.211.117","1","1","0","2025-10-03T08:23:51.975Z","true","true","Advanced","false","true","87"
"QUA-009","Detroit Assembly","Quality Control","Paint Robot","192.168.135.166","1","8","1","2025-10-17T11:08:19.664Z","true","true","Advanced","true","true","8"
"QUA-010","Detroit Assembly","Quality Control","SCADA System","192.168.39.235","1","2","3","2025-10-24T02:48:11.096Z","true","true","Advanced","true","true","47"
"QUA-011","Detroit Assembly","Quality Control","Robot Controller","192.168.252.126","1","6","4","2025-10-06T04:47:13.356Z","false","true","Enterprise","false","false","25"
"QUA-012","Detroit Assembly","Quality Control","Vision System","192.168.24.180","1","2","3","2025-09-29T21:06:47.203Z","true","true","Enterprise","true","false","8"
"QUA-013","Detroit Assembly","Quality Control","Paint Robot","192.168.133.190","2","1","4","2025-10-03T16:33:43.839Z","false","true","None","true","false","76"
"QUA-014","Detroit Assembly","Quality Control","Vision System","192.168.32.197","3","5","1","2025-10-20T12:08:37.129Z","true","true","Basic","true","true","79"
"QUA-015","Detroit Assembly","Quality Control","Paint Robot","192.168.42.29","2","7","3","2025-10-22T11:35:50.390Z","false","true","None","true","true","65"
"QUA-016","Detroit Assembly","Quality Control","Welding Robot","192.168.187.126","3","8","3","2025-10-02T15:55:53.644Z","true","false","Enterprise","false","false","28"
"QUA-017","Detroit Assembly","Quality Control","Welding Robot","192.168.206.93","3","0","0","2025-10-11T18:39:56.561Z","false","false","None","true","true","58"
"QUA-018","Detroit Assembly","Quality Control","Quality Scanner","192.168.191.99","4","6","1","2025-10-14T11:37:14.602Z","false","true","Advanced","true","true","33"
"QUA-019","Detroit Assembly","Quality Control","Safety PLC","192.168.102.115","2","3","0","2025-10-22T20:49:42.220Z","false","true","Advanced","true","false","55"
"QUA-020","Detroit Assembly","Quality Control","SCADA System","192.168.47.61","1","8","4","2025-10-22T15:35:53.425Z","true","true","Enterprise","true","true","90"
"QUA-021","Detroit Assembly","Quality Control","Safety PLC","192.168.11.169","2","7","3","2025-10-03T02:20:02.367Z","true","true","Advanced","true","true","20"
"QUA-022","Detroit Assembly","Quality Control","Vision System","192.168.0.228","4","3","4","2025-10-22T15:40:58.475Z","true","true","Enterprise","false","true","84"
"QUA-023","Detroit Assembly","Quality Control","Quality Scanner","192.168.83.36","2","1","3","2025-10-18T12:19:59.790Z","true","false","None","false","true","34"
"QUA-024","Detroit Assembly","Quality Control","Paint Robot","192.168.149.11","2","4","4","2025-10-01T13:52:46.818Z","false","true","Advanced","false","true","86"
"QUA-025","Detroit Assembly","Quality Control","Welding Robot","192.168.1.215","2","8","0","2025-10-08T23:14:42.386Z","false","true","Enterprise","false","false","18"
"QUA-026","Detroit Assembly","Quality Control","Vision System","192.168.109.167","3","3","2","2025-10-15T10:54:28.392Z","true","true","None","false","true","10"
"QUA-027","Detroit Assembly","Quality Control","Paint Robot","192.168.68.175","2","9","3","2025-10-21T16:55:30.956Z","false","true","None","false","true","53"
"QUA-028","Detroit Assembly","Quality Control","Paint Robot","192.168.254.239","1","9","2","2025-10-12T21:45:21.158Z","true","false","None","false","false","66"
"QUA-029","Detroit Assembly","Quality Control","Vision System","192.168.168.11","3","5","0","2025-10-18T18:08:02.907Z","false","false","None","false","true","27"
