tag_id,plant,unit,device_type,ip_address,mac_address,switch_port,vlan,network_segment,communication_peers,bandwidth_usage,latency_ms,packet_loss,uptime_hours
"BOD-022","Detroit Assembly","Body Shop","Conveyor Controller","192.168.126.13","28:cf:09:56:df:e7","SW21","VLAN-38","Corporate Network","6","45","15","4.6971600073106226","5879"
"BOD-023","Detroit Assembly","Body Shop","Safety PLC","192.168.200.60","32:34:87:17:33:df","SW30","VLAN-7","Control Network","5","93","21","1.4005677449029452","4257"
"BOD-024","Detroit Assembly","Body Shop","Robot Controller","192.168.26.38","1e:cd:70:3d:e6:97","SW39","VLAN-89","Corporate Network","1","73","31","2.1241499772248327","6813"
"BOD-025","Detroit Assembly","Body Shop","Conveyor Controller","192.168.212.47","c5:13:4a:55:3d:53","SW15","VLAN-70","Control Network","8","54","25","1.0431180950907093","1820"
"BOD-026","Detroit Assembly","Body Shop","Assembly Robot","192.168.183.71","9b:53:f7:8b:8a:14","SW21","VLAN-31","Control Network","6","94","12","4.154259629408613","765"
"BOD-027","Detroit Assembly","Body Shop","Safety PLC","192.168.148.167","ae:76:9d:ec:f5:cd","SW32","VLAN-27","Safety Network","2","58","27","2.2751423140898606","8652"
"BOD-028","Detroit Assembly","Body Shop","SCADA System","192.168.115.152","06:88:6e:79:0b:7f","SW32","VLAN-97","Safety Network","3","33","14","0.5497885008004144","4429"
"PAI-001","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.213.77","4b:99:60:18:00:c6","SW41","VLAN-81","Control Network","8","14","32","0.21753046094878936","8647"
"PAI-002","Detroit Assembly","Paint Shop","Paint Robot","192.168.0.206","27:a2:7f:18:72:a1","SW41","VLAN-76","Corporate Network","3","66","42","2.468523982655374","7286"
"PAI-003","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.190.156","f4:92:a8:f5:d5:6d","SW22","VLAN-64","Control Network","9","93","36","0.17796296762937036","437"
"PAI-004","Detroit Assembly","Paint Shop","Welding Robot","192.168.135.222","a5:47:4b:78:44:bd","SW31","VLAN-64","Safety Network","1","98","48","0.0132656467788006","7241"
"PAI-005","Detroit Assembly","Paint Shop","HMI Station","192.168.55.33","e2:d6:69:e8:78:ff","SW15","VLAN-89","Safety Network","7","43","9","3.912319269158","1474"
"PAI-006","Detroit Assembly","Paint Shop","Robot Controller","192.168.127.38","61:c0:5a:ba:4a:93","SW45","VLAN-28","DMZ","2","9","47","4.955291172101363","4372"
"PAI-007","Detroit Assembly","Paint Shop","HMI Station","192.168.169.254","f7:f0:60:4e:71:52","SW25","VLAN-88","Corporate Network","8","2","16","1.7206490481281478","7300"
"PAI-008","Detroit Assembly","Paint Shop","Quality Scanner","192.168.133.206","bb:0a:f0:33:f1:66","SW42","VLAN-3","Control Network","7","30","1","1.9761742128798998","1462"
"PAI-009","Detroit Assembly","Paint Shop","HMI Station","192.168.139.222","15:6c:8b:e5:68:ae","SW27","VLAN-87","DMZ","9","26","21","3.8791507032641603","1198"
"PAI-010","Detroit Assembly","Paint Shop","SCADA System","192.168.211.192","a1:4d:75:87:56:39","SW23","VLAN-64","Safety Network","1","27","42","4.891964453593701","5744"
"PAI-011","Detroit Assembly","Paint Shop","Robot Controller","192.168.76.249","9b:6a:4d:37:24:31","SW10","VLAN-68","Safety Network","7","15","21","0.03095347378185398","743"
"PAI-012","Detroit Assembly","Paint Shop","HMI Station","192.168.1.171","48:1a:9c:60:40:94","SW15","VLAN-81","Corporate Network","6","98","23","4.33932741678666","7086"
"PAI-013","Detroit Assembly","Paint Shop","SCADA System","192.168.49.232","a3:2c:46:48:b2:12","SW31","VLAN-76","Safety Network","1","45","21","1.7337675474648784","6886"
"PAI-014","Detroit Assembly","Paint Shop","Paint Robot","192.168.27.239","e9:f9:bb:70:65:da","SW35","VLAN-2","DMZ","1","68","14","1.336954648702282","6945"
"PAI-015","Detroit Assembly","Paint Shop","Quality Scanner","192.168.111.128","b8:ac:67:20:63:53","SW48","VLAN-11","Corporate Network","8","14","25","1.9561196807129622","5591"
"PAI-016","Detroit Assembly","Paint Shop","Robot Controller","192.168.122.83","45:06:31:ab:ea:c0","SW36","VLAN-58","Safety Network","1","81","44","3.8736097761188826","5260"
"PAI-017","Detroit Assembly","Paint Shop","Vision System","192.168.22.63","c4:5c:05:ba:f8:fe","SW30","VLAN-79","DMZ","7","5","27","1.9641226128369638","1613"
"PAI-018","Detroit Assembly","Paint Shop","Welding Robot","192.168.51.17","6e:42:7c:95:72:fd","SW47","VLAN-83","Control Network","4","5","13","2.1604461285726186","4815"
"PAI-019","Detroit Assembly","Paint Shop","Paint Robot","192.168.48.53","f9:64:1c:db:31:11","SW28","VLAN-32","Safety Network","1","57","12","3.0199099887305825","1053"
"PAI-020","Detroit Assembly","Paint Shop","SCADA System","192.168.201.230","5c:f5:54:a9:65:65","SW25","VLAN-98","Corporate Network","10","28","4","4.968611387442841","8406"
"PAI-021","Detroit Assembly","Paint Shop","HMI Station","192.168.26.132","c1:26:30:ec:23:a7","SW28","VLAN-55","Corporate Network","5","77","30","0.12666544031116778","4117"
"PAI-022","Detroit Assembly","Paint Shop","Vision System","192.168.20.169","3d:72:1f:a8:b9:50","SW35","VLAN-86","DMZ","6","74","34","4.931640584201055","6008"
"PAI-023","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.3.207","1a:8c:f6:e6:8b:12","SW28","VLAN-55","Control Network","4","0","25","3.7779496473348537","6683"
"PAI-024","Detroit Assembly","Paint Shop","Robot Controller","192.168.54.182","95:3a:ae:c6:a4:3a","SW40","VLAN-36","Corporate Network","4","55","48","0.47722958670397664","7091"
"PAI-025","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.177.42","f5:12:24:a5:5f:2f","SW47","VLAN-71","Corporate Network","2","28","6","1.6025006789751717","4536"
"PAI-026","Detroit Assembly","Paint Shop","Paint Robot","192.168.21.151","25:2e:fb:3f:be:c5","SW37","VLAN-57","Safety Network","7","28","19","1.9914534317137988","2747"
"PAI-027","Detroit Assembly","Paint Shop","Assembly Robot","192.168.168.11","d9:63:ed:5e:57:68","SW26","VLAN-72","Safety Network","2","54","28","4.313908138254911","6325"
"PAI-028","Detroit Assembly","Paint Shop","Welding Robot","192.168.239.90","60:d7:07:67:5f:6f","SW31","VLAN-2","Control Network","5","87","34","2.7832156340956637","2339"
"PAI-029","Detroit Assembly","Paint Shop","Assembly Robot","192.168.161.26","10:1e:48:ad:c1:3f","SW31","VLAN-47","DMZ","1","14","6","4.684774781004246","308"
"PAI-030","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.157.194","59:2b:99:df:e1:86","SW14","VLAN-45","Corporate Network","8","35","38","0.19886966542505435","7982"
"PAI-031","Detroit Assembly","Paint Shop","Paint Robot","192.168.114.1","ab:73:f7:b9:9d:06","SW46","VLAN-68","Control Network","1","29","15","0.1509684413898149","6090"
"PAI-032","Detroit Assembly","Paint Shop","Robot Controller","192.168.204.226","ec:0a:39:9b:c5:cf","SW22","VLAN-35","Control Network","6","16","8","0.5176014214640345","7454"
"PAI-033","Detroit Assembly","Paint Shop","Robot Controller","192.168.6.124","ac:1f:79:f3:bb:1f","SW17","VLAN-40","Safety Network","6","46","37","0.18098816973258547","5705"
"PAI-034","Detroit Assembly","Paint Shop","Safety PLC","192.168.111.81","f2:bf:89:c5:37:01","SW38","VLAN-100","Safety Network","7","4","24","4.380672344638015","7496"
"PAI-035","Detroit Assembly","Paint Shop","SCADA System","192.168.222.158","d7:b2:96:f7:22:29","SW38","VLAN-59","Corporate Network","9","89","29","0.3290321702820187","3031"
"PAI-036","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.68.103","6f:92:85:fd:8c:16","SW2","VLAN-100","Safety Network","2","20","14","3.6024296101424813","3103"
"PAI-037","Detroit Assembly","Paint Shop","HMI Station","192.168.170.211","5f:53:97:09:87:f6","SW15","VLAN-62","DMZ","4","59","27","2.517754205294007","6695"
"PAI-038","Detroit Assembly","Paint Shop","Assembly Robot","192.168.204.137","7e:d9:d5:c6:90:14","SW41","VLAN-5","DMZ","5","49","37","3.3463993265636214","5070"
"PAI-039","Detroit Assembly","Paint Shop","Welding Robot","192.168.254.142","8b:52:57:83:00:08","SW12","VLAN-58","Corporate Network","4","73","43","3.9559332566783922","308"
"PAI-040","Detroit Assembly","Paint Shop","Conveyor Controller","192.168.127.184","48:25:c1:ff:82:4a","SW7","VLAN-99","Safety Network","5","83","45","4.287603444923036","5072"
"PAI-041","Detroit Assembly","Paint Shop","Paint Robot","192.168.7.154","67:03:09:e0:c3:0b","SW44","VLAN-32","DMZ","7","45","25","1.3634564222824808","2648"
"ASS-001","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.32.200","3c:77:db:47:0a:f2","SW12","VLAN-98","Corporate Network","4","25","15","4.471711476152926","5555"
"ASS-002","Detroit Assembly","Assembly Line","Paint Robot","192.168.45.226","f1:54:6a:88:6d:25","SW31","VLAN-33","Control Network","6","12","15","2.0809467118931027","3633"
"ASS-003","Detroit Assembly","Assembly Line","Welding Robot","192.168.31.59","f4:06:0e:c6:3c:18","SW30","VLAN-13","Control Network","10","32","38","0.7195584276452982","8538"
"ASS-004","Detroit Assembly","Assembly Line","HMI Station","192.168.62.78","3b:87:99:60:a2:c4","SW6","VLAN-78","Corporate Network","2","58","42","2.57081971513075","6520"
"ASS-005","Detroit Assembly","Assembly Line","Robot Controller","192.168.134.172","a6:27:5c:8f:e8:82","SW32","VLAN-56","Control Network","7","36","11","3.414028745412667","7411"
"ASS-006","Detroit Assembly","Assembly Line","SCADA System","192.168.166.23","84:68:e6:88:9b:80","SW23","VLAN-6","Control Network","1","79","41","3.3991811676879378","5345"
"ASS-007","Detroit Assembly","Assembly Line","Quality Scanner","192.168.54.52","9b:e4:aa:7d:5b:bb","SW15","VLAN-66","Control Network","7","30","49","0.37085512341385685","7414"
"ASS-008","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.133.96","55:85:48:30:65:c0","SW38","VLAN-14","DMZ","10","56","29","0.09068132627318093","1557"
"ASS-009","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.68.98","16:df:00:c8:c3:3a","SW20","VLAN-33","Control Network","7","57","2","0.2715168000287249","2007"
"ASS-010","Detroit Assembly","Assembly Line","Safety PLC","192.168.87.1","3e:f3:1a:31:32:e5","SW9","VLAN-30","Corporate Network","4","58","7","2.315149163408643","3641"
"ASS-011","Detroit Assembly","Assembly Line","Robot Controller","192.168.25.40","86:d8:e5:c6:7b:f0","SW7","VLAN-18","Corporate Network","2","63","45","0.7654722797381608","3324"
"ASS-012","Detroit Assembly","Assembly Line","Quality Scanner","192.168.13.142","0b:c9:de:22:6a:d4","SW28","VLAN-37","Control Network","7","57","6","1.5629010548252198","2770"
"ASS-013","Detroit Assembly","Assembly Line","Vision System","192.168.43.47","ea:fa:4d:7c:00:17","SW40","VLAN-67","Safety Network","2","94","23","0.08398981670151517","8740"
"ASS-014","Detroit Assembly","Assembly Line","Safety PLC","192.168.211.71","84:bd:e8:04:02:1d","SW20","VLAN-89","Corporate Network","7","19","39","4.978463670767606","7476"
"ASS-015","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.182.119","07:73:6a:45:0f:3b","SW12","VLAN-89","Safety Network","4","25","43","0.9631393353953543","3195"
"ASS-016","Detroit Assembly","Assembly Line","Quality Scanner","192.168.61.189","2b:1e:2e:9a:b6:ea","SW17","VLAN-99","Control Network","7","70","31","0.8105134965661787","5550"
"ASS-017","Detroit Assembly","Assembly Line","Robot Controller","192.168.228.196","5e:de:3b:d8:40:a7","SW16","VLAN-76","Corporate Network","5","32","11","2.9103684119323168","165"
"ASS-018","Detroit Assembly","Assembly Line","SCADA System","192.168.128.158","be:d1:38:7c:c2:05","SW5","VLAN-7","DMZ","4","85","42","0.27200759128314433","4706"
"ASS-019","Detroit Assembly","Assembly Line","Robot Controller","192.168.96.77","3a:5b:1b:86:93:83","SW26","VLAN-60","Control Network","7","68","39","4.22414523326408","3982"
"ASS-020","Detroit Assembly","Assembly Line","Safety PLC","192.168.224.56","be:9d:c0:e0:28:3b","SW31","VLAN-86","DMZ","4","61","49","1.5152216938747654","5018"
"ASS-021","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.23.22","fb:0c:ea:d8:52:b5","SW41","VLAN-35","Control Network","10","7","47","0.7130151154858533","2409"
"ASS-022","Detroit Assembly","Assembly Line","Welding Robot","192.168.63.35","1d:4e:4b:84:07:81","SW3","VLAN-23","DMZ","10","42","42","4.8813535435489115","6206"
"ASS-023","Detroit Assembly","Assembly Line","SCADA System","192.168.22.201","53:30:0f:7c:9a:7d","SW25","VLAN-65","DMZ","9","85","10","1.8402187087787258","1146"
"ASS-024","Detroit Assembly","Assembly Line","HMI Station","192.168.158.183","88:4f:67:5d:a3:f2","SW16","VLAN-55","Control Network","4","15","13","0.2935102069125006","4908"
"ASS-025","Detroit Assembly","Assembly Line","Assembly Robot","192.168.182.194","df:f7:ba:52:84:d6","SW22","VLAN-52","Control Network","1","11","42","4.793529645902005","1713"
"ASS-026","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.93.157","e1:c1:76:68:83:33","SW48","VLAN-90","Safety Network","1","21","5","4.426541777641671","3807"
"ASS-027","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.215.229","6c:53:ef:64:88:48","SW7","VLAN-74","DMZ","6","20","46","4.361749299847505","515"
"ASS-028","Detroit Assembly","Assembly Line","Assembly Robot","192.168.149.96","87:55:a3:dd:cf:e5","SW16","VLAN-95","Safety Network","10","89","21","3.2130051610899715","3287"
"ASS-029","Detroit Assembly","Assembly Line","Vision System","192.168.227.96","8a:e2:14:bd:ee:fa","SW17","VLAN-40","Corporate Network","7","42","8","0.11031526045159001","8617"
"ASS-030","Detroit Assembly","Assembly Line","Quality Scanner","192.168.200.207","bf:cd:20:94:03:bc","SW7","VLAN-57","Safety Network","10","30","8","4.827327503386999","4497"
"ASS-031","Detroit Assembly","Assembly Line","Welding Robot","192.168.70.113","e7:08:36:20:80:cb","SW13","VLAN-27","Control Network","8","46","11","2.1338457652714924","2376"
"ASS-032","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.238.225","36:73:64:26:70:43","SW43","VLAN-37","Control Network","2","57","50","4.9807462641388165","5098"
"ASS-033","Detroit Assembly","Assembly Line","Vision System","192.168.0.175","f7:37:81:1e:7d:48","SW45","VLAN-39","DMZ","1","74","2","0.8131942857825758","924"
"ASS-034","Detroit Assembly","Assembly Line","Vision System","192.168.127.238","76:2c:6c:77:b4:8d","SW29","VLAN-17","DMZ","9","75","2","1.885147478091197","6114"
"ASS-035","Detroit Assembly","Assembly Line","Welding Robot","192.168.111.164","e4:c7:9e:16:a4:32","SW19","VLAN-43","Control Network","1","10","37","0.040828959381030705","4228"
"ASS-036","Detroit Assembly","Assembly Line","Conveyor Controller","192.168.8.19","64:9f:0b:32:4d:13","SW24","VLAN-90","Safety Network","7","92","3","0.1694857555609397","3355"
"POW-001","Detroit Assembly","Powertrain","HMI Station","192.168.216.78","65:9a:39:6b:01:6a","SW46","VLAN-4","Corporate Network","1","49","21","1.3265522394220242","4508"
"POW-002","Detroit Assembly","Powertrain","Welding Robot","192.168.213.232","5e:71:9c:76:b3:1d","SW21","VLAN-93","Safety Network","10","64","9","3.8690932548338486","4297"
"POW-003","Detroit Assembly","Powertrain","Vision System","192.168.15.120","35:bb:df:c7:62:42","SW5","VLAN-38","Safety Network","9","83","18","4.6178969039428965","543"
"POW-004","Detroit Assembly","Powertrain","Safety PLC","192.168.222.254","d0:c7:62:7b:05:e3","SW23","VLAN-7","DMZ","3","76","46","3.075658512063347","3783"
"POW-005","Detroit Assembly","Powertrain","Paint Robot","192.168.137.97","08:2b:79:fa:ed:90","SW12","VLAN-35","Safety Network","9","22","32","4.953283276466189","4904"
"POW-006","Detroit Assembly","Powertrain","Welding Robot","192.168.78.138","1e:2f:3a:1d:43:ba","SW2","VLAN-49","Control Network","3","48","8","0.04935046768257956","6152"
"POW-007","Detroit Assembly","Powertrain","Assembly Robot","192.168.111.120","ee:97:fb:c7:e4:b9","SW38","VLAN-30","DMZ","7","83","10","3.151284621487175","8205"
"POW-008","Detroit Assembly","Powertrain","Quality Scanner","192.168.45.23","2b:d1:9d:7d:54:47","SW8","VLAN-69","Control Network","3","83","14","1.8281434782431816","436"
"POW-009","Detroit Assembly","Powertrain","Conveyor Controller","192.168.247.95","82:96:6c:bf:07:19","SW47","VLAN-6","Control Network","8","58","5","2.570854427796969","4750"
"POW-010","Detroit Assembly","Powertrain","Assembly Robot","192.168.131.133","a0:24:c6:31:1c:83","SW15","VLAN-84","DMZ","10","55","49","0.9113099239264133","5754"
"POW-011","Detroit Assembly","Powertrain","HMI Station","192.168.119.27","52:0d:b6:5c:ab:c2","SW5","VLAN-63","DMZ","10","9","46","4.700348975606847","6243"
"POW-012","Detroit Assembly","Powertrain","Assembly Robot","192.168.164.129","a0:e0:ef:66:18:1c","SW17","VLAN-44","DMZ","8","91","2","2.659447431305236","3626"
"POW-013","Detroit Assembly","Powertrain","Assembly Robot","192.168.149.251","e0:61:e3:cc:08:b2","SW10","VLAN-50","DMZ","1","95","18","1.7579728122129534","5429"
"POW-014","Detroit Assembly","Powertrain","Welding Robot","192.168.219.216","f3:0b:c1:1b:6b:97","SW8","VLAN-25","DMZ","8","68","27","0.9645164193487765","4303"
"POW-015","Detroit Assembly","Powertrain","Welding Robot","192.168.72.194","72:e2:da:c3:2f:3c","SW9","VLAN-84","Control Network","1","26","18","2.5499591909101085","6355"
"POW-016","Detroit Assembly","Powertrain","Quality Scanner","192.168.194.105","14:9e:97:57:3c:25","SW1","VLAN-33","Safety Network","2","55","6","1.1244265212005211","7163"
"POW-017","Detroit Assembly","Powertrain","Paint Robot","192.168.81.41","1f:23:78:66:78:4b","SW45","VLAN-11","DMZ","9","35","36","3.077318342003279","5159"
"POW-018","Detroit Assembly","Powertrain","Welding Robot","192.168.193.38","d7:95:f7:01:8b:ae","SW45","VLAN-73","Corporate Network","8","60","36","2.077502169116298","6089"
"POW-019","Detroit Assembly","Powertrain","Vision System","192.168.148.22","90:e7:69:f9:24:91","SW22","VLAN-80","Safety Network","4","41","21","3.12494553420837","4074"
"POW-020","Detroit Assembly","Powertrain","Quality Scanner","192.168.220.30","00:c6:56:87:74:82","SW23","VLAN-13","Corporate Network","2","32","12","4.132854783096881","2451"
"POW-021","Detroit Assembly","Powertrain","HMI Station","192.168.132.240","1d:1d:ed:a5:38:71","SW28","VLAN-24","Control Network","8","42","46","1.682805932276844","2569"
"POW-022","Detroit Assembly","Powertrain","SCADA System","192.168.142.10","2f:c0:e7:8c:31:f1","SW47","VLAN-10","Corporate Network","8","75","6","4.3861050736161635","743"
"POW-023","Detroit Assembly","Powertrain","Vision System","192.168.201.192","21:5a:46:48:9f:6c","SW4","VLAN-58","Safety Network","6","33","12","0.7225407938804218","3512"
"POW-024","Detroit Assembly","Powertrain","Robot Controller","192.168.89.202","fe:66:9a:54:57:4b","SW31","VLAN-78","Corporate Network","4","62","40","4.462303230037414","737"
"POW-025","Detroit Assembly","Powertrain","Robot Controller","192.168.80.62","ca:6b:55:ce:5e:7a","SW23","VLAN-86","Control Network","7","3","27","4.416950001964972","8029"
"POW-026","Detroit Assembly","Powertrain","Assembly Robot","192.168.227.64","2a:f6:32:c1:f6:81","SW9","VLAN-84","Corporate Network","4","0","10","1.004169589913294","1235"
"POW-027","Detroit Assembly","Powertrain","Robot Controller","192.168.254.137","c4:79:c1:aa:31:3f","SW45","VLAN-69","Corporate Network","10","56","35","4.152061920559069","8449"
"POW-028","Detroit Assembly","Powertrain","HMI Station","192.168.172.238","ce:2e:75:5a:bb:dc","SW46","VLAN-35","Control Network","7","48","28","2.4759593832030626","6850"
"POW-029","Detroit Assembly","Powertrain","Robot Controller","192.168.242.10","2e:cc:90:08:9b:3f","SW7","VLAN-69","Safety Network","9","88","15","0.910225823438986","6007"
"POW-030","Detroit Assembly","Powertrain","Conveyor Controller","192.168.186.53","94:cd:38:03:9b:f9","SW24","VLAN-40","Safety Network","5","72","22","1.637462082433665","4532"
"POW-031","Detroit Assembly","Powertrain","Safety PLC","192.168.157.28","12:5f:9e:04:63:70","SW18","VLAN-48","Control Network","4","64","23","4.933777548388491","3594"
"POW-032","Detroit Assembly","Powertrain","Quality Scanner","192.168.10.101","02:14:17:7f:96:cd","SW12","VLAN-93","Safety Network","8","74","29","0.9557909498807382","1978"
"POW-033","Detroit Assembly","Powertrain","Vision System","192.168.172.30","44:ca:c2:e8:e9:f4","SW2","VLAN-26","Safety Network","4","79","3","0.7106279634265134","4515"
"POW-034","Detroit Assembly","Powertrain","Quality Scanner","192.168.162.30","dc:ba:42:da:67:46","SW32","VLAN-27","Control Network","5","19","5","0.13240524212529858","2602"
"POW-035","Detroit Assembly","Powertrain","Robot Controller","192.168.145.38","10:03:a6:cf:d8:b7","SW5","VLAN-1","Corporate Network","9","76","16","2.3998528341576386","2689"
"POW-036","Detroit Assembly","Powertrain","Conveyor Controller","192.168.162.185","92:9c:90:02:68:7c","SW48","VLAN-75","Corporate Network","3","73","2","1.3153040248364478","3131"
"POW-037","Detroit Assembly","Powertrain","Welding Robot","192.168.94.142","65:03:33:d4:75:9a","SW18","VLAN-30","Safety Network","3","48","43","1.3483481898277871","861"
"POW-038","Detroit Assembly","Powertrain","Assembly Robot","192.168.24.214","89:dd:b4:a9:6f:56","SW35","VLAN-73","Control Network","7","5","11","3.487542595804353","7371"
"POW-039","Detroit Assembly","Powertrain","Robot Controller","192.168.112.8","cb:3b:ca:f4:56:26","SW31","VLAN-9","DMZ","9","22","9","3.1024256614914103","3298"
"POW-040","Detroit Assembly","Powertrain","Quality Scanner","192.168.204.43","bb:b0:ff:4d:d8:90","SW31","VLAN-44","DMZ","3","75","34","1.534950823420097","110"
"POW-041","Detroit Assembly","Powertrain","SCADA System","192.168.180.148","b4:cc:6d:17:4d:91","SW31","VLAN-55","Corporate Network","3","52","14","0.4423766330144996","2933"
"POW-042","Detroit Assembly","Powertrain","Assembly Robot","192.168.128.241","a9:3c:66:e3:af:95","SW20","VLAN-80","Control Network","2","25","15","2.133283243136078","3808"
"POW-043","Detroit Assembly","Powertrain","Quality Scanner","192.168.23.151","66:80:20:bc:cf:8d","SW17","VLAN-32","Safety Network","10","57","10","3.60549038580963","7910"
"POW-044","Detroit Assembly","Powertrain","HMI Station","192.168.110.189","c4:76:01:c5:71:68","SW37","VLAN-50","Safety Network","6","44","25","4.7686135659855475","6253"
"POW-045","Detroit Assembly","Powertrain","Paint Robot","192.168.68.41","63:b7:26:96:e8:89","SW14","VLAN-65","DMZ","4","87","22","3.5761792646875037","1699"
"POW-046","Detroit Assembly","Powertrain","Conveyor Controller","192.168.155.41","8c:e7:64:a2:89:3a","SW44","VLAN-31","Corporate Network","2","33","31","1.9963715443434238","7244"
"POW-047","Detroit Assembly","Powertrain","Robot Controller","192.168.137.124","57:a7:d0:cc:56:61","SW12","VLAN-13","Corporate Network","2","99","47","1.7807485698686132","5466"
"POW-048","Detroit Assembly","Powertrain","Assembly Robot","192.168.58.125","63:95:15:e1:ab:ab","SW42","VLAN-86","Corporate Network","3","20","27","3.024003011491996","3940"
"POW-049","Detroit Assembly","Powertrain","Quality Scanner","192.168.80.136","fd:7b:12:c1:a2:4e","SW10","VLAN-87","Safety Network","9","96","37","0.5643858457932194","8390"
"QUA-001","Detroit Assembly","Quality Control","Quality Scanner","192.168.55.186","0c:52:33:83:3e:74","SW42","VLAN-15","DMZ","3","43","38","4.26408553715071","4725"
"QUA-002","Detroit Assembly","Quality Control","Vision System","192.168.104.210","06:1a:c9:a5:bd:99","SW39","VLAN-21","DMZ","4","19","23","2.5195525651394757","4616"
"QUA-003","Detroit Assembly","Quality Control","Quality Scanner","192.168.189.126","0a:61:2c:0b:35:53","SW2","VLAN-83","DMZ","5","54","47","2.3020154687699392","4578"
