timestamp,tag_name,value,quality,plant_unit,measurement_type,unit_of_measure,alarm_status,trend_direction
2025-09-22T04:38:12.462Z,ALKYL-TIC-001,934.44,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T04:43:12.462Z,ALKYL-TIC-001,979.18,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T04:48:12.462Z,ALKYL-TIC-001,1022.10,Bad,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T04:53:12.462Z,ALKYL-TIC-001,1058.63,Good,ALKYL,Pressure,DEG_F,LoLo,Rising
2025-09-22T04:58:12.462Z,ALKYL-TIC-001,1038.31,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T05:03:12.462Z,ALKYL-TIC-001,992.99,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T05:08:12.462Z,ALKYL-TIC-001,953.32,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T05:13:12.462Z,ALKYL-TIC-001,946.99,Bad,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T05:18:12.462Z,ALKYL-TIC-001,928.92,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T05:23:12.462Z,ALKYL-TIC-001,920.22,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T05:28:12.462Z,ALKYL-TIC-001,914.53,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T05:33:12.462Z,ALKYL-TIC-001,916.95,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T05:38:12.462Z,ALKYL-TIC-001,932.75,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T05:43:12.462Z,ALKYL-TIC-001,935.70,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T05:48:12.462Z,ALKYL-TIC-001,938.03,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T05:53:12.462Z,ALKYL-TIC-001,914.21,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T05:58:12.462Z,ALKYL-TIC-001,896.93,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T06:03:12.462Z,ALKYL-TIC-001,853.23,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T06:08:12.462Z,ALKYL-TIC-001,873.77,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T06:13:12.462Z,ALKYL-TIC-001,849.39,Good,ALKYL,Pressure,DEG_F,Low,Falling
2025-09-22T06:18:12.462Z,ALKYL-TIC-001,846.63,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T06:23:12.462Z,ALKYL-TIC-001,881.78,Good,ALKYL,Pressure,DEG_F,High,Rising
2025-09-22T06:28:12.462Z,ALKYL-TIC-001,860.58,Good,ALKYL,Pressure,DEG_F,HiHi,Oscillating
2025-09-22T06:33:12.462Z,ALKYL-TIC-001,849.89,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T06:38:12.462Z,ALKYL-TIC-001,821.38,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T06:43:12.462Z,ALKYL-TIC-001,811.70,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T06:48:12.462Z,ALKYL-TIC-001,828.98,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T06:53:12.462Z,ALKYL-TIC-001,802.07,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T06:58:12.462Z,ALKYL-TIC-001,839.62,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T07:03:12.462Z,ALKYL-TIC-001,881.23,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T07:08:12.462Z,ALKYL-TIC-001,911.22,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T07:13:12.462Z,ALKYL-TIC-001,915.64,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T07:18:12.462Z,ALKYL-TIC-001,946.46,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T07:23:12.462Z,ALKYL-TIC-001,977.44,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T07:28:12.462Z,ALKYL-TIC-001,1014.96,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T07:33:12.462Z,ALKYL-TIC-001,1004.89,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T07:38:12.462Z,ALKYL-TIC-001,1051.07,Good,ALKYL,Pressure,DEG_F,High,Oscillating
2025-09-22T07:43:12.462Z,ALKYL-TIC-001,1057.46,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T07:48:12.462Z,ALKYL-TIC-001,1026.64,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T07:53:12.462Z,ALKYL-TIC-001,1032.90,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T07:58:12.462Z,ALKYL-TIC-001,1078.11,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T08:03:12.462Z,ALKYL-TIC-001,1116.92,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T08:08:12.462Z,ALKYL-TIC-001,1132.63,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T08:13:12.462Z,ALKYL-TIC-001,1152.06,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T08:18:12.462Z,ALKYL-TIC-001,1200.17,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T08:23:12.462Z,ALKYL-TIC-001,1188.25,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T08:28:12.462Z,ALKYL-TIC-001,1140.48,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T08:33:12.462Z,ALKYL-TIC-001,1111.34,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T08:38:12.462Z,ALKYL-TIC-001,1107.40,Good,ALKYL,Pressure,DEG_F,HiHi,Falling
2025-09-22T08:43:12.462Z,ALKYL-TIC-001,1060.64,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T08:48:12.462Z,ALKYL-TIC-001,1084.57,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T08:53:12.462Z,ALKYL-TIC-001,1045.27,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T08:58:12.462Z,ALKYL-TIC-001,1047.58,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T09:03:12.462Z,ALKYL-TIC-001,1012.78,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T09:08:12.462Z,ALKYL-TIC-001,1029.68,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T09:13:12.462Z,ALKYL-TIC-001,998.78,Good,ALKYL,Pressure,DEG_F,Low,Steady
2025-09-22T09:18:12.462Z,ALKYL-TIC-001,1001.58,Good,ALKYL,Pressure,DEG_F,LoLo,Steady
2025-09-22T09:23:12.462Z,ALKYL-TIC-001,1002.30,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T09:28:12.462Z,ALKYL-TIC-001,988.86,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T09:33:12.462Z,ALKYL-TIC-001,978.24,Good,ALKYL,Pressure,DEG_F,Low,Steady
2025-09-22T09:38:12.462Z,ALKYL-TIC-001,946.80,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T09:43:12.462Z,ALKYL-TIC-001,936.77,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T09:48:12.462Z,ALKYL-TIC-001,963.06,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T09:53:12.462Z,ALKYL-TIC-001,999.20,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T09:58:12.462Z,ALKYL-TIC-001,985.03,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T10:03:12.462Z,ALKYL-TIC-001,1008.25,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T10:08:12.462Z,ALKYL-TIC-001,1005.80,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T10:13:12.462Z,ALKYL-TIC-001,1017.42,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T10:18:12.462Z,ALKYL-TIC-001,977.97,Uncertain,ALKYL,Pressure,DEG_F,High,Oscillating
2025-09-22T10:23:12.462Z,ALKYL-TIC-001,980.79,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T10:28:12.462Z,ALKYL-TIC-001,961.29,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T10:33:12.462Z,ALKYL-TIC-001,995.35,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T10:38:12.462Z,ALKYL-TIC-001,1024.35,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T10:43:12.462Z,ALKYL-TIC-001,974.79,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T10:48:12.462Z,ALKYL-TIC-001,999.50,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T10:53:12.462Z,ALKYL-TIC-001,1044.03,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T10:58:12.462Z,ALKYL-TIC-001,1032.43,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T11:03:12.462Z,ALKYL-TIC-001,1082.78,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T11:08:12.462Z,ALKYL-TIC-001,1084.67,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T11:13:12.462Z,ALKYL-TIC-001,1052.06,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T11:18:12.462Z,ALKYL-TIC-001,1075.16,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T11:23:12.462Z,ALKYL-TIC-001,1034.56,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T11:28:12.462Z,ALKYL-TIC-001,1020.91,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T11:33:12.462Z,ALKYL-TIC-001,1008.61,Good,ALKYL,Pressure,DEG_F,LoLo,Rising
2025-09-22T11:38:12.462Z,ALKYL-TIC-001,1057.58,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T11:43:12.462Z,ALKYL-TIC-001,1101.84,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T11:48:12.462Z,ALKYL-TIC-001,1145.13,Good,ALKYL,Pressure,DEG_F,Low,Oscillating
2025-09-22T11:53:12.462Z,ALKYL-TIC-001,1176.30,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T11:58:12.462Z,ALKYL-TIC-001,1209.25,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T12:03:12.462Z,ALKYL-TIC-001,1246.19,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T12:08:12.462Z,ALKYL-TIC-001,1213.47,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T12:13:12.462Z,ALKYL-TIC-001,1254.28,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T12:18:12.462Z,ALKYL-TIC-001,1283.70,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T12:23:12.462Z,ALKYL-TIC-001,1262.88,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T12:28:12.462Z,ALKYL-TIC-001,1237.93,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T12:33:12.462Z,ALKYL-TIC-001,1185.34,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T12:38:12.462Z,ALKYL-TIC-001,1229.71,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T12:43:12.462Z,ALKYL-TIC-001,1216.96,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T12:48:12.462Z,ALKYL-TIC-001,1237.21,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T12:53:12.462Z,ALKYL-TIC-001,1260.49,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T12:58:12.462Z,ALKYL-TIC-001,1243.11,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T13:03:12.462Z,ALKYL-TIC-001,1194.97,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T13:08:12.462Z,ALKYL-TIC-001,1186.62,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T13:13:12.462Z,ALKYL-TIC-001,1196.92,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T13:18:12.462Z,ALKYL-TIC-001,1191.88,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T13:23:12.462Z,ALKYL-TIC-001,1174.62,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T13:28:12.462Z,ALKYL-TIC-001,1165.17,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T13:33:12.462Z,ALKYL-TIC-001,1220.79,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T13:38:12.462Z,ALKYL-TIC-001,1170.41,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T13:43:12.462Z,ALKYL-TIC-001,1190.83,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T13:48:12.462Z,ALKYL-TIC-001,1212.69,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T13:53:12.462Z,ALKYL-TIC-001,1254.56,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T13:58:12.462Z,ALKYL-TIC-001,1276.53,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T14:03:12.462Z,ALKYL-TIC-001,1272.42,Good,ALKYL,Pressure,DEG_F,Normal,Rising
2025-09-22T14:08:12.462Z,ALKYL-TIC-001,1266.14,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T14:13:12.462Z,ALKYL-TIC-001,1304.99,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T14:18:12.462Z,ALKYL-TIC-001,1300.75,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T14:23:12.462Z,ALKYL-TIC-001,1349.25,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T14:28:12.462Z,ALKYL-TIC-001,1338.52,Good,ALKYL,Pressure,DEG_F,HiHi,Steady
2025-09-22T14:33:12.462Z,ALKYL-TIC-001,1319.12,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T14:38:12.462Z,ALKYL-TIC-001,1367.88,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T14:43:12.462Z,ALKYL-TIC-001,1330.88,Good,ALKYL,Pressure,DEG_F,Normal,Falling
2025-09-22T14:48:12.462Z,ALKYL-TIC-001,1273.07,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T14:53:12.462Z,ALKYL-TIC-001,1282.34,Good,ALKYL,Pressure,DEG_F,Normal,Oscillating
2025-09-22T14:58:12.462Z,ALKYL-TIC-001,1257.18,Good,ALKYL,Pressure,DEG_F,Normal,Steady
2025-09-22T15:03:12.462Z,ALKYL-TIC-001,1286.17,Good,ALKYL,Pressure,DEG_F,Normal,Falling
