tag_id,plant,unit,device_type,ip_address,mac_address,switch_port,vlan,network_segment,communication_peers,bandwidth_usage,latency_ms,packet_loss,uptime_hours
"FLU-016","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.8.37","ec:dd:bd:2d:08:d5","SW14","VLAN-28","DMZ","6","97","11","2.8254433702442263","7294"
"FLU-017","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.172.228","49:66:a3:bf:7a:e6","SW38","VLAN-57","Corporate Network","6","34","50","4.992310608362892","2591"
"FLU-018","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.80.53","9c:15:1b:da:58:a6","SW16","VLAN-91","Corporate Network","6","41","38","4.051872128726657","4555"
"FLU-019","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.198.141","1e:45:b7:89:8d:3e","SW8","VLAN-34","Control Network","5","47","9","4.505886258024151","1623"
"FLU-020","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.118.165","bc:61:68:9c:3b:69","SW27","VLAN-93","Safety Network","10","26","41","0.34917152648401006","166"
"FLU-021","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.21.83","ba:2d:96:ab:f3:c6","SW16","VLAN-81","Corporate Network","2","81","34","4.649423710140386","4849"
"FLU-022","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.106.35","51:cd:ae:51:b2:4e","SW36","VLAN-41","Corporate Network","7","35","46","2.7976484573182168","4946"
"FLU-023","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.108.13","b0:f6:52:9d:eb:10","SW41","VLAN-8","DMZ","10","86","10","4.966932566849417","8056"
"HYD-001","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.63.144","1c:40:4b:3f:c8:b4","SW18","VLAN-35","Safety Network","10","3","4","1.3787873478784307","6233"
"HYD-002","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.236.207","b3:5d:d6:6e:cd:b5","SW3","VLAN-33","Corporate Network","8","69","22","1.0810583330069956","3811"
"HYD-003","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.156.95","92:93:aa:c1:54:50","SW24","VLAN-58","DMZ","8","47","41","4.643815964238378","1535"
"HYD-004","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.60.182","7a:0d:2c:75:28:a7","SW1","VLAN-35","Corporate Network","10","57","3","1.021805804244006","8334"
"HYD-005","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.196.154","c5:b0:db:70:29:17","SW27","VLAN-52","Corporate Network","8","4","6","2.053759377603334","4662"
"HYD-006","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.106.92","f8:e9:80:78:cd:9d","SW17","VLAN-84","Corporate Network","9","65","6","3.634583983934394","7894"
"HYD-007","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.127.76","7c:66:09:6f:6d:20","SW13","VLAN-89","Corporate Network","4","40","39","1.3259600886889689","7148"
"HYD-008","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.154.26","9f:17:fd:7e:1d:a3","SW9","VLAN-48","Safety Network","9","52","25","3.240311957336451","1453"
"HYD-009","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.242.22","e7:ed:00:c5:17:58","SW46","VLAN-17","Control Network","5","73","1","3.4573203519401963","5850"
"HYD-010","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.92.208","a6:d1:4e:26:94:53","SW46","VLAN-34","Control Network","7","97","18","4.768775295860211","3648"
"HYD-011","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.236.133","79:66:1a:22:fd:5a","SW13","VLAN-49","Corporate Network","6","12","12","1.2876971743071874","3223"
"HYD-012","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.88.100","a0:cf:e3:42:6c:70","SW11","VLAN-98","Safety Network","10","27","3","4.364366881129575","2712"
"HYD-013","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.24.81","88:e7:3c:f7:71:c3","SW6","VLAN-52","Corporate Network","9","64","38","3.5029148085545057","6984"
"HYD-014","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.151.144","d6:15:62:30:9c:7e","SW20","VLAN-59","Corporate Network","3","29","36","4.4112152459755185","3245"
"HYD-015","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.212.52","68:72:88:02:27:f0","SW30","VLAN-98","Control Network","2","34","5","4.334841139460194","2565"
"HYD-016","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.44.209","25:f9:f4:22:05:df","SW6","VLAN-99","DMZ","3","37","14","1.1689484943328265","7497"
"HYD-017","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.174.133","19:6c:22:70:42:05","SW25","VLAN-30","Control Network","2","27","27","4.763754725627075","100"
"HYD-018","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.206.202","3b:e3:4d:b6:03:f9","SW1","VLAN-78","DMZ","2","17","30","4.067725790371604","3723"
"HYD-019","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.202.225","ba:ab:c1:7f:c6:ff","SW14","VLAN-26","Safety Network","1","5","44","2.5576688728633936","2830"
"HYD-020","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.201.5","90:f6:ad:6c:5c:c1","SW43","VLAN-64","Control Network","9","47","12","2.513726219718977","8225"
"HYD-021","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.228.161","20:5f:ac:7a:ac:b2","SW22","VLAN-13","Corporate Network","4","85","50","1.1730754994261372","4984"
"HYD-022","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.43.76","a1:2c:e7:1a:5c:8b","SW25","VLAN-46","Corporate Network","7","2","23","3.058894831756814","869"
"HYD-023","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.4.98","eb:8a:91:12:40:d6","SW29","VLAN-27","DMZ","10","85","13","3.8835597871562477","3488"
"HYD-024","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.115.201","ea:6f:f8:52:98:4f","SW43","VLAN-23","Safety Network","2","25","28","4.779546392565111","4427"
"HYD-025","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.58.184","35:92:32:bc:65:95","SW37","VLAN-84","Control Network","1","55","47","0.7177873133562751","1730"
"HYD-026","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.195.86","96:f0:6f:8c:a4:b7","SW25","VLAN-79","Safety Network","10","55","31","2.1634855777013673","1897"
"HYD-027","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.155.2","7a:f9:0d:23:57:18","SW12","VLAN-53","Control Network","3","64","40","4.912096640260498","1925"
"HYD-028","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.233.160","c6:92:d6:55:61:3a","SW5","VLAN-34","DMZ","5","54","49","4.279387988496158","4857"
"HYD-029","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.92.249","8a:4e:cf:99:55:c9","SW42","VLAN-51","Safety Network","3","73","18","2.4033645490167252","812"
"HYD-030","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.136.204","c8:31:1e:00:77:b8","SW18","VLAN-64","Corporate Network","2","34","49","2.441848432888183","4740"
"HYD-031","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.150.133","60:21:d1:6f:1f:40","SW20","VLAN-41","Control Network","1","96","25","1.322955366604287","5419"
"HYD-032","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.106.99","0a:81:93:86:fa:d9","SW28","VLAN-50","Control Network","7","41","45","0.8913812889398731","8308"
"HYD-033","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.149.55","e4:f6:7d:b1:be:d5","SW9","VLAN-60","Corporate Network","4","76","50","1.82873809639025","3138"
"HYD-034","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.74.208","4b:33:91:e7:2d:ca","SW32","VLAN-46","DMZ","5","57","6","1.06448454865955","6620"
"HYD-035","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.96.248","03:ce:71:9a:d8:86","SW5","VLAN-52","Corporate Network","1","44","27","3.5057951768213593","3191"
"HYD-036","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.245.110","fe:28:08:b2:3b:14","SW4","VLAN-51","DMZ","10","32","50","0.26808299344723063","8216"
"HYD-037","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.163.149","8b:78:38:c3:b2:01","SW27","VLAN-95","Corporate Network","7","21","35","0.9443293252216645","8057"
"HYD-038","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.166.54","2c:b3:f8:9e:f9:70","SW31","VLAN-76","Control Network","3","40","42","0.021274525831567193","7806"
"HYD-039","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.170.213","39:46:4f:4d:9e:57","SW39","VLAN-36","Control Network","3","34","16","1.4539816191979549","2581"
"HYD-040","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.28.115","6f:e0:c7:32:cb:e3","SW47","VLAN-84","Safety Network","6","46","23","2.5673791913919866","923"
"HYD-041","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.130.164","1f:38:7e:9d:62:ac","SW45","VLAN-59","Safety Network","3","36","19","2.4654313868057454","2315"
"HYD-042","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.28.171","62:e9:ac:79:d6:69","SW23","VLAN-39","Control Network","8","37","41","3.623457007691634","5217"
"HYD-043","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.122.168","6e:f6:3a:04:6d:59","SW15","VLAN-38","Corporate Network","6","28","28","0.3420995655427794","2044"
"HYD-044","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.187.210","82:22:0e:26:94:59","SW43","VLAN-17","Corporate Network","6","74","14","1.843751456799263","3185"
"HYD-045","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.187.6","35:24:f4:5a:01:a5","SW4","VLAN-53","Control Network","6","94","34","0.7259699537685449","3347"
"REF-001","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.173.202","b5:03:ef:4e:07:54","SW36","VLAN-43","Control Network","10","99","49","4.0348677575561265","7688"
"REF-002","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","192.168.204.88","f6:f3:d0:e8:62:e2","SW20","VLAN-12","Safety Network","5","84","8","3.6939324515445127","1210"
"REF-003","Gulf Coast Refinery","Reformer Unit","PLC","192.168.197.31","5c:c2:49:4e:28:09","SW36","VLAN-85","Corporate Network","1","55","18","0.07563283195387904","1983"
"REF-004","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.145.254","e1:ef:0d:72:6b:52","SW17","VLAN-64","Control Network","3","47","8","4.259777990471231","148"
"REF-005","Gulf Coast Refinery","Reformer Unit","PLC","192.168.172.126","99:0b:df:70:ae:9d","SW29","VLAN-34","Control Network","1","23","25","4.591123866131072","1029"
"REF-006","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.23.155","98:71:d1:af:53:35","SW34","VLAN-70","Safety Network","9","72","19","0.5091440617000753","7117"
"REF-007","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.242.198","93:5c:bd:1f:b5:fa","SW28","VLAN-46","Corporate Network","10","75","26","0.8267220335157055","3538"
"REF-008","Gulf Coast Refinery","Reformer Unit","PLC","192.168.74.87","82:40:c6:98:7f:3b","SW22","VLAN-33","Corporate Network","5","20","1","3.2778791114667314","3416"
"REF-009","Gulf Coast Refinery","Reformer Unit","HMI","192.168.152.198","83:51:d6:ed:39:a2","SW29","VLAN-74","Safety Network","7","68","26","3.234755722292996","8279"
"REF-010","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.233.243","c7:76:0e:b5:d9:38","SW5","VLAN-93","Safety Network","5","25","34","0.8924780930917919","8540"
"REF-011","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.244.69","f0:cb:5a:a7:1f:48","SW1","VLAN-2","DMZ","8","69","17","2.245092740077018","1489"
"REF-012","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.52.8","3c:2f:24:73:e4:d0","SW18","VLAN-16","Safety Network","7","90","6","0.27557847472270414","1866"
"REF-013","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.235.222","b1:ad:49:9b:0a:26","SW22","VLAN-25","Corporate Network","9","49","44","4.431749137318301","3406"
"REF-014","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.163.129","8d:e3:e6:68:9d:b6","SW9","VLAN-62","DMZ","4","15","29","0.16505461323703674","38"
"REF-015","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.113.21","0c:f2:7d:e2:cc:78","SW13","VLAN-83","Corporate Network","6","52","23","1.6036252037836762","2177"
"REF-016","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.178.81","b5:ec:7c:15:47:04","SW48","VLAN-93","Corporate Network","2","88","19","3.0305672602929414","7137"
"REF-017","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.20.7","c5:5b:47:5a:b8:75","SW28","VLAN-78","Corporate Network","3","78","24","1.1508843545453906","7912"
"REF-018","Gulf Coast Refinery","Reformer Unit","PLC","192.168.88.78","a5:bd:11:e6:ee:49","SW19","VLAN-71","DMZ","5","74","49","2.361580873521424","8338"
"REF-019","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.21.228","90:46:b9:13:fa:f9","SW10","VLAN-41","DMZ","4","70","2","2.047333039479451","3434"
"REF-020","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.70.15","63:0a:25:d6:cc:e3","SW8","VLAN-60","Control Network","2","64","4","0.9302583938207443","7487"
"REF-021","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.63.128","0d:4c:d3:1a:c6:26","SW28","VLAN-19","Corporate Network","5","56","37","4.238377781924919","1985"
"REF-022","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.199.129","47:b0:88:38:49:74","SW14","VLAN-7","DMZ","10","68","5","2.4614518029871633","921"
"REF-023","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.157.197","f1:42:cc:12:64:e9","SW5","VLAN-80","Safety Network","7","29","15","0.596608590292077","6305"
"REF-024","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.24.174","c0:a3:fb:74:c3:aa","SW4","VLAN-13","Safety Network","4","94","27","2.0387256867932346","5562"
"REF-025","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.132.16","9a:72:50:e2:22:87","SW44","VLAN-100","Safety Network","8","46","43","0.880448226043592","179"
"REF-026","Gulf Coast Refinery","Reformer Unit","HMI","192.168.130.63","79:af:f7:cc:26:e4","SW1","VLAN-45","Control Network","2","16","42","2.4547913730705595","4415"
"ALK-001","Gulf Coast Refinery","Alkylation Unit","HMI","192.168.82.178","41:1e:06:e7:a3:91","SW43","VLAN-93","Corporate Network","1","79","26","1.2674838504982433","1709"
"ALK-002","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.47.233","35:ff:c0:67:8f:9b","SW21","VLAN-7","Safety Network","5","61","31","1.2359572893295856","7434"
"ALK-003","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.85.28","39:6b:94:34:23:04","SW12","VLAN-69","Safety Network","7","6","35","4.46146206718975","1789"
"ALK-004","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.223.109","2f:26:57:b3:f2:70","SW11","VLAN-72","DMZ","7","12","45","0.3142582363452162","5740"
"ALK-005","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.246.7","f8:07:48:d7:54:35","SW19","VLAN-34","Safety Network","6","78","49","2.4345548456735","6741"
"ALK-006","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.125.83","cf:fd:72:2a:1c:17","SW27","VLAN-22","Safety Network","7","92","42","3.539196580143816","659"
"ALK-007","Gulf Coast Refinery","Alkylation Unit","Flow Transmitter","192.168.234.174","fc:11:ec:4e:9c:27","SW29","VLAN-12","Control Network","9","92","43","0.3157044343048221","2267"
"ALK-008","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.135.248","8f:59:d9:8a:cd:9b","SW22","VLAN-34","Corporate Network","7","58","30","4.733474818406593","3774"
"ALK-009","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.107.28","c6:1b:3a:bc:ec:6f","SW47","VLAN-46","Safety Network","8","21","49","4.358838869369307","2290"
"ALK-010","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.82.69","5b:af:e4:ad:23:b9","SW4","VLAN-11","DMZ","3","50","31","3.665577547775948","3443"
"ALK-011","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.57.42","b7:5b:d4:2d:b0:58","SW5","VLAN-50","Corporate Network","9","47","4","4.126808476846743","1805"
"ALK-012","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.199.29","d7:84:4e:47:d3:a9","SW40","VLAN-53","Control Network","1","4","48","2.0769480309004384","1976"
"ALK-013","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.6.74","8b:3d:c9:00:f8:46","SW27","VLAN-69","DMZ","6","98","37","2.5391285281388596","3990"
"ALK-014","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.178.61","e0:2f:d5:8c:e5:dc","SW38","VLAN-54","Safety Network","8","75","50","4.470259459137736","770"
"ALK-015","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.61.188","83:89:2b:c9:46:bb","SW1","VLAN-67","Control Network","4","62","11","4.498450430022443","8444"
"ALK-016","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.185.34","11:3d:80:a3:13:6e","SW10","VLAN-59","Control Network","10","53","14","4.69284369634623","6167"
"ALK-017","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.190.98","37:b3:35:a6:12:ed","SW14","VLAN-86","Safety Network","3","2","5","4.926326234041115","3350"
"ALK-018","Gulf Coast Refinery","Alkylation Unit","Pressure Transmitter","192.168.10.168","23:9e:e2:59:02:c5","SW1","VLAN-89","Safety Network","7","57","31","1.8647237584500198","7693"
