tag_id,plant,unit,device_type,ip_address,security_level,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"CRU-028","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","192.168.154.241","1","0","0","2025-10-20T05:08:24.864Z","true","true","Enterprise","true","false","57"
"FLU-001","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.118.27","1","3","0","2025-09-27T02:40:37.599Z","true","false","Enterprise","false","true","71"
"FLU-002","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.28.213","3","2","1","2025-10-10T08:23:07.674Z","false","true","Advanced","true","true","89"
"FLU-003","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.250.59","3","0","3","2025-10-24T17:31:55.149Z","true","true","Advanced","true","true","96"
"FLU-004","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.80.86","4","9","3","2025-10-09T10:13:02.305Z","true","false","Basic","false","false","77"
"FLU-005","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.183.154","1","7","1","2025-10-23T20:49:42.554Z","true","true","Enterprise","false","true","89"
"FLU-006","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.192.40","4","0","1","2025-09-28T18:25:51.511Z","true","false","Enterprise","true","true","12"
"FLU-007","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.69.27","3","4","1","2025-10-19T22:27:05.488Z","true","false","None","true","false","18"
"FLU-008","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.43.139","2","1","2","2025-10-02T08:29:53.732Z","true","true","Basic","false","true","49"
"FLU-009","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.153.249","2","4","3","2025-09-27T02:58:33.583Z","false","false","Basic","false","true","63"
"FLU-010","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.100.101","3","5","3","2025-10-01T22:13:17.721Z","false","true","Basic","false","true","64"
"FLU-011","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.106.252","1","4","4","2025-09-25T22:24:46.483Z","true","true","None","false","true","32"
"FLU-012","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.126.81","2","0","1","2025-09-25T16:41:33.432Z","true","true","Advanced","false","true","70"
"FLU-013","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.15.215","2","8","4","2025-10-08T15:36:25.543Z","false","true","Enterprise","true","true","24"
"FLU-014","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.170.27","4","8","0","2025-09-30T19:16:56.336Z","true","true","Basic","false","false","38"
"FLU-015","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.201.77","2","9","1","2025-10-16T09:05:12.594Z","false","true","Enterprise","false","false","92"
"FLU-016","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.128.215","1","2","1","2025-09-28T19:46:21.607Z","true","false","Advanced","true","false","14"
"FLU-017","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.187.60","3","7","4","2025-10-04T12:49:00.527Z","true","true","Basic","true","true","27"
"FLU-018","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.211.239","1","8","1","2025-10-01T18:09:41.688Z","false","true","None","true","true","49"
"FLU-019","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.70.59","4","0","4","2025-09-30T06:52:21.309Z","false","true","Enterprise","false","true","66"
"FLU-020","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.189.146","3","3","1","2025-10-02T16:26:56.263Z","true","false","Advanced","true","true","9"
"FLU-021","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.44.241","1","3","4","2025-09-27T19:00:03.321Z","false","true","Advanced","false","true","38"
"FLU-022","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.79.198","4","5","4","2025-10-21T22:43:38.077Z","false","false","Advanced","true","true","68"
"FLU-023","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.2.178","1","9","3","2025-10-14T18:11:48.243Z","true","true","Advanced","true","true","25"
"HYD-001","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.76.103","1","6","1","2025-10-14T15:09:10.128Z","true","true","Enterprise","false","true","39"
"HYD-002","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.236.156","1","7","3","2025-10-13T18:05:10.069Z","true","false","Basic","true","false","74"
"HYD-003","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.59.41","1","9","2","2025-10-24T14:24:24.840Z","false","true","Advanced","true","false","77"
"HYD-004","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.160.115","4","1","1","2025-10-10T16:59:48.613Z","false","true","None","true","false","74"
"HYD-005","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.181.103","3","7","4","2025-10-10T05:11:48.349Z","true","true","Advanced","true","true","11"
"HYD-006","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.252.92","3","1","0","2025-10-18T04:54:35.686Z","true","true","Enterprise","true","true","21"
"HYD-007","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.83.68","3","1","1","2025-10-23T00:46:05.232Z","true","true","Basic","true","true","67"
"HYD-008","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.34.220","3","9","3","2025-10-23T21:43:55.231Z","false","true","Enterprise","true","true","18"
"HYD-009","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.25.145","4","1","1","2025-10-01T15:42:49.512Z","true","true","Enterprise","false","true","66"
"HYD-010","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.198.128","4","2","3","2025-10-13T00:29:09.575Z","false","true","Enterprise","false","false","100"
"HYD-011","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.182.225","3","3","1","2025-09-26T20:25:57.230Z","true","true","Basic","false","true","64"
"HYD-012","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.165.121","2","1","0","2025-10-02T10:37:34.939Z","true","true","Basic","false","true","76"
"HYD-013","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.162.23","3","7","2","2025-09-26T19:59:57.036Z","true","false","Enterprise","false","true","2"
"HYD-014","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.11.87","4","7","3","2025-10-07T15:58:22.713Z","true","true","Advanced","false","false","22"
"HYD-015","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.173.121","3","8","3","2025-10-14T01:29:03.911Z","false","true","None","false","false","13"
"HYD-016","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.57.150","4","6","3","2025-10-14T08:52:53.836Z","true","true","Enterprise","true","true","9"
"HYD-017","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.153.244","3","8","0","2025-10-13T21:04:22.556Z","true","true","Advanced","true","false","5"
"HYD-018","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.8.230","2","1","2","2025-09-30T09:17:20.528Z","true","true","Basic","false","true","82"
"HYD-019","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.22.17","4","5","0","2025-09-27T05:41:26.374Z","false","true","Advanced","true","true","80"
"HYD-020","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.19.100","3","1","1","2025-10-07T17:03:00.341Z","true","true","None","false","true","86"
"HYD-021","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.148.54","2","9","4","2025-10-03T16:27:16.277Z","false","true","Enterprise","false","false","83"
"HYD-022","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.116.0","2","5","0","2025-10-09T20:14:54.661Z","false","false","Enterprise","false","false","41"
"HYD-023","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.170.177","4","0","2","2025-10-10T21:32:05.675Z","false","true","None","false","true","57"
"HYD-024","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.2.69","4","5","2","2025-10-07T06:23:48.802Z","true","true","Enterprise","false","true","60"
"HYD-025","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.8.215","1","8","4","2025-09-29T06:06:50.561Z","false","true","Enterprise","false","false","57"
"HYD-026","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.208.10","4","9","2","2025-09-25T04:34:51.251Z","true","true","Basic","true","true","50"
"HYD-027","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.93.60","4","6","0","2025-10-09T06:05:38.911Z","false","true","Advanced","true","true","51"
"HYD-028","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.231.113","4","9","1","2025-10-10T03:17:29.209Z","false","true","Enterprise","true","true","44"
"HYD-029","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.25.155","2","2","2","2025-09-28T18:31:21.256Z","true","true","None","true","true","58"
"HYD-030","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.77.171","1","5","2","2025-09-26T07:00:28.654Z","false","true","Basic","true","true","10"
"HYD-031","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.235.254","3","0","4","2025-10-04T19:04:51.661Z","true","true","None","false","true","52"
"HYD-032","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.204.30","2","2","1","2025-10-19T03:43:53.451Z","true","true","Enterprise","true","true","74"
"HYD-033","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.158.203","2","6","2","2025-10-14T14:41:21.333Z","false","false","Enterprise","false","true","96"
"HYD-034","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.141.130","2","7","3","2025-10-06T20:09:40.708Z","true","false","None","false","true","98"
"HYD-035","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.250.244","1","8","2","2025-10-06T20:55:50.400Z","true","true","Advanced","false","false","28"
"HYD-036","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.202.141","4","9","3","2025-10-20T21:21:41.877Z","true","false","Advanced","true","false","48"
"HYD-037","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.71.214","3","0","1","2025-10-04T16:36:06.308Z","false","true","Advanced","false","false","4"
"HYD-038","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.48.225","3","3","2","2025-10-16T11:49:11.016Z","true","true","None","false","true","75"
"HYD-039","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.132.230","3","9","0","2025-10-08T16:26:49.046Z","true","true","None","false","true","80"
"HYD-040","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.174.162","1","2","4","2025-10-14T09:04:39.444Z","false","true","Advanced","true","true","11"
"HYD-041","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.116.84","4","9","4","2025-10-07T18:02:13.072Z","false","true","Advanced","true","true","71"
"HYD-042","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.183.253","1","1","0","2025-09-28T07:26:34.151Z","false","false","None","true","true","23"
"HYD-043","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.217.13","4","9","3","2025-10-03T06:00:41.909Z","false","true","Basic","false","true","97"
"HYD-044","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.76.34","2","9","2","2025-10-17T06:34:58.856Z","true","true","Enterprise","true","true","37"
"HYD-045","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.186.139","1","2","4","2025-10-04T06:11:26.628Z","true","false","Advanced","true","false","61"
"REF-001","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.119.230","2","7","4","2025-10-09T17:21:26.323Z","true","false","Enterprise","true","true","34"
"REF-002","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","192.168.166.50","3","6","4","2025-10-21T02:24:24.889Z","false","true","Enterprise","true","false","63"
"REF-003","Gulf Coast Refinery","Reformer Unit","PLC","192.168.73.88","4","5","4","2025-10-04T16:34:53.149Z","true","true","None","false","true","19"
"REF-004","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.33.195","3","9","3","2025-10-17T20:37:00.278Z","true","true","Advanced","true","false","46"
"REF-005","Gulf Coast Refinery","Reformer Unit","PLC","192.168.249.178","3","6","1","2025-10-03T06:13:03.762Z","false","false","Enterprise","true","true","74"
"REF-006","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.65.0","3","9","4","2025-10-11T01:04:04.671Z","false","true","Enterprise","true","true","36"
"REF-007","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.3.30","4","6","0","2025-09-29T03:19:33.162Z","true","true","Basic","false","true","100"
"REF-008","Gulf Coast Refinery","Reformer Unit","PLC","192.168.95.195","1","1","3","2025-10-15T23:18:55.616Z","true","true","Basic","false","true","82"
"REF-009","Gulf Coast Refinery","Reformer Unit","HMI","192.168.223.18","3","9","2","2025-10-12T16:25:19.890Z","true","false","Basic","true","true","26"
"REF-010","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.196.55","2","4","2","2025-10-15T23:47:22.019Z","false","true","Enterprise","true","false","36"
"REF-011","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.111.13","3","7","4","2025-10-03T21:13:07.968Z","false","false","Enterprise","true","true","79"
"REF-012","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.89.220","4","1","2","2025-10-11T00:05:28.675Z","true","true","None","true","false","28"
"REF-013","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.8.238","4","3","0","2025-09-28T23:49:05.629Z","true","false","Enterprise","true","true","42"
"REF-014","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.170.104","2","2","2","2025-10-02T16:51:21.417Z","false","false","None","true","true","11"
"REF-015","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.220.109","2","4","1","2025-10-12T03:29:51.376Z","true","true","Enterprise","false","true","3"
"REF-016","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.90.134","2","0","1","2025-10-12T14:42:23.704Z","false","true","None","true","true","50"
"REF-017","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.21.64","1","0","1","2025-09-30T10:18:35.478Z","true","true","Advanced","false","true","60"
"REF-018","Gulf Coast Refinery","Reformer Unit","PLC","192.168.138.170","2","8","3","2025-10-08T02:39:23.078Z","false","true","Basic","false","false","48"
"REF-019","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.198.2","3","5","2","2025-10-11T03:25:54.983Z","true","true","None","true","false","98"
"REF-020","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.145.214","2","2","1","2025-10-01T00:39:57.943Z","false","true","None","false","true","30"
"REF-021","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.232.62","2","2","2","2025-09-29T04:39:53.114Z","true","true","None","true","false","1"
"REF-022","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.241.236","1","0","1","2025-09-28T10:58:30.998Z","true","false","None","false","false","64"
"REF-023","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.37.7","2","4","0","2025-10-18T14:37:41.972Z","true","true","Enterprise","false","false","37"
"REF-024","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.122.11","3","1","1","2025-10-09T08:19:38.304Z","false","false","Advanced","false","true","27"
"REF-025","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.182.24","3","4","1","2025-10-08T02:39:51.881Z","true","true","Basic","true","false","68"
"REF-026","Gulf Coast Refinery","Reformer Unit","HMI","192.168.72.118","2","1","3","2025-10-14T12:44:58.061Z","true","true","Basic","true","true","49"
"ALK-001","Gulf Coast Refinery","Alkylation Unit","HMI","192.168.1.192","4","5","2","2025-10-09T20:41:15.534Z","false","true","Enterprise","false","true","70"
"ALK-002","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.122.21","4","5","0","2025-10-05T18:24:13.407Z","false","true","Advanced","false","true","93"
"ALK-003","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.215.201","1","8","2","2025-10-23T07:43:35.629Z","true","false","None","false","true","52"
"ALK-004","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.220.8","1","0","0","2025-10-13T05:39:31.310Z","false","false","Basic","true","false","19"
"ALK-005","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.65.86","1","0","4","2025-10-13T11:52:41.937Z","true","true","Basic","true","true","46"
"ALK-006","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.214.219","3","0","3","2025-10-23T20:03:52.903Z","false","true","None","false","true","20"
"ALK-007","Gulf Coast Refinery","Alkylation Unit","Flow Transmitter","192.168.217.36","4","1","0","2025-10-04T18:50:07.886Z","true","true","None","true","false","23"
"ALK-008","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.67.150","2","0","3","2025-10-24T05:22:47.332Z","true","true","Basic","false","true","71"
"ALK-009","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.84.147","4","8","0","2025-10-09T04:09:19.705Z","true","false","None","true","true","41"
"ALK-010","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.185.30","3","0","1","2025-10-22T03:00:02.397Z","true","true","Basic","false","true","4"
"ALK-011","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.218.227","4","0","3","2025-10-05T11:54:37.406Z","false","false","Basic","true","true","21"
"ALK-012","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.154.123","2","2","0","2025-10-15T22:53:52.790Z","false","true","Enterprise","false","false","77"
"ALK-013","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.39.134","4","7","3","2025-10-01T10:08:58.560Z","true","true","Advanced","false","false","14"
"ALK-014","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.134.55","2","8","4","2025-10-12T11:16:00.190Z","true","true","Enterprise","false","false","30"
"ALK-015","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.81.198","3","6","0","2025-10-15T08:56:18.804Z","true","false","None","false","false","70"
"ALK-016","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.118.237","4","4","3","2025-10-13T03:42:21.419Z","false","false","Enterprise","false","false","12"
"ALK-017","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.163.158","2","2","0","2025-09-25T00:53:35.032Z","false","false","Enterprise","true","true","58"
"ALK-018","Gulf Coast Refinery","Alkylation Unit","Pressure Transmitter","192.168.105.143","1","6","4","2025-10-07T17:53:59.614Z","true","true","None","false","true","71"
"ALK-019","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.47.81","4","2","0","2025-10-19T05:48:38.409Z","true","true","Enterprise","false","false","64"
"ALK-020","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.77.175","4","2","0","2025-09-28T12:13:04.842Z","true","true","Enterprise","false","true","1"
"CRU-001","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.130.171","3","5","0","2025-10-08T15:17:20.267Z","true","true","Advanced","false","true","10"
"CRU-002","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.15.180","4","4","1","2025-10-02T05:40:16.057Z","true","true","Enterprise","false","true","67"
"CRU-003","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.235.25","1","0","3","2025-10-17T03:07:18.242Z","false","true","Advanced","true","true","23"
"CRU-004","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.70.96","3","5","2","2025-10-09T19:00:18.111Z","false","true","Enterprise","false","true","19"
"CRU-005","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.208.57","2","4","0","2025-10-19T18:22:29.331Z","false","true","Enterprise","true","false","58"
"CRU-006","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","192.168.32.26","2","8","4","2025-10-09T05:01:22.877Z","true","true","Basic","true","true","91"
"CRU-007","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.206.109","2","9","2","2025-10-15T22:52:10.897Z","true","true","Advanced","true","true","7"
"CRU-008","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.47.21","3","3","4","2025-10-02T04:38:38.444Z","false","false","None","true","true","82"
"CRU-009","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.21.192","1","2","0","2025-10-05T08:46:33.828Z","true","true","Basic","true","true","70"
"CRU-010","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.66.19","4","1","0","2025-09-26T22:29:45.726Z","true","true","Advanced","true","true","48"
"CRU-011","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.42.94","4","6","0","2025-10-22T23:05:27.379Z","false","true","Basic","true","true","71"
"CRU-012","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.248.228","1","3","4","2025-09-26T12:34:43.208Z","true","false","Advanced","true","true","95"
"CRU-013","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.145.131","2","2","1","2025-10-20T09:02:17.006Z","false","false","Basic","true","true","3"
"CRU-014","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","192.168.19.233","2","6","0","2025-10-10T07:26:35.340Z","true","true","None","false","true","25"
"CRU-015","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.153.74","2","7","4","2025-10-14T14:13:56.411Z","false","true","Advanced","false","false","46"
"CRU-016","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.215.253","4","6","4","2025-10-10T23:17:10.546Z","true","true","Basic","true","false","22"
"CRU-017","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.168.42","1","8","0","2025-10-24T13:10:10.311Z","false","false","Advanced","false","true","59"
"CRU-018","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.247.180","3","1","2","2025-09-29T19:43:05.422Z","true","true","None","false","true","28"
"CRU-019","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.64.75","1","6","2","2025-10-22T07:15:33.745Z","true","true","Advanced","false","true","64"
