tag_id,plant,unit,device_type,ip_address,compliance_status,last_audit,audit_findings,remediation_required,policy_violations,certification_status,documentation_complete,change_management,backup_configured
"CRU-015","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.27.49","Under Review","2025-07-28T10:26:04.418Z","0","false","1","Pending","false","false","true"
"CRU-016","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.23.57","Compliant","2025-08-13T23:47:25.522Z","3","true","1","Expired","true","true","false"
"CRU-017","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.29.57","Non-Compliant","2025-09-03T22:31:14.724Z","3","false","2","Not Required","true","false","true"
"CRU-018","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.43.43","Non-Compliant","2025-08-19T16:16:59.130Z","1","false","0","Expired","true","false","false"
"CRU-019","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.195.239","Unknown","2025-08-21T04:06:12.437Z","1","false","1","Certified","true","true","true"
"CRU-020","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.209.22","Unknown","2025-08-01T09:40:59.065Z","0","true","1","Certified","false","false","false"
"CRU-021","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.162.171","Under Review","2025-08-07T08:19:34.202Z","0","false","2","Pending","true","true","true"
"CRU-022","Gulf Coast Refinery","Crude Distillation Unit (CDU)","RTU","192.168.4.81","Compliant","2025-08-26T23:58:23.803Z","2","true","0","Pending","false","false","false"
"CRU-023","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.147.226","Under Review","2025-10-12T04:54:17.327Z","1","true","2","Not Required","true","true","true"
"CRU-024","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.222.9","Under Review","2025-08-13T07:06:36.061Z","2","false","2","Certified","true","false","true"
"CRU-025","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","192.168.101.168","Non-Compliant","2025-09-08T01:24:27.576Z","4","false","2","Not Required","true","false","false"
"CRU-026","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.192.86","Under Review","2025-10-08T16:59:18.663Z","3","true","0","Not Required","true","false","false"
"CRU-027","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.96.231","Non-Compliant","2025-09-06T20:53:15.561Z","1","false","1","Pending","false","false","false"
"CRU-028","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","192.168.73.237","Non-Compliant","2025-09-04T20:01:33.404Z","4","false","1","Pending","true","false","true"
"FLU-001","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.187.72","Non-Compliant","2025-10-15T23:12:19.729Z","0","true","2","Not Required","false","false","true"
"FLU-002","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.138.47","Compliant","2025-08-26T10:37:01.233Z","3","false","2","Pending","true","true","true"
"FLU-003","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.222.126","Unknown","2025-08-03T09:26:01.543Z","1","true","1","Not Required","true","true","true"
"FLU-004","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.74.75","Under Review","2025-10-06T10:34:37.458Z","3","false","2","Not Required","true","false","true"
"FLU-005","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.7.189","Unknown","2025-08-08T22:35:34.876Z","0","false","2","Certified","true","false","true"
"FLU-006","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.244.253","Unknown","2025-08-16T01:17:19.275Z","1","true","0","Pending","true","false","true"
"FLU-007","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.226.109","Compliant","2025-10-20T05:54:52.507Z","3","false","1","Certified","false","false","true"
"FLU-008","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.42.230","Non-Compliant","2025-10-16T00:25:25.635Z","2","false","1","Certified","false","false","true"
"FLU-009","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.129.41","Under Review","2025-08-12T00:09:47.134Z","4","true","2","Not Required","false","true","false"
"FLU-010","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.72.194","Unknown","2025-09-30T04:50:23.725Z","0","true","1","Certified","false","false","true"
"FLU-011","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.207.49","Non-Compliant","2025-09-20T21:32:27.553Z","4","true","2","Certified","false","false","true"
"FLU-012","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.159.135","Compliant","2025-09-29T23:29:20.615Z","1","false","0","Expired","false","false","true"
"FLU-013","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.167.248","Compliant","2025-09-05T23:09:48.566Z","0","false","0","Not Required","false","true","true"
"FLU-014","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.91.166","Under Review","2025-09-10T19:06:47.773Z","3","true","2","Certified","true","true","true"
"FLU-015","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.81.67","Non-Compliant","2025-09-13T12:14:07.706Z","4","false","2","Not Required","true","true","false"
"FLU-016","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.233.138","Unknown","2025-08-05T16:22:26.906Z","1","true","1","Pending","true","true","false"
"FLU-017","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.238.130","Compliant","2025-10-04T00:49:55.842Z","3","true","2","Not Required","true","true","true"
"FLU-018","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.67.24","Non-Compliant","2025-08-24T11:47:35.733Z","2","false","1","Not Required","true","false","true"
"FLU-019","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.43.240","Under Review","2025-09-29T20:24:25.058Z","1","false","2","Expired","true","false","false"
"FLU-020","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.200.150","Compliant","2025-09-03T12:16:18.432Z","0","true","1","Not Required","true","true","false"
"FLU-021","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Flow Transmitter","192.168.95.132","Under Review","2025-08-31T15:52:27.172Z","0","false","2","Not Required","false","false","false"
"FLU-022","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.97.244","Compliant","2025-10-13T15:34:45.301Z","3","true","0","Certified","false","true","true"
"FLU-023","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.254.177","Compliant","2025-09-12T09:34:23.990Z","2","true","0","Not Required","true","true","false"
"HYD-001","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.126.40","Compliant","2025-10-18T17:02:51.795Z","1","true","0","Certified","true","true","false"
"HYD-002","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.45.20","Unknown","2025-10-18T11:30:12.806Z","4","true","0","Not Required","false","false","true"
"HYD-003","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.204.218","Under Review","2025-08-03T09:32:32.164Z","4","false","1","Not Required","false","false","false"
"HYD-004","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.238.180","Compliant","2025-10-08T12:36:05.906Z","4","false","1","Not Required","false","true","true"
"HYD-005","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.225.181","Under Review","2025-08-24T09:19:04.826Z","4","false","2","Expired","true","true","true"
"HYD-006","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.164.230","Unknown","2025-09-11T10:18:15.360Z","3","true","2","Pending","true","true","true"
"HYD-007","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.33.61","Compliant","2025-08-20T18:22:31.248Z","3","true","1","Not Required","true","true","false"
"HYD-008","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.27.122","Under Review","2025-10-03T13:46:45.616Z","2","true","1","Expired","true","false","false"
"HYD-009","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.191.216","Unknown","2025-09-12T13:19:29.732Z","3","true","0","Expired","true","true","true"
"HYD-010","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.86.214","Under Review","2025-09-23T18:51:45.659Z","0","true","1","Certified","true","false","true"
"HYD-011","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.228.213","Under Review","2025-09-04T10:19:39.199Z","1","true","2","Not Required","true","true","true"
"HYD-012","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.40.151","Under Review","2025-08-31T04:53:39.292Z","0","true","2","Not Required","true","true","true"
"HYD-013","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.247.103","Unknown","2025-10-09T18:10:33.002Z","4","false","0","Expired","false","true","true"
"HYD-014","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.96.144","Non-Compliant","2025-08-02T05:14:44.140Z","2","false","0","Not Required","false","true","false"
"HYD-015","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.233.192","Compliant","2025-08-26T11:14:17.287Z","1","false","0","Certified","false","false","true"
"HYD-016","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.75.235","Compliant","2025-08-21T08:36:12.230Z","0","true","1","Certified","true","true","false"
"HYD-017","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.83.214","Unknown","2025-09-24T04:43:59.454Z","2","false","2","Not Required","true","true","true"
"HYD-018","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.110.215","Compliant","2025-08-18T20:19:12.604Z","4","false","1","Certified","true","true","true"
"HYD-019","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.247.191","Non-Compliant","2025-09-06T17:55:48.861Z","1","true","1","Not Required","false","true","true"
"HYD-020","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.183.85","Compliant","2025-09-15T01:39:54.473Z","3","false","0","Expired","false","true","false"
"HYD-021","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.117.200","Compliant","2025-09-01T18:54:31.221Z","4","false","1","Not Required","true","false","false"
"HYD-022","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.175.177","Non-Compliant","2025-09-22T19:59:31.833Z","0","true","0","Not Required","true","false","true"
"HYD-023","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.85.88","Compliant","2025-08-15T14:33:30.554Z","0","true","2","Expired","false","true","false"
"HYD-024","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.253.137","Unknown","2025-10-24T12:51:23.998Z","1","false","1","Pending","true","true","false"
"HYD-025","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.170.228","Under Review","2025-08-06T00:22:06.679Z","1","false","2","Not Required","true","false","true"
"HYD-026","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.128.151","Compliant","2025-10-15T11:46:54.977Z","4","false","1","Not Required","true","true","true"
"HYD-027","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.126.247","Unknown","2025-08-07T17:31:43.207Z","4","false","0","Expired","true","true","false"
"HYD-028","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.3.121","Under Review","2025-10-17T22:37:34.793Z","1","false","0","Not Required","true","true","true"
"HYD-029","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.241.66","Non-Compliant","2025-10-02T00:02:57.654Z","1","false","1","Expired","true","false","true"
"HYD-030","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.63.15","Non-Compliant","2025-10-19T10:21:14.217Z","1","false","1","Not Required","false","false","true"
"HYD-031","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.253.188","Non-Compliant","2025-08-21T03:34:08.069Z","2","false","1","Expired","true","false","true"
"HYD-032","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.27.245","Non-Compliant","2025-08-20T12:18:40.614Z","3","false","0","Pending","true","false","true"
"HYD-033","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.34.49","Non-Compliant","2025-09-23T01:07:24.904Z","1","false","1","Not Required","false","false","true"
"HYD-034","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.175.161","Compliant","2025-09-26T00:10:27.314Z","0","false","0","Expired","true","true","true"
"HYD-035","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.85.4","Under Review","2025-09-07T23:10:47.303Z","4","true","0","Certified","true","false","true"
"HYD-036","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.195.151","Under Review","2025-09-16T03:45:02.330Z","1","true","0","Pending","true","true","true"
"HYD-037","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.82.143","Non-Compliant","2025-09-15T04:57:04.892Z","3","false","0","Certified","true","true","false"
"HYD-038","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.70.90","Compliant","2025-09-14T04:48:15.943Z","2","false","2","Certified","true","true","false"
"HYD-039","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.226.237","Under Review","2025-09-27T20:21:12.780Z","2","false","2","Pending","true","false","true"
"HYD-040","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.178.61","Non-Compliant","2025-10-13T16:18:03.022Z","0","false","0","Pending","false","true","true"
"HYD-041","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.102.209","Under Review","2025-09-04T10:47:08.640Z","0","false","2","Expired","true","false","true"
"HYD-042","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.124.163","Non-Compliant","2025-09-07T06:22:58.133Z","1","true","2","Pending","true","false","true"
"HYD-043","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.164.25","Compliant","2025-08-24T09:22:26.168Z","2","false","0","Certified","false","true","false"
"HYD-044","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.2.69","Non-Compliant","2025-08-14T14:01:13.808Z","2","true","1","Expired","true","true","false"
"HYD-045","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.63.16","Under Review","2025-08-07T20:32:28.297Z","1","true","2","Certified","false","false","true"
"REF-001","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.99.128","Unknown","2025-09-11T05:11:45.795Z","4","true","1","Pending","true","false","true"
"REF-002","Gulf Coast Refinery","Reformer Unit","Pressure Transmitter","192.168.73.80","Non-Compliant","2025-10-23T02:45:14.964Z","2","false","1","Not Required","false","true","true"
"REF-003","Gulf Coast Refinery","Reformer Unit","PLC","192.168.40.167","Under Review","2025-08-16T00:59:09.314Z","4","false","1","Not Required","true","true","true"
"REF-004","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.40.41","Unknown","2025-10-15T09:46:00.633Z","1","false","1","Not Required","true","true","true"
"REF-005","Gulf Coast Refinery","Reformer Unit","PLC","192.168.197.32","Unknown","2025-10-18T22:01:00.031Z","1","false","2","Pending","true","false","false"
"REF-006","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.205.135","Compliant","2025-09-21T06:06:09.567Z","0","false","2","Expired","true","true","true"
"REF-007","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.29.189","Compliant","2025-07-27T17:53:21.455Z","0","false","2","Not Required","false","false","true"
"REF-008","Gulf Coast Refinery","Reformer Unit","PLC","192.168.91.129","Under Review","2025-09-15T11:02:15.322Z","0","true","0","Expired","true","true","true"
"REF-009","Gulf Coast Refinery","Reformer Unit","HMI","192.168.197.221","Unknown","2025-10-16T06:08:15.464Z","4","true","2","Expired","false","true","true"
"REF-010","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.106.71","Non-Compliant","2025-07-28T13:27:20.710Z","2","false","0","Certified","false","true","true"
"REF-011","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.244.175","Unknown","2025-08-27T21:41:19.244Z","2","true","2","Expired","true","false","false"
"REF-012","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.7.140","Under Review","2025-10-07T16:44:18.572Z","2","true","2","Pending","false","false","true"
"REF-013","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.107.149","Under Review","2025-09-25T04:36:06.125Z","2","true","0","Expired","true","false","true"
"REF-014","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.52.239","Unknown","2025-09-21T14:21:52.285Z","4","true","0","Not Required","true","true","true"
"REF-015","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.122.221","Unknown","2025-09-22T23:13:30.353Z","4","false","2","Expired","true","false","false"
"REF-016","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.245.178","Non-Compliant","2025-09-10T08:07:07.500Z","2","true","1","Pending","false","false","false"
"REF-017","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.193.243","Unknown","2025-10-23T17:11:21.671Z","0","true","1","Not Required","false","true","true"
"REF-018","Gulf Coast Refinery","Reformer Unit","PLC","192.168.131.146","Under Review","2025-08-09T03:41:07.831Z","3","true","2","Not Required","false","false","true"
"REF-019","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.51.241","Under Review","2025-09-05T00:28:21.730Z","3","true","1","Expired","false","true","true"
"REF-020","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.173.0","Compliant","2025-10-21T18:31:24.865Z","4","true","2","Pending","false","false","true"
"REF-021","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.34.214","Unknown","2025-10-20T20:10:21.817Z","4","false","0","Pending","false","false","false"
"REF-022","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.145.102","Under Review","2025-09-30T19:01:36.419Z","4","true","1","Not Required","true","false","false"
"REF-023","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.152.252","Non-Compliant","2025-07-30T18:22:21.149Z","2","false","0","Expired","true","false","true"
"REF-024","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.89.201","Unknown","2025-10-17T23:17:09.166Z","2","true","1","Not Required","true","false","true"
"REF-025","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.163.241","Non-Compliant","2025-08-19T05:29:35.267Z","0","false","1","Not Required","true","true","true"
"REF-026","Gulf Coast Refinery","Reformer Unit","HMI","192.168.210.200","Unknown","2025-10-06T15:51:11.477Z","2","false","0","Pending","false","true","true"
"ALK-001","Gulf Coast Refinery","Alkylation Unit","HMI","192.168.237.75","Unknown","2025-09-18T02:34:02.695Z","3","false","2","Not Required","false","false","true"
"ALK-002","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.56.214","Unknown","2025-08-29T08:05:49.353Z","3","false","1","Expired","true","false","true"
"ALK-003","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.123.161","Compliant","2025-08-19T13:11:27.862Z","1","true","2","Expired","false","false","true"
"ALK-004","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.8.85","Under Review","2025-07-29T03:05:12.340Z","2","false","1","Certified","true","false","false"
"ALK-005","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.249.22","Unknown","2025-08-05T05:26:57.342Z","2","true","0","Pending","true","false","false"
"ALK-006","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.182.133","Under Review","2025-08-15T07:49:15.378Z","3","true","1","Not Required","true","false","true"
"ALK-007","Gulf Coast Refinery","Alkylation Unit","Flow Transmitter","192.168.223.84","Compliant","2025-08-02T15:38:07.962Z","2","false","0","Pending","true","true","true"
"ALK-008","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.109.216","Non-Compliant","2025-08-17T11:42:44.626Z","4","true","1","Expired","true","false","true"
"ALK-009","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.164.67","Under Review","2025-09-01T07:22:20.326Z","3","false","1","Expired","true","true","true"
"ALK-010","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.95.150","Non-Compliant","2025-10-12T02:04:48.704Z","1","false","0","Certified","true","false","false"
"ALK-011","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.244.193","Compliant","2025-09-08T18:41:51.861Z","2","true","0","Certified","false","false","false"
"ALK-012","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.48.251","Under Review","2025-10-19T11:46:29.471Z","2","false","0","Certified","false","false","true"
"ALK-013","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.243.184","Unknown","2025-10-18T11:25:34.961Z","0","true","1","Expired","false","false","true"
"ALK-014","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.214.31","Compliant","2025-08-30T12:40:47.203Z","1","false","1","Not Required","false","false","true"
"ALK-015","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.207.219","Non-Compliant","2025-10-11T19:31:17.116Z","4","true","2","Expired","true","true","true"
"ALK-016","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.186.169","Compliant","2025-08-02T22:54:09.202Z","3","false","0","Expired","true","false","true"
"ALK-017","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.113.75","Under Review","2025-09-15T13:20:05.089Z","4","true","0","Certified","false","true","true"
"ALK-018","Gulf Coast Refinery","Alkylation Unit","Pressure Transmitter","192.168.212.243","Non-Compliant","2025-10-15T03:17:46.768Z","4","false","1","Expired","true","true","true"
"ALK-019","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.198.139","Unknown","2025-08-18T17:11:20.229Z","4","false","0","Certified","true","true","false"
"ALK-020","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.182.22","Under Review","2025-07-31T12:59:34.463Z","2","false","0","Certified","false","false","false"
"CRU-001","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.215.46","Compliant","2025-08-25T11:07:49.414Z","1","false","0","Pending","true","false","true"
"CRU-002","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.63.173","Non-Compliant","2025-08-13T14:24:05.152Z","4","false","2","Not Required","true","true","true"
"CRU-003","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.16.207","Under Review","2025-09-04T13:54:50.304Z","3","false","0","Certified","false","false","true"
"CRU-004","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.123.15","Under Review","2025-10-16T23:17:47.333Z","1","true","2","Not Required","false","true","true"
"CRU-005","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.121.10","Compliant","2025-08-24T05:14:51.546Z","0","true","0","Certified","false","true","true"
"CRU-006","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","192.168.24.2","Unknown","2025-09-21T20:35:44.148Z","3","false","1","Pending","true","false","false"
"CRU-007","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.63.147","Under Review","2025-08-21T23:21:28.298Z","3","true","1","Expired","false","false","true"
"CRU-008","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.119.78","Non-Compliant","2025-08-03T23:55:57.725Z","1","false","0","Certified","false","true","false"
"CRU-009","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.197.87","Compliant","2025-08-22T22:59:42.242Z","0","false","0","Expired","true","true","true"
"CRU-010","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.227.132","Compliant","2025-09-07T10:33:18.279Z","0","false","0","Expired","true","false","true"
"CRU-011","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.136.68","Non-Compliant","2025-08-05T21:39:00.736Z","4","false","2","Pending","false","true","true"
"CRU-012","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.245.168","Non-Compliant","2025-10-06T12:00:02.415Z","2","false","0","Certified","true","true","true"
"CRU-013","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.63.161","Compliant","2025-08-09T19:11:53.570Z","1","true","0","Certified","false","false","false"
"CRU-014","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","192.168.185.158","Under Review","2025-10-20T15:33:28.520Z","4","false","2","Expired","true","true","true"
"CRU-015","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.247.152","Non-Compliant","2025-08-24T19:26:55.965Z","1","true","2","Not Required","true","true","false"
"CRU-016","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.163.170","Compliant","2025-10-21T21:00:13.945Z","0","true","2","Expired","false","true","true"
