tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
CGN-TRB-0011,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,DFR,2,Critical,Toshiba,TOS-DFR-2551,SN-mk501wv7-67ABCL,DFR for Turbine Hall operations,"Turbine Hall, Station 11",2016-02-22,192.168.10.11,Foundation Fieldbus,100,SIS-TRB,2025-06-15,2026-12-05
CGN-TRB-0012,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Tap Changer Controller,2,Critical,Hitachi,HIT-TapChangerController-7750,SN-mk501wv7-UL5AQ1,Tap Changer Controller for Turbine Hall operations,"Turbine Hall, Station 12",2021-06-22,192.168.10.12,Modbus,100,SIS-TRB,2025-11-11,2027-11-17
CGN-TRB-0013,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,SCADA RTU,1,Critical,GE,GE-SCADARTU-7563,SN-mk501wv7-3BFCQF,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 13",2025-02-24,192.168.10.13,DNP3,100,SIS-TRB,2025-12-16,2028-10-11
CGN-TRB-0014,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Manual Indicator,3,Critical,Siemens,SIE-ManualIndicator-7181,SN-mk501wv7-UW9D2I,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 14",2024-02-10,,,100,SIS-TRB,2025-02-17,2027-01-23
CGN-TRB-0015,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Current Transformer,2,Critical,Toshiba,TOS-CurrentTransformer-7492,SN-mk501wv7-SSOKA3,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 15",2016-12-23,192.168.10.15,HART,100,SIS-TRB,2025-08-19,2026-04-17
CGN-TRB-0016,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Manual Indicator,3,Critical,Toshiba,TOS-ManualIndicator-8994,SN-mk501wv7-223SCQ,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 16",2017-03-25,,,100,SIS-TRB,2025-10-18,2026-08-17
CGN-TRB-0017,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Voltage Transformer,2,Critical,Eaton,EAT-VoltageTransformer-3090,SN-mk501wv7-1CAJ8D,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 17",2017-06-18,192.168.10.17,Modbus,100,SIS-TRB,2025-10-20,2026-11-09
CGN-TRB-0018,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,HMI,1,Critical,Siemens,SIE-HMI-9531,SN-mk501wv7-KHKNKU,HMI for Turbine Hall operations,"Turbine Hall, Station 18",2022-10-16,192.168.10.18,DNP3,100,SIS-TRB,2025-08-15,2026-09-05
CGN-TRB-0019,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Protection Relay,1,Critical,ABB,ABB-ProtectionRelay-3445,SN-mk501wv7-KN2WD3,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 19",2023-01-23,192.168.10.19,Modbus TCP,100,SIS-TRB,2025-05-12,2028-07-10
CGN-TRB-0020,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Voltage Transformer,2,Critical,SEL,SEL-VoltageTransformer-3409,SN-mk501wv7-E9K1Q2,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 20",2023-04-26,192.168.10.20,Modbus,100,SIS-TRB,2025-02-16,2027-05-17
CGN-TRB-0021,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Environmental Sensor,2,Critical,SEL,SEL-EnvironmentalSensor-5358,SN-mk501wv7-OO4JRQ,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 1",2017-04-26,192.168.10.21,Modbus,100,SIS-TRB,2025-03-26,2026-07-14
CGN-TRB-0022,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Manual Indicator,3,Critical,Schneider,SCH-ManualIndicator-1726,SN-mk501wv7-8J03OW,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 2",2018-10-22,,,100,SIS-TRB,2025-10-11,2026-10-31
CGN-TRB-0023,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Battery Monitor,2,Critical,Siemens,SIE-BatteryMonitor-7929,SN-mk501wv7-NOZV9Y,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 3",2024-05-10,192.168.10.23,Modbus,100,SIS-TRB,2025-08-08,2026-06-09
CGN-TRB-0024,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Circuit Breaker,2,Critical,Schneider,SCH-CircuitBreaker-2886,SN-mk501wv7-4VTDP6,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 4",2022-11-11,192.168.10.24,HART,100,SIS-TRB,2025-03-15,2028-09-22
CGN-TRB-0025,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,DFR,2,Critical,Toshiba,TOS-DFR-5376,SN-mk501wv7-E676XQ,DFR for Turbine Hall operations,"Turbine Hall, Station 5",2016-07-16,192.168.10.25,Profibus,100,SIS-TRB,2025-02-15,2026-11-22
CGN-TRB-0026,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Environmental Sensor,2,Critical,Eaton,EAT-EnvironmentalSensor-2392,SN-mk501wv7-4BPYSE,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 6",2016-06-04,192.168.10.26,HART,100,SIS-TRB,2025-05-12,2027-08-03
CGN-TRB-0027,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Circuit Breaker,2,Critical,Schneider,SCH-CircuitBreaker-8827,SN-mk501wv7-5U8VTM,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 7",2025-05-10,192.168.10.27,HART,100,SIS-TRB,2025-10-06,2027-08-14
CGN-TRB-0028,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Environmental Sensor,2,Critical,GE,GE-EnvironmentalSensor-9184,SN-mk501wv7-XYD0FR,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 8",2024-06-01,192.168.10.28,Foundation Fieldbus,100,SIS-TRB,2025-07-01,2028-09-09
CGN-TRB-0029,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Battery Monitor,2,Critical,Eaton,EAT-BatteryMonitor-1218,SN-mk501wv7-TGJE9P,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 9",2025-11-29,192.168.10.29,Profibus,100,SIS-TRB,2025-01-16,2026-10-11
CGN-TRB-0030,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Protection Relay,1,Critical,Hitachi,HIT-ProtectionRelay-2436,SN-mk501wv7-QA9PMD,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 10",2025-10-02,192.168.10.30,DNP3,100,SIS-TRB,2025-08-09,2026-05-09
CGN-TRB-0031,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,SCADA RTU,1,Critical,ABB,ABB-SCADARTU-1684,SN-mk501wv7-JFYUAG,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 11",2019-10-25,192.168.10.31,IEC 61850,100,SIS-TRB,2025-07-30,2028-11-22
CGN-TRB-0032,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,IED,1,Critical,Hitachi,HIT-IED-6016,SN-mk501wv7-XJ7WS7,IED for Turbine Hall operations,"Turbine Hall, Station 12",2023-12-03,192.168.10.32,DNP3,100,SIS-TRB,2025-04-19,2027-11-04
CGN-TRB-0033,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Battery Monitor,2,Critical,ABB,ABB-BatteryMonitor-1259,SN-mk501wv7-Z6V26G,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 13",2024-09-03,192.168.10.33,Foundation Fieldbus,100,SIS-TRB,2025-01-08,2026-05-07
CGN-TRB-0034,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Protection Relay,1,Critical,Siemens,SIE-ProtectionRelay-6455,SN-mk501wv7-4K27LN,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 14",2023-09-16,192.168.10.34,OPC UA,100,SIS-TRB,2025-10-26,2027-08-15
CGN-TRB-0035,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Metering Unit,2,Critical,ABB,ABB-MeteringUnit-8087,SN-mk501wv7-SOCT9E,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 15",2020-02-16,192.168.10.35,Profibus,100,SIS-TRB,2025-06-02,2028-07-26
CGN-TRB-0036,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Current Transformer,2,Critical,Schneider,SCH-CurrentTransformer-1377,SN-mk501wv7-73AGWF,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 16",2025-05-12,192.168.10.36,Modbus,100,SIS-TRB,2025-10-27,2028-03-26
CGN-TRB-0037,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Manual Indicator,3,Critical,Toshiba,TOS-ManualIndicator-8543,SN-mk501wv7-FMIO4R,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 17",2022-12-24,,,100,SIS-TRB,2025-06-18,2027-04-29
CGN-TRB-0038,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Voltage Transformer,2,Critical,Hitachi,HIT-VoltageTransformer-9216,SN-mk501wv7-WN3N0I,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 18",2024-08-31,192.168.10.38,Profibus,100,SIS-TRB,2025-10-01,2028-01-14
CGN-TRB-0039,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Metering Unit,2,Critical,Siemens,SIE-MeteringUnit-1313,SN-mk501wv7-S5CFYF,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 19",2023-12-10,192.168.10.39,Foundation Fieldbus,100,SIS-TRB,2025-04-06,2026-03-16
CGN-TRB-0040,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,DFR,2,Critical,Siemens,SIE-DFR-9255,SN-mk501wv7-QM9GBZ,DFR for Turbine Hall operations,"Turbine Hall, Station 20",2024-10-13,192.168.10.40,Modbus,100,SIS-TRB,2025-02-17,2028-04-26
CGN-TRB-0041,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,Schneider,SCH-MeteringUnit-4510,SN-mk501wv7-U7OFXN,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 1",2024-02-13,192.168.10.41,Profibus,100,SIS-TRB,2025-12-01,2027-04-10
CGN-TRB-0042,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Phasor Measurement Unit,1,Critical,Eaton,EAT-PhasorMeasurementUnit-4619,SN-mk501wv7-XYRL8U,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 2",2017-06-09,192.168.10.42,DNP3,100,SIS-TRB,2025-10-05,2026-07-10
CGN-TRB-0043,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Battery Monitor,2,Critical,GE,GE-BatteryMonitor-5016,SN-mk501wv7-R9E2A9,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 3",2023-02-15,192.168.10.43,HART,100,SIS-TRB,2025-12-17,2027-05-21
CGN-TRB-0044,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Manual Indicator,3,Critical,Toshiba,TOS-ManualIndicator-4508,SN-mk501wv7-7LYE5O,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 4",2019-11-23,,,100,SIS-TRB,2025-01-29,2027-04-05
CGN-TRB-0045,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,HMI,1,Critical,Schneider,SCH-HMI-2093,SN-mk501wv7-WRGOJ4,HMI for Turbine Hall operations,"Turbine Hall, Station 5",2025-04-27,192.168.10.45,IEC 61850,100,SIS-TRB,2025-04-24,2028-06-11
CGN-TRB-0046,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,Eaton,EAT-MeteringUnit-8406,SN-mk501wv7-16RFXL,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 6",2025-02-14,192.168.10.46,Profibus,100,SIS-TRB,2025-04-18,2028-02-09
CGN-TRB-0047,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,GE,GE-MeteringUnit-5259,SN-mk501wv7-GZCY4X,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 7",2022-11-05,192.168.10.47,HART,100,SIS-TRB,2025-03-09,2026-10-15
CGN-TRB-0048,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Voltage Transformer,2,Critical,Hitachi,HIT-VoltageTransformer-6254,SN-mk501wv7-VS2LVQ,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 8",2025-06-19,192.168.10.48,Profibus,100,SIS-TRB,2025-03-17,2027-01-25
CGN-TRB-0049,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Circuit Breaker,2,Critical,Hitachi,HIT-CircuitBreaker-4942,SN-mk501wv7-EWXU7F,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 9",2023-02-28,192.168.10.49,Profibus,100,SIS-TRB,2025-06-26,2026-07-21
CGN-TRB-0050,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Phasor Measurement Unit,1,Critical,SEL,SEL-PhasorMeasurementUnit-3721,SN-mk501wv7-AR9MW4,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 10",2025-04-22,192.168.10.50,IEC 61850,100,SIS-TRB,2025-04-20,2028-01-13
CGN-TRB-0051,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Voltage Transformer,2,Critical,Toshiba,TOS-VoltageTransformer-1351,SN-mk501wv7-DLP2JR,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 11",2023-06-01,192.168.10.51,HART,100,SIS-TRB,2025-07-13,2028-06-08
CGN-TRB-0052,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,SCADA RTU,1,Critical,Toshiba,TOS-SCADARTU-4465,SN-mk501wv7-8BP6SY,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 12",2023-03-10,192.168.10.52,Ethernet/IP,100,SIS-TRB,2025-07-16,2027-09-05
CGN-TRB-0053,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,ABB,ABB-MeteringUnit-9389,SN-mk501wv7-8LCKS6,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 13",2018-09-19,192.168.10.53,HART,100,SIS-TRB,2025-09-25,2026-07-28
CGN-TRB-0054,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Battery Monitor,2,Critical,SEL,SEL-BatteryMonitor-6027,SN-mk501wv7-RWJO8T,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 14",2020-03-13,192.168.10.54,Profibus,100,SIS-TRB,2025-08-11,2028-04-20
CGN-TRB-0055,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,SCADA RTU,1,Critical,Siemens,SIE-SCADARTU-7632,SN-mk501wv7-ARFIGQ,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 15",2024-03-18,192.168.10.55,DNP3,100,SIS-TRB,2025-05-18,2026-04-18
CGN-TRB-0056,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Disconnect Switch,2,Critical,Siemens,SIE-DisconnectSwitch-1231,SN-mk501wv7-ZEQNGV,Disconnect Switch for Turbine Hall operations,"Turbine Hall, Station 16",2021-05-21,192.168.10.56,Modbus,100,SIS-TRB,2025-10-07,2027-10-01
CGN-TRB-0057,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Phasor Measurement Unit,1,Critical,GE,GE-PhasorMeasurementUnit-4276,SN-mk501wv7-G023HS,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 17",2024-09-26,192.168.10.57,IEC 61850,100,SIS-TRB,2025-03-22,2026-04-09
CGN-TRB-0058,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Circuit Breaker,2,Critical,Hitachi,HIT-CircuitBreaker-3946,SN-mk501wv7-DO6AJQ,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 18",2022-09-23,192.168.10.58,HART,100,SIS-TRB,2025-02-18,2026-04-15
CGN-TRB-0059,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,Toshiba,TOS-MeteringUnit-8431,SN-mk501wv7-ENZP9B,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 19",2021-11-17,192.168.10.59,Profibus,100,SIS-TRB,2025-06-08,2028-02-09
CGN-TRB-0060,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Voltage Transformer,2,Critical,ABB,ABB-VoltageTransformer-4384,SN-mk501wv7-8T97TU,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 20",2021-04-03,192.168.10.60,Modbus,100,SIS-TRB,2025-01-17,2028-08-18
CGN-TRB-0061,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Metering Unit,2,Critical,Eaton,EAT-MeteringUnit-7963,SN-mk501wv7-C4HEAQ,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 1",2023-05-29,192.168.10.61,Profibus,100,SIS-TRB,2025-10-14,2028-06-11
CGN-TRB-0062,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Current Transformer,2,Critical,Hitachi,HIT-CurrentTransformer-1315,SN-mk501wv7-E4IAUV,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 2",2019-10-21,192.168.10.62,Modbus,100,SIS-TRB,2025-05-30,2027-05-02
CGN-TRB-0063,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,IED,1,Critical,Siemens,SIE-IED-3760,SN-mk501wv7-4CSTLV,IED for Turbine Hall operations,"Turbine Hall, Station 3",2016-11-13,192.168.10.63,Ethernet/IP,100,SIS-TRB,2025-07-11,2026-09-01
CGN-TRB-0064,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Current Transformer,2,Critical,SEL,SEL-CurrentTransformer-5062,SN-mk501wv7-JBC0DJ,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 4",2024-08-11,192.168.10.64,HART,100,SIS-TRB,2025-05-31,2028-10-21
CGN-TRB-0065,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,SCADA RTU,1,Critical,Schneider,SCH-SCADARTU-5117,SN-mk501wv7-IS540K,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 5",2024-02-17,192.168.10.65,OPC UA,100,SIS-TRB,2025-04-16,2027-03-03
CGN-TRB-0066,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Battery Monitor,2,Critical,GE,GE-BatteryMonitor-3750,SN-mk501wv7-9QZCBM,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 6",2016-08-07,192.168.10.66,Modbus,100,SIS-TRB,2026-01-01,2026-04-27
CGN-TRB-0067,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,HMI,1,Critical,SEL,SEL-HMI-1267,SN-mk501wv7-8IIG2Q,HMI for Turbine Hall operations,"Turbine Hall, Station 7",2017-02-01,192.168.10.67,IEC 61850,100,SIS-TRB,2025-05-08,2027-02-15
CGN-TRB-0068,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Circuit Breaker,2,Critical,Toshiba,TOS-CircuitBreaker-3876,SN-mk501wv7-Q1XPNB,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 8",2020-11-27,192.168.10.68,Profibus,100,SIS-TRB,2025-02-02,2027-11-07
CGN-TRB-0069,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,DFR,2,Critical,SEL,SEL-DFR-5794,SN-mk501wv7-7ISED5,DFR for Turbine Hall operations,"Turbine Hall, Station 9",2020-11-26,192.168.10.69,Foundation Fieldbus,100,SIS-TRB,2025-06-28,2026-12-10
CGN-TRB-0070,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Current Transformer,2,Critical,Eaton,EAT-CurrentTransformer-3121,SN-mk501wv7-6UJ4YE,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 10",2023-05-09,192.168.10.70,Modbus,100,SIS-TRB,2025-08-22,2028-06-24
CGN-TRB-0071,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Phasor Measurement Unit,1,Critical,Toshiba,TOS-PhasorMeasurementUnit-8580,SN-mk501wv7-83DNJT,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 11",2019-02-18,192.168.10.71,OPC UA,100,SIS-TRB,2025-12-31,2026-02-15
CGN-TRB-0072,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Current Transformer,2,Critical,Siemens,SIE-CurrentTransformer-4645,SN-mk501wv7-VGCT6Q,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 12",2022-07-25,192.168.10.72,Foundation Fieldbus,100,SIS-TRB,2025-10-22,2028-07-28
CGN-TRB-0073,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Battery Monitor,2,Critical,Eaton,EAT-BatteryMonitor-6714,SN-mk501wv7-WY9FPV,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 13",2018-04-04,192.168.10.73,Foundation Fieldbus,100,SIS-TRB,2025-08-26,2027-07-30
CGN-TRB-0074,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Environmental Sensor,2,Critical,Hitachi,HIT-EnvironmentalSensor-3097,SN-mk501wv7-BHXZ8L,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 14",2017-06-11,192.168.10.74,Foundation Fieldbus,100,SIS-TRB,2025-01-09,2027-06-07
CGN-TRB-0075,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Battery Monitor,2,Critical,Hitachi,HIT-BatteryMonitor-5880,SN-mk501wv7-VNX6ER,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 15",2022-05-23,192.168.10.75,Profibus,100,SIS-TRB,2025-12-04,2028-08-17
CGN-TRB-0076,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Environmental Sensor,2,Critical,SEL,SEL-EnvironmentalSensor-4323,SN-mk501wv7-OHM1GE,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 16",2020-07-13,192.168.10.76,Profibus,100,SIS-TRB,2025-06-13,2027-02-24
CGN-TRB-0077,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,DFR,2,Critical,ABB,ABB-DFR-6965,SN-mk501wv7-88W2X2,DFR for Turbine Hall operations,"Turbine Hall, Station 17",2018-03-08,192.168.10.77,Foundation Fieldbus,100,SIS-TRB,2025-09-12,2028-11-12
CGN-TRB-0078,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Metering Unit,2,Critical,SEL,SEL-MeteringUnit-8188,SN-mk501wv7-FBQB0J,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 18",2023-06-30,192.168.10.78,Profibus,100,SIS-TRB,2025-06-04,2028-01-31
CGN-TRB-0079,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,IED,1,Critical,GE,GE-IED-2841,SN-mk501wv7-HLFVCH,IED for Turbine Hall operations,"Turbine Hall, Station 19",2022-01-20,192.168.10.79,OPC UA,100,SIS-TRB,2025-04-08,2027-05-10
