tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
,192.168.10.17,3d:4a:17:c2:70:95,,Voltage Transformer,Unknown,,1.6.0,Modbus,VLAN-100,2025-08-19T22:23:38.987Z,2026-01-03T12:26:19.295Z,Network Scan,86,"80,443,22,161",2,CVE-2020-46046;CVE-2023-797,,true,2025-09-19,79
,192.168.10.18,9c:3b:5f:83:9a:3e,,Unknown,Unknown,,1.4.31,DNP3,VLAN-100,2025-11-28T16:40:27.637Z,2026-01-03T08:46:59.400Z,SNMP,93,"502,102",2,CVE-2022-48646;CVE-2022-17757,QNX,true,2025-10-12,97
,192.168.10.19,d9:bd:a5:4c:51:b0,,Unknown,Unknown,,3.0.42,Modbus TCP,VLAN-100,2025-10-22T13:08:05.459Z,2026-01-04T15:49:31.630Z,SNMP,79,"502,102,44818",2,,QNX,true,2025-08-11,92
CGN-TRB-0020,192.168.10.20,d1:10:af:51:88:f0,,Voltage Transformer,SEL,,3.3.92,Modbus,VLAN-100,2025-12-31T23:14:54.977Z,2026-01-01T07:27:56.799Z,Protocol Analysis,81,"80,443,22",7,,,true,2025-04-11,71
CGN-TRB-0021,192.168.10.21,28:27:1e:7e:fb:83,CGN-TRB-environmental-sensor,Environmental Sensor,SEL,SEL-EnvironmentalSensor-5358,1.3.30,Modbus,VLAN-100,2025-08-18T09:01:58.310Z,2026-01-05T22:38:51.385Z,Protocol Analysis,82,"80,443,22,161",0,CVE-2024-27623,,false,2025-07-30,75
CGN-TRB-0023,192.168.10.23,2d:76:2b:9f:c4:54,CGN-TRB-battery-monitor,Battery Monitor,Siemens,SIE-BatteryMonitor-7929,1.4.34,Modbus,VLAN-100,2025-10-01T20:50:22.881Z,2026-01-01T17:28:22.535Z,Network Scan,75,"80,443,22",6,CVE-2021-20221,,true,2025-01-26,67
CGN-TRB-0024,192.168.10.24,56:b4:03:f5:b8:2c,CGN-TRB-circuit-breaker,Circuit Breaker,Schneider,SCH-CircuitBreaker-2886,5.2.55,HART,VLAN-100,2025-11-13T22:43:05.873Z,2026-01-02T10:35:53.431Z,Protocol Analysis,79,"80,443,22,161,502",6,,,true,2025-11-22,60
CGN-TRB-0025,192.168.10.25,80:bb:49:7c:3b:32,CGN-TRB-dfr,DFR,Toshiba,TOS-DFR-5376,2.7.72,Profibus,VLAN-100,2025-10-23T05:17:42.013Z,2026-01-03T21:51:44.841Z,Network Scan,91,"80,443,22",5,CVE-2020-28595,,false,2025-05-11,65
CGN-TRB-0026,192.168.10.26,ce:ca:de:f9:e8:d5,CGN-TRB-environmental-sensor,Environmental Sensor,Eaton,EAT-EnvironmentalSensor-2392,1.7.51,HART,VLAN-100,2025-08-31T20:06:35.492Z,2026-01-08T03:30:57.522Z,SNMP,86,"80,443,22,161,502",6,CVE-2022-15989;CVE-2020-15926,,true,2025-01-15,64
CGN-TRB-0027,192.168.10.27,9e:0b:01:24:7e:40,CGN-TRB-circuit-breaker,Circuit Breaker,Schneider,SCH-CircuitBreaker-8827,2.6.61,HART,VLAN-100,2025-12-21T21:09:26.537Z,2026-01-03T00:47:15.993Z,Active Probe,89,"80,443",0,,,true,2025-12-13,77
CGN-TRB-0028,192.168.10.28,dc:da:56:44:97:37,,Environmental Sensor,GE,,1.4.14,Foundation Fieldbus,VLAN-100,2025-07-24T18:17:07.349Z,2026-01-08T02:27:56.673Z,SNMP,98,80,4,CVE-2022-22093,,false,2025-12-28,72
CGN-TRB-0029,192.168.10.29,9e:ca:08:bd:ea:dd,CGN-TRB-battery-monitor,Battery Monitor,Eaton,EAT-BatteryMonitor-1218,4.5.43,Profibus,VLAN-100,2025-09-09T04:01:21.700Z,2026-01-04T04:48:39.884Z,Active Probe,98,"80,443",1,,,true,2025-10-18,58
CGN-TRB-0030,192.168.10.30,cb:87:3f:22:1d:39,CGN-TRB-protection-relay,Protection Relay,Hitachi,HIT-ProtectionRelay-2436,4.4.26,DNP3,VLAN-100,2025-12-24T11:38:08.813Z,2026-01-01T06:15:41.662Z,SNMP,94,"502,102",2,CVE-2020-2332;CVE-2020-49371,Windows Embedded,false,2026-01-03,92
,192.168.10.31,c4:a6:59:e5:df:b5,,SCADA RTU,Unknown,,3.4.78,IEC 61850,VLAN-100,2025-10-12T17:55:21.523Z,2026-01-05T17:59:33.330Z,Network Scan,86,"502,102",2,,Linux RT,false,2025-09-04,97
CGN-TRB-0033,192.168.10.33,93:c7:89:7e:11:d8,CGN-TRB-battery-monitor,Battery Monitor,ABB,ABB-BatteryMonitor-1259,3.0.45,Foundation Fieldbus,VLAN-100,2025-07-13T06:39:48.119Z,2026-01-04T22:43:22.575Z,SNMP,78,"80,443",6,CVE-2023-5901;CVE-2020-48692,,true,2025-11-20,64
CGN-TRB-0034,192.168.10.34,ba:bb:30:1d:96:a3,CGN-TRB-protection-relay,Protection Relay,Siemens,SIE-ProtectionRelay-6455,2.1.34,OPC UA,VLAN-100,2025-09-18T18:29:28.280Z,2026-01-02T07:09:59.689Z,Active Probe,98,"502,102",1,CVE-2024-2240;CVE-2023-23458,VxWorks,true,2025-09-06,74
CGN-TRB-0035,192.168.10.35,ac:23:46:87:ca:9c,CGN-TRB-metering-unit,Metering Unit,ABB,ABB-MeteringUnit-8087,2.7.34,Profibus,VLAN-100,2025-12-12T10:04:25.739Z,2026-01-08T02:08:03.769Z,Passive Monitoring,77,"80,443",6,CVE-2022-12333;CVE-2022-47058,,true,2025-03-04,72
CGN-TRB-0036,192.168.10.36,4a:bb:71:d6:21:07,CGN-TRB-current-transformer,Current Transformer,Schneider,SCH-CurrentTransformer-1377,4.9.26,Modbus,VLAN-100,2025-12-13T09:27:37.136Z,2026-01-07T22:04:32.508Z,Network Scan,94,80,3,,,true,2025-11-16,66
CGN-TRB-0039,192.168.10.39,3d:91:ad:25:f1:4a,CGN-TRB-metering-unit,Metering Unit,Siemens,SIE-MeteringUnit-1313,3.5.93,Foundation Fieldbus,VLAN-100,2025-09-25T08:54:23.295Z,2026-01-01T14:20:00.034Z,SNMP,87,"80,443,22",2,CVE-2022-18439,,true,2025-05-15,61
CGN-TRB-0042,192.168.10.42,9f:bb:d2:fa:02:e4,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,Eaton,EAT-PhasorMeasurementUnit-4619,4.1.63,DNP3,VLAN-100,2025-09-30T00:26:20.767Z,2026-01-01T12:38:56.660Z,Active Probe,83,502,0,,Linux RT,true,2025-09-14,86
CGN-TRB-0043,192.168.10.43,08:ff:dd:f8:e7:65,CGN-TRB-battery-monitor,Battery Monitor,GE,GE-BatteryMonitor-5016,4.2.6,HART,VLAN-100,2025-09-27T11:06:10.983Z,2026-01-05T18:31:18.094Z,Passive Monitoring,99,"80,443,22,161",5,CVE-2021-31328,,true,2025-02-19,75
CGN-TRB-0045,192.168.10.45,e0:4d:ef:c0:aa:83,CGN-TRB-hmi,HMI,Schneider,SCH-HMI-2093,2.8.99,IEC 61850,VLAN-100,2025-12-31T02:09:46.158Z,2026-01-01T18:41:14.554Z,SNMP,76,"502,102",2,CVE-2022-45344,Linux RT,true,2026-01-03,73
,192.168.10.46,eb:94:88:cf:be:91,,Unknown,Unknown,,2.9.84,Profibus,VLAN-100,2025-11-15T05:55:31.289Z,2026-01-07T05:08:00.287Z,Network Scan,94,"80,443,22,161",3,,,false,2025-10-30,74
CGN-TRB-0047,192.168.10.47,89:40:27:77:51:9f,CGN-TRB-metering-unit,Metering Unit,GE,GE-MeteringUnit-5259,2.4.72,HART,VLAN-100,2025-12-26T09:31:30.455Z,2026-01-07T16:29:20.090Z,Active Probe,77,"80,443,22,161,502",3,,,true,2025-05-27,80
,192.168.10.49,38:28:79:27:5b:f0,,Circuit Breaker,Unknown,,3.1.23,Profibus,VLAN-100,2025-10-24T09:36:14.437Z,2026-01-05T10:57:45.837Z,SNMP,90,"80,443",3,CVE-2021-31464;CVE-2020-38695,,true,2026-01-04,84
CGN-TRB-0050,192.168.10.50,16:e5:ce:92:74:b8,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,SEL,SEL-PhasorMeasurementUnit-3721,5.5.1,IEC 61850,VLAN-100,2025-11-30T00:39:29.267Z,2026-01-01T17:10:25.639Z,Passive Monitoring,99,502,1,CVE-2023-45057;CVE-2024-12098,Windows Embedded,true,2025-08-05,89
CGN-TRB-0051,192.168.10.51,7d:44:ac:0f:a9:3d,CGN-TRB-voltage-transformer,Voltage Transformer,Toshiba,TOS-VoltageTransformer-1351,2.1.90,HART,VLAN-100,2025-08-11T22:55:38.390Z,2026-01-03T09:33:42.225Z,Passive Monitoring,84,"80,443,22,161",0,CVE-2024-49767;CVE-2021-10341,,true,2025-08-31,69
,192.168.10.52,c6:19:51:85:41:d4,,SCADA RTU,Unknown,,2.1.58,Ethernet/IP,VLAN-100,2025-07-18T11:45:52.146Z,2026-01-02T05:41:05.058Z,Network Scan,75,"502,102,44818,2222,20000",1,,QNX,true,2025-10-30,90
CGN-TRB-0055,192.168.10.55,69:3a:ee:43:3a:64,CGN-TRB-scada-rtu,SCADA RTU,Siemens,SIE-SCADARTU-7632,5.5.4,DNP3,VLAN-100,2025-12-04T16:16:41.992Z,2026-01-01T13:53:01.421Z,Active Probe,98,502,1,CVE-2021-37546;CVE-2021-38153,Linux RT,true,2025-05-16,90
CGN-TRB-0056,192.168.10.56,9d:c4:fa:96:e7:0c,CGN-TRB-disconnect-switch,Disconnect Switch,Siemens,SIE-DisconnectSwitch-1231,2.1.17,Modbus,VLAN-100,2025-10-04T04:33:32.321Z,2026-01-02T23:14:27.364Z,Network Scan,98,80,6,CVE-2023-28048;CVE-2022-45654,,true,2025-11-28,62
,192.168.10.57,4d:8c:be:f4:9b:28,,Phasor Measurement Unit,Unknown,,3.1.9,IEC 61850,VLAN-100,2025-08-25T00:47:22.001Z,2026-01-04T12:41:54.663Z,Active Probe,90,502,2,CVE-2020-15160;CVE-2022-29832,Linux RT,true,2025-11-14,93
CGN-TRB-0059,192.168.10.59,a9:09:e3:49:00:1c,CGN-TRB-metering-unit,Metering Unit,Toshiba,,1.7.60,Profibus,VLAN-100,2025-09-12T05:54:51.683Z,2026-01-02T02:39:09.587Z,Network Scan,90,80,5,CVE-2023-44523;CVE-2020-6589,,false,2025-05-08,76
CGN-TRB-0060,192.168.10.60,8f:b8:d6:09:35:d1,CGN-TRB-voltage-transformer,Voltage Transformer,ABB,ABB-VoltageTransformer-4384,1.8.49,Modbus,VLAN-100,2025-12-07T04:32:21.343Z,2026-01-02T21:27:10.390Z,SNMP,94,"80,443,22,161,502",1,CVE-2020-40076,,false,2025-11-04,73
CGN-TRB-0061,192.168.10.61,22:50:7a:94:c8:ea,CGN-TRB-metering-unit,Metering Unit,Eaton,EAT-MeteringUnit-7963,5.5.28,Profibus,VLAN-100,2025-10-07T21:53:21.419Z,2026-01-05T19:52:06.319Z,Active Probe,82,"80,443",7,CVE-2020-33117;CVE-2021-9933,,true,2025-07-02,65
CGN-TRB-0062,192.168.10.62,c9:c6:ab:52:bd:e0,CGN-TRB-current-transformer,Current Transformer,Hitachi,,3.5.68,Modbus,VLAN-100,2025-12-24T19:20:10.734Z,2026-01-01T14:53:26.818Z,Passive Monitoring,87,"80,443,22,161",3,,,true,2025-07-09,70
CGN-TRB-0063,192.168.10.63,73:af:b6:77:ec:6b,CGN-TRB-ied,IED,Siemens,SIE-IED-3760,2.0.66,Ethernet/IP,VLAN-100,2025-12-28T22:27:01.582Z,2026-01-03T17:27:19.961Z,Network Scan,87,502,2,CVE-2024-36354,QNX,true,2025-10-02,75
CGN-TRB-0064,192.168.10.64,e1:75:74:b1:91:51,CGN-TRB-current-transformer,Current Transformer,SEL,SEL-CurrentTransformer-5062,1.9.49,HART,VLAN-100,2025-10-26T05:22:55.399Z,2026-01-07T15:35:03.341Z,Network Scan,79,"80,443",4,,,false,2025-07-25,69
CGN-TRB-0065,192.168.10.65,e8:f8:52:4c:c6:e8,CGN-TRB-scada-rtu,SCADA RTU,Schneider,SCH-SCADARTU-5117,3.8.48,OPC UA,VLAN-100,2025-09-13T12:18:18.251Z,2026-01-03T15:03:47.560Z,Protocol Analysis,71,"502,102,44818,2222,20000",0,,VxWorks,false,2025-07-05,84
CGN-TRB-0066,192.168.10.66,29:bc:ae:57:b5:e8,CGN-TRB-battery-monitor,Battery Monitor,GE,GE-BatteryMonitor-3750,4.5.71,Modbus,VLAN-100,2025-07-24T17:37:08.017Z,2026-01-04T07:32:40.256Z,Passive Monitoring,92,80,1,CVE-2022-30719,,true,2025-01-26,69
CGN-TRB-0067,192.168.10.67,8f:2c:0d:c7:f4:34,,HMI,Unknown,,4.5.32,IEC 61850,VLAN-100,2025-11-22T19:02:40.740Z,2026-01-04T07:03:31.251Z,Active Probe,95,"502,102,44818",2,,Linux RT,true,2025-06-24,92
CGN-TRB-0070,192.168.10.70,f4:dd:08:07:7c:4b,CGN-TRB-current-transformer,Current Transformer,Eaton,EAT-CurrentTransformer-3121,2.6.24,Modbus,VLAN-100,2025-12-21T03:56:30.401Z,2026-01-07T11:19:52.568Z,Protocol Analysis,73,"80,443,22",6,CVE-2023-28428;CVE-2022-49319,,true,2025-12-07,70
,192.168.10.71,8c:8f:6c:9e:02:ae,,Unknown,Unknown,,2.4.38,OPC UA,VLAN-100,2025-12-24T06:52:01.418Z,2026-01-05T06:11:57.820Z,Network Scan,80,"502,102",0,CVE-2022-33572,Windows Embedded,true,2025-05-25,100
CGN-TRB-0072,192.168.10.72,4b:8c:ec:c1:6a:74,CGN-TRB-current-transformer,Current Transformer,Siemens,,3.3.83,Foundation Fieldbus,VLAN-100,2025-12-27T09:30:28.978Z,2026-01-05T03:08:27.437Z,Passive Monitoring,89,80,6,CVE-2021-1517,,true,2025-02-22,79
CGN-TRB-0073,192.168.10.73,2f:bb:1a:8f:41:44,CGN-TRB-battery-monitor,Battery Monitor,Eaton,EAT-BatteryMonitor-6714,4.0.24,Foundation Fieldbus,VLAN-100,2025-08-24T18:54:40.020Z,2026-01-04T11:37:18.814Z,Passive Monitoring,82,"80,443,22,161",6,,,true,2025-06-16,72
CGN-TRB-0074,192.168.10.74,ad:b7:a0:e1:19:3e,CGN-TRB-environmental-sensor,Environmental Sensor,Hitachi,HIT-EnvironmentalSensor-3097,4.3.94,Foundation Fieldbus,VLAN-100,2025-12-19T16:31:01.077Z,2026-01-06T01:01:02.151Z,Protocol Analysis,94,"80,443,22,161,502",2,CVE-2021-12062,,true,2025-07-13,66
CGN-TRB-0075,192.168.10.75,17:13:63:16:f4:e9,CGN-TRB-battery-monitor,Battery Monitor,Hitachi,HIT-BatteryMonitor-5880,5.6.86,Profibus,VLAN-100,2025-08-29T16:31:29.286Z,2026-01-04T18:23:06.259Z,Active Probe,78,"80,443,22,161",5,,,true,2025-03-29,71
CGN-TRB-0077,192.168.10.77,f9:77:7c:4f:e8:7e,CGN-TRB-dfr,DFR,ABB,,2.7.69,Foundation Fieldbus,VLAN-100,2025-07-16T17:11:01.356Z,2026-01-06T09:09:23.381Z,Protocol Analysis,82,"80,443",4,,,false,2025-08-20,74
CGN-TRB-0078,192.168.10.78,c2:76:cc:08:ad:06,CGN-TRB-metering-unit,Metering Unit,SEL,SEL-MeteringUnit-8188,1.6.64,Profibus,VLAN-100,2025-12-31T07:19:19.114Z,2026-01-04T20:09:51.445Z,Protocol Analysis,71,"80,443,22",1,CVE-2024-6932,,true,2025-03-10,70
CGN-TRB-0079,192.168.10.79,f3:4f:8c:27:31:e8,CGN-TRB-ied,IED,GE,GE-IED-2841,1.1.82,OPC UA,VLAN-100,2025-12-30T08:01:36.266Z,2026-01-05T15:41:32.643Z,Passive Monitoring,83,"502,102",2,CVE-2023-46020,Windows Embedded,true,2025-10-20,80
CGN-TRB-0080,192.168.10.80,91:77:f5:63:2b:bd,CGN-TRB-tap-changer-controller,Tap Changer Controller,Toshiba,TOS-TapChangerController-6677,5.8.65,Foundation Fieldbus,VLAN-100,2025-12-17T20:28:19.441Z,2026-01-03T12:23:10.926Z,Active Probe,89,"80,443,22",7,CVE-2023-13669;CVE-2023-6357,,true,2025-02-07,75
,192.168.10.81,67:55:9d:7c:35:e8,,SCADA RTU,Unknown,,5.0.59,IEC 61850,VLAN-100,2025-10-05T19:29:10.860Z,2026-01-06T08:32:15.681Z,Passive Monitoring,76,502,2,CVE-2022-48830;CVE-2021-46174,Linux RT,false,2025-03-15,88
CGN-TRB-0082,192.168.10.82,c7:eb:a1:62:cc:37,CGN-TRB-ied,IED,Schneider,SCH-IED-8817,5.7.51,OPC UA,VLAN-100,2025-12-21T13:31:58.566Z,2026-01-07T23:22:48.874Z,SNMP,94,"502,102",0,,QNX,true,2025-09-14,80
CGN-TRB-0083,192.168.10.83,37:68:e8:bd:62:14,CGN-TRB-phasor-measurement-unit,Phasor Measurement Unit,Siemens,SIE-PhasorMeasurementUnit-7488,2.7.53,OPC UA,VLAN-100,2025-09-01T14:32:15.163Z,2026-01-02T04:10:16.543Z,Protocol Analysis,81,502,2,CVE-2024-44305;CVE-2021-12289,Linux RT,true,2026-01-06,76
CGN-TRB-0084,192.168.10.84,89:78:db:6c:b1:47,CGN-TRB-ied,IED,Toshiba,TOS-IED-8918,5.8.92,OPC UA,VLAN-100,2025-11-13T00:01:30.441Z,2026-01-06T19:33:08.002Z,Active Probe,98,"502,102,44818",0,,VxWorks,true,2025-01-23,73
CGN-TRB-0085,192.168.10.85,e7:62:73:b4:b8:dd,CGN-TRB-scada-rtu,SCADA RTU,Hitachi,,3.1.82,OPC UA,VLAN-100,2025-08-04T08:05:12.744Z,2026-01-07T03:01:26.704Z,Protocol Analysis,77,"502,102,44818,2222",0,,VxWorks,false,2025-01-09,97
CGN-TRB-0087,192.168.10.87,ab:c6:48:f5:d3:02,CGN-TRB-disconnect-switch,Disconnect Switch,Hitachi,HIT-DisconnectSwitch-3149,2.7.45,Profibus,VLAN-100,2025-11-04T02:35:56.573Z,2026-01-01T21:35:41.515Z,Passive Monitoring,70,"80,443,22,161",3,CVE-2021-31103;CVE-2021-32635,,true,2025-06-03,77
CGN-TRB-0089,192.168.10.89,e7:49:0f:30:75:d1,CGN-TRB-current-transformer,Current Transformer,Toshiba,TOS-CurrentTransformer-3461,4.8.23,Modbus,VLAN-100,2025-09-07T12:30:13.873Z,2026-01-07T19:59:34.470Z,Protocol Analysis,70,"80,443,22,161,502",1,CVE-2023-20688;CVE-2021-4501,,true,2025-08-28,69
CGN-TRB-0090,192.168.10.90,a1:53:29:74:7d:67,,Circuit Breaker,Unknown,,4.6.26,Foundation Fieldbus,VLAN-100,2025-10-13T14:45:02.778Z,2026-01-03T04:34:42.135Z,SNMP,80,"80,443,22,161,502",4,,,false,2025-01-13,74
CGN-TRB-0091,192.168.10.91,d5:28:de:ea:44:2d,CGN-TRB-scada-rtu,SCADA RTU,Hitachi,HIT-SCADARTU-8494,3.8.3,Modbus TCP,VLAN-100,2025-12-04T05:56:09.074Z,2026-01-02T02:58:36.705Z,Passive Monitoring,86,"502,102",1,CVE-2024-6206;CVE-2023-10448,VxWorks,true,2025-10-08,77
CGN-TRB-0092,192.168.10.92,c7:ce:12:ff:3e:d3,CGN-TRB-battery-monitor,Battery Monitor,Schneider,SCH-BatteryMonitor-4867,2.5.5,Profibus,VLAN-100,2025-12-28T01:20:02.683Z,2026-01-06T21:00:30.763Z,Network Scan,83,80,3,,,false,2025-03-11,67
CGN-TRB-0093,192.168.10.93,1c:92:40:1d:9c:b4,CGN-TRB-metering-unit,Metering Unit,Siemens,,4.0.20,Modbus,VLAN-100,2025-07-22T21:21:57.168Z,2026-01-03T15:12:21.933Z,Protocol Analysis,80,"80,443,22,161,502",5,,,false,2025-10-11,83
CGN-TRB-0094,192.168.10.94,21:ca:db:4e:0d:f5,CGN-TRB-voltage-transformer,Voltage Transformer,Hitachi,HIT-VoltageTransformer-5035,4.8.71,HART,VLAN-100,2026-01-02T14:30:51.238Z,2026-01-06T13:42:55.610Z,SNMP,97,"80,443,22",2,,,true,2025-10-17,68
CGN-TRB-0096,192.168.10.96,db:7a:be:6b:fa:92,CGN-TRB-voltage-transformer,Voltage Transformer,Schneider,SCH-VoltageTransformer-6542,5.1.12,Modbus,VLAN-100,2025-10-06T15:27:32.953Z,2026-01-05T10:45:14.593Z,SNMP,98,"80,443",4,CVE-2021-26489,,false,2025-04-14,76
CGN-TRB-0097,192.168.10.97,0e:ce:ec:ff:56:dd,,Capacitor Bank Controller,Unknown,,4.0.97,Modbus,VLAN-100,2025-09-11T14:06:42.721Z,2026-01-05T21:33:49.294Z,Passive Monitoring,85,"80,443,22,161",4,CVE-2023-49472,,false,2025-04-09,86
CGN-TRB-0098,192.168.10.98,fd:66:4a:b1:6e:6f,CGN-TRB-disconnect-switch,Disconnect Switch,ABB,ABB-DisconnectSwitch-9126,2.3.48,HART,VLAN-100,2025-07-26T05:10:59.600Z,2026-01-04T17:11:44.159Z,Active Probe,86,"80,443,22",1,CVE-2021-10753,,true,2025-01-29,59
CGN-TRB-0099,192.168.10.99,8d:52:65:32:65:02,CGN-TRB-circuit-breaker,Circuit Breaker,GE,GE-CircuitBreaker-4257,2.3.85,Profibus,VLAN-100,2025-09-28T10:58:11.434Z,2026-01-05T08:22:04.493Z,Protocol Analysis,96,"80,443,22,161",4,CVE-2023-16520,,true,2025-07-06,80
CGN-TRB-0100,192.168.10.100,04:40:eb:97:c4:84,CGN-TRB-current-transformer,Current Transformer,Siemens,SIE-CurrentTransformer-5504,1.8.80,Profibus,VLAN-100,2025-08-30T23:52:54.119Z,2026-01-07T15:16:47.211Z,Active Probe,71,"80,443",0,CVE-2023-30282,,true,2025-02-06,81
CGN-TRB-0102,192.168.10.102,b0:fc:cf:ff:90:2f,CGN-TRB-protection-relay,Protection Relay,Schneider,,5.0.89,Ethernet/IP,VLAN-100,2025-11-16T08:50:41.939Z,2026-01-02T06:15:04.075Z,Network Scan,79,502,1,,QNX,true,2025-10-04,93
CGN-TRB-0103,192.168.10.103,e7:1d:27:3b:6f:02,CGN-TRB-disconnect-switch,Disconnect Switch,ABB,ABB-DisconnectSwitch-1979,4.0.57,Profibus,VLAN-100,2025-07-29T08:39:19.340Z,2026-01-07T12:22:17.818Z,SNMP,80,"80,443,22,161,502",5,CVE-2024-29119;CVE-2023-43417,,true,2025-06-22,78
CGN-TRB-0104,192.168.10.104,88:4c:42:16:ab:96,CGN-TRB-protection-relay,Protection Relay,Eaton,EAT-ProtectionRelay-7994,5.1.17,IEC 61850,VLAN-100,2025-08-03T21:50:29.019Z,2026-01-03T12:50:26.734Z,Active Probe,70,"502,102,44818,2222",1,CVE-2024-33623,VxWorks,false,2025-11-12,77
CGN-TRB-0105,192.168.10.105,59:19:ca:e0:91:67,CGN-TRB-voltage-transformer,Voltage Transformer,GE,GE-VoltageTransformer-5457,4.2.54,Foundation Fieldbus,VLAN-100,2025-12-31T00:42:22.091Z,2026-01-02T09:56:14.906Z,SNMP,73,80,5,CVE-2023-46048;CVE-2023-36396,,true,2025-07-18,74
,192.168.10.106,c4:70:3f:ca:2d:e7,,Unknown,Unknown,,3.7.92,Modbus,VLAN-100,2025-10-20T00:54:11.784Z,2026-01-02T07:26:13.226Z,SNMP,85,"80,443,22",4,CVE-2020-30824,,true,2025-06-21,86
CGN-TRB-0108,192.168.10.108,52:ce:28:a4:a2:cd,,Tap Changer Controller,Eaton,,5.5.42,Profibus,VLAN-100,2025-10-17T04:12:16.842Z,2026-01-01T14:08:40.990Z,SNMP,91,"80,443,22",2,CVE-2021-3183,,true,2025-05-04,80
CGN-TRB-0109,192.168.10.109,e8:8d:e2:98:6e:a4,CGN-TRB-protection-relay,Protection Relay,GE,GE-ProtectionRelay-5110,2.0.76,OPC UA,VLAN-100,2025-10-31T03:54:52.462Z,2026-01-07T23:10:43.852Z,Protocol Analysis,84,"502,102",1,CVE-2021-25386;CVE-2023-49748,Windows Embedded,true,2025-06-28,88
