tag_id,plant,unit,device_type,ip_address,compliance_status,last_audit,audit_findings,remediation_required,policy_violations,certification_status,documentation_complete,change_management,backup_configured
"API-018","Boston Pharma","API Manufacturing","PLC","192.168.250.103","Under Review","2025-07-27T03:48:35.981Z","1","true","2","Expired","true","false","true"
"API-019","Boston Pharma","API Manufacturing","HMI","192.168.243.133","Unknown","2025-08-11T01:06:18.176Z","1","false","1","Certified","true","true","false"
"API-020","Boston Pharma","API Manufacturing","Safety PLC","192.168.186.106","Compliant","2025-08-20T03:22:36.966Z","3","false","0","Not Required","false","false","true"
"API-021","Boston Pharma","API Manufacturing","Temperature Controller","192.168.110.12","Compliant","2025-10-08T21:00:24.447Z","3","false","2","Not Required","true","true","false"
"API-022","Boston Pharma","API Manufacturing","Temperature Controller","192.168.18.101","Non-Compliant","2025-09-18T16:16:07.323Z","4","false","1","Certified","false","false","false"
"API-023","Boston Pharma","API Manufacturing","HMI","192.168.182.100","Under Review","2025-09-13T21:04:56.382Z","0","true","1","Not Required","true","false","false"
"API-024","Boston Pharma","API Manufacturing","Batch Controller","192.168.109.204","Non-Compliant","2025-08-08T03:01:36.702Z","2","true","2","Not Required","true","false","true"
"API-025","Boston Pharma","API Manufacturing","HMI","192.168.76.134","Compliant","2025-10-23T10:19:43.210Z","0","false","0","Pending","true","true","false"
"API-026","Boston Pharma","API Manufacturing","Temperature Controller","192.168.62.53","Non-Compliant","2025-09-29T21:23:11.555Z","2","true","0","Expired","true","false","false"
"API-027","Boston Pharma","API Manufacturing","HMI","192.168.78.78","Unknown","2025-08-04T02:34:10.787Z","2","true","2","Certified","true","true","true"
"API-028","Boston Pharma","API Manufacturing","Serialization System","192.168.32.70","Under Review","2025-08-07T09:46:44.581Z","1","true","0","Pending","true","false","true"
"API-029","Boston Pharma","API Manufacturing","Safety PLC","192.168.73.197","Compliant","2025-09-02T20:42:25.517Z","2","true","1","Pending","false","true","true"
"API-030","Boston Pharma","API Manufacturing","Serialization System","192.168.21.208","Unknown","2025-10-07T18:07:12.708Z","4","false","2","Pending","false","false","false"
"API-031","Boston Pharma","API Manufacturing","SCADA","192.168.21.225","Non-Compliant","2025-09-15T05:00:14.756Z","4","false","2","Pending","true","false","true"
"API-032","Boston Pharma","API Manufacturing","MES","192.168.229.208","Non-Compliant","2025-08-28T20:02:32.048Z","3","false","1","Not Required","false","true","false"
"API-033","Boston Pharma","API Manufacturing","Temperature Controller","192.168.112.147","Unknown","2025-09-30T02:40:44.323Z","0","false","1","Pending","true","false","true"
"API-034","Boston Pharma","API Manufacturing","Safety PLC","192.168.251.99","Unknown","2025-09-17T11:21:38.682Z","1","false","0","Certified","false","false","true"
"API-035","Boston Pharma","API Manufacturing","Temperature Controller","192.168.8.34","Unknown","2025-09-13T02:44:29.844Z","2","true","0","Pending","false","true","true"
"API-036","Boston Pharma","API Manufacturing","Safety PLC","192.168.128.225","Compliant","2025-10-21T16:14:54.443Z","3","true","0","Pending","false","true","false"
"API-037","Boston Pharma","API Manufacturing","HMI","192.168.170.136","Non-Compliant","2025-08-14T16:49:34.747Z","1","true","0","Certified","true","true","false"
"API-038","Boston Pharma","API Manufacturing","SCADA","192.168.194.55","Under Review","2025-09-02T20:57:35.806Z","4","true","0","Certified","true","false","false"
"API-039","Boston Pharma","API Manufacturing","Temperature Controller","192.168.83.108","Under Review","2025-09-28T02:37:41.978Z","4","true","2","Not Required","true","false","true"
"API-040","Boston Pharma","API Manufacturing","Safety PLC","192.168.206.11","Unknown","2025-09-05T07:47:15.633Z","4","true","2","Pending","false","false","true"
"API-041","Boston Pharma","API Manufacturing","HMI","192.168.95.145","Compliant","2025-07-30T10:19:09.413Z","1","false","2","Certified","false","false","true"
"API-042","Boston Pharma","API Manufacturing","Environmental Monitor","192.168.237.201","Unknown","2025-10-23T12:52:45.175Z","3","false","2","Certified","true","false","true"
"API-043","Boston Pharma","API Manufacturing","HMI","192.168.240.193","Under Review","2025-08-01T07:13:19.643Z","1","false","0","Not Required","true","false","true"
"API-044","Boston Pharma","API Manufacturing","HMI","192.168.76.173","Compliant","2025-09-26T12:46:12.048Z","4","false","2","Not Required","false","false","true"
"API-045","Boston Pharma","API Manufacturing","MES","192.168.136.169","Non-Compliant","2025-09-18T06:48:01.379Z","2","false","0","Expired","true","true","true"
"API-046","Boston Pharma","API Manufacturing","Batch Controller","192.168.78.17","Compliant","2025-08-30T19:05:03.787Z","3","true","0","Pending","true","false","true"
"API-047","Boston Pharma","API Manufacturing","HMI","192.168.122.233","Unknown","2025-09-21T20:24:24.457Z","3","false","1","Not Required","false","false","true"
"API-048","Boston Pharma","API Manufacturing","Batch Controller","192.168.130.49","Non-Compliant","2025-09-21T05:03:55.616Z","3","false","0","Pending","false","true","true"
"API-049","Boston Pharma","API Manufacturing","Temperature Controller","192.168.118.181","Compliant","2025-10-19T10:11:18.095Z","2","true","2","Expired","true","true","true"
"API-050","Boston Pharma","API Manufacturing","PLC","192.168.10.99","Unknown","2025-09-21T18:18:56.217Z","1","true","0","Certified","true","false","true"
"API-051","Boston Pharma","API Manufacturing","HMI","192.168.230.69","Compliant","2025-07-30T08:53:54.148Z","2","false","1","Certified","true","false","true"
"API-052","Boston Pharma","API Manufacturing","Batch Controller","192.168.69.101","Unknown","2025-08-08T01:59:38.838Z","2","true","1","Pending","true","true","true"
"API-053","Boston Pharma","API Manufacturing","HMI","192.168.210.235","Under Review","2025-10-21T17:14:49.105Z","1","true","2","Expired","true","false","false"
"API-054","Boston Pharma","API Manufacturing","SCADA","192.168.3.204","Under Review","2025-08-26T13:33:10.629Z","3","true","0","Pending","false","false","false"
"API-055","Boston Pharma","API Manufacturing","Serialization System","192.168.235.99","Unknown","2025-08-03T04:19:34.351Z","0","false","0","Pending","false","true","true"
"API-056","Boston Pharma","API Manufacturing","LIMS","192.168.0.45","Unknown","2025-10-05T22:47:26.375Z","2","true","1","Not Required","true","false","false"
"FOR-001","Boston Pharma","Formulation","Temperature Controller","192.168.226.22","Compliant","2025-10-22T03:38:26.360Z","2","true","2","Pending","true","true","false"
"FOR-002","Boston Pharma","Formulation","Serialization System","192.168.35.105","Under Review","2025-10-07T11:43:47.774Z","4","true","1","Pending","true","true","true"
"FOR-003","Boston Pharma","Formulation","LIMS","192.168.28.85","Non-Compliant","2025-10-12T12:19:32.666Z","1","false","2","Expired","true","false","false"
"FOR-004","Boston Pharma","Formulation","MES","192.168.122.199","Compliant","2025-07-31T20:15:07.656Z","4","false","0","Expired","false","true","true"
"FOR-005","Boston Pharma","Formulation","Safety PLC","192.168.131.116","Unknown","2025-07-27T08:32:57.106Z","3","true","0","Expired","true","true","true"
"FOR-006","Boston Pharma","Formulation","Safety PLC","192.168.226.109","Non-Compliant","2025-10-13T12:43:10.177Z","2","true","0","Not Required","true","false","true"
"FOR-007","Boston Pharma","Formulation","MES","192.168.28.18","Non-Compliant","2025-08-09T17:49:38.230Z","0","false","0","Certified","false","false","false"
"FOR-008","Boston Pharma","Formulation","Serialization System","192.168.72.169","Non-Compliant","2025-07-28T18:54:05.894Z","0","true","1","Pending","true","true","true"
"FOR-009","Boston Pharma","Formulation","SCADA","192.168.80.143","Under Review","2025-08-22T14:03:56.927Z","4","true","0","Not Required","false","true","true"
"FOR-010","Boston Pharma","Formulation","Temperature Controller","192.168.71.45","Non-Compliant","2025-08-30T14:33:58.779Z","0","false","1","Certified","true","true","true"
"FOR-011","Boston Pharma","Formulation","Environmental Monitor","192.168.27.165","Under Review","2025-09-27T11:27:05.964Z","1","false","2","Not Required","true","false","true"
"FOR-012","Boston Pharma","Formulation","PLC","192.168.98.33","Under Review","2025-09-01T18:53:40.293Z","3","false","2","Expired","true","true","true"
"FOR-013","Boston Pharma","Formulation","Safety PLC","192.168.197.242","Non-Compliant","2025-09-05T23:33:37.316Z","3","false","2","Not Required","true","false","true"
"FOR-014","Boston Pharma","Formulation","HMI","192.168.16.21","Unknown","2025-08-30T17:35:09.317Z","1","false","0","Certified","true","true","false"
"FOR-015","Boston Pharma","Formulation","Temperature Controller","192.168.106.49","Non-Compliant","2025-10-22T08:25:26.413Z","1","false","0","Expired","false","false","true"
"FOR-016","Boston Pharma","Formulation","Serialization System","192.168.22.129","Compliant","2025-10-09T20:58:47.954Z","1","true","0","Certified","false","false","true"
"FOR-017","Boston Pharma","Formulation","HMI","192.168.226.126","Under Review","2025-10-23T13:14:19.933Z","2","true","0","Certified","true","false","true"
"FOR-018","Boston Pharma","Formulation","Batch Controller","192.168.25.237","Unknown","2025-08-23T04:31:36.633Z","0","false","0","Certified","false","true","false"
"FOR-019","Boston Pharma","Formulation","Safety PLC","192.168.71.205","Under Review","2025-08-27T18:49:05.471Z","3","false","0","Certified","true","true","true"
"FOR-020","Boston Pharma","Formulation","Batch Controller","192.168.121.92","Under Review","2025-09-07T16:19:53.036Z","0","false","0","Pending","true","false","false"
"FOR-021","Boston Pharma","Formulation","Safety PLC","192.168.194.144","Non-Compliant","2025-08-10T16:03:00.064Z","1","false","0","Pending","true","false","true"
"FOR-022","Boston Pharma","Formulation","Safety PLC","192.168.165.93","Non-Compliant","2025-08-31T19:47:10.945Z","1","false","0","Not Required","true","false","true"
"FOR-023","Boston Pharma","Formulation","LIMS","192.168.99.32","Unknown","2025-10-18T18:40:04.786Z","4","false","0","Not Required","false","true","true"
"FOR-024","Boston Pharma","Formulation","MES","192.168.189.101","Under Review","2025-08-20T23:24:51.850Z","3","true","2","Not Required","true","true","true"
"FOR-025","Boston Pharma","Formulation","PLC","192.168.11.59","Under Review","2025-08-14T08:13:50.598Z","1","true","2","Not Required","true","false","true"
"FOR-026","Boston Pharma","Formulation","SCADA","192.168.90.254","Under Review","2025-08-28T11:37:31.401Z","3","false","1","Certified","false","true","true"
"FOR-027","Boston Pharma","Formulation","SCADA","192.168.190.221","Under Review","2025-08-20T12:10:39.175Z","2","true","0","Pending","true","true","true"
"FOR-028","Boston Pharma","Formulation","Temperature Controller","192.168.94.189","Non-Compliant","2025-08-26T06:04:48.190Z","3","true","0","Expired","true","false","true"
"FOR-029","Boston Pharma","Formulation","PLC","192.168.56.40","Non-Compliant","2025-08-07T01:23:32.705Z","4","false","1","Certified","false","true","false"
"FOR-030","Boston Pharma","Formulation","SCADA","192.168.190.29","Compliant","2025-09-13T11:34:56.142Z","0","false","0","Pending","false","false","true"
"FOR-031","Boston Pharma","Formulation","SCADA","192.168.241.189","Non-Compliant","2025-10-01T09:32:57.003Z","3","true","2","Pending","false","true","true"
"FOR-032","Boston Pharma","Formulation","Safety PLC","192.168.13.235","Unknown","2025-09-14T19:34:34.371Z","0","true","1","Certified","false","true","false"
"FOR-033","Boston Pharma","Formulation","Serialization System","192.168.205.105","Under Review","2025-08-19T06:43:08.475Z","2","true","2","Not Required","true","false","true"
"FOR-034","Boston Pharma","Formulation","MES","192.168.137.8","Non-Compliant","2025-10-07T23:12:49.116Z","0","true","0","Certified","false","true","true"
"PAC-001","Boston Pharma","Packaging","Temperature Controller","192.168.180.252","Under Review","2025-08-14T12:27:09.400Z","3","false","2","Expired","true","false","true"
"PAC-002","Boston Pharma","Packaging","MES","192.168.181.10","Unknown","2025-09-12T01:24:08.543Z","1","true","1","Pending","true","false","false"
"PAC-003","Boston Pharma","Packaging","PLC","192.168.116.101","Non-Compliant","2025-10-16T15:25:01.904Z","2","false","2","Expired","false","false","false"
"PAC-004","Boston Pharma","Packaging","SCADA","192.168.211.154","Under Review","2025-10-17T19:19:18.362Z","1","false","1","Pending","true","false","true"
"PAC-005","Boston Pharma","Packaging","Batch Controller","192.168.19.116","Unknown","2025-08-29T03:56:52.630Z","2","false","1","Certified","false","false","true"
"PAC-006","Boston Pharma","Packaging","Batch Controller","192.168.166.252","Compliant","2025-08-11T21:02:40.695Z","4","false","0","Certified","true","false","true"
"PAC-007","Boston Pharma","Packaging","LIMS","192.168.198.136","Non-Compliant","2025-09-17T15:29:08.817Z","1","true","0","Expired","true","true","false"
"PAC-008","Boston Pharma","Packaging","MES","192.168.117.131","Non-Compliant","2025-08-16T06:36:26.388Z","3","false","0","Expired","true","true","false"
"PAC-009","Boston Pharma","Packaging","LIMS","192.168.152.46","Unknown","2025-09-29T05:31:09.193Z","0","true","1","Pending","true","false","false"
"PAC-010","Boston Pharma","Packaging","LIMS","192.168.30.135","Under Review","2025-10-23T01:19:14.161Z","2","false","0","Expired","false","true","true"
"PAC-011","Boston Pharma","Packaging","HMI","192.168.117.45","Non-Compliant","2025-07-31T13:01:33.734Z","4","true","2","Certified","true","false","true"
"PAC-012","Boston Pharma","Packaging","Serialization System","192.168.124.200","Unknown","2025-10-12T15:10:20.025Z","0","false","2","Certified","true","false","true"
"PAC-013","Boston Pharma","Packaging","PLC","192.168.53.142","Non-Compliant","2025-09-26T16:43:51.895Z","3","false","1","Not Required","false","false","true"
"PAC-014","Boston Pharma","Packaging","Environmental Monitor","192.168.198.7","Under Review","2025-07-28T14:42:49.010Z","3","false","2","Not Required","false","true","true"
"PAC-015","Boston Pharma","Packaging","Temperature Controller","192.168.191.13","Under Review","2025-10-16T08:56:38.813Z","1","true","2","Expired","false","true","false"
"PAC-016","Boston Pharma","Packaging","HMI","192.168.66.11","Unknown","2025-10-22T11:06:37.166Z","3","false","2","Not Required","true","true","true"
"PAC-017","Boston Pharma","Packaging","Temperature Controller","192.168.40.102","Non-Compliant","2025-09-12T15:05:21.191Z","0","true","2","Not Required","true","true","false"
"PAC-018","Boston Pharma","Packaging","Serialization System","192.168.235.59","Unknown","2025-07-27T17:56:41.812Z","0","false","0","Pending","false","false","true"
"PAC-019","Boston Pharma","Packaging","HMI","192.168.101.12","Non-Compliant","2025-09-18T01:16:43.891Z","1","false","2","Certified","true","true","false"
"PAC-020","Boston Pharma","Packaging","Temperature Controller","192.168.81.238","Under Review","2025-09-17T05:07:16.599Z","0","false","0","Pending","false","true","true"
"PAC-021","Boston Pharma","Packaging","Serialization System","192.168.154.129","Non-Compliant","2025-07-28T20:32:55.847Z","4","false","1","Certified","true","false","true"
"PAC-022","Boston Pharma","Packaging","Safety PLC","192.168.86.24","Unknown","2025-08-06T14:18:01.907Z","0","true","1","Certified","false","false","true"
"PAC-023","Boston Pharma","Packaging","PLC","192.168.222.95","Non-Compliant","2025-07-28T19:17:34.381Z","1","false","0","Certified","false","false","true"
"PAC-024","Boston Pharma","Packaging","Serialization System","192.168.231.88","Non-Compliant","2025-10-19T06:25:05.702Z","0","false","1","Expired","true","true","true"
"PAC-025","Boston Pharma","Packaging","HMI","192.168.109.51","Non-Compliant","2025-10-15T01:30:43.939Z","2","false","2","Expired","false","false","true"
"PAC-026","Boston Pharma","Packaging","Serialization System","192.168.37.114","Unknown","2025-07-28T08:35:32.020Z","2","false","2","Expired","true","false","false"
"PAC-027","Boston Pharma","Packaging","Environmental Monitor","192.168.46.35","Non-Compliant","2025-08-26T22:03:57.804Z","1","false","0","Certified","true","false","true"
"PAC-028","Boston Pharma","Packaging","Temperature Controller","192.168.180.150","Unknown","2025-09-07T05:26:50.338Z","1","false","1","Pending","false","false","false"
"PAC-029","Boston Pharma","Packaging","Environmental Monitor","192.168.172.215","Non-Compliant","2025-08-28T05:13:49.913Z","2","false","0","Expired","true","true","true"
"PAC-030","Boston Pharma","Packaging","SCADA","192.168.157.234","Under Review","2025-10-03T16:35:17.411Z","4","false","2","Certified","true","true","true"
"PAC-031","Boston Pharma","Packaging","Batch Controller","192.168.15.173","Non-Compliant","2025-09-17T20:35:27.860Z","3","false","2","Pending","true","false","true"
"PAC-032","Boston Pharma","Packaging","MES","192.168.9.239","Compliant","2025-10-15T14:50:49.467Z","3","false","2","Pending","true","false","true"
"PAC-033","Boston Pharma","Packaging","MES","192.168.169.216","Non-Compliant","2025-09-09T02:56:22.603Z","2","true","0","Not Required","false","true","true"
"PAC-034","Boston Pharma","Packaging","HMI","192.168.55.48","Non-Compliant","2025-09-26T08:06:30.775Z","2","false","2","Certified","false","true","true"
"PAC-035","Boston Pharma","Packaging","LIMS","192.168.162.93","Unknown","2025-09-07T16:13:29.999Z","3","true","0","Expired","true","true","false"
"PAC-036","Boston Pharma","Packaging","HMI","192.168.53.132","Under Review","2025-08-12T19:26:02.229Z","3","true","2","Certified","true","true","true"
"PAC-037","Boston Pharma","Packaging","HMI","192.168.44.207","Compliant","2025-09-10T03:00:15.087Z","1","true","1","Pending","true","false","false"
"PAC-038","Boston Pharma","Packaging","Batch Controller","192.168.48.146","Under Review","2025-10-01T23:56:52.629Z","3","false","0","Certified","false","true","true"
"PAC-039","Boston Pharma","Packaging","Batch Controller","192.168.174.58","Under Review","2025-08-04T03:08:43.363Z","1","true","2","Certified","false","false","false"
"QUA-001","Boston Pharma","Quality Control Lab","LIMS","192.168.108.10","Non-Compliant","2025-09-15T20:31:34.136Z","0","false","1","Pending","true","false","true"
"QUA-002","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.219.50","Under Review","2025-08-24T22:51:40.291Z","1","false","1","Not Required","false","false","false"
"QUA-003","Boston Pharma","Quality Control Lab","PLC","192.168.22.119","Compliant","2025-09-15T01:35:40.429Z","3","false","2","Certified","true","true","true"
"QUA-004","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.170.199","Unknown","2025-09-04T01:48:29.582Z","0","false","2","Expired","true","false","true"
"QUA-005","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.249.3","Unknown","2025-07-31T12:38:02.167Z","2","true","0","Not Required","true","false","true"
"QUA-006","Boston Pharma","Quality Control Lab","Serialization System","192.168.74.193","Compliant","2025-09-30T02:46:43.726Z","3","false","0","Certified","true","true","true"
"QUA-007","Boston Pharma","Quality Control Lab","Safety PLC","192.168.179.126","Under Review","2025-09-14T12:38:38.702Z","3","true","1","Certified","false","false","true"
"QUA-008","Boston Pharma","Quality Control Lab","Batch Controller","192.168.250.131","Non-Compliant","2025-08-17T08:02:26.164Z","1","false","1","Expired","false","false","true"
"QUA-009","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.152.165","Under Review","2025-08-21T12:58:56.894Z","2","true","1","Not Required","true","true","false"
"QUA-010","Boston Pharma","Quality Control Lab","SCADA","192.168.158.59","Under Review","2025-10-11T04:23:20.659Z","2","true","2","Expired","false","false","false"
"QUA-011","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.98.159","Compliant","2025-08-15T23:44:10.122Z","3","false","1","Certified","true","false","true"
"QUA-012","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.239.87","Under Review","2025-08-15T02:51:34.056Z","1","false","1","Expired","true","true","true"
"QUA-013","Boston Pharma","Quality Control Lab","HMI","192.168.162.141","Under Review","2025-09-20T22:47:41.066Z","1","true","1","Not Required","false","false","true"
"QUA-014","Boston Pharma","Quality Control Lab","Safety PLC","192.168.47.33","Non-Compliant","2025-09-19T05:31:49.249Z","0","true","0","Certified","false","false","true"
"QUA-015","Boston Pharma","Quality Control Lab","PLC","192.168.227.74","Compliant","2025-09-28T09:18:25.259Z","4","false","2","Pending","true","false","true"
"QUA-016","Boston Pharma","Quality Control Lab","LIMS","192.168.156.13","Unknown","2025-08-05T00:46:12.184Z","2","false","1","Certified","true","true","true"
"QUA-017","Boston Pharma","Quality Control Lab","HMI","192.168.167.106","Under Review","2025-08-11T05:09:44.005Z","0","true","0","Expired","false","true","false"
"QUA-018","Boston Pharma","Quality Control Lab","HMI","192.168.87.53","Under Review","2025-08-13T01:33:34.750Z","0","true","1","Pending","false","true","false"
"QUA-019","Boston Pharma","Quality Control Lab","MES","192.168.47.107","Under Review","2025-09-13T06:35:00.460Z","0","false","0","Pending","true","true","false"
"QUA-020","Boston Pharma","Quality Control Lab","SCADA","192.168.253.66","Non-Compliant","2025-09-20T08:35:02.254Z","0","false","0","Not Required","true","true","true"
"QUA-021","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.0.168","Unknown","2025-09-27T09:05:40.163Z","2","false","2","Certified","false","true","false"
"QUA-022","Boston Pharma","Quality Control Lab","Safety PLC","192.168.155.108","Non-Compliant","2025-10-11T16:13:11.948Z","0","true","2","Pending","true","true","true"
"QUA-023","Boston Pharma","Quality Control Lab","HMI","192.168.8.176","Non-Compliant","2025-10-12T15:28:07.493Z","4","false","1","Not Required","true","true","false"
"QUA-024","Boston Pharma","Quality Control Lab","Serialization System","192.168.112.25","Unknown","2025-09-28T17:50:51.288Z","4","false","2","Pending","true","false","true"
"QUA-025","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.210.5","Compliant","2025-08-29T17:29:25.631Z","4","false","2","Not Required","true","false","false"
"QUA-026","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.3.29","Non-Compliant","2025-10-14T01:06:05.242Z","3","true","1","Not Required","true","false","true"
"QUA-027","Boston Pharma","Quality Control Lab","HMI","192.168.250.156","Non-Compliant","2025-08-29T02:59:23.356Z","0","true","0","Pending","true","false","false"
"QUA-028","Boston Pharma","Quality Control Lab","MES","192.168.192.146","Non-Compliant","2025-10-13T13:44:21.276Z","1","false","0","Expired","true","false","false"
"QUA-029","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.12.176","Unknown","2025-09-28T16:06:35.774Z","1","false","2","Not Required","true","false","true"
"QUA-030","Boston Pharma","Quality Control Lab","PLC","192.168.114.1","Under Review","2025-09-28T12:33:34.341Z","0","false","2","Pending","false","false","true"
"QUA-031","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.8.9","Compliant","2025-09-20T22:54:22.282Z","4","false","1","Expired","true","true","true"
"QUA-032","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.243.164","Compliant","2025-08-11T07:26:30.421Z","0","true","0","Not Required","false","true","true"
"QUA-033","Boston Pharma","Quality Control Lab","Serialization System","192.168.208.63","Unknown","2025-08-14T08:45:00.988Z","0","true","1","Not Required","false","false","false"
"QUA-034","Boston Pharma","Quality Control Lab","SCADA","192.168.61.47","Unknown","2025-09-03T12:53:28.651Z","2","true","0","Certified","false","false","true"
"QUA-035","Boston Pharma","Quality Control Lab","SCADA","192.168.10.115","Compliant","2025-10-02T15:25:03.011Z","4","true","1","Pending","false","false","false"
"QUA-036","Boston Pharma","Quality Control Lab","LIMS","192.168.201.116","Unknown","2025-09-03T02:37:44.053Z","4","false","0","Certified","true","false","true"
"QUA-037","Boston Pharma","Quality Control Lab","MES","192.168.4.209","Unknown","2025-10-13T19:30:47.246Z","0","true","2","Pending","false","false","false"
"QUA-038","Boston Pharma","Quality Control Lab","HMI","192.168.93.158","Under Review","2025-09-25T19:44:24.695Z","1","true","1","Expired","true","false","true"
"QUA-039","Boston Pharma","Quality Control Lab","PLC","192.168.92.136","Compliant","2025-09-02T17:12:39.897Z","0","false","2","Expired","true","true","true"
"QUA-040","Boston Pharma","Quality Control Lab","HMI","192.168.136.215","Compliant","2025-10-20T00:22:19.019Z","0","false","2","Expired","false","false","true"
"QUA-041","Boston Pharma","Quality Control Lab","Safety PLC","192.168.215.120","Non-Compliant","2025-07-26T22:55:29.749Z","2","true","0","Certified","true","false","true"
"QUA-042","Boston Pharma","Quality Control Lab","Batch Controller","192.168.218.14","Unknown","2025-08-28T13:31:57.427Z","0","false","0","Certified","false","false","true"
"QUA-043","Boston Pharma","Quality Control Lab","LIMS","192.168.99.123","Under Review","2025-09-25T04:40:46.276Z","3","true","1","Certified","true","false","true"
"QUA-044","Boston Pharma","Quality Control Lab","PLC","192.168.224.33","Under Review","2025-10-15T09:56:34.373Z","3","false","1","Certified","true","true","true"
"QUA-045","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.160.10","Under Review","2025-10-07T14:02:43.041Z","0","false","0","Certified","false","false","true"
"QUA-046","Boston Pharma","Quality Control Lab","Safety PLC","192.168.141.121","Compliant","2025-09-10T03:24:03.121Z","0","true","2","Pending","true","false","true"
"UTI-001","Boston Pharma","Utilities","LIMS","192.168.199.242","Compliant","2025-09-01T20:15:11.039Z","3","false","0","Expired","true","true","false"
"UTI-002","Boston Pharma","Utilities","Serialization System","192.168.162.133","Non-Compliant","2025-09-19T04:10:00.370Z","1","true","2","Pending","false","false","true"
"UTI-003","Boston Pharma","Utilities","LIMS","192.168.24.103","Compliant","2025-08-02T04:07:54.665Z","3","false","2","Expired","false","true","true"
"UTI-004","Boston Pharma","Utilities","PLC","192.168.128.1","Compliant","2025-08-22T22:05:54.843Z","0","true","0","Certified","false","false","false"
"UTI-005","Boston Pharma","Utilities","MES","192.168.42.94","Unknown","2025-09-20T12:45:05.981Z","4","false","1","Not Required","true","false","false"
"UTI-006","Boston Pharma","Utilities","HMI","192.168.206.244","Non-Compliant","2025-08-29T18:03:45.833Z","2","true","1","Expired","true","false","false"
"UTI-007","Boston Pharma","Utilities","Temperature Controller","192.168.32.19","Non-Compliant","2025-09-11T23:30:19.409Z","2","false","0","Certified","true","true","true"
"UTI-008","Boston Pharma","Utilities","Safety PLC","192.168.82.114","Under Review","2025-08-29T20:14:27.905Z","0","false","2","Expired","true","false","true"
"UTI-009","Boston Pharma","Utilities","Batch Controller","192.168.177.32","Unknown","2025-08-20T07:29:23.104Z","0","false","0","Not Required","true","false","true"
