tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"API-054","Boston Pharma","API Manufacturing","SCADA","192.168.45.246","70:29:78:e6:62:4e","OPC UA","Emerson","SCADA-8095","5.9.0","2025-10-22T17:12:28.351Z","SNMP","70","VLAN-36","High","false","true"
"API-055","Boston Pharma","API Manufacturing","Serialization System","192.168.116.35","9e:9f:e0:ed:71:b2","Profinet","Emerson","SerializationSystem-5450","3.4.67","2025-10-22T15:02:57.882Z","Protocol Analysis","81","VLAN-83","Critical","true","true"
"API-056","Boston Pharma","API Manufacturing","LIMS","192.168.79.96","b7:f5:99:41:02:2a","OPC UA","Siemens","LIMS-9963","4.0.29","2025-10-19T01:26:06.583Z","Network Scan","65","VLAN-24","Low","true","true"
"FOR-001","Boston Pharma","Formulation","Temperature Controller","192.168.232.172","e8:f0:b9:23:b7:d2","Ethernet/IP","Rockwell","TemperatureController-8691","4.1.97","2025-10-22T09:55:03.258Z","Protocol Analysis","81","VLAN-78","Critical","true","true"
"FOR-002","Boston Pharma","Formulation","Serialization System","192.168.96.92","d3:ec:b0:a1:5d:07","OPC UA","Siemens","SerializationSystem-1461","5.9.13","2025-10-23T07:14:51.332Z","Asset Inventory","72","VLAN-59","Medium","false","true"
"FOR-003","Boston Pharma","Formulation","LIMS","192.168.201.247","64:c6:e6:42:24:01","Ethernet/IP","Siemens","LIMS-3501","2.2.7","2025-10-24T05:30:34.834Z","SNMP","99","VLAN-12","Medium","true","false"
"FOR-004","Boston Pharma","Formulation","MES","192.168.250.237","a9:b2:00:09:ed:db","Ethernet/IP","Rockwell","MES-1082","2.0.98","2025-10-22T09:51:54.714Z","Protocol Analysis","63","VLAN-4","High","false","true"
"FOR-005","Boston Pharma","Formulation","Safety PLC","192.168.61.144","bb:db:60:dd:87:36","Modbus TCP","Honeywell","SafetyPLC-5539","3.0.3","2025-10-18T19:09:05.382Z","Network Scan","98","VLAN-66","Medium","true","false"
"FOR-006","Boston Pharma","Formulation","Safety PLC","192.168.98.238","d8:ef:df:3a:aa:11","Profinet","Siemens","SafetyPLC-6607","3.2.77","2025-10-20T04:27:45.446Z","Asset Inventory","74","VLAN-47","Low","true","false"
"FOR-007","Boston Pharma","Formulation","MES","192.168.83.90","9e:a5:84:3e:75:17","OPC UA","Siemens","MES-7934","4.9.92","2025-10-24T17:38:26.201Z","Asset Inventory","83","VLAN-100","High","true","true"
"FOR-008","Boston Pharma","Formulation","Serialization System","192.168.192.68","30:7c:f0:6c:6e:62","Modbus TCP","Siemens","SerializationSystem-7447","1.4.6","2025-10-19T18:13:45.956Z","Network Scan","66","VLAN-89","High","true","true"
"FOR-009","Boston Pharma","Formulation","SCADA","192.168.228.80","09:5b:b8:dc:c9:8e","Ethernet/IP","Rockwell","SCADA-3635","5.3.32","2025-10-21T17:02:33.032Z","Asset Inventory","81","VLAN-96","Low","false","true"
"FOR-010","Boston Pharma","Formulation","Temperature Controller","192.168.65.193","4d:80:63:07:9c:73","Modbus TCP","Schneider","TemperatureController-4334","4.7.28","2025-10-22T16:11:46.978Z","Protocol Analysis","89","VLAN-89","High","true","false"
"FOR-011","Boston Pharma","Formulation","Environmental Monitor","192.168.217.74","87:ae:21:31:9f:95","Ethernet/IP","Schneider","EnvironmentalMonitor-6920","4.5.20","2025-10-22T10:33:06.209Z","SNMP","60","VLAN-15","High","true","true"
"FOR-012","Boston Pharma","Formulation","PLC","192.168.228.79","96:88:d8:f3:82:d1","DNP3","Honeywell","PLC-8021","3.2.22","2025-10-18T00:31:04.546Z","Protocol Analysis","88","VLAN-80","High","true","false"
"FOR-013","Boston Pharma","Formulation","Safety PLC","192.168.8.38","e0:c1:c4:7a:d4:58","Profinet","Siemens","SafetyPLC-9572","3.1.72","2025-10-23T18:40:05.392Z","SNMP","80","VLAN-9","Critical","true","false"
"FOR-014","Boston Pharma","Formulation","HMI","192.168.0.239","b8:f5:d2:14:cb:b0","Modbus TCP","Schneider","HMI-1335","4.6.96","2025-10-19T06:00:14.683Z","SNMP","94","VLAN-64","Critical","true","true"
"FOR-015","Boston Pharma","Formulation","Temperature Controller","192.168.24.118","fb:b4:6f:cb:7d:9f","DNP3","Rockwell","TemperatureController-9624","2.3.85","2025-10-24T05:10:40.005Z","Asset Inventory","93","VLAN-16","Medium","true","true"
"FOR-016","Boston Pharma","Formulation","Serialization System","192.168.101.194","8b:1c:d8:62:64:85","OPC UA","Emerson","SerializationSystem-6315","5.8.69","2025-10-24T03:56:09.234Z","Network Scan","93","VLAN-77","Medium","true","true"
"FOR-017","Boston Pharma","Formulation","HMI","192.168.225.148","86:6d:31:71:d8:d4","Profinet","Siemens","HMI-2085","2.4.31","2025-10-19T01:32:16.923Z","Protocol Analysis","72","VLAN-1","Low","true","false"
"FOR-018","Boston Pharma","Formulation","Batch Controller","192.168.50.109","aa:c2:b9:de:75:41","OPC UA","Honeywell","BatchController-1164","5.9.62","2025-10-22T10:30:03.058Z","Network Scan","91","VLAN-7","Critical","false","false"
"FOR-019","Boston Pharma","Formulation","Safety PLC","192.168.144.36","49:48:b6:fc:2b:9f","Ethernet/IP","ABB","SafetyPLC-2604","1.6.19","2025-10-23T07:18:55.252Z","Protocol Analysis","89","VLAN-51","High","true","true"
"FOR-020","Boston Pharma","Formulation","Batch Controller","192.168.130.72","53:56:e5:f3:a4:16","Ethernet/IP","Emerson","BatchController-5885","3.2.66","2025-10-18T06:26:40.736Z","SNMP","71","VLAN-67","Critical","true","true"
"FOR-021","Boston Pharma","Formulation","Safety PLC","192.168.3.45","fa:21:4d:a0:92:7a","Modbus TCP","Siemens","SafetyPLC-5905","2.0.65","2025-10-22T02:06:17.606Z","Asset Inventory","92","VLAN-66","Medium","true","false"
"FOR-022","Boston Pharma","Formulation","Safety PLC","192.168.54.227","32:95:56:6d:ae:92","Profinet","Emerson","SafetyPLC-7154","1.0.43","2025-10-22T16:03:01.935Z","SNMP","61","VLAN-1","Medium","true","false"
"FOR-023","Boston Pharma","Formulation","LIMS","192.168.188.6","01:f4:76:ae:7b:2c","Profinet","Schneider","LIMS-4071","4.4.14","2025-10-23T14:18:49.339Z","Protocol Analysis","85","VLAN-46","High","true","true"
"FOR-024","Boston Pharma","Formulation","MES","192.168.69.251","e9:87:be:a2:ad:f7","DNP3","Schneider","MES-8327","3.1.10","2025-10-23T04:34:28.418Z","Protocol Analysis","64","VLAN-12","High","true","false"
"FOR-025","Boston Pharma","Formulation","PLC","192.168.176.76","ae:d6:d1:f5:d0:7f","Profinet","ABB","PLC-5765","5.3.60","2025-10-24T07:53:23.257Z","SNMP","73","VLAN-11","Low","true","false"
"FOR-026","Boston Pharma","Formulation","SCADA","192.168.20.104","d1:96:4e:1f:71:bf","Modbus TCP","Honeywell","SCADA-8740","5.9.72","2025-10-23T14:47:00.610Z","SNMP","67","VLAN-89","Critical","true","true"
"FOR-027","Boston Pharma","Formulation","SCADA","192.168.221.190","1c:66:85:6f:8a:ef","Modbus TCP","Rockwell","SCADA-7890","1.5.79","2025-10-17T21:08:02.533Z","Protocol Analysis","72","VLAN-82","Critical","true","false"
"FOR-028","Boston Pharma","Formulation","Temperature Controller","192.168.114.189","18:2d:2f:8d:c6:be","OPC UA","ABB","TemperatureController-5601","1.0.10","2025-10-19T17:43:14.609Z","Asset Inventory","98","VLAN-24","High","true","true"
"FOR-029","Boston Pharma","Formulation","PLC","192.168.175.161","12:b2:91:4a:d1:69","OPC UA","Rockwell","PLC-7712","4.1.5","2025-10-19T09:05:28.029Z","Protocol Analysis","76","VLAN-41","Critical","true","false"
"FOR-030","Boston Pharma","Formulation","SCADA","192.168.136.15","da:03:a0:a7:b2:27","DNP3","Rockwell","SCADA-9367","5.5.56","2025-10-23T17:07:06.502Z","SNMP","68","VLAN-12","Critical","true","true"
"FOR-031","Boston Pharma","Formulation","SCADA","192.168.86.139","9e:ff:89:8f:58:d1","Profinet","Rockwell","SCADA-8147","5.6.46","2025-10-21T03:22:42.819Z","Protocol Analysis","84","VLAN-90","Medium","true","false"
"FOR-032","Boston Pharma","Formulation","Safety PLC","192.168.222.57","19:87:57:44:1a:b1","Modbus TCP","Schneider","SafetyPLC-4691","1.7.40","2025-10-17T19:27:36.065Z","Asset Inventory","84","VLAN-86","High","true","true"
"FOR-033","Boston Pharma","Formulation","Serialization System","192.168.77.110","5a:18:34:6e:54:b3","Profinet","Siemens","SerializationSystem-6262","4.8.97","2025-10-21T08:55:21.420Z","SNMP","81","VLAN-72","Low","true","true"
"FOR-034","Boston Pharma","Formulation","MES","192.168.222.161","04:4e:7d:a8:8a:62","OPC UA","Schneider","MES-7623","2.3.87","2025-10-24T16:23:03.118Z","Protocol Analysis","96","VLAN-95","Critical","true","false"
"PAC-001","Boston Pharma","Packaging","Temperature Controller","192.168.144.66","8d:58:15:70:2a:32","OPC UA","ABB","TemperatureController-7878","4.1.83","2025-10-21T05:59:14.777Z","Asset Inventory","91","VLAN-73","High","false","true"
"PAC-002","Boston Pharma","Packaging","MES","192.168.157.198","57:20:42:58:79:d1","DNP3","Rockwell","MES-6268","2.1.15","2025-10-21T00:45:27.217Z","Network Scan","87","VLAN-53","Critical","true","true"
"PAC-003","Boston Pharma","Packaging","PLC","192.168.215.14","b0:a5:0e:71:9c:55","OPC UA","ABB","PLC-5497","5.8.5","2025-10-23T22:43:03.118Z","Protocol Analysis","73","VLAN-29","Critical","true","false"
"PAC-004","Boston Pharma","Packaging","SCADA","192.168.185.238","ed:41:54:5e:f3:be","Modbus TCP","Schneider","SCADA-3619","2.0.86","2025-10-22T08:40:39.536Z","Asset Inventory","95","VLAN-47","High","true","false"
"PAC-005","Boston Pharma","Packaging","Batch Controller","192.168.122.109","7b:aa:ea:d2:e0:13","Modbus TCP","Schneider","BatchController-4602","3.2.41","2025-10-20T22:03:04.337Z","Network Scan","86","VLAN-50","Low","true","true"
"PAC-006","Boston Pharma","Packaging","Batch Controller","192.168.137.26","18:ec:f2:5a:95:1d","Profinet","Schneider","BatchController-2947","1.6.13","2025-10-24T00:16:15.978Z","SNMP","67","VLAN-79","Critical","true","true"
"PAC-007","Boston Pharma","Packaging","LIMS","192.168.0.170","b9:f3:40:8f:00:11","OPC UA","Honeywell","LIMS-4664","3.9.22","2025-10-24T18:01:01.088Z","SNMP","96","VLAN-83","High","false","true"
"PAC-008","Boston Pharma","Packaging","MES","192.168.71.18","fb:dc:ba:80:cb:73","Ethernet/IP","Rockwell","MES-6793","1.9.74","2025-10-19T10:40:14.978Z","SNMP","67","VLAN-29","Medium","true","false"
"PAC-009","Boston Pharma","Packaging","LIMS","192.168.158.191","ab:7b:a1:e9:fc:2e","Modbus TCP","Emerson","LIMS-2425","1.7.67","2025-10-23T14:56:30.989Z","SNMP","65","VLAN-12","Medium","false","false"
"PAC-010","Boston Pharma","Packaging","LIMS","192.168.1.99","33:55:bd:66:4c:28","Profinet","ABB","LIMS-2732","1.5.13","2025-10-22T02:58:31.484Z","Protocol Analysis","77","VLAN-40","Low","false","true"
"PAC-011","Boston Pharma","Packaging","HMI","192.168.61.171","bb:bb:51:48:95:54","OPC UA","Rockwell","HMI-5686","4.5.74","2025-10-23T10:27:13.308Z","SNMP","95","VLAN-19","Critical","true","true"
"PAC-012","Boston Pharma","Packaging","Serialization System","192.168.17.23","1b:ec:07:f8:da:56","DNP3","ABB","SerializationSystem-5895","2.1.31","2025-10-20T09:38:37.377Z","SNMP","66","VLAN-3","Low","true","false"
"PAC-013","Boston Pharma","Packaging","PLC","192.168.109.199","f0:cd:f6:f0:0a:1e","OPC UA","Rockwell","PLC-5675","2.0.58","2025-10-18T13:32:21.093Z","Network Scan","73","VLAN-72","Medium","true","false"
"PAC-014","Boston Pharma","Packaging","Environmental Monitor","192.168.196.131","03:d2:a3:24:58:02","Profinet","Schneider","EnvironmentalMonitor-7124","2.1.94","2025-10-19T13:40:30.955Z","Asset Inventory","85","VLAN-27","Low","false","true"
"PAC-015","Boston Pharma","Packaging","Temperature Controller","192.168.46.125","d2:fe:d9:cf:60:fd","Modbus TCP","Rockwell","TemperatureController-4404","2.5.58","2025-10-22T23:44:30.566Z","Network Scan","83","VLAN-38","Medium","false","true"
"PAC-016","Boston Pharma","Packaging","HMI","192.168.67.222","94:24:5e:00:8b:39","OPC UA","Rockwell","HMI-6714","2.5.66","2025-10-20T20:40:08.733Z","Protocol Analysis","65","VLAN-58","Low","false","false"
"PAC-017","Boston Pharma","Packaging","Temperature Controller","192.168.29.154","fc:ab:2a:c9:44:57","OPC UA","Rockwell","TemperatureController-5089","5.3.29","2025-10-18T05:00:08.449Z","Network Scan","85","VLAN-26","Critical","false","false"
"PAC-018","Boston Pharma","Packaging","Serialization System","192.168.216.11","36:ba:d7:ef:d1:e7","Modbus TCP","Schneider","SerializationSystem-6588","5.2.83","2025-10-24T13:17:19.225Z","Asset Inventory","86","VLAN-5","High","true","false"
"PAC-019","Boston Pharma","Packaging","HMI","192.168.46.240","53:42:46:8e:f5:2a","OPC UA","ABB","HMI-3790","1.2.83","2025-10-22T01:31:50.154Z","Protocol Analysis","77","VLAN-99","Low","false","true"
"PAC-020","Boston Pharma","Packaging","Temperature Controller","192.168.218.248","2f:da:72:44:5f:38","Modbus TCP","ABB","TemperatureController-5871","5.6.36","2025-10-22T05:02:31.263Z","Asset Inventory","70","VLAN-68","Low","false","true"
"PAC-021","Boston Pharma","Packaging","Serialization System","192.168.122.11","ac:d6:dc:d0:ae:b6","Ethernet/IP","Emerson","SerializationSystem-3019","5.2.0","2025-10-17T21:17:36.646Z","Asset Inventory","64","VLAN-43","Low","true","false"
"PAC-022","Boston Pharma","Packaging","Safety PLC","192.168.29.33","c0:02:a1:5c:2a:08","Profinet","Schneider","SafetyPLC-6591","2.7.17","2025-10-21T10:38:23.213Z","Network Scan","96","VLAN-33","High","true","true"
"PAC-023","Boston Pharma","Packaging","PLC","192.168.74.221","86:70:90:b1:cc:97","DNP3","Siemens","PLC-7212","4.0.38","2025-10-18T03:32:14.076Z","Protocol Analysis","94","VLAN-38","Medium","false","false"
"PAC-024","Boston Pharma","Packaging","Serialization System","192.168.190.20","c9:55:25:b4:17:1b","Modbus TCP","Schneider","SerializationSystem-3162","3.0.89","2025-10-23T19:09:49.664Z","Network Scan","62","VLAN-64","Medium","true","true"
"PAC-025","Boston Pharma","Packaging","HMI","192.168.113.99","33:89:8f:90:a9:05","DNP3","Schneider","HMI-8609","4.1.54","2025-10-22T04:16:20.739Z","SNMP","64","VLAN-68","Medium","true","true"
"PAC-026","Boston Pharma","Packaging","Serialization System","192.168.125.72","a0:34:79:a1:c9:ac","DNP3","Honeywell","SerializationSystem-6350","4.1.67","2025-10-18T00:24:48.779Z","Asset Inventory","65","VLAN-50","Medium","true","true"
"PAC-027","Boston Pharma","Packaging","Environmental Monitor","192.168.62.131","5f:a4:69:e3:5d:dc","Profinet","Honeywell","EnvironmentalMonitor-9284","3.1.52","2025-10-19T03:07:10.161Z","SNMP","84","VLAN-68","Medium","false","false"
