tag_id,plant,unit,device_type,ip_address,mac_address,switch_port,vlan,network_segment,communication_peers,bandwidth_usage,latency_ms,packet_loss,uptime_hours
"API-038","Boston Pharma","API Manufacturing","SCADA","192.168.252.32","54:fb:06:66:37:a8","SW16","VLAN-44","Safety Network","1","94","42","4.941320335393899","6449"
"API-039","Boston Pharma","API Manufacturing","Temperature Controller","192.168.76.137","38:d7:3c:d2:37:3a","SW26","VLAN-60","DMZ","5","56","49","0.009976270049237845","2344"
"API-040","Boston Pharma","API Manufacturing","Safety PLC","192.168.203.138","9a:71:5f:c4:37:0e","SW18","VLAN-30","Corporate Network","5","95","24","2.8619206550544094","6673"
"API-041","Boston Pharma","API Manufacturing","HMI","192.168.52.164","0e:5d:b6:74:8a:4e","SW33","VLAN-20","DMZ","10","24","45","2.8596736834373857","1448"
"API-042","Boston Pharma","API Manufacturing","Environmental Monitor","192.168.47.27","a6:36:28:25:71:32","SW14","VLAN-83","DMZ","7","53","38","0.8334505946788806","7185"
"API-043","Boston Pharma","API Manufacturing","HMI","192.168.81.74","83:75:ce:13:53:59","SW12","VLAN-91","DMZ","6","36","14","0.36871853231794427","7574"
"API-044","Boston Pharma","API Manufacturing","HMI","192.168.23.113","de:b6:b9:d4:00:1f","SW46","VLAN-60","Safety Network","1","13","46","3.064710702019706","327"
"API-045","Boston Pharma","API Manufacturing","MES","192.168.111.104","a8:d5:41:f2:85:c0","SW27","VLAN-24","DMZ","6","54","15","0.1564298827451771","7951"
"API-046","Boston Pharma","API Manufacturing","Batch Controller","192.168.238.104","5e:03:93:49:52:af","SW11","VLAN-99","Control Network","8","49","29","1.8767550949732204","6121"
"API-047","Boston Pharma","API Manufacturing","HMI","192.168.174.57","fd:88:a6:8d:7e:44","SW42","VLAN-69","DMZ","6","50","12","2.9709870383460677","2233"
"API-048","Boston Pharma","API Manufacturing","Batch Controller","192.168.163.55","3a:2e:12:5f:e0:c5","SW9","VLAN-52","Corporate Network","4","75","18","0.1265362613526244","5086"
"API-049","Boston Pharma","API Manufacturing","Temperature Controller","192.168.210.245","a7:1a:72:d1:58:7a","SW48","VLAN-71","DMZ","7","6","48","2.0325187368613395","7873"
"API-050","Boston Pharma","API Manufacturing","PLC","192.168.4.19","96:0d:a8:9f:f6:e3","SW12","VLAN-98","Control Network","5","5","30","3.356069446719716","978"
"API-051","Boston Pharma","API Manufacturing","HMI","192.168.237.139","67:f3:56:64:f1:a8","SW38","VLAN-78","DMZ","9","73","9","4.579737474755634","8466"
"API-052","Boston Pharma","API Manufacturing","Batch Controller","192.168.128.51","82:45:42:36:1c:a7","SW14","VLAN-91","Control Network","5","3","40","0.25622475668853784","5278"
"API-053","Boston Pharma","API Manufacturing","HMI","192.168.138.252","5d:5c:49:53:11:36","SW23","VLAN-48","Safety Network","2","6","16","2.479279782029079","211"
"API-054","Boston Pharma","API Manufacturing","SCADA","192.168.176.52","6a:68:83:ee:fd:26","SW47","VLAN-56","Corporate Network","5","41","40","2.3458599118751646","2070"
"API-055","Boston Pharma","API Manufacturing","Serialization System","192.168.98.190","19:ce:c8:9f:39:54","SW47","VLAN-50","Safety Network","8","75","32","2.437878165898831","4726"
"API-056","Boston Pharma","API Manufacturing","LIMS","192.168.193.135","4e:c3:92:7f:f1:2d","SW8","VLAN-48","DMZ","6","44","40","3.077952357586219","2948"
"FOR-001","Boston Pharma","Formulation","Temperature Controller","192.168.234.136","29:98:fc:9b:ac:80","SW20","VLAN-19","Control Network","7","84","44","3.9736448519811516","4802"
"FOR-002","Boston Pharma","Formulation","Serialization System","192.168.230.150","b8:e4:88:4d:b4:5a","SW26","VLAN-55","Safety Network","8","9","45","3.136670188319491","4602"
"FOR-003","Boston Pharma","Formulation","LIMS","192.168.162.50","d7:06:45:c3:92:d8","SW25","VLAN-50","Corporate Network","5","83","38","4.017507817113051","2513"
"FOR-004","Boston Pharma","Formulation","MES","192.168.166.206","91:a5:4d:1e:00:67","SW45","VLAN-35","Safety Network","3","79","28","2.7432750523248517","6625"
"FOR-005","Boston Pharma","Formulation","Safety PLC","192.168.199.228","f5:01:3a:9e:eb:dd","SW34","VLAN-17","Control Network","5","85","36","4.72325242418189","3868"
"FOR-006","Boston Pharma","Formulation","Safety PLC","192.168.224.132","53:4d:e1:1d:0f:8c","SW36","VLAN-70","Corporate Network","6","63","35","2.5569233699602067","2174"
"FOR-007","Boston Pharma","Formulation","MES","192.168.186.93","12:50:26:af:b1:94","SW33","VLAN-78","DMZ","8","92","49","0.12423224244025977","5843"
"FOR-008","Boston Pharma","Formulation","Serialization System","192.168.232.174","96:69:90:ea:8e:f1","SW31","VLAN-56","Corporate Network","2","70","24","1.6156694808153005","8533"
"FOR-009","Boston Pharma","Formulation","SCADA","192.168.46.174","23:bf:98:79:b4:50","SW20","VLAN-44","Corporate Network","5","98","37","4.575928852668421","5977"
"FOR-010","Boston Pharma","Formulation","Temperature Controller","192.168.96.94","a0:2b:8b:c6:c7:aa","SW29","VLAN-34","Control Network","8","96","18","2.694841121042182","66"
"FOR-011","Boston Pharma","Formulation","Environmental Monitor","192.168.183.96","c2:66:df:b6:fa:de","SW47","VLAN-39","Safety Network","6","19","28","0.11451108399867738","8582"
"FOR-012","Boston Pharma","Formulation","PLC","192.168.137.17","64:00:8b:24:a5:af","SW3","VLAN-87","Control Network","5","16","28","4.861324054841727","7884"
"FOR-013","Boston Pharma","Formulation","Safety PLC","192.168.86.192","72:21:65:7b:5f:b8","SW22","VLAN-51","DMZ","1","38","9","3.0625687999197804","2031"
"FOR-014","Boston Pharma","Formulation","HMI","192.168.207.35","55:9f:34:57:d8:83","SW45","VLAN-16","Safety Network","4","10","26","1.4180021531804976","2846"
"FOR-015","Boston Pharma","Formulation","Temperature Controller","192.168.181.199","4b:36:00:eb:bb:e9","SW19","VLAN-42","Safety Network","2","84","43","1.0537255970257575","3021"
"FOR-016","Boston Pharma","Formulation","Serialization System","192.168.103.201","77:08:34:a7:2d:8b","SW8","VLAN-57","Safety Network","8","59","33","1.9612785318606074","7392"
"FOR-017","Boston Pharma","Formulation","HMI","192.168.148.189","40:aa:69:af:76:a1","SW39","VLAN-69","DMZ","2","9","45","2.504561833307799","5997"
"FOR-018","Boston Pharma","Formulation","Batch Controller","192.168.24.143","7c:b7:d3:1e:53:97","SW41","VLAN-73","Safety Network","9","25","22","2.727286606845929","840"
"FOR-019","Boston Pharma","Formulation","Safety PLC","192.168.138.54","ba:e3:58:00:b0:b5","SW23","VLAN-12","Safety Network","4","74","29","3.928179678126523","7710"
"FOR-020","Boston Pharma","Formulation","Batch Controller","192.168.97.0","f7:19:e8:d4:de:06","SW14","VLAN-31","Corporate Network","4","42","30","2.6990922930390857","6295"
"FOR-021","Boston Pharma","Formulation","Safety PLC","192.168.1.204","5e:e3:1e:4d:ee:a4","SW19","VLAN-21","DMZ","6","59","31","1.223057034694942","2974"
"FOR-022","Boston Pharma","Formulation","Safety PLC","192.168.218.58","ba:50:69:43:6e:ff","SW12","VLAN-19","Safety Network","2","6","21","2.5128930600476442","3805"
"FOR-023","Boston Pharma","Formulation","LIMS","192.168.125.182","de:f4:a8:5f:eb:f9","SW14","VLAN-30","Corporate Network","6","79","39","1.9867112736244907","195"
"FOR-024","Boston Pharma","Formulation","MES","192.168.109.192","45:16:98:5a:e9:ad","SW37","VLAN-86","DMZ","6","81","36","4.121125762405507","7112"
"FOR-025","Boston Pharma","Formulation","PLC","192.168.45.158","93:06:fe:99:de:7d","SW43","VLAN-33","Safety Network","3","58","20","3.3362503943363784","6730"
"FOR-026","Boston Pharma","Formulation","SCADA","192.168.254.27","ac:4a:5d:16:d8:0c","SW6","VLAN-50","Corporate Network","10","63","8","3.486892713677765","7215"
"FOR-027","Boston Pharma","Formulation","SCADA","192.168.83.46","75:33:87:54:3d:29","SW39","VLAN-43","Corporate Network","1","40","18","1.090207719617513","2370"
"FOR-028","Boston Pharma","Formulation","Temperature Controller","192.168.249.208","99:3e:a4:a3:04:96","SW7","VLAN-69","Corporate Network","2","45","32","1.2308024851149912","18"
"FOR-029","Boston Pharma","Formulation","PLC","192.168.70.140","3d:7a:32:66:b2:61","SW35","VLAN-12","Corporate Network","5","99","48","4.588093100230855","7560"
"FOR-030","Boston Pharma","Formulation","SCADA","192.168.20.136","5c:25:24:8c:fa:82","SW47","VLAN-60","Corporate Network","9","16","21","0.8562179886115073","5429"
"FOR-031","Boston Pharma","Formulation","SCADA","192.168.14.16","0d:58:a0:4f:a6:68","SW16","VLAN-35","Control Network","2","40","10","3.4282254606752027","468"
"FOR-032","Boston Pharma","Formulation","Safety PLC","192.168.87.249","45:84:f3:48:b9:38","SW3","VLAN-9","Control Network","3","19","25","0.8365252023665015","3189"
"FOR-033","Boston Pharma","Formulation","Serialization System","192.168.188.58","41:97:cd:4f:6e:b7","SW20","VLAN-35","Safety Network","9","74","33","1.9299521943686038","113"
"FOR-034","Boston Pharma","Formulation","MES","192.168.32.224","ec:77:15:b6:b2:73","SW4","VLAN-89","Control Network","3","25","49","1.068114938788508","3732"
"PAC-001","Boston Pharma","Packaging","Temperature Controller","192.168.60.18","43:bd:c3:a5:d5:e5","SW24","VLAN-71","Control Network","5","35","24","3.973264644132013","2459"
"PAC-002","Boston Pharma","Packaging","MES","192.168.106.42","70:fd:e3:fb:a8:cd","SW27","VLAN-16","DMZ","10","63","19","0.7650571178585441","2852"
"PAC-003","Boston Pharma","Packaging","PLC","192.168.190.152","ad:ad:3c:f7:40:a0","SW3","VLAN-93","DMZ","6","40","21","1.574601154570251","250"
"PAC-004","Boston Pharma","Packaging","SCADA","192.168.94.16","ad:49:09:a2:ce:a0","SW32","VLAN-90","Control Network","7","52","32","0.07164246383466799","6258"
"PAC-005","Boston Pharma","Packaging","Batch Controller","192.168.235.62","db:22:fc:ec:ba:08","SW45","VLAN-33","Corporate Network","7","82","31","4.990048237136939","8615"
"PAC-006","Boston Pharma","Packaging","Batch Controller","192.168.24.69","84:2b:87:1f:a6:08","SW18","VLAN-61","Safety Network","6","53","28","4.041370030742092","2772"
"PAC-007","Boston Pharma","Packaging","LIMS","192.168.70.187","06:a4:16:1a:c7:21","SW27","VLAN-27","Control Network","4","52","16","3.8049835449794953","8468"
"PAC-008","Boston Pharma","Packaging","MES","192.168.252.101","ff:de:fc:82:4e:d3","SW22","VLAN-63","Corporate Network","3","0","18","0.9349058387384146","6108"
"PAC-009","Boston Pharma","Packaging","LIMS","192.168.152.78","8b:db:e1:8b:4e:1d","SW32","VLAN-28","Corporate Network","4","96","42","4.312833532986725","2478"
"PAC-010","Boston Pharma","Packaging","LIMS","192.168.181.0","50:e7:ff:92:75:7f","SW4","VLAN-62","Safety Network","9","64","28","3.75687893273387","1090"
"PAC-011","Boston Pharma","Packaging","HMI","192.168.11.153","92:87:d1:cb:30:bf","SW4","VLAN-11","Safety Network","3","74","30","1.6308715840416221","4675"
"PAC-012","Boston Pharma","Packaging","Serialization System","192.168.125.233","23:a1:4a:ad:eb:0a","SW14","VLAN-33","DMZ","5","70","25","1.873645537890427","5330"
"PAC-013","Boston Pharma","Packaging","PLC","192.168.31.164","a2:a9:16:57:b9:67","SW15","VLAN-82","DMZ","4","8","20","3.854272181604567","7536"
"PAC-014","Boston Pharma","Packaging","Environmental Monitor","192.168.167.192","cf:53:c1:ea:8e:70","SW23","VLAN-77","Safety Network","10","29","25","4.268327313031004","5790"
"PAC-015","Boston Pharma","Packaging","Temperature Controller","192.168.11.109","a1:bb:52:64:85:12","SW38","VLAN-100","Control Network","5","70","50","0.70012177074394","5951"
"PAC-016","Boston Pharma","Packaging","HMI","192.168.51.31","90:d0:12:fe:4e:91","SW17","VLAN-17","Control Network","4","79","48","4.585190909042672","1908"
"PAC-017","Boston Pharma","Packaging","Temperature Controller","192.168.103.189","7f:c8:17:03:16:5c","SW4","VLAN-48","Safety Network","3","3","6","3.158892222036851","4393"
"PAC-018","Boston Pharma","Packaging","Serialization System","192.168.67.150","37:5a:9c:cd:da:76","SW14","VLAN-14","Safety Network","10","69","39","1.2385465402117146","3626"
"PAC-019","Boston Pharma","Packaging","HMI","192.168.66.93","1d:51:e5:f9:00:51","SW7","VLAN-38","Corporate Network","3","19","1","3.436170588750982","4818"
"PAC-020","Boston Pharma","Packaging","Temperature Controller","192.168.176.176","79:76:5a:48:5a:92","SW5","VLAN-97","Safety Network","10","31","21","4.019079779621891","6060"
"PAC-021","Boston Pharma","Packaging","Serialization System","192.168.169.155","0d:ef:8a:b8:05:08","SW18","VLAN-97","Corporate Network","2","25","24","3.092017572377117","3723"
"PAC-022","Boston Pharma","Packaging","Safety PLC","192.168.238.137","83:60:0c:4c:f9:2b","SW39","VLAN-13","Control Network","5","85","31","2.661180965389489","3712"
"PAC-023","Boston Pharma","Packaging","PLC","192.168.147.104","43:b1:f3:ee:65:17","SW28","VLAN-51","DMZ","10","34","22","2.912099138911989","4348"
"PAC-024","Boston Pharma","Packaging","Serialization System","192.168.158.195","b4:9a:1c:0d:b6:4f","SW2","VLAN-55","Safety Network","6","48","1","1.1914242834770639","3335"
"PAC-025","Boston Pharma","Packaging","HMI","192.168.242.108","a7:1e:f8:0c:6b:98","SW1","VLAN-78","Safety Network","4","74","43","4.831134418117392","5054"
"PAC-026","Boston Pharma","Packaging","Serialization System","192.168.190.24","76:b9:59:1a:3a:e8","SW15","VLAN-67","Safety Network","10","90","7","2.38993629447792","7444"
"PAC-027","Boston Pharma","Packaging","Environmental Monitor","192.168.144.164","28:ec:cc:4b:ec:4f","SW23","VLAN-56","Control Network","3","26","44","4.968793633776136","4561"
"PAC-028","Boston Pharma","Packaging","Temperature Controller","192.168.232.23","e1:6a:e0:ae:48:4f","SW31","VLAN-16","Control Network","1","39","37","4.989200905617549","4151"
"PAC-029","Boston Pharma","Packaging","Environmental Monitor","192.168.156.241","b5:37:ec:e8:49:ae","SW2","VLAN-15","Safety Network","8","62","10","0.38109459454282013","659"
"PAC-030","Boston Pharma","Packaging","SCADA","192.168.119.114","69:cc:2f:46:97:8a","SW3","VLAN-68","Safety Network","10","65","41","4.6626898831925425","2416"
"PAC-031","Boston Pharma","Packaging","Batch Controller","192.168.57.127","93:73:3f:1b:ab:e4","SW2","VLAN-46","Corporate Network","4","30","42","3.982430288391022","3295"
"PAC-032","Boston Pharma","Packaging","MES","192.168.188.238","51:89:fc:bb:de:6e","SW7","VLAN-6","Corporate Network","1","87","46","0.06824911778301357","3475"
"PAC-033","Boston Pharma","Packaging","MES","192.168.165.19","90:1f:d7:c3:a9:66","SW1","VLAN-5","Safety Network","8","81","34","3.6330448254139958","2464"
"PAC-034","Boston Pharma","Packaging","HMI","192.168.110.92","11:1e:37:3e:ca:db","SW7","VLAN-8","Control Network","2","63","37","4.370271422162249","4010"
"PAC-035","Boston Pharma","Packaging","LIMS","192.168.23.111","75:ac:93:0a:fd:45","SW8","VLAN-35","Control Network","5","73","16","1.7176185460383253","3767"
"PAC-036","Boston Pharma","Packaging","HMI","192.168.162.147","6e:7f:22:a0:5c:3e","SW21","VLAN-85","Corporate Network","4","18","4","2.8035460077184338","5237"
"PAC-037","Boston Pharma","Packaging","HMI","192.168.146.9","cb:b9:63:15:a5:9c","SW36","VLAN-24","Safety Network","2","94","20","0.5441823901128107","1734"
"PAC-038","Boston Pharma","Packaging","Batch Controller","192.168.65.224","a0:78:1d:7a:d0:73","SW16","VLAN-71","DMZ","7","97","46","1.2758024704003557","508"
"PAC-039","Boston Pharma","Packaging","Batch Controller","192.168.100.12","3b:4b:b1:8a:4a:1e","SW19","VLAN-64","Corporate Network","7","49","35","0.21446218819427543","5799"
"QUA-001","Boston Pharma","Quality Control Lab","LIMS","192.168.8.192","a9:1f:a4:09:41:f6","SW24","VLAN-62","Safety Network","8","19","22","4.846277071882814","2045"
"QUA-002","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.66.216","cd:56:94:29:60:de","SW39","VLAN-46","Control Network","2","26","18","4.903755730149455","7616"
"QUA-003","Boston Pharma","Quality Control Lab","PLC","192.168.240.184","17:eb:20:71:90:97","SW21","VLAN-16","DMZ","7","25","7","3.4179048535130665","3840"
"QUA-004","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.103.33","61:3f:f5:11:a3:d4","SW18","VLAN-35","Corporate Network","2","83","2","0.727170693825695","1102"
"QUA-005","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.109.94","be:ca:7f:b2:0e:bd","SW28","VLAN-70","Safety Network","7","31","28","2.0701937147328286","2830"
"QUA-006","Boston Pharma","Quality Control Lab","Serialization System","192.168.71.39","e8:46:56:93:1a:93","SW5","VLAN-18","Control Network","4","55","27","1.7511739580906083","4735"
"QUA-007","Boston Pharma","Quality Control Lab","Safety PLC","192.168.101.32","06:57:08:6a:db:ac","SW33","VLAN-14","DMZ","10","9","14","4.801578905271578","1653"
"QUA-008","Boston Pharma","Quality Control Lab","Batch Controller","192.168.185.223","3d:c6:7a:ce:26:d5","SW3","VLAN-65","Control Network","5","51","1","3.3384890372394693","5293"
"QUA-009","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.105.30","ad:68:89:3c:95:d7","SW41","VLAN-43","Control Network","6","41","45","0.08778843153294691","7664"
"QUA-010","Boston Pharma","Quality Control Lab","SCADA","192.168.143.234","ce:37:9a:01:dd:d1","SW11","VLAN-18","Corporate Network","10","55","27","2.7117362955131274","6447"
"QUA-011","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.114.237","5f:6c:24:a9:54:5e","SW31","VLAN-35","Control Network","7","66","5","2.868306741493339","2478"
"QUA-012","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.33.141","f6:16:be:9e:96:5b","SW19","VLAN-83","DMZ","5","22","8","3.0215692917930568","5608"
"QUA-013","Boston Pharma","Quality Control Lab","HMI","192.168.59.173","76:c1:a2:cf:ed:f9","SW40","VLAN-72","Corporate Network","10","37","21","1.1901027201425107","49"
"QUA-014","Boston Pharma","Quality Control Lab","Safety PLC","192.168.89.97","30:0f:9c:26:f2:a1","SW34","VLAN-79","Safety Network","3","94","10","2.8993864552736337","6583"
"QUA-015","Boston Pharma","Quality Control Lab","PLC","192.168.86.52","aa:da:b2:bf:17:2b","SW44","VLAN-97","Control Network","1","3","49","0.7401352135749495","6163"
"QUA-016","Boston Pharma","Quality Control Lab","LIMS","192.168.235.52","74:6d:e5:98:36:db","SW24","VLAN-65","DMZ","9","7","46","4.605401213481809","5333"
"QUA-017","Boston Pharma","Quality Control Lab","HMI","192.168.116.40","a2:81:3d:36:6a:af","SW26","VLAN-40","Corporate Network","7","56","21","0.7462643127230384","2495"
"QUA-018","Boston Pharma","Quality Control Lab","HMI","192.168.210.136","df:fa:84:16:01:12","SW15","VLAN-4","DMZ","7","91","2","0.2061306964135412","2730"
"QUA-019","Boston Pharma","Quality Control Lab","MES","192.168.186.115","e2:ff:41:7b:67:e8","SW25","VLAN-59","DMZ","3","19","38","0.07012602145052282","5511"
"QUA-020","Boston Pharma","Quality Control Lab","SCADA","192.168.247.216","44:08:81:73:5c:28","SW19","VLAN-16","Control Network","3","38","26","2.1230581745327592","3025"
"QUA-021","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.67.233","63:9a:7e:d4:0d:9b","SW17","VLAN-51","DMZ","1","7","35","1.8935029331921627","1229"
"QUA-022","Boston Pharma","Quality Control Lab","Safety PLC","192.168.232.26","1e:e6:51:ef:f2:ff","SW27","VLAN-28","Corporate Network","4","3","9","2.224289962102967","4774"
"QUA-023","Boston Pharma","Quality Control Lab","HMI","192.168.73.140","00:64:4f:2c:9d:31","SW29","VLAN-50","Corporate Network","8","92","35","1.5928864782230334","3921"
"QUA-024","Boston Pharma","Quality Control Lab","Serialization System","192.168.128.76","47:bd:84:d8:20:72","SW20","VLAN-62","DMZ","10","31","17","0.193605465349882","8146"
"QUA-025","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.190.137","21:91:9e:51:76:80","SW9","VLAN-83","Safety Network","4","22","29","4.939890105134755","3994"
"QUA-026","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.206.224","bf:9b:66:72:82:90","SW27","VLAN-63","Corporate Network","4","60","50","0.5687382708357647","7936"
"QUA-027","Boston Pharma","Quality Control Lab","HMI","192.168.57.145","fc:0c:4a:97:f2:58","SW38","VLAN-95","Safety Network","1","62","48","0.33910230810884956","6785"
"QUA-028","Boston Pharma","Quality Control Lab","MES","192.168.3.102","7c:59:1a:56:13:e8","SW41","VLAN-86","Corporate Network","4","85","13","2.1272066426399308","2110"
"QUA-029","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.23.114","3e:31:5f:1a:97:be","SW9","VLAN-100","Control Network","2","82","50","2.947833970125646","6073"
"QUA-030","Boston Pharma","Quality Control Lab","PLC","192.168.204.88","19:b6:2a:1a:1f:94","SW29","VLAN-59","Corporate Network","10","36","41","3.8099433767901814","2720"
"QUA-031","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.215.65","8c:ef:11:e4:42:84","SW18","VLAN-76","Control Network","1","33","47","3.735768805282502","8083"
"QUA-032","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.104.198","cc:ec:11:4c:e1:e4","SW19","VLAN-6","Safety Network","2","95","44","2.642869161428887","798"
