tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"TRA-0046","Pacific Power","Transmission","RTU","192.168.44.85","60:fd:0a:cb:20:46","OPC UA","Schneider","RTU-8750","4.6.38","2025-10-21T11:55:44.899Z","Protocol Analysis","84","VLAN-47","Critical","true","false","3","2","2025-10-24T04:19:58.515Z","true","true","Basic","true","true","45"
"TRA-0047","Pacific Power","Transmission","RTU","192.168.228.249","95:28:49:6f:ce:67","DNP3","Honeywell","RTU-8576","1.9.4","2025-10-19T07:05:10.534Z","SNMP","93","VLAN-11","High","true","false","0","1","2025-10-13T05:52:08.875Z","true","true","None","true","true","35"
"TRA-0048","Pacific Power","Transmission","Environmental Monitor","192.168.33.111","c3:e5:2e:09:60:ee","Ethernet/IP","Emerson","EnvironmentalMonitor-2108","5.5.24","2025-10-21T01:21:43.470Z","Asset Inventory","87","VLAN-39","Medium","true","false","2","0","2025-09-26T11:11:21.362Z","false","true","None","true","false","87"
"TRA-0049","Pacific Power","Transmission","Grid Controller","192.168.82.160","0a:06:ea:3a:17:81","Profinet","Rockwell","GridController-9939","1.7.35","2025-10-22T12:03:23.675Z","Network Scan","75","VLAN-16","Low","false","false","3","1","2025-10-07T07:00:34.229Z","false","true","Advanced","true","false","30"
"TRA-0050","Pacific Power","Transmission","Environmental Monitor","192.168.13.62","65:75:1b:94:a1:88","Ethernet/IP","Honeywell","EnvironmentalMonitor-6872","5.2.76","2025-10-19T02:48:06.649Z","Network Scan","99","VLAN-75","High","false","false","1","1","2025-10-02T04:56:19.549Z","false","true","None","false","true","14"
"TRA-0051","Pacific Power","Transmission","Arc Flash Monitor","192.168.212.81","e9:c1:75:b0:0c:85","Profinet","Emerson","ArcFlashMonitor-1801","5.1.67","2025-10-21T19:10:13.118Z","Protocol Analysis","70","VLAN-68","High","true","false","2","1","2025-10-11T13:01:18.671Z","true","false","Advanced","false","false","57"
"TRA-0052","Pacific Power","Transmission","Environmental Monitor","192.168.246.110","25:e4:c5:5c:c6:0e","Modbus TCP","ABB","EnvironmentalMonitor-2104","3.3.83","2025-10-22T20:02:33.164Z","Protocol Analysis","79","VLAN-3","High","true","false","1","2","2025-10-13T11:46:47.276Z","true","false","Advanced","true","true","2"
"TRA-0053","Pacific Power","Transmission","RTU","192.168.167.190","65:2b:00:e8:e6:7e","DNP3","Rockwell","RTU-7330","5.0.45","2025-10-22T05:13:32.609Z","Protocol Analysis","76","VLAN-38","Low","false","true","4","2","2025-10-14T21:32:23.599Z","false","true","Basic","true","false","67"
"TRA-0054","Pacific Power","Transmission","Grid Controller","192.168.3.78","b7:82:84:54:74:1f","DNP3","ABB","GridController-5608","4.8.19","2025-10-20T10:39:02.956Z","Protocol Analysis","84","VLAN-18","Critical","false","true","0","1","2025-09-29T05:12:21.382Z","true","true","Advanced","false","false","74"
"TRA-0055","Pacific Power","Transmission","HMI","192.168.151.82","d0:cf:e7:02:d9:7b","Modbus TCP","Honeywell","HMI-8011","5.5.25","2025-10-22T23:43:08.022Z","Network Scan","71","VLAN-80","Medium","false","false","4","0","2025-10-05T20:34:02.486Z","true","true","None","false","true","49"
"TRA-0057","Pacific Power","Transmission","HMI","192.168.181.200","af:9a:67:96:57:33","OPC UA","Emerson","HMI-4403","5.9.25","2025-10-18T17:49:55.642Z","Protocol Analysis","74","VLAN-32","Critical","false","false","3","0","2025-10-08T19:14:33.021Z","true","true","Enterprise","false","false","39"
"TRA-0059","Pacific Power","Transmission","Arc Flash Monitor","192.168.184.78","81:60:36:c3:77:bc","Modbus TCP","Honeywell","ArcFlashMonitor-7491","1.5.24","2025-10-24T01:53:57.184Z","SNMP","94","VLAN-68","Critical","true","false","3","2","2025-10-08T10:42:08.284Z","true","true","Enterprise","true","true","100"
"TRA-0061","Pacific Power","Transmission","Protection Relay","192.168.251.9","6d:e8:80:51:f9:cf","Ethernet/IP","Rockwell","ProtectionRelay-7569","2.7.58","2025-10-23T13:12:15.166Z","Asset Inventory","98","VLAN-100","Medium","true","true","2","0","2025-10-16T22:42:45.858Z","false","true","Basic","false","true","60"
"TRA-0062","Pacific Power","Transmission","Protection Relay","192.168.75.144","6c:59:f5:bf:25:68","DNP3","Honeywell","ProtectionRelay-4812","1.2.22","2025-10-18T15:02:25.046Z","Network Scan","86","VLAN-54","Medium","true","true","0","1","2025-10-10T13:21:02.978Z","true","false","Advanced","false","false","7"
"TRA-0064","Pacific Power","Transmission","IED","192.168.54.205","a0:b0:4a:57:7f:2c","Modbus TCP","Honeywell","IED-1326","2.9.90","2025-10-20T06:02:45.560Z","Protocol Analysis","99","VLAN-11","Medium","false","true","2","1","2025-10-09T03:34:07.557Z","true","true","Advanced","true","true","73"
"TRA-0065","Pacific Power","Transmission","DMS","192.168.227.230","cf:3d:c1:19:23:60","DNP3","Emerson","DMS-1504","3.9.55","2025-10-23T06:44:01.658Z","Protocol Analysis","96","VLAN-60","High","true","false","4","1","2025-10-11T14:10:30.655Z","true","true","Advanced","true","true","49"
"TRA-0066","Pacific Power","Transmission","IED","192.168.38.206","17:c4:28:ba:86:84","DNP3","Siemens","IED-2932","5.2.51","2025-10-24T21:25:01.802Z","Asset Inventory","75","VLAN-69","Medium","true","true","0","1","2025-09-30T17:30:53.092Z","false","true","Enterprise","false","false","94"
"TRA-0068","Pacific Power","Transmission","HMI","192.168.138.225","11:54:dd:7b:b3:70","Ethernet/IP","Schneider","HMI-1283","1.1.59","2025-10-24T17:51:16.112Z","Protocol Analysis","84","VLAN-16","Critical","true","false","0","1","2025-10-10T19:57:52.751Z","false","true","Basic","true","true","76"
"TRA-0069","Pacific Power","Transmission","HMI","192.168.212.209","eb:c8:9b:c2:62:ac","Ethernet/IP","Schneider","HMI-5368","2.6.71","2025-10-20T17:13:25.645Z","Asset Inventory","72","VLAN-56","Medium","true","true","1","0","2025-10-05T03:13:54.676Z","true","false","Enterprise","false","true","26"
"TRA-0070","Pacific Power","Transmission","HMI","192.168.80.172","a7:61:6d:ea:19:1e","Modbus TCP","Siemens","HMI-5313","3.5.87","2025-10-23T22:00:08.286Z","SNMP","84","VLAN-82","Critical","true","false","4","0","2025-10-14T03:35:34.837Z","true","true","Enterprise","false","false","78"
"TRA-0071","Pacific Power","Transmission","IED","192.168.243.132","98:f9:8b:66:25:94","Modbus TCP","Honeywell","IED-4670","2.6.59","2025-10-22T17:41:03.172Z","Protocol Analysis","97","VLAN-60","Critical","true","true","1","2","2025-10-18T05:54:28.505Z","true","true","Advanced","false","true","59"
"TRA-0072","Pacific Power","Transmission","DMS","192.168.62.47","7f:b8:c7:f4:46:d2","Profinet","ABB","DMS-8084","4.9.81","2025-10-23T23:53:55.820Z","Asset Inventory","80","VLAN-16","Low","false","true","2","0","2025-10-22T23:39:16.730Z","true","true","Enterprise","false","true","32"
"TRA-0073","Pacific Power","Transmission","EMS","192.168.250.158","82:89:5c:d2:ba:92","DNP3","ABB","EMS-8761","1.1.65","2025-10-23T10:07:51.790Z","SNMP","72","VLAN-72","Critical","false","true","0","0","2025-10-01T04:45:39.926Z","false","true","Enterprise","true","false","27"
"DIS-0074","Pacific Power","Distribution","DMS","192.168.117.174","d1:0c:25:ff:41:61","Profinet","ABB","DMS-2131","1.6.61","2025-10-20T04:42:21.290Z","Network Scan","81","VLAN-5","Critical","false","false","4","1","2025-09-27T21:38:33.297Z","true","true","Enterprise","true","true","30"
"DIS-0075","Pacific Power","Distribution","SCADA","192.168.105.127","9b:bb:10:42:d9:2f","Profinet","Rockwell","SCADA-1272","4.1.38","2025-10-23T19:45:37.223Z","Network Scan","86","VLAN-6","High","true","false","1","2","2025-10-10T11:33:53.894Z","false","true","None","true","true","92"
"DIS-0077","Pacific Power","Distribution","SCADA","192.168.150.194","91:fe:51:3d:b6:16","DNP3","Siemens","SCADA-4242","4.6.6","2025-10-23T13:25:03.118Z","Asset Inventory","93","VLAN-72","High","true","false","4","2","2025-10-10T00:45:10.163Z","true","false","Advanced","true","true","48"
"DIS-0078","Pacific Power","Distribution","Arc Flash Monitor","192.168.208.235","e1:43:60:bc:81:d7","Profinet","Siemens","ArcFlashMonitor-1194","5.4.3","2025-10-19T10:51:32.203Z","Network Scan","78","VLAN-72","Low","true","true","2","2","2025-10-23T19:30:30.925Z","true","false","Enterprise","true","true","67"
"DIS-0079","Pacific Power","Distribution","Grid Controller","192.168.156.18","ac:29:d5:f2:4c:39","OPC UA","Rockwell","GridController-5597","5.8.6","2025-10-19T02:11:58.180Z","SNMP","77","VLAN-40","Low","true","true","4","1","2025-10-09T19:29:27.870Z","true","false","Advanced","true","false","14"
"DIS-0081","Pacific Power","Distribution","SCADA","192.168.125.161","ab:d3:0b:69:75:0f","Profinet","ABB","SCADA-3776","1.6.26","2025-10-24T04:06:39.730Z","SNMP","98","VLAN-93","Critical","true","true","4","0","2025-10-02T18:04:48.577Z","true","true","None","false","true","82"
"DIS-0082","Pacific Power","Distribution","HMI","192.168.58.252","f5:f9:94:67:aa:9b","DNP3","Honeywell","HMI-9832","3.3.9","2025-10-22T03:09:12.140Z","Asset Inventory","72","VLAN-46","Medium","true","false","0","2","2025-10-11T02:14:48.799Z","true","false","Enterprise","false","true","2"
"DIS-0083","Pacific Power","Distribution","RTU","192.168.137.22","d4:a1:8a:8f:14:d2","DNP3","Rockwell","RTU-7761","2.6.69","2025-10-20T00:58:31.048Z","SNMP","71","VLAN-53","Medium","true","false","2","0","2025-10-12T14:41:39.054Z","true","true","Basic","true","true","10"
"DIS-0084","Pacific Power","Distribution","Environmental Monitor","192.168.131.3","2b:e4:54:28:ff:f5","Modbus TCP","Emerson","EnvironmentalMonitor-8716","1.8.30","2025-10-23T19:00:57.902Z","SNMP","86","VLAN-83","Critical","true","true","1","1","2025-10-16T22:07:55.125Z","false","true","Basic","true","true","27"
"DIS-0085","Pacific Power","Distribution","DMS","192.168.92.191","6c:fc:81:16:46:a3","OPC UA","Honeywell","DMS-9186","1.2.27","2025-10-24T19:55:24.479Z","Asset Inventory","94","VLAN-78","Low","true","true","0","0","2025-10-20T05:30:55.572Z","false","true","Advanced","false","false","37"
"DIS-0086","Pacific Power","Distribution","Grid Controller","192.168.46.242","45:94:d8:3d:bf:05","DNP3","Siemens","GridController-4222","4.2.31","2025-10-22T04:25:01.950Z","Network Scan","72","VLAN-64","Low","true","false","3","1","2025-09-24T23:48:23.537Z","true","true","Basic","true","false","15"
"DIS-0088","Pacific Power","Distribution","EMS","192.168.214.7","80:3c:32:35:6f:d8","OPC UA","Honeywell","EMS-5296","3.6.63","2025-10-20T20:12:43.415Z","SNMP","78","VLAN-50","Medium","false","true","4","0","2025-10-10T19:12:06.660Z","false","true","Basic","false","true","67"
"DIS-0090","Pacific Power","Distribution","Grid Controller","192.168.215.223","f4:f9:d8:5a:53:0b","OPC UA","Rockwell","GridController-9199","4.9.33","2025-10-18T16:16:39.985Z","Asset Inventory","81","VLAN-47","High","true","false","2","0","2025-10-04T19:22:06.604Z","false","true","Advanced","false","true","13"
"DIS-0091","Pacific Power","Distribution","SCADA","192.168.36.112","24:cf:54:6e:c8:90","OPC UA","ABB","SCADA-9788","4.5.85","2025-10-24T08:23:17.761Z","SNMP","74","VLAN-57","Low","false","false","0","1","2025-10-10T00:13:42.635Z","true","true","Basic","true","true","44"
"DIS-0093","Pacific Power","Distribution","Protection Relay","192.168.50.135","88:a0:95:89:7a:e6","OPC UA","Emerson","ProtectionRelay-7722","1.4.88","2025-10-19T21:12:16.005Z","Network Scan","97","VLAN-97","Medium","false","true","2","1","2025-10-16T20:49:44.994Z","true","true","Advanced","true","true","76"
"DIS-0094","Pacific Power","Distribution","IED","192.168.114.165","47:ac:2f:d0:d0:89","OPC UA","Schneider","IED-7397","1.5.28","2025-10-18T20:33:39.195Z","SNMP","72","VLAN-51","Medium","false","false","2","1","2025-10-09T12:10:38.727Z","false","true","None","true","true","13"
"DIS-0095","Pacific Power","Distribution","DMS","192.168.198.127","19:7c:e7:8b:5b:06","DNP3","ABB","DMS-2075","3.4.52","2025-10-19T04:26:56.701Z","Network Scan","87","VLAN-69","Medium","true","false","1","1","2025-10-02T23:54:22.479Z","true","true","Advanced","false","true","31"
"DIS-0096","Pacific Power","Distribution","SCADA","192.168.1.153","4b:8f:6d:c6:44:28","Ethernet/IP","Schneider","SCADA-1899","4.4.77","2025-10-21T04:57:13.265Z","Network Scan","78","VLAN-75","Critical","true","false","0","2","2025-10-21T22:56:25.554Z","false","false","None","false","false","4"
"DIS-0099","Pacific Power","Distribution","Grid Controller","192.168.17.224","cb:4a:47:f0:f9:75","Profinet","Rockwell","GridController-9088","2.2.97","2025-10-23T15:54:17.064Z","Protocol Analysis","88","VLAN-75","Critical","true","true","3","1","2025-09-29T02:02:54.081Z","true","true","Basic","false","false","80"
"DIS-0100","Pacific Power","Distribution","DMS","192.168.212.243","d3:20:bb:57:77:92","DNP3","ABB","DMS-8148","3.5.70","2025-10-20T03:22:27.198Z","Network Scan","80","VLAN-5","Critical","false","false","1","1","2025-10-13T08:57:19.700Z","true","true","Advanced","true","true","80"
"DIS-0101","Pacific Power","Distribution","SCADA","192.168.133.238","65:d4:24:a2:9f:bb","DNP3","Schneider","SCADA-8557","3.7.51","2025-10-23T15:04:40.492Z","Asset Inventory","77","VLAN-45","High","true","true","2","2","2025-09-29T12:21:38.595Z","true","true","Basic","true","false","16"
"CON-0102","Pacific Power","Control Center","DMS","192.168.0.206","2b:fb:6b:3d:4a:b6","Ethernet/IP","ABB","DMS-8226","3.0.10","2025-10-20T21:21:02.971Z","Network Scan","92","VLAN-84","Low","false","false","3","0","2025-10-21T14:25:24.832Z","true","true","Basic","false","true","26"
"CON-0104","Pacific Power","Control Center","Grid Controller","192.168.130.163","86:a4:a4:11:e6:22","Profinet","Rockwell","GridController-9562","3.8.59","2025-10-18T19:13:22.301Z","Network Scan","75","VLAN-58","High","true","false","3","0","2025-10-10T02:02:58.519Z","true","true","Enterprise","true","true","4"
"CON-0105","Pacific Power","Control Center","EMS","192.168.102.35","d8:81:50:72:77:b7","Ethernet/IP","Siemens","EMS-8137","1.6.28","2025-10-21T08:17:02.107Z","SNMP","96","VLAN-96","Critical","true","true","1","0","2025-10-07T20:18:06.582Z","true","true","Basic","false","true","67"
"CON-0109","Pacific Power","Control Center","DMS","192.168.171.236","b5:93:1d:59:f0:44","Modbus TCP","Schneider","DMS-2979","5.8.90","2025-10-23T12:03:02.328Z","Asset Inventory","94","VLAN-31","Critical","true","false","1","2","2025-09-25T04:07:02.879Z","true","false","Basic","true","true","36"
"CON-0110","Pacific Power","Control Center","EMS","192.168.50.9","d1:4f:e2:a9:c7:f0","DNP3","Schneider","EMS-6715","5.1.57","2025-10-19T20:01:26.000Z","Network Scan","83","VLAN-3","High","false","true","4","1","2025-10-24T06:27:59.729Z","true","false","Advanced","false","false","24"
"CON-0112","Pacific Power","Control Center","RTU","192.168.218.50","15:f0:b4:62:33:8e","DNP3","Emerson","RTU-6933","4.6.27","2025-10-18T03:21:35.995Z","SNMP","76","VLAN-84","Medium","false","true","1","2","2025-10-01T20:10:13.150Z","true","false","Enterprise","true","false","11"
"CON-0113","Pacific Power","Control Center","Grid Controller","192.168.56.246","2b:72:fb:90:a4:ca","Modbus TCP","ABB","GridController-2479","1.3.97","2025-10-22T19:14:42.364Z","Asset Inventory","81","VLAN-73","Low","false","true","2","2","2025-10-01T06:31:44.963Z","true","true","None","true","true","68"
"CON-0114","Pacific Power","Control Center","IED","192.168.1.69","a2:51:e7:09:ba:8a","DNP3","Rockwell","IED-1772","3.4.67","2025-10-19T20:24:52.091Z","Network Scan","84","VLAN-78","High","false","true","0","1","2025-09-26T23:54:48.923Z","false","true","None","true","false","41"
"CON-0115","Pacific Power","Control Center","Environmental Monitor","192.168.245.10","0b:15:d0:ea:48:39","DNP3","Siemens","EnvironmentalMonitor-3652","2.5.87","2025-10-20T20:16:11.956Z","Protocol Analysis","89","VLAN-50","Low","true","false","0","0","2025-09-30T16:20:28.689Z","false","false","None","true","true","25"
"CON-0117","Pacific Power","Control Center","RTU","192.168.122.127","c8:6c:9a:4f:30:b5","DNP3","ABB","RTU-7996","1.7.54","2025-10-19T07:55:27.153Z","Protocol Analysis","99","VLAN-12","High","true","false","2","0","2025-09-28T08:57:36.717Z","false","false","None","true","true","96"
"CON-0118","Pacific Power","Control Center","EMS","192.168.6.113","4a:fa:91:50:7b:3e","DNP3","Honeywell","EMS-5378","1.3.8","2025-10-19T02:11:41.997Z","Asset Inventory","84","VLAN-70","Medium","true","false","0","2","2025-10-22T20:26:00.486Z","true","true","None","true","false","60"
"CON-0119","Pacific Power","Control Center","IED","192.168.72.15","aa:5d:0a:c4:25:97","OPC UA","ABB","IED-2941","4.3.75","2025-10-22T04:01:54.869Z","Network Scan","94","VLAN-34","High","false","true","1","0","2025-10-21T06:02:24.986Z","true","true","Advanced","false","true","74"
"CON-0120","Pacific Power","Control Center","Environmental Monitor","192.168.53.133","14:5e:f0:0b:1e:82","OPC UA","ABB","EnvironmentalMonitor-9820","3.5.18","2025-10-20T07:26:06.446Z","Asset Inventory","76","VLAN-79","Medium","true","false","4","1","2025-10-22T06:09:05.824Z","false","false","Basic","true","true","33"
"CON-0121","Pacific Power","Control Center","Environmental Monitor","192.168.173.64","a1:74:c8:65:19:81","Modbus TCP","Siemens","EnvironmentalMonitor-2324","1.5.3","2025-10-22T18:35:07.979Z","Asset Inventory","82","VLAN-11","Critical","true","false","2","0","2025-10-17T01:38:58.122Z","true","true","None","false","true","3"
