tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"GEN-018","Pacific Power","Generation Unit","EMS","192.168.118.158","e6:5d:c3:27:5c:c4","Modbus TCP","Emerson","EMS-9870","3.5.31","2025-10-24T15:59:14.439Z","Protocol Analysis","68","VLAN-79","Low","true","false"
"GEN-019","Pacific Power","Generation Unit","Grid Controller","192.168.25.130","c9:82:30:72:eb:9a","OPC UA","Rockwell","GridController-3512","5.1.34","2025-10-24T03:40:52.184Z","Asset Inventory","75","VLAN-3","High","true","false"
"GEN-020","Pacific Power","Generation Unit","RTU","192.168.247.103","45:81:eb:f4:26:29","Modbus TCP","Schneider","RTU-6093","1.3.68","2025-10-23T10:29:19.019Z","Network Scan","85","VLAN-54","High","true","false"
"GEN-021","Pacific Power","Generation Unit","Protection Relay","192.168.139.76","d2:87:98:e1:70:7c","OPC UA","Siemens","ProtectionRelay-2390","5.7.47","2025-10-23T11:54:54.181Z","Protocol Analysis","97","VLAN-46","High","true","true"
"GEN-022","Pacific Power","Generation Unit","DMS","192.168.50.220","1f:99:e5:c2:08:99","Ethernet/IP","Schneider","DMS-4584","3.9.42","2025-10-23T14:48:33.043Z","Protocol Analysis","78","VLAN-44","Low","false","false"
"GEN-023","Pacific Power","Generation Unit","IED","192.168.81.208","ae:a6:05:85:4d:f3","Modbus TCP","Emerson","IED-9182","5.3.44","2025-10-17T22:51:56.843Z","Network Scan","98","VLAN-12","Critical","true","false"
"GEN-024","Pacific Power","Generation Unit","IED","192.168.138.110","7b:22:36:d5:e1:f9","OPC UA","Rockwell","IED-7540","2.9.18","2025-10-18T13:13:37.631Z","Network Scan","98","VLAN-21","Critical","false","true"
"GEN-025","Pacific Power","Generation Unit","Environmental Monitor","192.168.161.161","6e:69:92:5a:36:db","Modbus TCP","Honeywell","EnvironmentalMonitor-9952","2.8.31","2025-10-21T06:36:01.528Z","Asset Inventory","71","VLAN-29","Medium","false","false"
"GEN-026","Pacific Power","Generation Unit","RTU","192.168.103.98","3d:31:94:b3:e1:09","Profinet","Siemens","RTU-5781","3.5.71","2025-10-18T05:18:20.898Z","Protocol Analysis","80","VLAN-25","High","true","true"
"GEN-027","Pacific Power","Generation Unit","Grid Controller","192.168.173.243","52:16:32:96:e7:c2","Modbus TCP","Rockwell","GridController-1211","3.7.44","2025-10-21T22:49:38.109Z","SNMP","89","VLAN-69","Low","true","true"
"GEN-028","Pacific Power","Generation Unit","Environmental Monitor","192.168.4.175","01:f7:05:d7:e2:e6","OPC UA","Emerson","EnvironmentalMonitor-1635","5.9.50","2025-10-23T23:16:54.319Z","Network Scan","79","VLAN-3","Medium","true","true"
"GEN-029","Pacific Power","Generation Unit","Arc Flash Monitor","192.168.105.224","83:8c:e0:00:26:8d","Modbus TCP","ABB","ArcFlashMonitor-3400","4.3.44","2025-10-19T04:57:07.392Z","Protocol Analysis","81","VLAN-34","Low","true","false"
"GEN-030","Pacific Power","Generation Unit","Grid Controller","192.168.53.209","4a:e4:db:ef:d2:2b","DNP3","Honeywell","GridController-5547","4.4.2","2025-10-20T21:27:46.344Z","SNMP","99","VLAN-62","Low","false","true"
"GEN-031","Pacific Power","Generation Unit","Grid Controller","192.168.136.162","b8:28:ba:5c:15:8d","Ethernet/IP","Siemens","GridController-3901","3.8.35","2025-10-18T21:00:01.438Z","Network Scan","88","VLAN-13","High","true","true"
"GEN-032","Pacific Power","Generation Unit","Grid Controller","192.168.236.234","50:e3:1b:2a:19:48","DNP3","Schneider","GridController-6881","2.0.53","2025-10-22T08:02:48.394Z","Network Scan","67","VLAN-87","Medium","false","false"
"GEN-033","Pacific Power","Generation Unit","HMI","192.168.26.186","b8:9e:53:7a:fe:ad","Profinet","Rockwell","HMI-8543","3.4.86","2025-10-23T12:36:23.954Z","Protocol Analysis","68","VLAN-3","Medium","true","true"
"GEN-034","Pacific Power","Generation Unit","Environmental Monitor","192.168.229.226","e5:64:40:91:11:12","Ethernet/IP","Honeywell","EnvironmentalMonitor-7290","5.5.38","2025-10-21T10:02:53.043Z","Protocol Analysis","60","VLAN-30","High","true","false"
"GEN-035","Pacific Power","Generation Unit","HMI","192.168.232.85","3e:35:dd:f3:7f:b6","OPC UA","Rockwell","HMI-4416","4.1.16","2025-10-23T19:29:47.424Z","Asset Inventory","65","VLAN-52","Critical","true","true"
"GEN-036","Pacific Power","Generation Unit","DMS","192.168.146.17","71:2b:af:b0:e5:58","Ethernet/IP","Siemens","DMS-1026","3.5.6","2025-10-19T12:24:56.628Z","Network Scan","93","VLAN-14","Medium","true","false"
"GEN-037","Pacific Power","Generation Unit","EMS","192.168.23.48","9d:27:24:63:96:a0","Ethernet/IP","Rockwell","EMS-3655","1.5.85","2025-10-20T13:06:23.553Z","Protocol Analysis","79","VLAN-87","Critical","true","true"
"GEN-038","Pacific Power","Generation Unit","Environmental Monitor","192.168.245.242","82:22:94:bb:b0:e5","Ethernet/IP","Siemens","EnvironmentalMonitor-1178","2.3.94","2025-10-24T01:31:36.242Z","SNMP","67","VLAN-36","Low","false","true"
"GEN-039","Pacific Power","Generation Unit","HMI","192.168.234.61","a7:d9:00:7f:07:39","OPC UA","Emerson","HMI-3002","4.2.65","2025-10-23T12:45:31.277Z","Protocol Analysis","64","VLAN-60","Medium","false","true"
"GEN-040","Pacific Power","Generation Unit","Grid Controller","192.168.223.148","a6:82:df:49:a5:01","DNP3","Schneider","GridController-4529","4.3.84","2025-10-19T15:30:30.756Z","Protocol Analysis","96","VLAN-53","High","true","true"
"GEN-041","Pacific Power","Generation Unit","IED","192.168.80.82","62:1d:e9:b6:c3:1e","DNP3","ABB","IED-5227","5.0.88","2025-10-21T19:06:47.235Z","SNMP","84","VLAN-84","Critical","false","false"
"GEN-042","Pacific Power","Generation Unit","Protection Relay","192.168.173.127","75:69:8b:84:9a:e9","DNP3","Rockwell","ProtectionRelay-9074","3.7.68","2025-10-19T13:42:03.534Z","Network Scan","99","VLAN-75","Critical","true","false"
"GEN-043","Pacific Power","Generation Unit","SCADA","192.168.25.118","c1:3d:af:f8:94:23","OPC UA","Siemens","SCADA-8580","2.2.19","2025-10-22T14:51:04.160Z","Network Scan","90","VLAN-82","High","true","true"
"GEN-044","Pacific Power","Generation Unit","DMS","192.168.109.121","93:d8:5a:85:c5:53","OPC UA","Honeywell","DMS-7296","4.3.40","2025-10-18T16:53:11.439Z","Asset Inventory","76","VLAN-25","High","true","true"
"GEN-045","Pacific Power","Generation Unit","SCADA","192.168.27.152","f3:05:0a:38:e4:73","Modbus TCP","Emerson","SCADA-1546","1.4.39","2025-10-21T13:42:04.409Z","Asset Inventory","87","VLAN-31","Low","true","true"
"GEN-046","Pacific Power","Generation Unit","IED","192.168.142.20","aa:6f:98:40:57:53","OPC UA","Siemens","IED-6107","1.0.84","2025-10-18T23:20:59.471Z","Asset Inventory","77","VLAN-93","Medium","false","false"
"GEN-047","Pacific Power","Generation Unit","SCADA","192.168.28.70","05:24:3a:9c:f1:dc","Profinet","Siemens","SCADA-2593","2.9.52","2025-10-18T05:51:41.991Z","Network Scan","92","VLAN-60","Medium","true","false"
"TRA-001","Pacific Power","Transmission","Environmental Monitor","192.168.253.151","32:a8:5a:23:a3:61","Ethernet/IP","Schneider","EnvironmentalMonitor-9633","5.1.54","2025-10-19T05:06:27.052Z","Protocol Analysis","90","VLAN-98","Low","true","false"
"TRA-002","Pacific Power","Transmission","IED","192.168.141.248","a8:2e:65:1e:11:97","DNP3","ABB","IED-6843","5.6.5","2025-10-21T18:15:22.086Z","Network Scan","71","VLAN-8","Medium","true","true"
"TRA-003","Pacific Power","Transmission","Protection Relay","192.168.223.47","99:4d:cf:e0:59:9e","Modbus TCP","Rockwell","ProtectionRelay-5339","1.0.43","2025-10-19T16:01:45.399Z","SNMP","70","VLAN-52","Low","true","false"
"TRA-004","Pacific Power","Transmission","Grid Controller","192.168.241.147","d5:b6:05:d5:54:c9","DNP3","Emerson","GridController-7478","1.5.34","2025-10-19T17:36:34.518Z","Network Scan","87","VLAN-90","Critical","false","false"
"TRA-005","Pacific Power","Transmission","HMI","192.168.249.107","ed:18:5a:1c:21:9e","OPC UA","Emerson","HMI-1138","2.0.87","2025-10-19T17:19:55.895Z","Network Scan","91","VLAN-35","High","true","true"
"TRA-006","Pacific Power","Transmission","HMI","192.168.138.152","14:ec:1c:0f:ef:1f","DNP3","Honeywell","HMI-9129","4.0.73","2025-10-20T14:38:29.030Z","Network Scan","68","VLAN-60","Medium","true","false"
"TRA-007","Pacific Power","Transmission","RTU","192.168.61.90","ba:23:c9:18:fa:aa","Profinet","Rockwell","RTU-8067","1.1.1","2025-10-20T15:56:58.345Z","Network Scan","68","VLAN-57","Low","false","true"
"TRA-008","Pacific Power","Transmission","Arc Flash Monitor","192.168.140.48","e0:cf:9f:c8:53:35","Modbus TCP","Emerson","ArcFlashMonitor-4345","5.4.90","2025-10-23T19:55:20.255Z","SNMP","97","VLAN-68","Critical","true","false"
"TRA-009","Pacific Power","Transmission","Arc Flash Monitor","192.168.102.98","4d:80:35:28:6a:db","OPC UA","Siemens","ArcFlashMonitor-1597","3.9.15","2025-10-23T13:54:33.024Z","Asset Inventory","72","VLAN-47","High","true","false"
"TRA-010","Pacific Power","Transmission","Grid Controller","192.168.244.64","13:3b:bd:cc:aa:70","DNP3","Honeywell","GridController-4554","1.5.5","2025-10-18T02:42:25.448Z","SNMP","77","VLAN-49","Medium","true","true"
"TRA-011","Pacific Power","Transmission","DMS","192.168.187.53","b1:1d:4d:c1:32:1f","DNP3","Honeywell","DMS-6764","2.4.36","2025-10-19T17:49:50.896Z","Asset Inventory","87","VLAN-73","Medium","false","true"
"TRA-012","Pacific Power","Transmission","EMS","192.168.70.137","16:0b:b5:fb:b8:79","DNP3","Schneider","EMS-8800","5.2.22","2025-10-20T11:21:19.606Z","Protocol Analysis","97","VLAN-36","Critical","false","false"
"TRA-013","Pacific Power","Transmission","HMI","192.168.136.171","bb:d6:aa:4f:5a:59","Ethernet/IP","Rockwell","HMI-7766","2.3.17","2025-10-21T22:15:28.064Z","Asset Inventory","66","VLAN-7","Low","false","true"
"TRA-014","Pacific Power","Transmission","Arc Flash Monitor","192.168.70.101","91:48:96:7f:d3:49","Ethernet/IP","Schneider","ArcFlashMonitor-9967","3.9.74","2025-10-23T22:39:59.989Z","Asset Inventory","83","VLAN-53","High","false","false"
"TRA-015","Pacific Power","Transmission","Arc Flash Monitor","192.168.123.175","5b:a0:73:ad:7e:9d","OPC UA","Siemens","ArcFlashMonitor-4470","2.4.57","2025-10-21T20:19:33.627Z","Network Scan","95","VLAN-9","Medium","true","true"
"TRA-016","Pacific Power","Transmission","Environmental Monitor","192.168.242.121","af:d2:14:14:1b:24","Ethernet/IP","Siemens","EnvironmentalMonitor-1029","2.9.71","2025-10-19T12:38:31.348Z","Protocol Analysis","76","VLAN-19","Medium","false","false"
"TRA-017","Pacific Power","Transmission","SCADA","192.168.218.129","1f:97:21:80:f2:1f","DNP3","Siemens","SCADA-2543","1.8.40","2025-10-19T19:10:02.585Z","Asset Inventory","90","VLAN-70","Medium","true","true"
"TRA-018","Pacific Power","Transmission","IED","192.168.103.45","5f:08:b6:2d:d6:c9","Profinet","Schneider","IED-5088","3.6.76","2025-10-23T23:40:32.998Z","Network Scan","98","VLAN-85","Critical","true","false"
"TRA-019","Pacific Power","Transmission","Arc Flash Monitor","192.168.224.111","41:d8:c9:05:ca:55","Profinet","Emerson","ArcFlashMonitor-7627","3.7.61","2025-10-21T14:55:12.083Z","Asset Inventory","92","VLAN-26","Low","true","true"
"TRA-020","Pacific Power","Transmission","RTU","192.168.225.214","8c:50:1e:88:9b:9c","Ethernet/IP","Emerson","RTU-7721","4.1.91","2025-10-21T17:36:55.759Z","Asset Inventory","96","VLAN-43","High","true","false"
"TRA-021","Pacific Power","Transmission","Protection Relay","192.168.72.206","f1:1f:0d:20:c6:29","Profinet","Rockwell","ProtectionRelay-8283","1.0.79","2025-10-24T15:42:59.606Z","Asset Inventory","79","VLAN-85","High","true","true"
"TRA-022","Pacific Power","Transmission","Arc Flash Monitor","192.168.183.32","50:4c:0a:5a:68:1d","Ethernet/IP","Siemens","ArcFlashMonitor-2272","1.6.69","2025-10-22T01:00:38.168Z","SNMP","95","VLAN-50","High","true","false"
"TRA-023","Pacific Power","Transmission","Arc Flash Monitor","192.168.146.50","44:75:5e:0b:34:5d","OPC UA","ABB","ArcFlashMonitor-2258","4.5.34","2025-10-23T13:41:40.787Z","Asset Inventory","95","VLAN-18","Low","true","true"
"TRA-024","Pacific Power","Transmission","EMS","192.168.127.175","7d:ab:16:a7:5f:5d","Ethernet/IP","Schneider","EMS-3164","2.3.85","2025-10-19T07:47:14.088Z","Network Scan","91","VLAN-30","High","false","false"
"TRA-025","Pacific Power","Transmission","Protection Relay","192.168.158.159","e9:3e:95:c2:bf:29","OPC UA","Schneider","ProtectionRelay-1758","1.9.26","2025-10-18T19:34:27.930Z","Network Scan","75","VLAN-33","Low","true","true"
"TRA-026","Pacific Power","Transmission","DMS","192.168.217.202","ec:72:4f:06:68:73","Ethernet/IP","Siemens","DMS-7553","2.3.68","2025-10-22T09:50:15.680Z","Protocol Analysis","82","VLAN-23","Low","true","true"
"TRA-027","Pacific Power","Transmission","IED","192.168.91.251","a7:36:59:46:fa:7a","Profinet","ABB","IED-4595","3.6.35","2025-10-19T16:05:15.386Z","Asset Inventory","72","VLAN-33","High","true","true"
"TRA-028","Pacific Power","Transmission","SCADA","192.168.4.56","4c:43:fe:5f:85:4a","DNP3","ABB","SCADA-8996","5.4.93","2025-10-22T22:02:32.127Z","Network Scan","67","VLAN-81","High","true","true"
"TRA-029","Pacific Power","Transmission","RTU","192.168.23.246","65:db:53:82:cc:4e","OPC UA","Honeywell","RTU-5989","5.2.23","2025-10-22T12:45:15.234Z","Asset Inventory","91","VLAN-4","High","true","false"
"TRA-030","Pacific Power","Transmission","Environmental Monitor","192.168.157.150","8b:99:d4:a2:59:8d","DNP3","Rockwell","EnvironmentalMonitor-1693","3.0.93","2025-10-17T22:45:49.787Z","Network Scan","80","VLAN-79","Medium","false","true"
"TRA-031","Pacific Power","Transmission","IED","192.168.206.196","1f:38:aa:3b:ef:1e","Ethernet/IP","Schneider","IED-7087","4.7.78","2025-10-21T09:46:32.739Z","SNMP","70","VLAN-79","Medium","false","true"
"TRA-032","Pacific Power","Transmission","Arc Flash Monitor","192.168.112.15","cc:da:65:f0:a0:d8","OPC UA","Schneider","ArcFlashMonitor-5111","2.6.40","2025-10-23T16:04:25.932Z","Network Scan","94","VLAN-75","Low","true","false"
"TRA-033","Pacific Power","Transmission","RTU","192.168.94.187","ff:82:50:2a:3e:f8","Modbus TCP","Honeywell","RTU-6124","4.0.41","2025-10-24T01:30:21.349Z","SNMP","88","VLAN-37","Low","true","false"
"TRA-034","Pacific Power","Transmission","Arc Flash Monitor","192.168.124.25","fb:e6:00:7d:c8:53","Ethernet/IP","Siemens","ArcFlashMonitor-1234","4.9.57","2025-10-18T16:09:23.346Z","Asset Inventory","85","VLAN-84","High","true","true"
"TRA-035","Pacific Power","Transmission","Environmental Monitor","192.168.223.51","f3:95:ad:41:cb:88","Ethernet/IP","Honeywell","EnvironmentalMonitor-1980","4.0.84","2025-10-22T04:17:04.361Z","Network Scan","82","VLAN-100","Medium","false","true"
"TRA-036","Pacific Power","Transmission","DMS","192.168.202.155","be:13:5c:2b:0f:ca","DNP3","Rockwell","DMS-5201","1.6.6","2025-10-24T10:42:23.485Z","Network Scan","61","VLAN-78","Medium","true","false"
"TRA-037","Pacific Power","Transmission","SCADA","192.168.40.104","53:3f:08:89:60:7a","DNP3","Schneider","SCADA-6000","1.8.77","2025-10-19T22:01:30.398Z","Protocol Analysis","78","VLAN-88","Critical","false","true"
"TRA-038","Pacific Power","Transmission","EMS","192.168.236.204","e7:51:87:e7:db:19","OPC UA","Schneider","EMS-4751","2.2.25","2025-10-24T03:29:24.179Z","Network Scan","84","VLAN-23","High","true","true"
"TRA-039","Pacific Power","Transmission","Environmental Monitor","192.168.222.9","11:66:9d:df:2f:d6","OPC UA","Siemens","EnvironmentalMonitor-7378","3.7.71","2025-10-21T02:22:48.435Z","Protocol Analysis","67","VLAN-49","Critical","true","true"
"TRA-040","Pacific Power","Transmission","Environmental Monitor","192.168.102.117","bc:3c:64:23:08:9b","OPC UA","Rockwell","EnvironmentalMonitor-5516","5.6.44","2025-10-21T19:21:53.499Z","Network Scan","95","VLAN-48","High","true","false"
"TRA-041","Pacific Power","Transmission","SCADA","192.168.120.3","cd:6a:cd:ce:25:42","DNP3","Siemens","SCADA-8407","4.6.20","2025-10-21T18:49:22.731Z","Protocol Analysis","67","VLAN-10","High","false","true"
"TRA-042","Pacific Power","Transmission","DMS","192.168.98.107","23:8b:e9:66:c7:e4","Ethernet/IP","Schneider","DMS-5866","5.2.89","2025-10-19T10:06:20.349Z","Asset Inventory","70","VLAN-45","High","true","true"
"TRA-043","Pacific Power","Transmission","IED","192.168.233.123","92:05:19:91:0a:ec","OPC UA","ABB","IED-1108","3.6.30","2025-10-18T14:02:37.433Z","SNMP","66","VLAN-100","Low","false","true"
"TRA-044","Pacific Power","Transmission","EMS","192.168.173.98","64:40:a1:9b:92:f2","DNP3","Rockwell","EMS-9142","1.7.65","2025-10-21T06:44:32.330Z","Protocol Analysis","93","VLAN-62","Critical","true","true"
"TRA-045","Pacific Power","Transmission","SCADA","192.168.26.107","6d:33:d3:c9:c8:55","OPC UA","Rockwell","SCADA-3305","3.0.1","2025-10-22T16:55:43.219Z","Network Scan","95","VLAN-23","Low","true","false"
"TRA-046","Pacific Power","Transmission","IED","192.168.109.137","fb:bc:1c:a7:88:cb","Modbus TCP","Rockwell","IED-1197","1.9.99","2025-10-23T16:47:56.505Z","Protocol Analysis","81","VLAN-77","High","false","false"
"DIS-001","Pacific Power","Distribution","Protection Relay","192.168.190.138","8b:52:60:8a:4e:37","Profinet","ABB","ProtectionRelay-7059","3.6.89","2025-10-20T05:44:11.921Z","Protocol Analysis","95","VLAN-17","Critical","false","false"
"DIS-002","Pacific Power","Distribution","Environmental Monitor","192.168.65.61","0c:6c:c7:46:41:17","Ethernet/IP","Emerson","EnvironmentalMonitor-3670","5.9.13","2025-10-18T09:44:05.149Z","SNMP","98","VLAN-45","Low","true","false"
"DIS-003","Pacific Power","Distribution","EMS","192.168.30.209","d7:01:67:86:b6:65","Modbus TCP","Honeywell","EMS-3841","3.2.80","2025-10-20T22:37:28.192Z","Protocol Analysis","65","VLAN-77","Medium","true","true"
"DIS-004","Pacific Power","Distribution","HMI","192.168.76.20","c6:d3:eb:99:d2:4d","Modbus TCP","Rockwell","HMI-2511","1.9.17","2025-10-21T22:54:41.443Z","Asset Inventory","78","VLAN-98","High","true","false"
"DIS-005","Pacific Power","Distribution","IED","192.168.199.175","9d:7d:d3:9f:b5:b1","DNP3","Emerson","IED-7621","2.7.82","2025-10-22T03:00:46.361Z","Network Scan","94","VLAN-31","Critical","true","true"
"DIS-006","Pacific Power","Distribution","EMS","192.168.76.118","e9:d8:66:a7:0c:20","Profinet","Schneider","EMS-3947","2.0.73","2025-10-21T08:01:30.066Z","Protocol Analysis","79","VLAN-56","Critical","true","true"
"DIS-007","Pacific Power","Distribution","SCADA","192.168.172.153","13:47:e3:07:ee:9e","Profinet","Siemens","SCADA-9617","3.3.21","2025-10-24T06:49:44.594Z","Asset Inventory","98","VLAN-5","Low","true","true"
"DIS-008","Pacific Power","Distribution","IED","192.168.156.219","c8:cf:fa:f4:bb:7e","Modbus TCP","Honeywell","IED-9678","5.9.51","2025-10-22T13:02:40.085Z","SNMP","78","VLAN-100","High","true","true"
"DIS-009","Pacific Power","Distribution","IED","192.168.226.135","58:9e:d5:e9:b8:82","Ethernet/IP","Rockwell","IED-9393","3.0.63","2025-10-20T16:30:24.214Z","Network Scan","61","VLAN-89","High","true","false"
"DIS-010","Pacific Power","Distribution","Grid Controller","192.168.10.178","39:28:b9:64:f0:b2","OPC UA","Emerson","GridController-5862","5.5.57","2025-10-19T07:18:14.204Z","Protocol Analysis","83","VLAN-18","Critical","false","false"
"DIS-011","Pacific Power","Distribution","DMS","192.168.174.124","3c:17:f2:ba:82:c3","Profinet","Emerson","DMS-1256","5.7.84","2025-10-19T00:35:23.279Z","SNMP","88","VLAN-57","High","false","true"
"DIS-012","Pacific Power","Distribution","Grid Controller","192.168.80.137","d0:ca:0f:18:a3:62","Modbus TCP","Emerson","GridController-9099","2.0.71","2025-10-19T09:36:42.484Z","Network Scan","83","VLAN-53","Medium","true","false"
"DIS-013","Pacific Power","Distribution","DMS","192.168.65.11","f1:a2:da:c9:2d:8d","Profinet","ABB","DMS-5762","3.3.31","2025-10-23T12:30:38.566Z","SNMP","62","VLAN-69","Critical","true","true"
"DIS-014","Pacific Power","Distribution","DMS","192.168.222.247","1c:84:00:42:12:70","Profinet","Schneider","DMS-3499","4.7.0","2025-10-21T13:14:50.799Z","Network Scan","88","VLAN-17","High","true","false"
"DIS-015","Pacific Power","Distribution","IED","192.168.46.41","6a:e2:f2:12:c8:d9","Ethernet/IP","Siemens","IED-9618","4.7.73","2025-10-19T06:06:32.855Z","Network Scan","87","VLAN-47","Critical","true","true"
"DIS-016","Pacific Power","Distribution","DMS","192.168.241.65","e8:98:3a:fd:2a:63","DNP3","Honeywell","DMS-3923","4.4.0","2025-10-21T22:14:19.287Z","Network Scan","82","VLAN-87","High","true","true"
"DIS-017","Pacific Power","Distribution","Grid Controller","192.168.62.133","03:88:d2:6d:55:cc","DNP3","ABB","GridController-5902","1.5.33","2025-10-21T17:14:54.998Z","Network Scan","77","VLAN-36","Critical","false","true"
"DIS-018","Pacific Power","Distribution","DMS","192.168.29.184","32:4f:11:5a:88:31","DNP3","Siemens","DMS-5111","1.8.93","2025-10-18T09:44:35.170Z","Network Scan","89","VLAN-97","Critical","true","true"
"DIS-019","Pacific Power","Distribution","Protection Relay","192.168.43.11","31:aa:b0:94:9e:f4","Profinet","Schneider","ProtectionRelay-1138","3.1.95","2025-10-22T14:54:56.870Z","Protocol Analysis","82","VLAN-12","Low","true","false"
"DIS-020","Pacific Power","Distribution","EMS","192.168.193.194","f2:1c:8a:c1:24:51","Modbus TCP","Honeywell","EMS-7621","4.0.86","2025-10-18T01:04:11.471Z","Network Scan","65","VLAN-42","High","false","false"
"DIS-021","Pacific Power","Distribution","HMI","192.168.9.9","8b:8b:9d:95:3c:97","Modbus TCP","ABB","HMI-8821","5.1.67","2025-10-18T21:04:12.487Z","Asset Inventory","77","VLAN-70","High","true","false"
"DIS-022","Pacific Power","Distribution","EMS","192.168.242.10","3f:92:39:5f:66:3c","Modbus TCP","Siemens","EMS-2786","3.9.65","2025-10-20T02:53:26.103Z","Asset Inventory","90","VLAN-79","Critical","true","false"
"DIS-023","Pacific Power","Distribution","HMI","192.168.100.169","ce:b7:55:34:44:5d","Profinet","ABB","HMI-6564","5.0.19","2025-10-22T08:57:46.468Z","Protocol Analysis","80","VLAN-10","Critical","true","false"
"DIS-024","Pacific Power","Distribution","SCADA","192.168.133.76","97:80:d5:73:36:a9","Modbus TCP","Honeywell","SCADA-4309","1.7.80","2025-10-23T15:32:22.332Z","Asset Inventory","82","VLAN-12","Medium","true","true"
"DIS-025","Pacific Power","Distribution","SCADA","192.168.146.228","03:e0:3e:c8:7e:8c","DNP3","Rockwell","SCADA-7633","5.6.24","2025-10-17T19:30:52.182Z","Asset Inventory","90","VLAN-52","High","true","true"
