tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
,192.168.10.10,fd:08:18:29:67:69,,Servo Drive,Komatsu,,5.4.48,OPC UA,VLAN-100,2025-11-23T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,84,"80",3,CVE-2023-4966;CVE-2023-22515;CVE-2024-0012,VxWorks,true,2025-02-03,80
TMMK-STM-0019,192.168.10.10,03:00:e3:37:d2:f0,tmmk-stm-0019,Servo Drive,SICK,SIC-ServoDrive-8292,2.4.8,PROFINET,VLAN-100,2025-12-17T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,97,"443",0,,Linux RT,true,2025-12-27,34
TMMK-STM-0020,192.168.10.10,2e:0e:91:c5:ea:2a,tmmk-stm-0020,Servo Drive,Siemens,SIE-ServoDrive-3417,2.3.89,OPC UA,VLAN-100,2025-10-09T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,74,"80",1,CVE-2024-3400,Proprietary RTOS,true,2025-09-25,80
TMMK-STM-0022,192.168.10.10,7c:39:cc:d2:6f:65,tmmk-stm-0022,Servo Drive,Cognex,COG-ServoDrive-1384,4.6.18,Ethernet/IP,VLAN-100,2025-09-07T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,83,"80",3,CVE-2023-20198;CVE-2024-0012;CVE-2023-20198,Windows Embedded,true,2025-10-25,30
TMMK-STM-0023,192.168.10.10,b1:ad:6c:b8:3a:92,tmmk-stm-0023,Servo Drive,Komatsu,KOM-ServoDrive-7288,1.1.80,Modbus TCP,VLAN-100,2025-11-14T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,86,"80,443",3,CVE-2024-21893;CVE-2024-20359;CVE-2023-4966,Windows Embedded,false,2025-07-26,48
TMMK-STM-0024,192.168.10.10,89:7c:37:d3:d1:8d,tmmk-stm-0024,Servo Drive,Rockwell,ROC-ServoDrive-6674,4.5.6,Modbus TCP,VLAN-100,2025-09-16T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,94,"80,443",1,CVE-2023-22515,Proprietary RTOS,true,2025-04-10,81
TMMK-STM-0025,192.168.10.10,4b:f4:5f:4c:3e:a1,tmmk-stm-0025,Servo Drive,Siemens,SIE-ServoDrive-9273,2.6.74,Ethernet/IP,VLAN-100,2025-10-01T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,95,"80,443",3,CVE-2024-21893;CVE-2023-4966;CVE-2024-3400,Windows Embedded,true,2025-08-22,66
,192.168.10.10,31:4c:71:0b:90:9e,,Servo Drive,Cognex,,2.7.41,Modbus TCP,VLAN-100,2025-09-12T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,88,"80",0,,Proprietary RTOS,false,2025-05-18,93
TMMK-STM-0028,192.168.10.10,82:44:34:1a:f8:77,tmmk-stm-0028,Servo Drive,Komatsu,KOM-ServoDrive-1269,5.5.32,Modbus TCP,VLAN-100,2025-11-01T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,95,"80,443",3,CVE-2024-20359;CVE-2023-4966;CVE-2023-46604,Proprietary RTOS,false,2026-01-12,74
TMMK-STM-0029,192.168.10.10,c0:95:fa:2d:15:3b,tmmk-stm-0029,Servo Drive,SICK,SIC-ServoDrive-5384,3.5.45,OPC UA,VLAN-100,2025-10-26T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,81,"80",4,CVE-2023-20198;CVE-2023-4966;CVE-2023-4966;CVE-2024-20359,Windows Embedded,true,2025-09-09,77
,192.168.10.10,49:22:f6:57:92:b3,,Servo Drive,Keyence,,2.2.90,Ethernet/IP,VLAN-100,2025-08-17T17:41:20.339Z,2026-01-23T17:41:20.339Z,Network Scan,87,"80,443",0,,VxWorks,false,2025-08-15,80
TMMK-STM-0032,192.168.10.10,44:a4:4d:e6:a3:c4,tmmk-stm-0032,Servo Drive,Siemens,SIE-ServoDrive-3181,3.3.81,Ethernet/IP,VLAN-100,2025-08-05T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,83,"80",3,CVE-2024-20359;CVE-2023-4966;CVE-2023-20198,Proprietary RTOS,true,2025-12-14,93
TMMK-STM-0033,192.168.10.10,0b:e8:22:6b:60:6a,tmmk-stm-0033,Servo Drive,Komatsu,KOM-ServoDrive-7559,3.8.98,OPC UA,VLAN-100,2025-12-02T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,71,"80",1,CVE-2023-4966,VxWorks,false,2025-12-16,32
TMMK-STM-0035,192.168.10.10,75:e8:e0:59:9d:10,tmmk-stm-0035,Servo Drive,Fanuc,FAN-ServoDrive-7198,4.9.50,OPC UA,VLAN-100,2025-12-03T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,96,"80",0,,Proprietary RTOS,false,2025-04-07,44
TMMK-STM-0036,192.168.10.10,db:49:08:47:cb:68,tmmk-stm-0036,Servo Drive,SICK,SIC-ServoDrive-4239,1.0.94,Modbus TCP,VLAN-100,2025-08-07T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,99,"80,443",2,CVE-2024-0012;CVE-2023-4966,Linux RT,true,2025-05-01,34
TMMK-STM-0037,192.168.10.10,b8:99:9d:90:c1:4b,tmmk-stm-0037,Servo Drive,Siemens,SIE-ServoDrive-9230,2.4.29,OPC UA,VLAN-100,2025-08-14T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,98,"80,443",1,CVE-2023-20198,VxWorks,true,2025-10-27,45
TMMK-STM-0038,192.168.10.10,2b:6d:3f:fd:3d:2b,tmmk-stm-0038,Servo Drive,Schuler,SCH-ServoDrive-3747,1.6.79,Ethernet/IP,VLAN-100,2025-08-13T17:41:20.339Z,2026-01-23T17:41:20.339Z,Network Scan,75,"80,443",4,CVE-2023-4966;CVE-2024-21893;CVE-2023-20198;CVE-2024-3400,Linux RT,true,2025-07-24,36
,192.168.10.10,04:e5:cb:02:6e:e1,,Servo Drive,Rockwell,,2.2.80,OPC UA,VLAN-100,2025-09-13T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,98,"443",4,CVE-2024-3400;CVE-2023-20198;CVE-2023-20198;CVE-2024-0012,Windows Embedded,false,2025-09-07,73
TMMK-STM-0040,192.168.10.10,37:2e:1c:c7:11:d1,tmmk-stm-0040,Servo Drive,Cognex,COG-ServoDrive-4850,4.2.14,Modbus TCP,VLAN-100,2025-12-24T17:41:20.339Z,2026-01-23T17:41:20.339Z,Network Scan,82,"443",1,CVE-2023-46604,Windows Embedded,true,2025-08-18,92
TMMK-STM-0041,192.168.10.10,00:d2:38:0b:79:0a,tmmk-stm-0041,Servo Drive,SICK,SIC-ServoDrive-3243,2.5.78,OPC UA,VLAN-100,2025-12-03T17:41:20.339Z,2026-01-23T17:41:20.339Z,Network Scan,93,"80,443",0,,Windows Embedded,false,2025-08-13,66
TMMK-STM-0042,192.168.10.10,d8:6d:1b:b4:5c:db,tmmk-stm-0042,Servo Drive,Siemens,SIE-ServoDrive-5473,5.7.19,Modbus TCP,VLAN-100,2025-12-07T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,71,"443",1,CVE-2024-20359,Proprietary RTOS,true,2025-04-24,77
TMMK-STM-0043,192.168.10.10,40:5c:db:40:83:a0,tmmk-stm-0043,Servo Drive,Rockwell,ROC-ServoDrive-2803,4.4.33,Ethernet/IP,VLAN-100,2025-12-07T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,81,"443",3,CVE-2024-21893;CVE-2024-20359;CVE-2024-21893,QNX,true,2025-07-10,68
,192.168.10.10,3b:36:ce:29:a9:b9,,Servo Drive,Cognex,,4.4.6,Modbus TCP,VLAN-100,2025-09-09T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,96,"80,443",3,CVE-2023-4966;CVE-2023-46604;CVE-2023-4966,VxWorks,false,2025-12-10,80
TMMK-STM-0045,192.168.10.10,a6:9b:c1:ca:0a:0e,tmmk-stm-0045,Servo Drive,Cognex,COG-ServoDrive-5182,1.3.36,PROFINET,VLAN-100,2025-11-05T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,98,"80,443",2,CVE-2023-20198;CVE-2023-20198,Linux RT,true,2025-05-31,84
TMMK-STM-0046,192.168.10.10,78:53:ab:2f:73:d6,tmmk-stm-0046,Servo Drive,Schuler,SCH-ServoDrive-7194,3.1.50,Modbus TCP,VLAN-100,2025-10-31T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,75,"443",2,CVE-2024-0012;CVE-2023-20198,QNX,true,2025-04-21,32
TMMK-STM-0047,192.168.10.10,19:65:94:1a:3f:19,tmmk-stm-0047,Servo Drive,Siemens,SIE-ServoDrive-6173,4.2.61,Modbus TCP,VLAN-100,2025-11-29T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,95,"443",0,,Windows Embedded,true,2025-07-26,84
TMMK-STM-0048,192.168.10.10,55:6e:b9:46:05:e9,tmmk-stm-0048,Servo Drive,Keyence,KEY-ServoDrive-6615,1.8.91,Modbus TCP,VLAN-100,2025-08-28T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,96,"80",3,CVE-2023-46604;CVE-2023-22515;CVE-2024-20359,VxWorks,true,2025-05-20,90
TMMK-STM-0049,192.168.10.10,e5:e1:3a:61:f9:e6,tmmk-stm-0049,Servo Drive,Schuler,SCH-ServoDrive-2449,1.8.20,Ethernet/IP,VLAN-100,2025-12-04T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,95,"80",4,CVE-2023-20198;CVE-2023-22515;CVE-2024-20359;CVE-2023-20198,Linux RT,false,2025-10-21,64
TMMK-STM-0050,192.168.10.10,6d:2c:a9:4f:d3:f5,tmmk-stm-0050,Servo Drive,Rockwell,ROC-ServoDrive-9922,4.9.80,PROFINET,VLAN-100,2025-08-01T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,83,"80,443",1,CVE-2023-4966,QNX,true,2025-06-02,81
TMMK-STM-0051,192.168.10.10,f9:2a:93:4e:b3:85,tmmk-stm-0051,Servo Drive,Cognex,COG-ServoDrive-9712,4.2.54,PROFINET,VLAN-100,2025-12-08T17:41:20.339Z,2026-01-23T17:41:20.339Z,Network Scan,92,"443",0,,Windows Embedded,false,2025-08-24,67
TMMK-STM-0052,192.168.10.10,9e:1e:8a:b6:35:41,tmmk-stm-0052,Servo Drive,Rockwell,ROC-ServoDrive-2329,2.2.92,Ethernet/IP,VLAN-100,2025-08-22T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,92,"80,443",4,CVE-2023-46604;CVE-2024-20359;CVE-2023-22515;CVE-2023-4966,Linux RT,true,2025-12-29,74
TMMK-STM-0053,192.168.10.10,7f:b3:87:8b:39:fe,tmmk-stm-0053,Transfer Robot,Rockwell,ROC-TransferRobot-2762,5.1.10,PROFINET,VLAN-100,2025-10-18T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,72,"80,443,502",4,CVE-2024-21893;CVE-2024-21893;CVE-2024-20359;CVE-2024-0012,Windows Embedded,true,2025-05-25,66
TMMK-STM-0054,192.168.10.10,4f:e6:6e:f2:da:ab,tmmk-stm-0054,Transfer Robot,Schuler,SCH-TransferRobot-3915,5.5.95,PROFINET,VLAN-100,2025-11-12T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,74,"80,443,22,502",0,,VxWorks,true,2025-03-14,80
TMMK-STM-0057,192.168.10.10,f7:78:48:9d:23:d4,tmmk-stm-0057,Transfer Robot,Keyence,KEY-TransferRobot-3260,3.8.33,OPC UA,VLAN-100,2025-10-21T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,73,"80,443,22,502",1,CVE-2023-4966,Windows Embedded,true,2025-03-12,95
TMMK-STM-0058,192.168.10.10,1b:aa:c4:9e:f4:75,tmmk-stm-0058,Transfer Robot,Komatsu,KOM-TransferRobot-8795,4.5.42,PROFINET,VLAN-100,2025-09-24T17:41:20.339Z,2026-01-23T17:41:20.339Z,Network Scan,94,"80,443,22,502",1,CVE-2023-20198,QNX,true,2026-01-14,45
TMMK-STM-0059,192.168.10.10,fe:de:70:4d:d7:a4,tmmk-stm-0059,Transfer Robot,Schuler,SCH-TransferRobot-2524,4.9.49,OPC UA,VLAN-100,2025-10-02T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,95,"80,443,22,502",3,CVE-2024-21893;CVE-2023-22515;CVE-2024-20359,QNX,true,2025-04-11,81
TMMK-STM-0060,192.168.10.10,6a:44:ba:24:e8:48,tmmk-stm-0060,Transfer Robot,Fanuc,FAN-TransferRobot-1072,1.8.21,PROFINET,VLAN-100,2025-11-14T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,94,"80,443,44818",2,CVE-2023-4966;CVE-2024-20359,Windows Embedded,true,2025-07-23,33
TMMK-STM-0062,192.168.10.10,cd:c2:8c:1a:4e:99,tmmk-stm-0062,Transfer Robot,Schuler,SCH-TransferRobot-1242,4.3.18,Modbus TCP,VLAN-100,2025-10-22T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,71,"80,443,22,502",3,CVE-2023-46604;CVE-2024-3400;CVE-2023-22515,Windows Embedded,false,2025-08-21,69
TMMK-STM-0063,192.168.10.10,3b:88:38:1d:70:3f,tmmk-stm-0063,Transfer Robot,Cognex,COG-TransferRobot-8050,5.6.17,Ethernet/IP,VLAN-100,2025-11-01T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,77,"80,443,44818",1,CVE-2023-20198,VxWorks,true,2025-10-22,86
TMMK-STM-0065,192.168.10.10,47:18:fc:43:b7:08,tmmk-stm-0065,Transfer Robot,Schuler,SCH-TransferRobot-3433,2.3.6,Modbus TCP,VLAN-100,2025-10-13T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,71,"102,502",4,CVE-2024-20359;CVE-2023-22515;CVE-2023-22515;CVE-2023-22515,VxWorks,true,2025-07-19,49
TMMK-STM-0066,192.168.10.10,12:7f:58:15:b7:6a,tmmk-stm-0066,Transfer Robot,Fanuc,FAN-TransferRobot-3780,2.1.16,OPC UA,VLAN-100,2025-08-24T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,85,"80,443,44818",1,CVE-2024-3400,VxWorks,true,2025-07-16,43
,192.168.10.10,18:6b:c9:2e:3d:09,,Transfer Robot,Cognex,,1.3.87,OPC UA,VLAN-100,2025-10-27T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,74,"102,502",4,CVE-2023-20198;CVE-2024-20359;CVE-2024-0012;CVE-2023-4966,Linux RT,false,2025-05-26,64
TMMK-STM-0072,192.168.10.10,cc:30:a4:37:6e:34,tmmk-stm-0072,Vision System,Komatsu,KOM-VisionSystem-2052,5.5.1,PROFINET,VLAN-100,2025-08-01T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,78,"443",0,,Windows Embedded,false,2025-04-06,86
,192.168.10.10,9a:ba:bb:45:f1:ba,,Vision System,Keyence,,4.5.6,Ethernet/IP,VLAN-100,2025-07-28T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,93,"80,443",3,CVE-2024-0012;CVE-2024-21893;CVE-2023-46604,Windows Embedded,true,2025-09-08,73
TMMK-STM-0075,192.168.10.10,15:6b:b2:71:08:35,tmmk-stm-0075,Vision System,Fanuc,FAN-VisionSystem-9684,4.9.75,Modbus TCP,VLAN-100,2025-08-27T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,84,"80",0,,Linux RT,true,2025-08-01,32
TMMK-STM-0076,192.168.10.10,74:9c:99:80:04:26,tmmk-stm-0076,Vision System,Cognex,COG-VisionSystem-7079,4.1.74,OPC UA,VLAN-100,2025-07-28T17:41:20.339Z,2026-01-23T17:41:20.339Z,Passive Monitoring,70,"443",3,CVE-2024-20359;CVE-2024-3400;CVE-2024-0012,Windows Embedded,true,2025-02-23,36
,192.168.10.10,22:9a:cd:1e:45:22,,Vision System,Komatsu,,5.4.45,Modbus TCP,VLAN-100,2025-11-15T17:41:20.339Z,2026-01-23T17:41:20.339Z,Active Probe,98,"80",1,CVE-2024-21893,Windows Embedded,true,2025-06-07,86
TMMK-STM-0078,192.168.10.10,47:b5:56:c6:58:f5,tmmk-stm-0078,Safety PLC,Keyence,KEY-SafetyPLC-2200,2.3.13,Ethernet/IP,VLAN-100,2025-08-23T17:41:20.339Z,2026-01-23T17:41:20.339Z,SNMP,85,"80,443,44818",1,CVE-2024-21893,Proprietary RTOS,true,2025-07-03,50
TMMK-STM-0079,192.168.10.10,0f:36:e1:60:48:a3,tmmk-stm-0079,Safety PLC,Cognex,COG-SafetyPLC-5042,1.7.81,OPC UA,VLAN-100,2025-12-10T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,76,"80,443,44818",1,CVE-2024-20359,Linux RT,true,2025-07-24,66
TMMK-STM-0082,192.168.10.10,6b:28:e7:69:c5:fa,tmmk-stm-0082,Safety PLC,Rockwell,ROC-SafetyPLC-6993,5.2.31,OPC UA,VLAN-100,2025-09-11T17:41:20.339Z,2026-01-23T17:41:20.339Z,Protocol Analysis,78,"80,443,502",3,CVE-2024-20359;CVE-2023-22515;CVE-2024-20359,Linux RT,false,2025-07-20,31
TMMK-STM-0083,192.168.10.10,fa:e2:65:7e:62:a5,tmmk-stm-0083,Safety PLC,Rockwell,ROC-SafetyPLC-4473,3.5.45,PROFINET,VLAN-100,2025-10-21T17:41:20.339Z,2026-01-23T17:41:20.340Z,Protocol Analysis,76,"80,443,502",1,CVE-2024-0012,QNX,true,2025-10-16,39
TMMK-STM-0084,192.168.10.10,4c:75:4f:7a:a9:5b,tmmk-stm-0084,HMI Panel,Keyence,KEY-HMIPanel-8688,5.5.72,PROFINET,VLAN-100,2025-11-18T17:41:20.340Z,2026-01-23T17:41:20.340Z,SNMP,91,"80,443,44818",4,CVE-2024-20359;CVE-2024-21893;CVE-2023-22515;CVE-2023-22515,Linux RT,false,2025-09-12,38
TMMK-STM-0088,192.168.10.10,97:17:fd:30:0e:d8,tmmk-stm-0088,HMI Panel,Komatsu,KOM-HMIPanel-4852,4.4.68,Modbus TCP,VLAN-100,2025-09-07T17:41:20.340Z,2026-01-23T17:41:20.340Z,Passive Monitoring,92,"102,502",4,CVE-2024-0012;CVE-2024-3400;CVE-2024-21893;CVE-2023-46604,Linux RT,true,2026-01-03,67
TMMK-STM-0089,192.168.10.10,d0:07:d3:16:50:ed,tmmk-stm-0089,HMI Panel,Schuler,SCH-HMIPanel-7808,5.8.92,Ethernet/IP,VLAN-100,2025-09-28T17:41:20.340Z,2026-01-23T17:41:20.340Z,Network Scan,83,"80,443,22,502",2,CVE-2023-22515;CVE-2023-4966,QNX,true,2025-12-13,53
TMMK-STM-0090,192.168.10.10,09:3f:c7:41:93:5a,tmmk-stm-0090,HMI Panel,Cognex,COG-HMIPanel-9799,3.5.68,Ethernet/IP,VLAN-100,2025-10-05T17:41:20.340Z,2026-01-23T17:41:20.340Z,Passive Monitoring,87,"80,443,502",4,CVE-2023-4966;CVE-2024-0012;CVE-2024-21893;CVE-2023-4966,Windows Embedded,false,2025-03-22,60
TMMK-STM-0091,192.168.10.10,c2:7f:9f:06:b9:d9,tmmk-stm-0091,HMI Panel,Rockwell,ROC-HMIPanel-6737,5.3.20,Ethernet/IP,VLAN-100,2025-09-07T17:41:20.340Z,2026-01-23T17:41:20.340Z,Active Probe,78,"80,443,22,502",3,CVE-2024-21893;CVE-2023-20198;CVE-2023-22515,Windows Embedded,true,2025-09-22,80
TMMK-STM-0092,192.168.10.10,a5:95:f8:f0:9c:60,tmmk-stm-0092,Light Curtain,SICK,SIC-LightCurtain-6169,3.9.23,OPC UA,VLAN-100,2025-11-27T17:41:20.340Z,2026-01-23T17:41:20.340Z,SNMP,96,"443",4,CVE-2023-22515;CVE-2023-46604;CVE-2023-20198;CVE-2023-20198,Windows Embedded,true,2025-07-28,61
TMMK-STM-0095,192.168.10.10,cb:d4:a8:dd:fb:76,tmmk-stm-0095,Light Curtain,Schuler,SCH-LightCurtain-9964,5.5.7,OPC UA,VLAN-100,2025-12-22T17:41:20.340Z,2026-01-23T17:41:20.340Z,Network Scan,70,"80,443",2,CVE-2024-21893;CVE-2023-22515,Linux RT,true,2025-05-31,39
TMMK-STM-0096,192.168.10.10,09:45:63:45:5a:f3,tmmk-stm-0096,Light Curtain,Siemens,SIE-LightCurtain-5340,2.8.54,PROFINET,VLAN-100,2025-08-23T17:41:20.340Z,2026-01-23T17:41:20.340Z,Active Probe,80,"80,443",2,CVE-2023-22515;CVE-2023-20198,Linux RT,false,2025-05-17,93
TMMK-STM-0097,192.168.10.10,db:ca:12:a3:63:5a,tmmk-stm-0097,Light Curtain,SICK,SIC-LightCurtain-4527,3.4.61,Modbus TCP,VLAN-100,2025-12-19T17:41:20.340Z,2026-01-23T17:41:20.340Z,Network Scan,95,"443",2,CVE-2024-21893;CVE-2023-46604,Windows Embedded,false,2025-05-25,58
TMMK-STM-0099,192.168.10.10,e1:c9:62:05:dd:c5,tmmk-stm-0099,Light Curtain,SICK,SIC-LightCurtain-1203,5.2.7,Ethernet/IP,VLAN-100,2025-10-09T17:41:20.340Z,2026-01-23T17:41:20.340Z,SNMP,76,"80,443",4,CVE-2024-3400;CVE-2024-0012;CVE-2023-46604;CVE-2023-4966,Linux RT,true,2025-04-30,90
TMMK-STM-0100,192.168.10.10,1f:6f:c9:f9:91:9e,tmmk-stm-0100,Light Curtain,Cognex,COG-LightCurtain-3427,5.5.71,Modbus TCP,VLAN-100,2025-12-10T17:41:20.340Z,2026-01-23T17:41:20.340Z,SNMP,94,"80",4,CVE-2024-0012;CVE-2023-22515;CVE-2024-21893;CVE-2023-22515,Proprietary RTOS,true,2025-10-07,49
TMMK-STM-0101,192.168.10.10,2b:13:39:1c:2c:81,tmmk-stm-0101,Light Curtain,Fanuc,FAN-LightCurtain-6186,1.1.46,Ethernet/IP,VLAN-100,2025-12-06T17:41:20.340Z,2026-01-23T17:41:20.340Z,Protocol Analysis,70,"80,443",0,,QNX,true,2025-09-16,95
TMMK-STM-0102,192.168.10.10,fd:68:d8:77:4c:8a,tmmk-stm-0102,Light Curtain,Komatsu,KOM-LightCurtain-6275,5.1.81,Ethernet/IP,VLAN-100,2025-12-08T17:41:20.340Z,2026-01-23T17:41:20.340Z,Active Probe,81,"443",3,CVE-2023-46604;CVE-2024-3400;CVE-2024-0012,Linux RT,true,2025-04-27,65
TMMK-STM-0103,192.168.10.10,05:b4:de:8b:a0:49,tmmk-stm-0103,Light Curtain,Fanuc,FAN-LightCurtain-8625,2.2.95,Ethernet/IP,VLAN-100,2025-11-29T17:41:20.340Z,2026-01-23T17:41:20.340Z,SNMP,98,"80",4,CVE-2024-20359;CVE-2024-21893;CVE-2023-20198;CVE-2024-3400,Linux RT,true,2026-01-02,35
TMMK-STM-0105,192.168.10.10,e2:e1:f7:43:2e:98,tmmk-stm-0105,Light Curtain,Fanuc,FAN-LightCurtain-9659,5.6.19,Modbus TCP,VLAN-100,2025-10-02T17:41:20.340Z,2026-01-23T17:41:20.340Z,SNMP,75,"443",2,CVE-2024-21893;CVE-2024-20359,VxWorks,true,2025-03-14,88
TMMK-STM-0106,192.168.10.10,81:2e:00:e2:2d:f4,tmmk-stm-0106,Light Curtain,Rockwell,ROC-LightCurtain-7652,2.0.27,PROFINET,VLAN-100,2025-11-28T17:41:20.340Z,2026-01-23T17:41:20.340Z,Network Scan,94,"80,443",2,CVE-2023-46604;CVE-2023-4966,VxWorks,false,2026-01-10,61
TMMK-STM-0107,192.168.10.10,e5:2b:b5:c7:c6:f6,tmmk-stm-0107,Light Curtain,Cognex,COG-LightCurtain-6943,1.4.95,Ethernet/IP,VLAN-100,2025-12-15T17:41:20.340Z,2026-01-23T17:41:20.340Z,Passive Monitoring,80,"443",0,,VxWorks,true,2025-03-29,41
