tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"FOR-0034","Boston Pharma","Formulation","Temperature Controller","192.168.40.41","5a:5d:c3:eb:1c:0e","Ethernet/IP","Schneider","TemperatureController-8984","5.9.70","2025-10-20T14:58:01.053Z","Network Scan","85","VLAN-92","Medium","true","true","1","1","2025-10-19T19:02:21.459Z","true","true","None","true","true","76"
"FOR-0035","Boston Pharma","Formulation","Environmental Monitor","192.168.21.150","cc:e5:82:62:a3:88","Ethernet/IP","Emerson","EnvironmentalMonitor-7259","4.8.61","2025-10-22T04:57:26.403Z","Network Scan","79","VLAN-74","Low","true","false","1","1","2025-10-04T16:57:30.761Z","true","false","None","false","true","36"
"FOR-0036","Boston Pharma","Formulation","Batch Controller","192.168.20.79","da:ea:4f:74:86:6e","Ethernet/IP","Emerson","BatchController-7362","3.3.89","2025-10-22T10:47:53.235Z","Protocol Analysis","70","VLAN-63","Critical","true","false","0","1","2025-10-20T23:35:20.126Z","false","false","Basic","true","false","99"
"FOR-0039","Boston Pharma","Formulation","HMI","192.168.130.13","ce:c0:d3:76:55:f6","Ethernet/IP","Emerson","HMI-5776","3.2.18","2025-10-17T23:32:51.269Z","Asset Inventory","99","VLAN-82","High","true","false","0","1","2025-10-04T05:35:36.247Z","true","true","Basic","false","true","48"
"FOR-0041","Boston Pharma","Formulation","SCADA","192.168.88.2","86:15:5c:b0:ba:07","OPC UA","Rockwell","SCADA-9223","1.7.4","2025-10-23T20:13:03.902Z","SNMP","84","VLAN-16","High","true","false","1","2","2025-10-18T10:02:46.207Z","false","true","Enterprise","false","true","36"
"FOR-0043","Boston Pharma","Formulation","HMI","192.168.55.172","20:76:ea:c4:2f:70","Ethernet/IP","Emerson","HMI-7580","3.4.30","2025-10-18T10:40:12.843Z","Asset Inventory","94","VLAN-93","Low","true","false","3","0","2025-10-19T19:18:49.669Z","true","false","None","false","true","77"
"FOR-0044","Boston Pharma","Formulation","Safety PLC","192.168.204.90","24:bf:bc:bb:d0:6a","Ethernet/IP","ABB","SafetyPLC-9431","5.4.20","2025-10-19T06:16:35.510Z","Asset Inventory","92","VLAN-53","Critical","true","false","1","0","2025-09-27T22:22:42.495Z","true","true","None","true","true","94"
"FOR-0047","Boston Pharma","Formulation","LIMS","192.168.122.5","45:63:8e:5b:41:62","OPC UA","ABB","LIMS-3097","5.6.70","2025-10-24T13:01:43.173Z","Asset Inventory","79","VLAN-49","High","true","false","4","0","2025-10-20T01:55:52.793Z","false","true","Basic","false","false","66"
"FOR-0048","Boston Pharma","Formulation","PLC","192.168.46.47","33:ba:3a:5c:ed:3a","OPC UA","Emerson","PLC-5258","1.3.67","2025-10-19T23:15:45.977Z","Asset Inventory","91","VLAN-29","Critical","false","true","1","1","2025-10-11T13:43:30.728Z","true","false","Enterprise","true","true","2"
"FOR-0051","Boston Pharma","Formulation","PLC","192.168.46.132","7d:a6:11:da:e3:ce","Ethernet/IP","Emerson","PLC-4679","4.1.59","2025-10-18T06:35:27.418Z","Protocol Analysis","97","VLAN-61","High","true","true","4","2","2025-10-21T17:21:55.045Z","true","false","Basic","false","false","61"
"FOR-0052","Boston Pharma","Formulation","MES","192.168.123.78","9c:49:a3:4f:28:04","Modbus TCP","Schneider","MES-8927","5.5.74","2025-10-21T00:16:43.859Z","Asset Inventory","91","VLAN-58","Critical","false","true","4","1","2025-10-21T10:43:49.019Z","true","true","Basic","false","true","62"
"PAC-0053","Boston Pharma","Packaging","Serialization System","192.168.161.201","a7:73:0e:12:0d:30","Profinet","Schneider","SerializationSystem-6762","3.7.95","2025-10-24T05:58:35.162Z","Asset Inventory","94","VLAN-42","Medium","false","false","1","1","2025-10-14T17:09:21.483Z","true","true","Advanced","true","false","82"
"PAC-0054","Boston Pharma","Packaging","Environmental Monitor","192.168.48.48","b0:8d:52:6a:e7:ae","Modbus TCP","Emerson","EnvironmentalMonitor-1201","2.7.40","2025-10-21T13:03:02.201Z","Protocol Analysis","93","VLAN-82","Low","true","true","2","0","2025-10-16T04:43:40.300Z","true","false","Advanced","true","true","73"
"PAC-0055","Boston Pharma","Packaging","Environmental Monitor","192.168.209.9","e6:ab:62:48:1a:66","Ethernet/IP","Emerson","EnvironmentalMonitor-9053","3.5.39","2025-10-20T17:27:25.786Z","Asset Inventory","85","VLAN-1","Critical","true","false","4","0","2025-10-22T22:14:38.953Z","false","true","None","false","true","63"
"PAC-0056","Boston Pharma","Packaging","Safety PLC","192.168.45.43","69:14:ae:21:0a:07","OPC UA","Schneider","SafetyPLC-9653","5.6.20","2025-10-19T15:02:53.701Z","Protocol Analysis","90","VLAN-40","Low","true","true","0","2","2025-09-25T10:38:17.224Z","true","true","Advanced","false","false","81"
"PAC-0057","Boston Pharma","Packaging","Safety PLC","192.168.238.219","63:27:23:60:d2:97","Modbus TCP","Honeywell","SafetyPLC-8783","2.4.76","2025-10-18T11:39:24.637Z","SNMP","73","VLAN-9","Low","false","false","0","1","2025-10-18T01:57:11.844Z","true","true","None","true","true","63"
"PAC-0058","Boston Pharma","Packaging","Serialization System","192.168.232.187","28:3e:ce:d5:3f:e2","Ethernet/IP","Honeywell","SerializationSystem-1799","2.9.18","2025-10-21T16:50:13.509Z","Protocol Analysis","72","VLAN-44","Low","true","true","4","0","2025-10-22T03:51:39.080Z","true","false","Enterprise","false","true","51"
"PAC-0059","Boston Pharma","Packaging","LIMS","192.168.230.8","7f:9a:e8:30:1f:63","OPC UA","Siemens","LIMS-4300","3.0.87","2025-10-19T19:03:39.639Z","SNMP","75","VLAN-58","High","true","true","3","0","2025-09-30T12:33:43.534Z","true","true","Enterprise","false","true","8"
"PAC-0060","Boston Pharma","Packaging","PLC","192.168.113.159","c0:02:10:9b:6f:e3","DNP3","Emerson","PLC-9406","3.9.76","2025-10-22T00:15:02.618Z","Network Scan","85","VLAN-6","Critical","false","false","2","0","2025-09-30T14:26:26.893Z","true","false","Basic","true","false","43"
"PAC-0061","Boston Pharma","Packaging","Serialization System","192.168.192.145","70:1c:44:a2:e8:c1","DNP3","ABB","SerializationSystem-7823","5.4.90","2025-10-22T19:21:22.854Z","Network Scan","87","VLAN-45","Medium","true","true","3","0","2025-10-17T14:33:38.574Z","false","false","Advanced","true","true","28"
"PAC-0062","Boston Pharma","Packaging","LIMS","192.168.79.239","a5:45:d6:7e:62:53","Modbus TCP","Emerson","LIMS-5105","4.9.89","2025-10-20T06:31:52.034Z","Network Scan","89","VLAN-84","High","true","true","2","2","2025-10-06T12:23:14.250Z","false","true","None","true","false","48"
"PAC-0063","Boston Pharma","Packaging","SCADA","192.168.140.112","eb:62:af:b1:34:48","Modbus TCP","Emerson","SCADA-7448","5.6.95","2025-10-24T18:27:02.902Z","Protocol Analysis","84","VLAN-27","Medium","true","false","1","2","2025-10-01T09:53:06.200Z","true","false","Basic","false","true","63"
"PAC-0064","Boston Pharma","Packaging","SCADA","192.168.38.18","80:13:53:eb:cb:b8","Ethernet/IP","ABB","SCADA-3785","5.8.20","2025-10-23T01:44:21.581Z","Network Scan","72","VLAN-64","High","false","true","2","1","2025-10-21T09:07:37.493Z","false","true","Basic","true","true","57"
"PAC-0065","Boston Pharma","Packaging","PLC","192.168.5.109","ba:5f:11:52:fc:4c","DNP3","Honeywell","PLC-3008","1.7.83","2025-10-20T01:07:58.082Z","SNMP","70","VLAN-91","Medium","true","true","0","0","2025-10-06T05:30:44.464Z","true","true","None","false","false","98"
"PAC-0067","Boston Pharma","Packaging","HMI","192.168.168.41","11:c4:35:db:a9:9b","DNP3","Schneider","HMI-6870","1.2.60","2025-10-22T17:36:15.153Z","Protocol Analysis","80","VLAN-76","High","true","false","1","0","2025-10-08T13:49:53.577Z","true","false","Basic","false","true","72"
"PAC-0068","Boston Pharma","Packaging","PLC","192.168.48.162","01:28:c5:b6:9d:34","DNP3","Rockwell","PLC-4344","3.5.89","2025-10-23T08:09:46.682Z","Asset Inventory","71","VLAN-4","High","false","true","0","1","2025-10-09T22:48:56.364Z","false","true","Basic","true","true","35"
"PAC-0069","Boston Pharma","Packaging","Serialization System","192.168.187.77","65:83:f6:d3:44:e2","Profinet","Emerson","SerializationSystem-4443","1.9.76","2025-10-22T05:42:28.401Z","Network Scan","71","VLAN-36","Critical","true","false","1","2","2025-10-11T00:55:21.781Z","false","false","Basic","false","false","5"
"PAC-0070","Boston Pharma","Packaging","Batch Controller","192.168.3.158","e2:11:17:62:b7:c1","Profinet","Rockwell","BatchController-2891","2.3.41","2025-10-23T15:27:25.142Z","Asset Inventory","77","VLAN-70","High","true","false","1","1","2025-10-02T12:51:52.490Z","true","false","Advanced","false","true","72"
"PAC-0071","Boston Pharma","Packaging","Environmental Monitor","192.168.194.157","62:c4:23:70:55:22","Ethernet/IP","Honeywell","EnvironmentalMonitor-4414","2.4.17","2025-10-20T10:20:48.085Z","SNMP","78","VLAN-25","Medium","true","true","0","2","2025-10-12T16:31:22.577Z","false","true","Advanced","true","true","14"
"PAC-0073","Boston Pharma","Packaging","SCADA","192.168.160.123","d5:81:bc:a8:e8:fb","Modbus TCP","Schneider","SCADA-4383","5.0.46","2025-10-20T00:32:51.376Z","Asset Inventory","96","VLAN-94","Low","true","true","1","1","2025-10-18T19:06:18.087Z","false","false","Basic","false","false","60"
"PAC-0075","Boston Pharma","Packaging","PLC","192.168.1.163","d2:c1:f9:51:50:29","Profinet","Emerson","PLC-5802","3.4.55","2025-10-20T10:45:41.562Z","Network Scan","76","VLAN-55","High","true","true","2","2","2025-09-25T05:37:02.955Z","true","false","None","false","false","66"
"PAC-0076","Boston Pharma","Packaging","Environmental Monitor","192.168.169.159","0f:ec:fa:11:86:46","Modbus TCP","Schneider","EnvironmentalMonitor-4665","3.0.86","2025-10-24T16:15:38.546Z","SNMP","96","VLAN-24","High","false","false","0","2","2025-09-30T08:43:09.652Z","false","true","Advanced","true","true","61"
"PAC-0077","Boston Pharma","Packaging","Temperature Controller","192.168.134.190","55:ff:62:d4:7d:d7","OPC UA","Schneider","TemperatureController-4470","2.3.73","2025-10-21T08:19:08.762Z","Network Scan","72","VLAN-21","High","true","true","1","2","2025-10-20T08:11:39.028Z","true","true","None","false","false","19"
"PAC-0078","Boston Pharma","Packaging","Environmental Monitor","192.168.167.127","13:4d:9a:fb:de:92","DNP3","Rockwell","EnvironmentalMonitor-7167","5.7.68","2025-10-21T14:14:02.549Z","SNMP","96","VLAN-21","High","false","true","0","1","2025-10-23T14:19:52.551Z","true","false","Enterprise","false","false","27"
"PAC-0079","Boston Pharma","Packaging","SCADA","192.168.218.186","7a:b4:aa:2f:8a:0d","OPC UA","Schneider","SCADA-1769","5.2.4","2025-10-20T14:02:58.827Z","Protocol Analysis","80","VLAN-32","Critical","false","false","2","2","2025-10-15T05:33:16.970Z","true","true","Basic","false","true","95"
"PAC-0080","Boston Pharma","Packaging","HMI","192.168.183.181","e2:0f:3f:49:7a:48","DNP3","Honeywell","HMI-1207","3.1.2","2025-10-20T02:09:41.902Z","Network Scan","81","VLAN-100","Critical","true","true","1","2","2025-10-06T17:25:26.892Z","false","true","None","false","false","52"
"PAC-0081","Boston Pharma","Packaging","Serialization System","192.168.161.254","8b:55:27:c5:a8:16","OPC UA","Emerson","SerializationSystem-6834","1.3.21","2025-10-21T03:01:37.033Z","Asset Inventory","75","VLAN-42","High","true","true","2","1","2025-10-05T23:10:53.719Z","true","true","Basic","false","false","32"
"PAC-0083","Boston Pharma","Packaging","SCADA","192.168.206.23","bc:ab:bf:57:86:8b","DNP3","Rockwell","SCADA-5326","2.9.97","2025-10-19T00:13:37.776Z","Asset Inventory","95","VLAN-69","Critical","true","true","2","2","2025-10-01T14:12:37.282Z","false","true","Enterprise","true","true","78"
"PAC-0085","Boston Pharma","Packaging","LIMS","192.168.63.173","ac:53:03:14:f1:b6","Ethernet/IP","Honeywell","LIMS-6350","4.7.58","2025-10-18T15:33:30.333Z","Protocol Analysis","70","VLAN-1","Low","true","true","2","1","2025-10-08T06:38:21.774Z","false","true","Basic","false","false","100"
"PAC-0086","Boston Pharma","Packaging","Batch Controller","192.168.165.168","55:43:e6:50:46:28","Modbus TCP","Honeywell","BatchController-1568","2.3.24","2025-10-22T22:44:24.550Z","Protocol Analysis","77","VLAN-9","Medium","true","true","1","1","2025-10-11T13:42:12.700Z","true","true","None","false","false","75"
"PAC-0087","Boston Pharma","Packaging","SCADA","192.168.57.129","8d:ac:c4:73:0f:4b","OPC UA","Siemens","SCADA-5749","4.5.80","2025-10-19T12:17:43.172Z","Protocol Analysis","83","VLAN-89","Critical","true","true","3","2","2025-10-16T19:50:13.406Z","true","true","Advanced","false","true","45"
"PAC-0089","Boston Pharma","Packaging","HMI","192.168.62.127","0f:4a:42:3a:fd:05","Profinet","Siemens","HMI-6121","1.8.77","2025-10-19T15:14:54.351Z","SNMP","88","VLAN-82","High","true","false","3","0","2025-10-22T11:43:49.492Z","false","false","Enterprise","true","true","11"
"PAC-0090","Boston Pharma","Packaging","SCADA","192.168.226.39","50:35:e9:fd:0a:1d","OPC UA","Siemens","SCADA-9293","2.4.95","2025-10-23T03:20:03.730Z","Network Scan","89","VLAN-42","Low","true","true","2","1","2025-10-10T23:20:19.687Z","true","true","Advanced","true","true","40"
"PAC-0091","Boston Pharma","Packaging","Safety PLC","192.168.127.192","86:0c:1c:3b:e4:3a","Profinet","Schneider","SafetyPLC-5036","1.9.81","2025-10-20T19:09:17.357Z","SNMP","88","VLAN-73","Critical","false","true","3","0","2025-09-25T00:25:01.997Z","false","true","None","true","true","10"
"PAC-0092","Boston Pharma","Packaging","HMI","192.168.69.208","cf:54:ab:57:98:bf","OPC UA","Honeywell","HMI-1140","1.2.0","2025-10-18T07:38:50.700Z","Network Scan","80","VLAN-51","Medium","false","true","4","0","2025-09-29T04:17:50.890Z","true","true","Enterprise","true","true","34"
"QUA-0093","Boston Pharma","Quality Control Lab","Batch Controller","192.168.215.6","ba:6b:e2:c6:29:fe","Modbus TCP","Siemens","BatchController-1312","3.6.41","2025-10-17T23:12:14.243Z","Asset Inventory","77","VLAN-73","Low","true","false","4","0","2025-10-16T21:50:38.988Z","false","false","Basic","false","true","94"
"QUA-0094","Boston Pharma","Quality Control Lab","Safety PLC","192.168.3.15","3c:e0:5f:27:69:79","DNP3","Emerson","SafetyPLC-7666","4.9.95","2025-10-23T21:40:07.705Z","Protocol Analysis","84","VLAN-86","High","true","false","2","2","2025-10-17T18:39:42.850Z","false","true","Basic","true","true","57"
"QUA-0095","Boston Pharma","Quality Control Lab","Safety PLC","192.168.17.79","fa:05:22:74:0c:04","DNP3","Emerson","SafetyPLC-2382","1.1.27","2025-10-24T10:49:44.432Z","Protocol Analysis","76","VLAN-54","Medium","false","false","3","1","2025-10-09T15:55:20.153Z","false","true","None","false","false","62"
"QUA-0096","Boston Pharma","Quality Control Lab","Environmental Monitor","192.168.17.154","16:59:99:9b:ac:84","Ethernet/IP","Siemens","EnvironmentalMonitor-5689","1.7.30","2025-10-18T22:27:40.589Z","SNMP","95","VLAN-55","Critical","false","true","1","2","2025-10-18T08:34:34.141Z","true","true","Enterprise","false","true","64"
"QUA-0097","Boston Pharma","Quality Control Lab","HMI","192.168.171.57","b4:00:71:c1:03:4a","DNP3","Schneider","HMI-7645","1.8.14","2025-10-24T13:22:07.400Z","SNMP","94","VLAN-75","High","true","false","3","0","2025-10-18T07:16:23.992Z","false","true","Basic","true","true","79"
"QUA-0098","Boston Pharma","Quality Control Lab","MES","192.168.147.213","40:c5:c4:a0:3d:9e","Profinet","Honeywell","MES-7342","1.6.99","2025-10-23T13:28:12.805Z","Network Scan","88","VLAN-80","High","false","true","4","1","2025-09-24T22:41:24.814Z","true","true","Basic","false","true","61"
"QUA-0102","Boston Pharma","Quality Control Lab","Serialization System","192.168.2.229","cf:c4:4e:52:3d:81","Profinet","Schneider","SerializationSystem-6136","2.1.63","2025-10-22T05:10:22.119Z","Network Scan","75","VLAN-57","High","false","true","1","2","2025-10-11T01:43:54.882Z","true","false","Basic","false","true","18"
"QUA-0103","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.90.10","8d:75:93:7c:3f:69","Ethernet/IP","Siemens","TemperatureController-8863","2.6.43","2025-10-18T01:38:02.087Z","SNMP","75","VLAN-25","High","true","true","3","1","2025-10-09T16:42:46.342Z","true","true","Advanced","true","false","64"
"QUA-0104","Boston Pharma","Quality Control Lab","LIMS","192.168.80.105","d1:88:39:29:11:7b","Profinet","Schneider","LIMS-1801","5.1.84","2025-10-19T09:58:02.519Z","Asset Inventory","78","VLAN-68","High","true","false","0","1","2025-10-16T21:21:42.996Z","false","false","Advanced","false","true","38"
"QUA-0106","Boston Pharma","Quality Control Lab","PLC","192.168.48.93","0c:de:9c:91:86:66","OPC UA","Schneider","PLC-1004","3.5.97","2025-10-23T02:44:50.583Z","Asset Inventory","83","VLAN-63","High","true","true","2","1","2025-10-08T10:13:04.162Z","true","true","Advanced","true","true","99"
"QUA-0107","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.0.94","fc:31:9d:44:a0:e5","Modbus TCP","Emerson","TemperatureController-1776","4.8.10","2025-10-19T06:17:37.045Z","Protocol Analysis","78","VLAN-93","Critical","true","false","0","1","2025-10-08T22:31:36.505Z","false","true","Enterprise","false","true","30"
"QUA-0111","Boston Pharma","Quality Control Lab","HMI","192.168.216.83","0b:70:8f:36:0f:06","Profinet","Schneider","HMI-1518","5.8.74","2025-10-18T04:42:19.401Z","SNMP","83","VLAN-28","Critical","true","true","4","1","2025-10-08T04:54:07.580Z","true","true","Basic","true","true","9"
"QUA-0112","Boston Pharma","Quality Control Lab","MES","192.168.89.55","07:5f:b4:b3:8c:6d","Modbus TCP","Rockwell","MES-9936","5.0.98","2025-10-18T14:52:12.015Z","Network Scan","96","VLAN-47","High","true","false","2","1","2025-09-24T23:42:54.499Z","true","true","Basic","false","false","68"
"QUA-0113","Boston Pharma","Quality Control Lab","MES","192.168.65.192","fe:50:3c:ab:99:62","Ethernet/IP","Siemens","MES-8211","5.4.78","2025-10-20T20:58:43.413Z","SNMP","78","VLAN-32","Critical","true","true","2","2","2025-10-22T09:19:45.522Z","true","true","Basic","false","false","90"
"QUA-0114","Boston Pharma","Quality Control Lab","MES","192.168.169.161","a4:5c:7b:17:4b:1b","Modbus TCP","Honeywell","MES-5551","2.1.16","2025-10-20T16:32:39.484Z","Asset Inventory","87","VLAN-8","Critical","true","true","1","1","2025-10-08T17:08:03.238Z","true","true","Enterprise","false","false","23"
"QUA-0115","Boston Pharma","Quality Control Lab","Batch Controller","192.168.36.134","64:6e:3d:da:62:f1","OPC UA","Siemens","BatchController-2861","4.4.7","2025-10-24T21:16:18.806Z","Network Scan","79","VLAN-15","Critical","false","false","2","1","2025-10-07T05:07:35.992Z","false","true","None","false","true","92"
"QUA-0117","Boston Pharma","Quality Control Lab","MES","192.168.133.40","bc:e9:92:17:36:75","OPC UA","Rockwell","MES-2882","5.1.46","2025-10-20T11:14:59.411Z","Network Scan","93","VLAN-4","Medium","true","false","2","0","2025-10-12T05:21:29.284Z","false","false","Enterprise","true","true","38"
"QUA-0119","Boston Pharma","Quality Control Lab","HMI","192.168.234.161","6a:ef:ad:ba:2d:c4","DNP3","Emerson","HMI-4658","5.0.60","2025-10-22T05:15:14.692Z","SNMP","83","VLAN-96","Medium","true","false","3","2","2025-10-14T02:43:22.339Z","true","false","Enterprise","true","true","9"
"QUA-0120","Boston Pharma","Quality Control Lab","LIMS","192.168.19.116","f2:fd:f8:d4:04:cd","Modbus TCP","Schneider","LIMS-2582","4.1.67","2025-10-20T14:25:55.235Z","Protocol Analysis","93","VLAN-57","High","true","true","0","2","2025-09-27T19:24:04.682Z","true","false","Basic","true","false","67"
"QUA-0121","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.58.121","34:60:76:ab:fd:f4","Profinet","ABB","TemperatureController-2601","4.3.36","2025-10-19T15:09:28.317Z","SNMP","80","VLAN-83","Critical","true","false","2","1","2025-10-10T22:28:55.981Z","false","true","Enterprise","false","true","57"
"QUA-0122","Boston Pharma","Quality Control Lab","PLC","192.168.5.200","47:2b:07:26:14:a2","Profinet","Schneider","PLC-1670","5.5.83","2025-10-21T06:12:42.966Z","Asset Inventory","88","VLAN-38","Critical","false","true","2","2","2025-10-15T16:40:46.086Z","false","true","Enterprise","true","true","41"
"QUA-0123","Boston Pharma","Quality Control Lab","Temperature Controller","192.168.17.65","d2:32:95:8f:0f:b2","Profinet","ABB","TemperatureController-2602","2.1.58","2025-10-23T11:43:29.758Z","Protocol Analysis","70","VLAN-46","Medium","true","true","2","1","2025-10-08T20:40:51.377Z","false","true","Basic","true","true","59"
"QUA-0124","Boston Pharma","Quality Control Lab","Batch Controller","192.168.153.80","22:14:1d:01:2d:c8","DNP3","Honeywell","BatchController-7735","4.3.73","2025-10-21T06:32:07.588Z","SNMP","70","VLAN-87","Critical","false","false","0","2","2025-10-01T13:45:16.521Z","false","false","Basic","false","true","57"
"QUA-0125","Boston Pharma","Quality Control Lab","Batch Controller","192.168.69.93","1c:b1:7e:dd:b3:70","DNP3","ABB","BatchController-1205","1.7.59","2025-10-24T18:26:10.780Z","SNMP","97","VLAN-27","High","false","false","4","1","2025-09-27T06:19:28.269Z","true","true","Enterprise","false","false","17"
"UTI-0126","Boston Pharma","Utilities","MES","192.168.158.133","44:77:32:31:87:d7","DNP3","Schneider","MES-6966","3.9.95","2025-10-21T04:14:07.366Z","SNMP","98","VLAN-73","Medium","true","false","4","2","2025-10-16T20:03:38.843Z","true","true","Basic","true","true","3"
"UTI-0127","Boston Pharma","Utilities","Serialization System","192.168.207.226","76:f1:75:f5:02:22","Profinet","Schneider","SerializationSystem-4217","2.7.71","2025-10-22T05:25:14.102Z","Network Scan","73","VLAN-74","Critical","true","false","4","1","2025-10-10T08:18:09.634Z","false","true","Advanced","true","true","86"
"UTI-0130","Boston Pharma","Utilities","HMI","192.168.237.102","b0:52:5a:2c:55:80","OPC UA","Honeywell","HMI-3216","3.9.87","2025-10-24T19:46:58.787Z","Asset Inventory","87","VLAN-33","Medium","true","false","2","0","2025-09-29T15:24:08.270Z","false","false","Advanced","true","true","39"
"UTI-0131","Boston Pharma","Utilities","LIMS","192.168.182.63","6b:83:3d:99:6e:00","Modbus TCP","Honeywell","LIMS-9217","1.6.97","2025-10-22T23:58:22.670Z","Asset Inventory","98","VLAN-94","Low","true","true","4","2","2025-10-07T00:50:41.804Z","true","true","Advanced","false","false","74"
"UTI-0134","Boston Pharma","Utilities","MES","192.168.69.217","59:d7:19:59:5b:de","Profinet","Schneider","MES-2585","1.0.8","2025-10-22T16:54:46.457Z","Protocol Analysis","82","VLAN-74","Low","true","false","4","2","2025-10-21T07:09:09.502Z","false","false","None","false","true","79"
