tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"PAI-0049","Toyota Georgetown","Paint Shop","Quality Scanner","192.168.111.228","1f:2e:6a:0d:52:14","Modbus TCP","Honeywell","QualityScanner-5473","3.9.55","2025-10-24T11:59:56.836Z","SNMP","91","VLAN-90","High","true","true","3","1","2025-09-25T09:08:30.227Z","false","true","Enterprise","true","true","71"
"PAI-0050","Toyota Georgetown","Paint Shop","Welding Robot","192.168.94.174","e3:a7:71:a3:93:a1","Modbus TCP","Emerson","WeldingRobot-6125","4.0.27","2025-10-21T21:48:31.550Z","SNMP","86","VLAN-20","High","true","true","2","1","2025-10-19T01:31:34.060Z","true","true","Basic","false","false","1"
"PAI-0051","Toyota Georgetown","Paint Shop","Paint Robot","192.168.249.41","b2:c1:ff:b3:b2:1a","Modbus TCP","Honeywell","PaintRobot-4355","3.7.7","2025-10-22T05:12:58.822Z","Protocol Analysis","77","VLAN-85","Medium","false","false","3","0","2025-09-29T06:11:59.804Z","true","false","Basic","false","true","11"
"PAI-0053","Toyota Georgetown","Paint Shop","Conveyor Controller","192.168.238.202","e0:c2:c9:79:82:e1","Modbus TCP","Rockwell","ConveyorController-3692","5.7.4","2025-10-18T00:17:50.290Z","Asset Inventory","74","VLAN-29","Low","true","true","4","2","2025-10-07T23:14:15.864Z","true","true","Basic","false","true","59"
"PAI-0057","Toyota Georgetown","Paint Shop","Quality Scanner","192.168.185.243","4e:6d:b4:f6:92:ee","Profinet","Siemens","QualityScanner-5230","4.4.7","2025-10-21T02:10:37.795Z","SNMP","89","VLAN-86","Critical","true","false","3","0","2025-10-18T11:00:16.686Z","true","true","Advanced","true","false","71"
"PAI-0060","Toyota Georgetown","Paint Shop","SCADA System","192.168.181.129","44:d0:c4:f8:08:f2","Modbus TCP","Rockwell","SCADASystem-5342","2.0.20","2025-10-20T16:54:21.942Z","SNMP","73","VLAN-39","Medium","true","true","0","1","2025-10-15T12:51:36.268Z","true","true","Basic","false","false","60"
"ASS-0062","Toyota Georgetown","Assembly Line","Paint Robot","192.168.41.126","fe:55:94:6a:d7:89","Modbus TCP","Siemens","PaintRobot-7913","5.5.8","2025-10-19T14:08:42.110Z","Network Scan","85","VLAN-54","Medium","true","false","0","2","2025-10-01T03:30:09.066Z","false","true","Enterprise","false","true","97"
"ASS-0063","Toyota Georgetown","Assembly Line","SCADA System","192.168.162.155","3e:d1:9a:25:10:c0","Modbus TCP","Emerson","SCADASystem-7584","1.8.82","2025-10-20T23:42:37.316Z","Protocol Analysis","91","VLAN-38","Medium","false","false","4","0","2025-09-29T14:04:24.538Z","true","true","Advanced","true","true","33"
"ASS-0064","Toyota Georgetown","Assembly Line","Welding Robot","192.168.251.122","d2:93:27:40:64:a5","Modbus TCP","Honeywell","WeldingRobot-8338","1.9.51","2025-10-19T21:29:27.974Z","Asset Inventory","70","VLAN-68","Critical","true","true","0","1","2025-10-08T18:28:51.158Z","true","true","Advanced","true","false","93"
"ASS-0067","Toyota Georgetown","Assembly Line","Quality Scanner","192.168.104.148","6d:2e:3a:b3:11:0e","Profinet","Honeywell","QualityScanner-8249","5.1.80","2025-10-22T13:44:16.785Z","SNMP","72","VLAN-17","Low","true","false","4","0","2025-10-01T17:48:13.047Z","false","true","Enterprise","true","true","85"
"ASS-0068","Toyota Georgetown","Assembly Line","Assembly Robot","192.168.27.27","6c:fb:9a:c2:e8:46","OPC UA","Emerson","AssemblyRobot-4592","4.1.7","2025-10-19T01:12:39.522Z","Asset Inventory","73","VLAN-92","Medium","true","false","4","2","2025-10-12T19:53:49.048Z","false","true","Advanced","true","true","58"
"ASS-0069","Toyota Georgetown","Assembly Line","Conveyor Controller","192.168.3.242","d8:cd:38:95:4d:08","Modbus TCP","Siemens","ConveyorController-5470","5.4.99","2025-10-17T22:46:43.965Z","Protocol Analysis","70","VLAN-25","Critical","true","false","2","2","2025-10-18T17:44:20.454Z","true","true","Basic","true","true","72"
"ASS-0071","Toyota Georgetown","Assembly Line","Assembly Robot","192.168.222.250","32:84:d4:2f:ec:d4","OPC UA","Siemens","AssemblyRobot-3836","1.6.62","2025-10-21T22:34:52.199Z","Protocol Analysis","84","VLAN-96","High","false","true","3","1","2025-10-03T00:38:19.969Z","false","false","Advanced","true","true","14"
"ASS-0072","Toyota Georgetown","Assembly Line","Quality Scanner","192.168.29.73","b4:36:e4:92:95:ee","Modbus TCP","Honeywell","QualityScanner-1780","5.3.82","2025-10-23T13:10:09.760Z","Network Scan","84","VLAN-71","Critical","true","true","4","2","2025-10-11T23:09:13.717Z","false","false","Basic","false","true","72"
"ASS-0073","Toyota Georgetown","Assembly Line","Safety PLC","192.168.57.0","f6:96:8d:d0:b4:ec","Modbus TCP","Rockwell","SafetyPLC-5163","4.5.43","2025-10-20T13:22:47.719Z","Protocol Analysis","99","VLAN-56","High","true","true","1","1","2025-10-05T19:55:37.959Z","true","true","Advanced","false","false","79"
"ASS-0074","Toyota Georgetown","Assembly Line","Assembly Robot","192.168.230.145","15:81:b1:2e:fd:9d","Profinet","Rockwell","AssemblyRobot-3889","1.8.8","2025-10-23T03:13:22.531Z","Network Scan","75","VLAN-61","Medium","true","false","1","1","2025-10-07T10:34:19.963Z","false","true","Advanced","true","true","37"
"ASS-0075","Toyota Georgetown","Assembly Line","Welding Robot","192.168.4.54","dc:4f:5d:82:62:b7","Modbus TCP","Schneider","WeldingRobot-4754","5.7.99","2025-10-19T22:46:53.107Z","SNMP","89","VLAN-57","Medium","false","true","4","1","2025-10-10T15:31:10.507Z","false","true","Advanced","true","true","33"
"ASS-0077","Toyota Georgetown","Assembly Line","HMI Station","192.168.175.92","ba:4b:12:b0:dd:fb","DNP3","ABB","HMIStation-4318","3.7.4","2025-10-22T08:25:58.457Z","Asset Inventory","85","VLAN-92","Medium","true","false","3","0","2025-10-20T09:32:56.608Z","true","true","Advanced","true","true","64"
"ASS-0079","Toyota Georgetown","Assembly Line","HMI Station","192.168.52.3","3f:0f:0a:7d:3b:80","Profinet","Emerson","HMIStation-8850","2.1.11","2025-10-24T17:50:46.460Z","SNMP","82","VLAN-13","Medium","true","true","3","2","2025-10-01T00:58:43.913Z","false","true","Basic","false","false","38"
"ASS-0080","Toyota Georgetown","Assembly Line","Robot Controller","192.168.214.237","e8:4b:1b:79:70:14","Profinet","Schneider","RobotController-4471","3.3.59","2025-10-18T20:17:17.878Z","Asset Inventory","98","VLAN-81","High","true","false","2","0","2025-10-14T15:43:59.652Z","true","true","Advanced","false","true","92"
"ASS-0082","Toyota Georgetown","Assembly Line","Vision System","192.168.13.80","18:4b:18:0f:ab:a9","Modbus TCP","ABB","VisionSystem-7633","5.1.57","2025-10-24T10:40:22.722Z","Asset Inventory","89","VLAN-16","High","true","false","3","0","2025-10-06T11:06:29.827Z","false","false","Advanced","true","false","81"
"ASS-0084","Toyota Georgetown","Assembly Line","Quality Scanner","192.168.111.139","58:1f:44:0d:30:c6","Modbus TCP","Schneider","QualityScanner-5239","1.9.92","2025-10-20T22:58:38.617Z","SNMP","80","VLAN-45","Medium","true","true","2","1","2025-09-26T05:59:39.594Z","false","false","Advanced","false","true","14"
"ASS-0086","Toyota Georgetown","Assembly Line","Paint Robot","192.168.227.91","28:9c:91:07:a1:81","Ethernet/IP","Rockwell","PaintRobot-2217","4.9.91","2025-10-23T23:31:17.272Z","SNMP","79","VLAN-70","Medium","false","true","4","0","2025-10-01T07:49:06.013Z","false","true","Basic","true","true","92"
"ASS-0088","Toyota Georgetown","Assembly Line","Quality Scanner","192.168.254.131","90:e0:cb:a3:d7:c6","OPC UA","Siemens","QualityScanner-7212","1.6.60","2025-10-24T02:43:21.452Z","Protocol Analysis","77","VLAN-31","Critical","false","false","3","1","2025-10-05T00:52:40.954Z","false","true","None","false","true","66"
"ASS-0090","Toyota Georgetown","Assembly Line","Welding Robot","192.168.120.205","fd:40:55:64:9c:64","Modbus TCP","Siemens","WeldingRobot-2133","5.7.16","2025-10-24T19:03:59.025Z","SNMP","85","VLAN-52","Critical","true","true","2","0","2025-09-28T22:50:59.418Z","true","true","Basic","true","true","92"
"ASS-0092","Toyota Georgetown","Assembly Line","Welding Robot","192.168.133.246","2d:1f:d5:c4:21:7c","Modbus TCP","Schneider","WeldingRobot-3971","3.9.96","2025-10-24T15:01:00.197Z","Network Scan","91","VLAN-23","Medium","true","true","1","1","2025-09-29T21:34:47.120Z","true","true","Advanced","true","true","4"
"ASS-0093","Toyota Georgetown","Assembly Line","Welding Robot","192.168.45.22","01:b3:ec:2f:5c:b5","OPC UA","Schneider","WeldingRobot-7512","4.0.30","2025-10-19T12:05:28.683Z","Network Scan","71","VLAN-47","High","true","false","3","2","2025-09-30T07:39:34.663Z","true","false","Basic","true","false","23"
"ASS-0095","Toyota Georgetown","Assembly Line","Safety PLC","192.168.103.214","e8:ef:c5:63:2f:25","Profinet","Siemens","SafetyPLC-8973","1.8.38","2025-10-22T13:14:40.219Z","Asset Inventory","95","VLAN-35","Critical","false","false","0","0","2025-10-20T22:50:07.251Z","true","true","None","false","true","2"
"ASS-0096","Toyota Georgetown","Assembly Line","Paint Robot","192.168.11.159","93:29:0f:8a:ef:70","DNP3","Emerson","PaintRobot-4888","5.5.24","2025-10-19T06:11:35.250Z","Network Scan","91","VLAN-75","Critical","true","true","0","0","2025-10-22T05:05:02.976Z","true","true","Advanced","false","false","10"
"ASS-0097","Toyota Georgetown","Assembly Line","Paint Robot","192.168.236.224","4c:f5:43:cb:f7:58","OPC UA","Siemens","PaintRobot-1093","4.0.5","2025-10-23T19:39:39.920Z","SNMP","70","VLAN-90","Low","true","false","0","0","2025-10-07T07:43:17.802Z","false","false","None","true","true","45"
"ASS-0098","Toyota Georgetown","Assembly Line","Quality Scanner","192.168.159.118","46:53:74:d5:32:1c","Profinet","Schneider","QualityScanner-8691","5.3.56","2025-10-23T02:57:41.163Z","Asset Inventory","83","VLAN-21","Medium","true","false","2","1","2025-10-17T02:41:02.697Z","true","true","Advanced","true","true","71"
"ASS-0100","Toyota Georgetown","Assembly Line","Conveyor Controller","192.168.237.6","68:55:1f:24:bf:4a","OPC UA","Emerson","ConveyorController-9170","5.9.19","2025-10-21T10:55:01.501Z","SNMP","72","VLAN-90","High","true","false","3","0","2025-10-14T09:53:58.064Z","true","false","None","false","false","38"
"ASS-0101","Toyota Georgetown","Assembly Line","Paint Robot","192.168.27.6","1e:3c:d2:82:24:8f","Ethernet/IP","Rockwell","PaintRobot-2163","2.1.12","2025-10-22T11:16:07.646Z","SNMP","87","VLAN-31","High","true","true","3","2","2025-09-30T21:05:39.977Z","true","true","Enterprise","false","false","82"
"ASS-0102","Toyota Georgetown","Assembly Line","HMI Station","192.168.233.192","3d:f1:77:2a:1c:bc","Ethernet/IP","Schneider","HMIStation-7491","4.1.76","2025-10-21T12:39:31.558Z","Asset Inventory","97","VLAN-48","High","true","true","1","2","2025-10-21T09:33:42.231Z","true","true","Basic","true","true","72"
"ASS-0104","Toyota Georgetown","Assembly Line","Welding Robot","192.168.94.100","ed:85:81:8e:fe:de","Profinet","ABB","WeldingRobot-2407","2.8.18","2025-10-23T05:08:39.645Z","Protocol Analysis","92","VLAN-43","Low","true","false","2","1","2025-10-07T04:12:45.709Z","true","true","Basic","true","true","89"
"POW-0105","Toyota Georgetown","Powertrain","Welding Robot","192.168.108.127","81:1c:9e:4a:13:9d","DNP3","ABB","WeldingRobot-7896","5.1.13","2025-10-23T04:20:15.218Z","SNMP","84","VLAN-85","Medium","false","true","2","1","2025-10-12T14:29:58.344Z","false","false","Enterprise","false","false","36"
"POW-0106","Toyota Georgetown","Powertrain","Conveyor Controller","192.168.47.67","15:21:c2:d6:bc:92","Ethernet/IP","Honeywell","ConveyorController-1326","3.6.74","2025-10-23T22:56:06.390Z","Protocol Analysis","76","VLAN-85","High","false","true","4","2","2025-10-15T07:21:33.231Z","false","true","None","true","false","64"
"POW-0107","Toyota Georgetown","Powertrain","HMI Station","192.168.238.198","17:07:92:60:10:62","Profinet","Rockwell","HMIStation-2723","3.5.24","2025-10-18T13:05:46.677Z","Network Scan","96","VLAN-97","Low","false","true","3","0","2025-10-19T16:09:20.973Z","true","true","Basic","false","true","20"
"POW-0108","Toyota Georgetown","Powertrain","Conveyor Controller","192.168.77.119","2f:9a:8c:3b:6d:ef","DNP3","Siemens","ConveyorController-9564","3.5.66","2025-10-19T19:36:00.084Z","Network Scan","86","VLAN-28","Medium","true","true","4","0","2025-10-23T09:14:52.776Z","true","false","Advanced","false","true","82"
"POW-0110","Toyota Georgetown","Powertrain","SCADA System","192.168.119.226","df:32:48:fb:5d:fc","Modbus TCP","Schneider","SCADASystem-1533","1.1.70","2025-10-19T19:47:46.523Z","Asset Inventory","95","VLAN-7","High","true","true","1","2","2025-10-13T05:39:23.833Z","true","true","Advanced","true","true","94"
"POW-0111","Toyota Georgetown","Powertrain","Robot Controller","192.168.226.71","1c:52:60:02:b0:88","Ethernet/IP","Siemens","RobotController-6645","4.3.62","2025-10-23T16:51:35.705Z","Protocol Analysis","83","VLAN-74","Medium","false","true","1","2","2025-10-11T22:04:27.793Z","true","true","Basic","false","false","10"
"POW-0112","Toyota Georgetown","Powertrain","Vision System","192.168.159.195","ba:89:e7:cf:ea:55","Profinet","Emerson","VisionSystem-1277","2.1.60","2025-10-22T17:56:05.808Z","Asset Inventory","88","VLAN-12","Critical","true","true","3","1","2025-10-05T22:09:39.000Z","true","true","None","false","true","17"
"POW-0113","Toyota Georgetown","Powertrain","Paint Robot","192.168.26.172","db:c8:39:fd:10:25","OPC UA","Emerson","PaintRobot-5430","1.4.21","2025-10-20T11:30:39.577Z","Protocol Analysis","87","VLAN-37","Medium","true","true","3","2","2025-10-19T16:06:35.449Z","false","true","None","true","true","82"
"POW-0116","Toyota Georgetown","Powertrain","Vision System","192.168.119.118","52:fc:31:d5:6c:be","OPC UA","Honeywell","VisionSystem-8426","3.2.44","2025-10-22T08:23:59.892Z","Asset Inventory","99","VLAN-33","Low","true","false","2","0","2025-10-24T08:13:45.437Z","true","false","None","false","false","66"
"POW-0117","Toyota Georgetown","Powertrain","Quality Scanner","192.168.232.56","75:85:a6:a0:5b:60","Profinet","Emerson","QualityScanner-6750","4.2.3","2025-10-21T09:31:36.034Z","Network Scan","74","VLAN-73","Critical","true","false","0","1","2025-10-23T05:00:15.791Z","false","false","Advanced","false","false","89"
"POW-0118","Toyota Georgetown","Powertrain","Safety PLC","192.168.180.234","d8:b1:c7:ba:76:3d","Modbus TCP","Siemens","SafetyPLC-8772","2.8.9","2025-10-22T13:55:13.823Z","Protocol Analysis","99","VLAN-82","Critical","false","false","2","0","2025-10-17T13:12:34.893Z","false","true","Basic","false","true","80"
"POW-0120","Toyota Georgetown","Powertrain","Robot Controller","192.168.243.247","00:7d:32:0b:47:ac","OPC UA","Emerson","RobotController-7854","4.7.88","2025-10-24T17:39:20.573Z","Asset Inventory","76","VLAN-57","Low","true","true","2","1","2025-09-28T13:13:02.799Z","true","false","Basic","true","true","28"
"POW-0121","Toyota Georgetown","Powertrain","Assembly Robot","192.168.35.189","36:e5:d2:60:b7:24","DNP3","ABB","AssemblyRobot-6808","1.8.82","2025-10-20T13:03:02.555Z","Asset Inventory","92","VLAN-95","High","false","false","2","2","2025-10-18T21:39:20.348Z","true","true","Enterprise","false","true","63"
"POW-0122","Toyota Georgetown","Powertrain","Paint Robot","192.168.151.71","0c:20:fe:6f:8d:a5","Ethernet/IP","Siemens","PaintRobot-2834","1.8.16","2025-10-23T04:58:46.352Z","Protocol Analysis","82","VLAN-36","Critical","true","false","3","2","2025-10-07T17:48:36.240Z","false","true","Enterprise","true","true","60"
"POW-0124","Toyota Georgetown","Powertrain","Quality Scanner","192.168.128.174","17:8f:7d:e7:b6:5c","Profinet","Emerson","QualityScanner-2667","4.5.31","2025-10-21T02:03:40.461Z","Protocol Analysis","73","VLAN-78","Low","true","false","3","2","2025-10-07T22:20:04.367Z","true","true","Enterprise","false","false","35"
