tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"CRU-0015","Gulf Coast Refinery","Crude Distillation Unit (CDU)","HMI","192.168.42.187","91:c9:f4:f6:d9:eb","Profinet","Schneider","HMI-1469","5.4.38","2025-10-18T09:04:49.408Z","SNMP","75","VLAN-36","Medium","true","false","4","0","2025-10-04T19:39:18.371Z","false","true","Basic","false","false","29"
"CRU-0016","Gulf Coast Refinery","Crude Distillation Unit (CDU)","RTU","192.168.17.166","80:3c:fc:b6:89:ff","Modbus TCP","ABB","RTU-1193","5.9.80","2025-10-18T09:44:03.402Z","Protocol Analysis","74","VLAN-11","Low","true","true","2","1","2025-10-16T14:55:40.513Z","false","true","Advanced","true","true","50"
"CRU-0017","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.58.36","22:09:b3:38:fd:e5","Profinet","Emerson","PressureTransmitter-6475","4.4.69","2025-10-20T06:57:29.087Z","Protocol Analysis","76","VLAN-70","Low","false","true","1","1","2025-10-17T22:47:42.066Z","true","true","None","false","true","54"
"CRU-0018","Gulf Coast Refinery","Crude Distillation Unit (CDU)","RTU","192.168.251.106","7d:8f:e7:19:7e:70","DNP3","Rockwell","RTU-6239","2.9.76","2025-10-24T18:17:45.000Z","Network Scan","97","VLAN-41","Critical","false","true","1","1","2025-10-19T19:25:45.182Z","false","true","Basic","false","false","12"
"CRU-0019","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","192.168.70.50","4f:36:42:f1:06:fc","OPC UA","Honeywell","PLC-1284","2.9.36","2025-10-22T18:44:50.264Z","Asset Inventory","77","VLAN-95","Medium","true","false","3","2","2025-10-04T12:51:37.306Z","false","true","None","true","false","47"
"CRU-0021","Gulf Coast Refinery","Crude Distillation Unit (CDU)","HMI","192.168.80.181","8a:03:37:fd:30:1d","Profinet","Rockwell","HMI-6840","4.1.8","2025-10-20T00:06:29.403Z","Network Scan","88","VLAN-44","High","false","true","2","2","2025-10-19T13:09:31.724Z","true","true","Advanced","true","true","39"
"CRU-0022","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.131.13","4a:85:56:c3:6f:f9","DNP3","Schneider","SafetyPLC-3324","5.8.27","2025-10-20T19:06:58.954Z","SNMP","87","VLAN-17","Critical","false","true","0","0","2025-09-27T05:27:33.240Z","false","true","None","true","true","35"
"CRU-0024","Gulf Coast Refinery","Crude Distillation Unit (CDU)","RTU","192.168.41.80","be:2f:86:0a:55:26","Ethernet/IP","Rockwell","RTU-7627","5.3.39","2025-10-21T17:10:32.113Z","Protocol Analysis","94","VLAN-52","High","true","false","2","0","2025-09-28T12:46:10.947Z","true","false","None","false","false","97"
"CRU-0025","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.68.254","03:ee:6b:87:cc:c6","Ethernet/IP","Schneider","SafetyPLC-8569","5.4.37","2025-10-23T02:22:46.621Z","Asset Inventory","85","VLAN-10","Medium","true","false","2","0","2025-10-22T04:48:59.798Z","true","true","None","false","true","49"
"CRU-0027","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","192.168.125.186","b5:f6:c6:3b:81:23","OPC UA","ABB","PLC-2245","5.5.73","2025-10-18T12:13:15.068Z","Asset Inventory","70","VLAN-90","Low","false","false","4","1","2025-10-01T16:37:19.384Z","false","false","Enterprise","false","true","71"
"CRU-0030","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.232.49","cb:8e:10:d7:36:6e","DNP3","Schneider","SafetyPLC-4766","3.9.46","2025-10-17T23:25:52.230Z","SNMP","92","VLAN-30","Medium","false","true","4","0","2025-09-30T18:20:09.168Z","true","true","None","false","true","13"
"CRU-0032","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.178.10","b1:bf:ed:df:7a:c3","Ethernet/IP","Siemens","FlowTransmitter-9345","2.9.17","2025-10-22T02:13:30.041Z","Network Scan","85","VLAN-12","Critical","false","false","0","1","2025-10-07T13:11:02.465Z","false","true","Advanced","false","true","32"
"CRU-0033","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.187.150","db:d6:1f:a9:a4:2e","DNP3","Siemens","MotorStarter-8985","3.7.70","2025-10-23T17:53:13.172Z","SNMP","70","VLAN-35","Medium","true","true","4","2","2025-09-28T13:23:21.739Z","false","true","None","true","true","63"
"CRU-0034","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.84.95","25:be:8a:bf:77:04","Ethernet/IP","Rockwell","ControlValve-8119","3.0.65","2025-10-18T00:49:49.564Z","SNMP","94","VLAN-74","Low","false","false","1","1","2025-10-05T13:05:32.820Z","true","true","None","true","false","67"
"CRU-0035","Gulf Coast Refinery","Crude Distillation Unit (CDU)","PLC","192.168.10.245","5e:39:54:f6:5e:40","DNP3","Honeywell","PLC-7290","3.6.47","2025-10-23T05:48:44.505Z","Network Scan","97","VLAN-9","Low","true","true","2","0","2025-10-23T12:14:56.661Z","false","true","Basic","false","false","96"
"CRU-0037","Gulf Coast Refinery","Crude Distillation Unit (CDU)","RTU","192.168.87.141","6b:4c:d8:23:eb:72","Profinet","ABB","RTU-1107","3.9.25","2025-10-18T18:06:18.728Z","SNMP","81","VLAN-23","Medium","true","false","0","2","2025-10-04T09:54:22.927Z","true","true","Advanced","true","true","48"
"CRU-0040","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.237.34","49:d1:5b:9e:c8:b1","OPC UA","Schneider","TemperatureTransmitter-3460","5.4.72","2025-10-20T09:14:35.587Z","Asset Inventory","93","VLAN-20","High","true","true","0","1","2025-09-30T12:46:55.212Z","true","true","Advanced","true","true","50"
"CRU-0041","Gulf Coast Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.36.51","07:4e:5b:39:8a:38","Modbus TCP","Rockwell","TemperatureTransmitter-2232","1.7.66","2025-10-22T18:39:42.373Z","Asset Inventory","93","VLAN-83","Medium","true","true","1","0","2025-10-22T02:51:14.104Z","false","false","Basic","true","true","46"
"FLU-0043","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.227.141","87:ac:16:6f:1d:23","Modbus TCP","Emerson","SafetyPLC-9295","1.0.9","2025-10-20T01:45:46.830Z","SNMP","92","VLAN-96","High","false","true","2","2","2025-09-29T22:40:30.502Z","false","true","Basic","false","true","17"
"FLU-0044","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.242.24","d5:57:44:fc:a7:6e","Modbus TCP","Honeywell","SafetyPLC-6879","4.3.16","2025-10-19T20:27:10.014Z","Asset Inventory","98","VLAN-71","Critical","true","true","0","2","2025-09-27T02:46:07.626Z","false","false","Enterprise","false","false","21"
"FLU-0045","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.43.59","a1:19:8e:48:c6:01","Ethernet/IP","Siemens","DCS-1968","4.8.87","2025-10-19T18:24:34.629Z","Asset Inventory","84","VLAN-40","Medium","true","true","0","1","2025-10-22T17:35:10.507Z","false","true","Enterprise","false","true","60"
"FLU-0046","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.22.146","fa:d7:6c:b1:83:6d","Modbus TCP","Emerson","HMI-8574","3.9.58","2025-10-18T18:49:36.246Z","Protocol Analysis","75","VLAN-87","Medium","true","true","0","2","2025-10-21T05:30:58.281Z","false","true","Advanced","true","false","7"
"FLU-0048","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.51.95","f9:9c:17:04:67:8c","Ethernet/IP","Rockwell","HMI-4051","3.4.80","2025-10-23T13:23:44.276Z","SNMP","70","VLAN-14","Medium","true","true","4","2","2025-10-04T00:55:05.034Z","false","true","Basic","true","true","43"
"FLU-0050","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.166.105","34:60:8a:da:b3:64","Profinet","ABB","TemperatureTransmitter-1383","1.3.91","2025-10-20T17:30:37.787Z","Network Scan","98","VLAN-32","Medium","true","true","2","0","2025-10-19T03:20:47.359Z","true","true","None","true","true","71"
"FLU-0051","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.204.47","d4:ed:2a:b3:5e:73","Modbus TCP","Schneider","PressureTransmitter-9552","1.4.5","2025-10-18T21:59:14.283Z","SNMP","90","VLAN-66","Critical","true","false","1","2","2025-10-01T07:17:58.479Z","true","true","None","true","false","67"
"FLU-0052","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.219.126","7b:15:06:90:7b:dc","Profinet","Schneider","PressureTransmitter-6903","4.1.27","2025-10-23T23:01:29.256Z","Network Scan","73","VLAN-73","Medium","true","true","4","2","2025-09-26T14:55:34.401Z","false","false","Advanced","false","true","73"
"FLU-0053","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.179.85","eb:b8:66:70:88:23","Profinet","Rockwell","DCS-3466","4.8.87","2025-10-20T09:22:29.039Z","Asset Inventory","76","VLAN-88","Low","true","true","2","1","2025-10-18T04:32:06.415Z","false","true","Basic","false","true","45"
"FLU-0055","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.159.90","6e:49:74:e6:40:51","DNP3","Rockwell","HMI-2050","4.9.44","2025-10-19T17:22:39.020Z","Asset Inventory","98","VLAN-69","High","false","true","2","2","2025-10-04T06:51:50.259Z","false","true","Enterprise","true","false","61"
"FLU-0056","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.171.61","0e:cd:ef:17:2e:ab","Ethernet/IP","Siemens","PLC-1825","5.8.63","2025-10-18T19:00:33.848Z","Network Scan","88","VLAN-32","Low","false","true","0","0","2025-10-24T20:18:50.666Z","false","true","Enterprise","true","false","8"
"FLU-0057","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.19.145","45:ce:66:09:fa:7d","DNP3","Siemens","HMI-4774","2.6.37","2025-10-23T13:47:49.812Z","Network Scan","83","VLAN-36","Critical","true","false","4","2","2025-09-25T19:24:50.968Z","true","false","Advanced","false","false","86"
"FLU-0058","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.164.27","70:ea:cd:05:d3:d0","Ethernet/IP","Honeywell","DCS-3921","3.2.67","2025-10-22T15:27:46.958Z","SNMP","78","VLAN-62","Low","true","true","1","2","2025-09-28T20:21:25.152Z","false","true","Enterprise","false","false","66"
"FLU-0064","Gulf Coast Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.121.124","85:0c:aa:d1:67:1d","Ethernet/IP","ABB","PressureTransmitter-1981","5.6.75","2025-10-24T02:25:30.670Z","SNMP","79","VLAN-42","High","false","false","0","1","2025-10-04T02:15:25.781Z","true","true","None","true","true","83"
"HYD-0066","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.156.11","5c:1a:a6:b0:68:36","Ethernet/IP","Schneider","FlowTransmitter-9116","5.7.40","2025-10-20T06:38:33.861Z","Protocol Analysis","80","VLAN-69","Low","true","true","1","1","2025-10-04T13:28:13.815Z","true","true","Enterprise","false","true","15"
"HYD-0067","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.228.1","77:92:3e:d2:19:21","OPC UA","Emerson","HMI-4501","3.2.22","2025-10-21T09:06:24.376Z","Network Scan","70","VLAN-55","Critical","true","true","2","2","2025-10-21T15:54:13.036Z","true","false","None","false","true","89"
"HYD-0070","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.82.14","d4:0c:a5:2a:9b:c9","DNP3","Rockwell","RTU-3411","4.3.40","2025-10-23T06:17:50.773Z","Asset Inventory","77","VLAN-38","High","true","true","1","1","2025-10-13T08:31:28.596Z","true","false","Advanced","true","false","23"
"HYD-0071","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.129.176","df:02:40:00:4e:f3","Ethernet/IP","Schneider","DCS-4579","5.1.25","2025-10-18T14:27:47.012Z","Network Scan","72","VLAN-53","High","false","true","2","1","2025-10-19T18:30:44.182Z","true","false","Advanced","false","true","57"
"HYD-0072","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.102.167","c0:dc:aa:b7:c4:68","Modbus TCP","Schneider","PLC-1146","3.3.60","2025-10-19T08:20:31.611Z","Network Scan","75","VLAN-63","Critical","false","false","2","1","2025-10-18T05:16:35.442Z","true","false","None","false","true","50"
"HYD-0073","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.197.205","9b:ff:73:ee:ff:e3","Ethernet/IP","Emerson","DCS-7955","3.3.50","2025-10-22T08:19:39.187Z","Asset Inventory","96","VLAN-45","Critical","true","false","4","1","2025-10-10T03:18:55.502Z","true","true","None","false","false","16"
"HYD-0074","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.157.201","ec:dc:83:bc:f6:ef","Profinet","Schneider","PLC-8510","2.7.63","2025-10-20T11:55:59.306Z","Protocol Analysis","96","VLAN-58","Low","true","false","2","2","2025-10-23T00:08:07.032Z","true","true","Advanced","true","true","73"
"HYD-0075","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.101.89","e2:90:5f:c0:82:cc","DNP3","Honeywell","ControlValve-9018","2.2.9","2025-10-19T00:22:04.808Z","Protocol Analysis","89","VLAN-49","High","false","false","1","1","2025-10-10T14:11:37.714Z","true","false","Advanced","false","true","46"
"HYD-0076","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.233.145","97:6b:af:92:6b:84","Ethernet/IP","Rockwell","TemperatureTransmitter-8954","5.0.71","2025-10-20T07:41:43.537Z","Asset Inventory","76","VLAN-1","Critical","true","false","3","2","2025-09-29T04:28:13.853Z","false","false","Basic","true","true","40"
"HYD-0078","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.232.179","b0:7e:c0:d6:d7:6b","Modbus TCP","Honeywell","MotorStarter-2364","3.9.62","2025-10-23T21:16:45.447Z","Asset Inventory","80","VLAN-60","Medium","true","false","1","0","2025-10-22T02:22:20.117Z","true","true","Enterprise","true","true","57"
"HYD-0080","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.17.21","72:b0:17:cf:72:5b","OPC UA","Schneider","ControlValve-4039","4.2.94","2025-10-22T08:29:03.346Z","SNMP","70","VLAN-78","Medium","true","false","3","0","2025-10-22T06:05:17.099Z","true","true","Enterprise","true","true","49"
"HYD-0081","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.128.215","b2:07:08:c6:ba:9b","Profinet","Emerson","FlowTransmitter-8869","5.5.86","2025-10-18T23:15:11.808Z","SNMP","87","VLAN-86","Critical","true","true","0","1","2025-10-20T13:11:59.412Z","true","true","Enterprise","true","true","17"
"HYD-0082","Gulf Coast Refinery","Hydrocracking Unit (HCU)","DCS","192.168.97.195","a5:79:c6:e0:2b:41","OPC UA","Siemens","DCS-6996","1.5.58","2025-10-19T20:23:19.179Z","SNMP","99","VLAN-17","Low","true","true","4","1","2025-10-12T15:29:26.458Z","true","true","Enterprise","false","true","21"
"HYD-0083","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.175.247","44:26:c4:67:1f:7b","Ethernet/IP","Schneider","HMI-7618","1.6.59","2025-10-20T10:59:22.932Z","Network Scan","70","VLAN-94","Medium","true","false","0","0","2025-10-01T08:07:51.601Z","true","true","None","false","false","8"
"HYD-0084","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.237.103","b9:80:47:a1:99:6c","OPC UA","Emerson","HMI-1419","1.2.36","2025-10-24T18:51:09.308Z","SNMP","88","VLAN-91","Medium","true","true","3","0","2025-10-06T00:37:35.640Z","false","true","Enterprise","false","true","14"
"HYD-0085","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.67.158","9f:43:4c:ad:d7:c8","DNP3","Schneider","FlowTransmitter-5412","3.5.68","2025-10-23T04:06:37.884Z","Protocol Analysis","80","VLAN-39","Low","false","false","0","0","2025-10-02T15:15:45.109Z","false","true","None","true","false","31"
"HYD-0086","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.23.139","df:ba:bc:d2:a1:0d","DNP3","Honeywell","PressureTransmitter-8897","1.0.96","2025-10-19T22:20:49.286Z","Network Scan","97","VLAN-51","Low","true","true","0","2","2025-10-15T13:40:29.965Z","false","true","Advanced","false","true","12"
"HYD-0087","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.159.86","0a:1d:6c:54:09:38","OPC UA","Siemens","FlowTransmitter-4611","5.4.29","2025-10-22T17:08:22.718Z","SNMP","80","VLAN-68","Critical","false","true","1","1","2025-10-24T14:32:06.989Z","false","true","None","false","true","47"
"HYD-0089","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.242.20","3a:11:af:ee:eb:fa","DNP3","Rockwell","SafetyPLC-2607","4.7.99","2025-10-20T15:15:58.098Z","Asset Inventory","88","VLAN-77","Low","false","true","2","2","2025-10-09T19:55:34.642Z","false","true","None","true","true","14"
"HYD-0090","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.147.158","eb:70:bd:30:4c:ed","Modbus TCP","Schneider","FlowTransmitter-9529","1.7.31","2025-10-19T06:52:39.240Z","Protocol Analysis","82","VLAN-14","High","false","true","4","2","2025-09-30T18:59:35.039Z","false","true","None","true","true","18"
"HYD-0091","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.219.198","4d:60:20:6d:20:4e","DNP3","Rockwell","PLC-8607","2.9.51","2025-10-24T10:56:45.102Z","Protocol Analysis","75","VLAN-88","High","false","false","4","2","2025-10-24T10:04:49.520Z","false","true","Basic","false","false","44"
"HYD-0093","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.228.120","27:e7:f6:d6:37:2d","Profinet","Siemens","FlowTransmitter-6684","4.6.88","2025-10-18T13:24:43.382Z","Protocol Analysis","77","VLAN-25","High","true","true","4","1","2025-09-29T12:40:21.087Z","false","true","Advanced","false","false","9"
"HYD-0096","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.109.53","83:61:e6:5d:13:ec","DNP3","Siemens","TemperatureTransmitter-9162","1.8.58","2025-10-21T09:37:38.861Z","Asset Inventory","94","VLAN-61","Critical","true","true","3","2","2025-10-17T10:06:34.524Z","true","false","Advanced","true","true","72"
"HYD-0097","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.164.100","0e:26:f1:2a:02:d4","Modbus TCP","Rockwell","ControlValve-2692","3.2.44","2025-10-21T16:22:30.732Z","Network Scan","73","VLAN-49","High","false","false","2","0","2025-10-12T02:35:44.766Z","false","true","None","true","false","70"
"HYD-0099","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.2.27","aa:0c:ac:1d:29:83","DNP3","Honeywell","TemperatureTransmitter-8574","5.7.86","2025-10-23T03:35:54.002Z","Network Scan","86","VLAN-20","Low","true","false","3","2","2025-09-30T22:51:50.214Z","true","false","Enterprise","false","true","92"
"HYD-0101","Gulf Coast Refinery","Hydrocracking Unit (HCU)","RTU","192.168.101.205","30:00:b2:2a:48:e8","Modbus TCP","Siemens","RTU-5823","1.7.13","2025-10-18T04:16:09.057Z","SNMP","92","VLAN-16","Low","true","false","4","0","2025-10-01T13:53:25.302Z","false","true","Advanced","false","true","82"
"HYD-0102","Gulf Coast Refinery","Hydrocracking Unit (HCU)","PLC","192.168.11.104","9e:be:82:40:4f:2d","DNP3","Siemens","PLC-5597","5.7.92","2025-10-20T05:25:47.296Z","Asset Inventory","87","VLAN-28","Critical","true","false","4","1","2025-10-07T08:44:21.757Z","true","true","Enterprise","false","true","28"
"HYD-0103","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.98.38","f2:83:b2:48:44:94","DNP3","Rockwell","TemperatureTransmitter-5434","5.3.82","2025-10-22T05:58:54.708Z","SNMP","83","VLAN-13","Critical","true","false","2","2","2025-09-29T14:30:15.525Z","false","true","None","true","true","69"
"HYD-0105","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.108.252","db:bc:ed:f1:03:31","OPC UA","Rockwell","FlowTransmitter-1095","3.5.75","2025-10-19T19:00:10.639Z","Protocol Analysis","98","VLAN-69","Critical","true","false","0","1","2025-10-22T02:45:10.637Z","true","true","Basic","true","false","87"
"HYD-0106","Gulf Coast Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.199.69","95:88:58:29:79:c1","Modbus TCP","Schneider","TemperatureTransmitter-8746","2.9.3","2025-10-18T01:52:55.792Z","Protocol Analysis","90","VLAN-10","Medium","true","false","0","0","2025-10-24T18:15:57.628Z","false","false","Enterprise","false","false","85"
"HYD-0107","Gulf Coast Refinery","Hydrocracking Unit (HCU)","HMI","192.168.65.85","ed:24:f3:9c:ea:2a","Ethernet/IP","Rockwell","HMI-4759","3.4.89","2025-10-24T17:39:26.646Z","Protocol Analysis","93","VLAN-69","Critical","false","false","1","0","2025-09-30T12:42:36.328Z","true","true","Basic","true","false","31"
"REF-0108","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.99.216","af:18:21:71:d6:a2","DNP3","Siemens","TemperatureTransmitter-6021","1.0.10","2025-10-24T01:01:34.655Z","Network Scan","71","VLAN-49","Medium","false","true","4","2","2025-10-22T08:46:51.218Z","true","true","None","true","true","78"
"REF-0109","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.94.56","62:29:3c:63:47:88","Ethernet/IP","Siemens","ControlValve-8703","1.9.63","2025-10-18T06:23:00.235Z","Network Scan","74","VLAN-6","Critical","true","false","4","1","2025-10-13T07:29:30.703Z","false","false","None","true","true","28"
"REF-0110","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.24.250","66:fc:a7:05:68:f8","DNP3","Schneider","MotorStarter-6138","1.1.20","2025-10-21T11:30:00.679Z","Asset Inventory","87","VLAN-20","High","false","false","4","2","2025-10-16T07:59:37.651Z","true","true","None","true","true","72"
"REF-0111","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.240.118","d6:28:5c:01:80:19","DNP3","Honeywell","ControlValve-6471","2.9.61","2025-10-18T21:20:18.671Z","SNMP","76","VLAN-87","Low","false","false","3","0","2025-10-02T18:08:28.903Z","false","true","Basic","true","false","25"
"REF-0113","Gulf Coast Refinery","Reformer Unit","RTU","192.168.17.15","a7:5c:4c:e9:28:a9","Modbus TCP","Siemens","RTU-6846","5.4.54","2025-10-19T21:06:20.374Z","Asset Inventory","97","VLAN-13","High","false","true","4","0","2025-10-21T21:49:10.768Z","false","true","Advanced","false","false","48"
"REF-0114","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.197.32","2e:8f:88:4c:65:69","DNP3","Schneider","ControlValve-6596","4.3.25","2025-10-23T02:02:56.068Z","Network Scan","89","VLAN-82","High","true","true","0","0","2025-09-26T14:49:13.054Z","true","true","Advanced","true","true","13"
"REF-0115","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.215.111","28:1a:40:06:3c:1f","Profinet","Honeywell","FlowTransmitter-4784","3.2.80","2025-10-23T10:43:02.192Z","Protocol Analysis","86","VLAN-48","Low","true","false","4","2","2025-10-16T20:25:08.639Z","true","false","None","false","true","36"
"REF-0116","Gulf Coast Refinery","Reformer Unit","HMI","192.168.125.130","f2:5d:55:5b:9a:be","Modbus TCP","Rockwell","HMI-8960","5.5.71","2025-10-18T11:42:25.900Z","SNMP","96","VLAN-4","Critical","false","true","0","1","2025-09-28T20:09:24.831Z","true","true","Enterprise","true","false","59"
